"date","ISO2","country","ISO3","population","cli","count","cli_local","count_local","cli_7days","count_7days","cli_local_7days","count_local_7days","cli_14days","count_14days","cli_local_14days","count_local_14days","p_cli","p_cli_low","p_cli_high","p_cli_7days","p_cli_7days_low","p_cli_7days_high","p_cli_14days","p_cli_14days_low","p_cli_14days_high","p_cli_local","p_cli_local_low","p_cli_local_high","p_cli_local_7days","p_cli_local_7days_low","p_cli_local_7days_high","p_cli_local_14days","p_cli_local_14days_low","p_cli_local_14days_high"
2020-11-12,"SA","Saudi Arabia","SAU",34268529,3,144,208,144,27,1038,1155,1038,53,2147,1889,2145,0.0208333333333333,0,0.0441611737972784,0.0260115606936416,0.0163285698623216,0.0356945515249616,0.0246856078248719,0.0181222467383509,0.0312489689113929,0.0272536687631027,0.0236007400455902,0.0309065974806153,0.0209946559057694,0.0197966515660565,0.0221926602454823,0.0166160883142015,0.0158730307607464,0.0173591458676567
2020-11-13,"SA","Saudi Arabia","SAU",34268529,2,122,92,122,28,1022,1136,1022,52,2117,1902,2115,0.0163934426229508,0,0.0389261805661398,0.0273972602739726,0.0173893372759602,0.037405183271985,0.0245630609352858,0.0179693712583886,0.031156750612183,0.0142282709557686,0.0113416186026034,0.0171149233089339,0.0209725658161947,0.0197658418943897,0.0221792897379996,0.016967750568714,0.0162116997486605,0.0177238013887676
2020-11-14,"SA","Saudi Arabia","SAU",34268529,1,133,58,133,22,1010,882,1010,46,2076,1874,2075,0.0075187969924812,0,0.0221998631308919,0.0217821782178218,0.012779829268779,0.0307845271668645,0.0221579961464355,0.0158260968077435,0.0284898954851274,0.00822811746347,0.00611929279592577,0.0103369421310142,0.016476742013824,0.0153983480273588,0.0175551360002892,0.0170402364173676,0.0162753326780007,0.0178051401567344
2020-11-15,"SA","Saudi Arabia","SAU",34268529,5,153,163,153,22,1022,967,1022,51,2063,1913,2063,0.0326797385620915,0.00450714663543585,0.0608523304887472,0.0215264187866928,0.012628609607044,0.0304242279663415,0.0247212796897722,0.0180209167892564,0.0314216425902879,0.0201011222098902,0.0170464457161259,0.0231557987036546,0.017852527415722,0.0167374040539481,0.0189676507774959,0.0174960444123323,0.0167189073305023,0.0182731814941622
2020-11-16,"SA","Saudi Arabia","SAU",34268529,1,160,199,160,20,1022,968,1022,49,2044,1916,2044,0.00625,0,0.0184614343557982,0.0195694716242661,0.0110772639546735,0.0280616792938588,0.023972602739726,0.0173413398739426,0.0306038656055095,0.0234669811320755,0.0202450055619393,0.0266889567022116,0.0178709891814053,0.0167552998656457,0.0189866784971649,0.0176863715245726,0.016901471817431,0.0184712712317142
2020-11-17,"SA","Saudi Arabia","SAU",34268529,1,149,106,148,15,1015,930,1014,50,2044,1965,2043,0.00671140939597315,0,0.0198213144407094,0.0147783251231527,0.00735506537659984,0.0222015848697056,0.0244618395303327,0.0177649315271752,0.0311587475334902,0.0135135135135135,0.0109584070013219,0.0160686200257051,0.0173049011945964,0.0162023845982077,0.0184074177909852,0.0181475632394093,0.0173524879732451,0.0189426385055735
2020-11-18,"SA","Saudi Arabia","SAU",34268529,1,283,113,282,14,1144,939,1142,46,2186,2009,2184,0.00353356890459364,0,0.0104469897038443,0.0122377622377622,0.0058666934532849,0.0186088310222396,0.0210430009149131,0.0150262967651503,0.0270597050646758,0.00756055131807842,0.00617183242415799,0.00894927021199884,0.0155139939860556,0.0145294305862466,0.0164985573858646,0.0173560716013546,0.0166037428778056,0.0181084003249036
2020-11-19,"SA","Saudi Arabia","SAU",34268529,4,236,167,235,15,1236,898,1233,42,2274,2053,2271,0.0169491525423729,0.000480651384390345,0.0334176537003554,0.0121359223300971,0.00603179131598202,0.0182400533442122,0.0184696569920844,0.0129357208823937,0.0240035931017752,0.0134082697711762,0.0113883629763393,0.0154281765660132,0.0137416027789255,0.0128490319889969,0.014634173568854,0.0170567367048013,0.0163252376199147,0.0177882357896879
2020-11-20,"SA","Saudi Arabia","SAU",34268529,3,305,489,304,16,1419,1295,1415,44,2441,2431,2437,0.00983606557377049,0,0.0209115423517105,0.0112755461592671,0.0057818665897851,0.0167692257287491,0.0180253994264646,0.0127475526586892,0.0233032461942399,0.030350049652433,0.0277011801865407,0.0329989191183253,0.0172678178545236,0.016335490868512,0.0182001448405352,0.018821470877432,0.0180803599963174,0.0195625817585467
2020-11-21,"SA","Saudi Arabia","SAU",34268529,2,299,175,299,17,1585,1412,1581,39,2595,2294,2591,0.00668896321070234,0,0.0159281666716853,0.0107255520504732,0.00565445781508086,0.0157966462858655,0.015028901734104,0.0103477278227515,0.0197100756454566,0.0110430996403105,0.0094160202652706,0.0126701790153503,0.0168510496103493,0.0159795496738644,0.0177225495468343,0.016705140435324,0.0160272751404599,0.0173830057301882
