"date","ISO2","country","ISO3","population","cli","anosmia","count","cli_local","count_local","cli_14days","anosmia_14days","count_14days","cli_local_14days","count_local_14days","p_cli","p_cli_low","p_cli_high","p_anosmia","p_anosmia_low","p_anosmia_high","p_cli_local","p_cli_local_low","p_cli_local_high","p_cli_14days","p_cli_14days_low","p_cli_14days_high","p_anosmia_14days","p_anosmia_14days_low","p_anosmia_14days_high","p_cli_local_14days","p_cli_local_14days_low","p_cli_local_14days_high","p_cases_active"
2020-04-23,"PM","Saint Pierre and Miquelon","SPM",5985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-24,"PM","Saint Pierre and Miquelon","SPM",5985,0,0,2,0,2,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-25,"PM","Saint Pierre and Miquelon","SPM",5985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-26,"PM","Saint Pierre and Miquelon","SPM",5985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-27,"PM","Saint Pierre and Miquelon","SPM",5985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-28,"PM","Saint Pierre and Miquelon","SPM",5985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-29,"PM","Saint Pierre and Miquelon","SPM",5985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-30,"PM","Saint Pierre and Miquelon","SPM",5985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-05-01,"PM","Saint Pierre and Miquelon","SPM",5985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-05-02,"PM","Saint Pierre and Miquelon","SPM",5985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-05-03,"PM","Saint Pierre and Miquelon","SPM",5985,0,0,1,0,1,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-05-04,"PM","Saint Pierre and Miquelon","SPM",5985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-05-05,"PM","Saint Pierre and Miquelon","SPM",5985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-05-06,"PM","Saint Pierre and Miquelon","SPM",5985,NA,NA,NA,NA,NA,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2020-05-07,"PM","Saint Pierre and Miquelon","SPM",5985,0,0,1,0,1,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-08,"PM","Saint Pierre and Miquelon","SPM",5985,NA,NA,NA,NA,NA,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2020-05-09,"PM","Saint Pierre and Miquelon","SPM",5985,NA,NA,NA,NA,NA,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2020-05-10,"PM","Saint Pierre and Miquelon","SPM",5985,NA,NA,NA,NA,NA,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2020-05-11,"PM","Saint Pierre and Miquelon","SPM",5985,NA,NA,NA,NA,NA,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2020-05-12,"PM","Saint Pierre and Miquelon","SPM",5985,NA,NA,NA,NA,NA,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2020-05-13,"PM","Saint Pierre and Miquelon","SPM",5985,NA,NA,NA,NA,NA,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2020-05-14,"PM","Saint Pierre and Miquelon","SPM",5985,NA,NA,NA,NA,NA,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2020-05-15,"PM","Saint Pierre and Miquelon","SPM",5985,NA,NA,NA,NA,NA,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2020-05-16,"PM","Saint Pierre and Miquelon","SPM",5985,NA,NA,NA,NA,NA,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2020-05-17,"PM","Saint Pierre and Miquelon","SPM",5985,0,0,2,0,2,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-18,"PM","Saint Pierre and Miquelon","SPM",5985,NA,NA,NA,NA,NA,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2020-05-19,"PM","Saint Pierre and Miquelon","SPM",5985,NA,NA,NA,NA,NA,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2020-05-20,"PM","Saint Pierre and Miquelon","SPM",5985,NA,NA,NA,NA,NA,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2020-05-21,"PM","Saint Pierre and Miquelon","SPM",5985,NA,NA,NA,NA,NA,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2020-05-22,"PM","Saint Pierre and Miquelon","SPM",5985,0,0,1,0,1,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-23,"PM","Saint Pierre and Miquelon","SPM",5985,NA,NA,NA,NA,NA,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2020-05-24,"PM","Saint Pierre and Miquelon","SPM",5985,0,0,1,0,1,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-25,"PM","Saint Pierre and Miquelon","SPM",5985,NA,NA,NA,NA,NA,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2020-05-26,"PM","Saint Pierre and Miquelon","SPM",5985,NA,NA,NA,NA,NA,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2020-05-27,"PM","Saint Pierre and Miquelon","SPM",5985,0,0,2,0,2,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-28,"PM","Saint Pierre and Miquelon","SPM",5985,NA,NA,NA,NA,NA,0,0,6,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2020-05-29,"PM","Saint Pierre and Miquelon","SPM",5985,0,0,1,0,1,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-30,"PM","Saint Pierre and Miquelon","SPM",5985,NA,NA,NA,NA,NA,0,0,7,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2020-05-31,"PM","Saint Pierre and Miquelon","SPM",5985,0,0,2,0,2,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-01,"PM","Saint Pierre and Miquelon","SPM",5985,NA,NA,NA,NA,NA,0,0,7,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2020-06-02,"PM","Saint Pierre and Miquelon","SPM",5985,0,0,1,0,1,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-03,"PM","Saint Pierre and Miquelon","SPM",5985,NA,NA,NA,NA,NA,0,0,8,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2020-06-04,"PM","Saint Pierre and Miquelon","SPM",5985,1,1,1,30,1,1,1,9,30,9,1,1,1,1,1,1,0.566037735849057,0.432606093377798,0.699469378320315,0.111111111111111,0,0.316430196199952,0.111111111111111,0,0.316430196199952,0.0628930817610063,0.0411067099369084,0.0846794535851041,0.111111111111111
2020-06-05,"PM","Saint Pierre and Miquelon","SPM",5985,NA,NA,NA,NA,NA,1,1,8,30,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.125,0,0.354172303767662,0.125,0,0.354172303767662,0.0707547169811321,0.0463480742225118,0.0951613597397524,0.125
2020-06-06,"PM","Saint Pierre and Miquelon","SPM",5985,NA,NA,NA,NA,NA,1,1,8,30,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.125,0,0.354172303767662,0.125,0,0.354172303767662,0.0707547169811321,0.0463480742225118,0.0951613597397524,0.125
2020-06-07,"PM","Saint Pierre and Miquelon","SPM",5985,NA,NA,NA,NA,NA,1,1,7,30,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.142857142857143,0,0.402082007388211,0.142857142857143,0,0.402082007388211,0.0808625336927224,0.0531213464647764,0.108603720920668,0.142857142857143
2020-06-08,"PM","Saint Pierre and Miquelon","SPM",5985,NA,NA,NA,NA,NA,1,1,7,30,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.142857142857143,0,0.402082007388211,0.142857142857143,0,0.402082007388211,0.0808625336927224,0.0531213464647764,0.108603720920668,0.142857142857143
2020-06-09,"PM","Saint Pierre and Miquelon","SPM",5985,NA,NA,NA,NA,NA,1,1,7,30,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.142857142857143,0,0.402082007388211,0.142857142857143,0,0.402082007388211,0.0808625336927224,0.0531213464647764,0.108603720920668,0.142857142857143
2020-06-10,"PM","Saint Pierre and Miquelon","SPM",5985,NA,NA,NA,NA,NA,1,1,5,30,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0,0.550609016230633,0.2,0,0.550609016230633,0.113207547169811,0.0750593658127114,0.151355728526911,0.2
2020-06-11,"PM","Saint Pierre and Miquelon","SPM",5985,0,0,4,10,4,1,1,9,40,9,0,0,0,0,0,0,0.0471698113207547,0.0186320445465413,0.0757075780949682,0.111111111111111,0,0.316430196199952,0.111111111111111,0,0.316430196199952,0.0838574423480084,0.0589836939755579,0.108731190720459,0.111111111111111
2020-06-12,"PM","Saint Pierre and Miquelon","SPM",5985,NA,NA,NA,NA,NA,1,1,8,40,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.125,0,0.354172303767662,0.125,0,0.354172303767662,0.0943396226415094,0.0665172018949419,0.122162043388077,0.125
2020-06-13,"PM","Saint Pierre and Miquelon","SPM",5985,1,1,1,0,1,2,2,9,40,9,1,1,1,1,1,1,0,0,0,0.222222222222222,0,0.493833841502414,0.222222222222222,0,0.493833841502414,0.0838574423480084,0.0589836939755579,0.108731190720459,0.222222222222222
2020-06-14,"PM","Saint Pierre and Miquelon","SPM",5985,NA,NA,NA,NA,NA,2,2,7,40,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.285714285714286,0,0.620372146798186,0.285714285714286,0,0.620372146798186,0.107816711590297,0.0762571312825563,0.139376291898037,0.285714285714286
2020-06-15,"PM","Saint Pierre and Miquelon","SPM",5985,NA,NA,NA,NA,NA,2,2,7,40,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.285714285714286,0,0.620372146798186,0.285714285714286,0,0.620372146798186,0.107816711590297,0.0762571312825563,0.139376291898037,0.285714285714286
2020-06-16,"PM","Saint Pierre and Miquelon","SPM",5985,NA,NA,NA,NA,NA,2,2,6,40,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.333333333333333,0,0.71052857802539,0.333333333333333,0,0.71052857802539,0.125786163522013,0.0893393298652899,0.162232997178735,0.333333333333333
2020-06-17,"PM","Saint Pierre and Miquelon","SPM",5985,NA,NA,NA,NA,NA,2,2,6,40,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.333333333333333,0,0.71052857802539,0.333333333333333,0,0.71052857802539,0.125786163522013,0.0893393298652899,0.162232997178735,0.333333333333333
2020-06-18,"PM","Saint Pierre and Miquelon","SPM",5985,0,0,1,0,1,1,1,6,10,6,0,0,0,0,0,0,0,0,0,0.166666666666667,0,0.464865690619526,0.166666666666667,0,0.464865690619526,0.0314465408805031,0.0122650319079282,0.0506280498530781,0.166666666666667
2020-06-19,"PM","Saint Pierre and Miquelon","SPM",5985,NA,NA,NA,NA,NA,1,1,6,10,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.166666666666667,0,0.464865690619526,0.166666666666667,0,0.464865690619526,0.0314465408805031,0.0122650319079282,0.0506280498530781,0.166666666666667
2020-06-20,"PM","Saint Pierre and Miquelon","SPM",5985,NA,NA,NA,NA,NA,1,1,6,10,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.166666666666667,0,0.464865690619526,0.166666666666667,0,0.464865690619526,0.0314465408805031,0.0122650319079282,0.0506280498530781,0.166666666666667
2020-06-21,"PM","Saint Pierre and Miquelon","SPM",5985,NA,NA,NA,NA,NA,1,1,6,10,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.166666666666667,0,0.464865690619526,0.166666666666667,0,0.464865690619526,0.0314465408805031,0.0122650319079282,0.0506280498530781,0.166666666666667
2020-06-22,"PM","Saint Pierre and Miquelon","SPM",5985,NA,NA,NA,NA,NA,1,1,6,10,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.166666666666667,0,0.464865690619526,0.166666666666667,0,0.464865690619526,0.0314465408805031,0.0122650319079282,0.0506280498530781,0.166666666666667
2020-06-23,"PM","Saint Pierre and Miquelon","SPM",5985,NA,NA,NA,NA,NA,1,1,6,10,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.166666666666667,0,0.464865690619526,0.166666666666667,0,0.464865690619526,0.0314465408805031,0.0122650319079282,0.0506280498530781,0.166666666666667
2020-06-24,"PM","Saint Pierre and Miquelon","SPM",5985,NA,NA,NA,NA,NA,1,1,6,10,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.166666666666667,0,0.464865690619526,0.166666666666667,0,0.464865690619526,0.0314465408805031,0.0122650319079282,0.0506280498530781,0.166666666666667
2020-06-25,"PM","Saint Pierre and Miquelon","SPM",5985,NA,NA,NA,NA,NA,1,1,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0,1,0.5,0,1,0,0,0,0.5
2020-06-26,"PM","Saint Pierre and Miquelon","SPM",5985,NA,NA,NA,NA,NA,1,1,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0,1,0.5,0,1,0,0,0,0.5
2020-06-27,"PM","Saint Pierre and Miquelon","SPM",5985,NA,NA,NA,NA,NA,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2020-06-28,"PM","Saint Pierre and Miquelon","SPM",5985,NA,NA,NA,NA,NA,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
