ISO2,ISO_3,country,date,first_date,day_count,days_aggregated,count,weight,infected,not_infected,pos_RF,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,reach,positive_recent,test_recent,p_infected,p_infected_low,p_infected_high,p_rf,p_rf_low,p_rf_high,p_cli,p_cli_low,p_cli_high,p_cli_weight,p_cli_weight_low,p_cli_weight_high,p_cliWHO,p_cliWHO_low,p_cliWHO_high,p_cliWHO_weight,p_cliWHO_weight_low,p_cliWHO_weight_high,p_cli_local,p_cli_local_low,p_cli_local_high,TPR,TPR_low,TPR_high
TL,TLS,Timor-Leste,2020-05-30,2020-04-25,5,32,100,2257083.20687448,0,0,0,3,29867.1640265826,1,5227.09054555528,184,10978.4810126582,0,2,,,,,,,,,,,,,,,,,,,,,,,,
TL,TLS,Timor-Leste,2020-05-31,2020-05-01,7,29,100,2230415.35882812,0,0,0,3,29867.1640265826,1,5227.09054555528,185,10978.4810126582,0,2,,,,,,,,,,,,,,,,,,,,,,,,
TL,TLS,Timor-Leste,2020-06-01,2020-05-03,1,29,100,2243308.69467224,0,0,0,3,42760.4998707023,0,0,178,10978.4810126582,0,2,,,,,,,,,,,,,,,,,,,,,,,,
TL,TLS,Timor-Leste,2020-06-02,2020-05-08,6,26,101,2470371.63246433,0,0,0,2,32033.8527418288,0,0,176,10866.4556962025,0,1,,,,,,,,,,,,,,,,,,,,,,,,
TL,TLS,Timor-Leste,2020-06-03,2020-05-10,4,25,100,2373999.74805015,0,0,0,2,32033.8527418288,0,0,176,10754.4303797468,0,1,,,,,,,,,,,,,,,,,,,,,,,,
TL,TLS,Timor-Leste,2020-06-04,2020-05-13,4,23,101,2410475.13695203,0,0,0,2,32033.8527418288,0,0,176,10866.4556962025,0,1,,,,,,,,,,,,,,,,,,,,,,,,
TL,TLS,Timor-Leste,2020-06-05,2020-05-15,5,22,103,2497956.63904164,0,0,0,2,32033.8527418288,0,0,173,11090.5063291139,0,1,,,,,,,,,,,,,,,,,,,,,,,,
TL,TLS,Timor-Leste,2020-06-06,2020-05-15,1,23,104,2514787.56537052,0,0,0,2,32033.8527418288,0,0,173,11202.5316455696,0,1,,,,,,,,,,,,,,,,,,,,,,,,
TL,TLS,Timor-Leste,2020-06-07,2020-05-16,5,23,103,2544213.22484402,0,0,0,2,32033.8527418288,0,0,173,10978.4810126582,0,1,,,,,,,,,,,,,,,,,,,,,,,,
TL,TLS,Timor-Leste,2020-06-08,2020-05-17,7,23,101,2600100.91411057,0,0,0,2,32033.8527418288,0,0,145,10530.3797468354,0,1,,,,,,,,,,,,,,,,,,,,,,,,
TL,TLS,Timor-Leste,2020-06-09,2020-05-18,5,23,100,2584376.41355746,0,0,0,2,32033.8527418288,0,0,102,10418.3544303797,0,0,,,,,,,,,,,,,,,,,,,,,,,,
TL,TLS,Timor-Leste,2020-06-10,2020-05-19,6,23,100,2618401.28468035,0,0,0,2,32033.8527418288,0,0,103,10418.3544303797,0,0,,,,,,,,,,,,,,,,,,,,,,,,
TL,TLS,Timor-Leste,2020-06-11,2020-05-21,5,22,100,2642002.14204254,0,0,0,2,32033.8527418288,0,0,3,10306.3291139241,0,0,,,,,,,,,,,,,,,,,,,,,,,,
TL,TLS,Timor-Leste,2020-06-12,2020-05-21,4,23,104,2689873.97305185,0,0,0,2,32033.8527418288,0,0,3,10754.4303797468,0,0,,,,0,0,0,0.0218772053634439,0.0142606995535151,0.0294937111733727,0.0131171210911067,0.0130792526775359,0.0131549895046775,0.00141143260409315,0,0.00336616150186217,0.000301469872620795,0.000295691819558621,0.000307247925682969,0.0129034689851868,0.0123344626779172,0.0134724752924564,0,0,0
TL,TLS,Timor-Leste,2020-06-13,2020-05-22,5,23,103,2745633.07964449,0,0,0,2,32033.8527418288,0,0,5,10642.4050632911,0,0,,,,0,0,0,0.0211267605633803,0.0136470705069516,0.028606450619809,0.0129965020477079,0.0129590686101523,0.0130339354852634,0.000704225352112676,0,0.00208399558791003,0.000148640819542333,0.000144611572541996,0.000152670066542669,0.0117451163103064,0.0112013270615472,0.0122889055590655,0,0,0
TL,TLS,Timor-Leste,2020-06-14,2020-05-24,4,22,100,2682335.69968146,0,0,0,3,40139.9727321598,0,0,9,10418.3544303797,0,0,,,,0,0,0,0.0211267605633803,0.0136470705069516,0.028606450619809,0.0131200195194592,0.0130826503250751,0.0131573887138434,0,0,0,0,0,0,0.010617340124791,0.0100990587229895,0.0111356215265924,0,0,0
TL,TLS,Timor-Leste,2020-06-15,2020-05-25,6,22,101,2971441.57346756,0,0,0,2,26226.546380006,0,0,9,10642.4050632911,0,0,,,,0,0,0,0.0204081632653061,0.0130566695428944,0.0277596569877179,0.0124022763481628,0.0123662963856015,0.0124382563107241,0,0,0,0,0,0,0.00951365137273782,0.00902222347400889,0.0100050792714667,0,0,0
TL,TLS,Timor-Leste,2020-06-16,2020-05-25,3,23,104,3174789.47053849,0,0,0,2,26226.546380006,0,0,9,10866.4556962025,0,0,,,,0,0,0,0.0203651685393258,0.0130290015258287,0.027701335552823,0.0120097381782599,0.0119746634092789,0.0120448129472409,0,0,0,0,0,0,0.00839950005489265,0.0079374840379066,0.00886151607187869,0,0,0
TL,TLS,Timor-Leste,2020-06-17,2020-05-26,4,23,103,3230883.76938898,0,0,0,2,26226.546380006,0,0,9,10754.4303797468,0,0,,,,0,0,0,0.0203223545900491,0.0130014505213782,0.0276432586587199,0.0115850634725685,0.0115509986845863,0.0116191282605506,0,0,0,0,0,0,0.00728534873704747,0.0068548227876115,0.00771587468648345,0,0,0
TL,TLS,Timor-Leste,2020-06-18,2020-05-27,6,23,103,3296335.7075055,0,0,0,2,26226.546380006,0,0,9,10754.4303797468,0,0,,,,0,0,0,0.0202939118264521,0.0129831478260364,0.0276046758268677,0.0111708134057139,0.0111377403967115,0.0112038864147162,0,0,0,0,0,0,0.00617581312407829,0.00577905470441992,0.00657257154373666,0,0,0
TL,TLS,Timor-Leste,2020-06-19,2020-05-29,5,22,101,3237082.41352563,0,0,0,2,26226.546380006,0,0,10,10530.3797468354,0,1,,,,0,0,0,0.0203223545900491,0.0130014505213782,0.0276432586587199,0.0108150547555156,0.0107828125015107,0.0108472970095205,0,0,0,0,0,0,0.00510663205578461,0.00474497791632041,0.00546828619524882,0,0,0
TL,TLS,Timor-Leste,2020-06-20,2020-05-30,4,22,102,3286633.63005108,0,0,0,2,26226.546380006,0,0,10,10642.4050632911,0,1,,,,0,0,0,0.0203508771929825,0.0130198048929852,0.0276819494929797,0.010463853198935,0.0104324383402763,0.0104952680575936,0,0,0,0,0,0,0.00402939385811419,0.00370736287295272,0.00435142484327566,0,0,0
TL,TLS,Timor-Leste,2020-06-21,2020-05-31,5,22,102,3351487.46918696,0,0,0,2,26226.546380006,0,0,10,10418.3544303797,0,1,,,,0,0,0,0.0203651685393258,0.0130290015258287,0.027701335552823,0.0101171242300044,0.0100865336632328,0.0101477147967761,0,0,0,0,0,0,0.00294400711129346,0.00266807421772235,0.00321994000486457,0,0,0
TL,TLS,Timor-Leste,2020-06-22,2020-05-31,4,23,106,3478057.17079224,0,0,0,2,26226.546380006,0,0,14,10754.4303797468,0,1,,,,0,0,0,0.0202939118264521,0.0129831478260364,0.0276046758268677,0.00976728064948566,0.00973753427312816,0.00979702702584317,0,0,0,0,0,0,0.00205634355744449,0.00182580325577469,0.00228688385911429,0,0,0
