ISO2,ISO_3,country_agg,date,first_date,count,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI,p_cli_smooth,p_cli_CI_smooth,p_cli_weight_smooth,p_cli_weight_CI_smooth,p_cliWHO_smooth,p_cliWHO_CI_smooth,p_cliWHO_weight_smooth,p_cliWHO_weight_CI_smooth,p_cli_local_smooth,p_cli_local_CI_smooth,p_cli_smooth_slope,p_cli_weight_smooth_slope,p_cliWHO_smooth_slope,p_cliWHO_weight_smooth_slope,p_cli_local_smooth_slope
HT,HTI,Haiti,2020-04-24,2020-04-23,100,0,0,0,0,0,0,0,0,0.00170721297481861,0.000965104048261734,0.0095606901179801,0.0160696852916646,0.00879288040943325,4.98600652877122e-05,0.00436255819322154,0.0082859440497878,0.00613314356831122,3.11927978849321e-05,0.00567424600002998,0.00160163354543389,,,,,
HT,HTI,Haiti,2020-04-25,2020-04-24,100,0,0,0,0,0,0,0,0,0.0101408450704225,0.00233046557785525,0.010259591828959,0.0169768626151839,0.00977727110510411,5.36373984126191e-05,0.00484394308867556,0.00913215219043836,0.00706962264273307,3.53358883025395e-05,0.00582103577120599,0.001621153675533,,,,,
HT,HTI,Haiti,2020-04-26,2020-04-25,100,0.01,0.0195013954179879,0.00735501916365664,6.43340777040667e-05,0,0,0,0,0.00132042253521127,0.000862090478344025,0.0109991798669129,0.0179046965019956,0.0108478214206066,5.76853033297388e-05,0.00537415287971571,0.0100391345014701,0.00809876506102019,3.98747440338129e-05,0.00597412604675078,0.00164070373775316,,,,,
HT,HTI,Haiti,2020-04-27,2020-04-26,100,0.01,0.0195013954179879,0.00545854073551008,4.77912397768636e-05,0,0,0,0,0.00290402207056774,0.00127087105391151,0.0117721771252757,0.0188426427515717,0.0119906384402628,6.19742195130515e-05,0.00595448091176995,0.0110021713530598,0.00920832716034348,4.47755711570628e-05,0.00613150229255954,0.00165987851712634,,,,,
HT,HTI,Haiti,2020-04-28,2020-04-27,100,0.01,0.0195013954179879,0.00381788704283491,4.12496745123227e-05,0.01,0.0195013954179879,0.00381788704283491,4.12496745123227e-05,0.00229951135383731,0.00112544363774366,0.0125725104950529,0.0197800743966763,0.0131866207904361,6.64626893723358e-05,0.00658702045508813,0.0120149896558592,0.0103797858577424,4.99827001558774e-05,0.00629011767091836,0.00167815220852276,,,,,
HT,HTI,Haiti,2020-04-29,2020-04-28,100,0.01,0.0195013954179879,0.00426193492756888,4.60370461598856e-05,0.01,0.0195013954179879,0.00426193492756888,4.60370461598856e-05,0.0114708871787426,0.002514932224964,0.0133902719519593,0.0207038257244197,0.0144084872908259,7.10881988489685e-05,0.00727170461323643,0.0130677375106489,0.0115867853178631,5.54115995916102e-05,0.00644537212772474,0.00169484703155833,,,,,
HT,HTI,Haiti,2020-04-30,2020-04-29,100,0.01,0.0195013954179879,0.00444725295599652,4.71875470203527e-05,0,0,0,0,0.0117849956884162,0.00253569091482964,0.0142127344802689,0.0215987795796858,0.0156198845761161,7.57639207620684e-05,0.0080046294153881,0.0141458573534286,0.0127924073838052,6.09409508666726e-05,0.00659144456470586,0.00170916109630964,0.000775340727048128,0.00113783402778048,0.000607011870361094,0.00110987730258233,0.000152866427445979
HT,HTI,Haiti,2020-05-01,2020-04-29,100,0.02,0.0274394957835608,0.0280882979066635,0.000108449667016795,0.01,0.0195013954179879,0.0242785402682418,0.000101024409392943,0.0114975567691865,0.00250494118717181,0.0150269282193106,0.0224498678802985,0.0167808766391608,8.03881953594657e-05,0.00877933610641049,0.0152311701834079,0.0139544748862629,6.64223803328548e-05,0.00672012324462426,0.00172008361595302,0.000794556065058595,0.00116726758900946,0.000655898836289155,0.00114747537392164,0.000149847912236378
HT,HTI,Haiti,2020-05-02,2020-04-29,100,0.02,0.0274394957835608,0.0263695118515089,0.000101903374874724,0.01,0.0195013954179879,0.0227928818424009,9.4914676151405e-05,0.00158091405576315,0.000933504565758941,0.015817909304523,0.0232415420569066,0.0178480456601495,8.48429913862268e-05,0.00958495855542666,0.0163014212737597,0.0150264504137926,7.16839820677925e-05,0.00682232802237396,0.00172657052367187,0.00080312157293502,0.00116670403992382,0.000701800945951825,0.00115461422546208,0.000141366995937197
HT,HTI,Haiti,2020-05-03,2020-04-29,100,0.02,0.0274394957835608,0.0269667910749379,0.000104179554626652,0.01,0.0195013954179879,0.0233091490696139,9.70388853533894e-05,0.00158091405576315,0.000933504565758941,0.0165716476425727,0.0239597421918692,0.0187821563408587,8.90099238785728e-05,0.0104056500622817,0.0173308458375646,0.0159633242011516,7.65456436456821e-05,0.00688824247948753,0.00172758492545405,0.000799911752882837,0.00113191965009931,0.000741861525085285,0.00112583284013468,0.000126123364487997
HT,HTI,Haiti,2020-05-04,2020-04-29,100,0.02,0.0274394957835608,0.0282535887831599,0.000109078582937309,0.01,0.0195013954179879,0.0244214119087493,0.00010161146641607,0.00298762270593257,0.00127589363235813,0.0172769604124382,0.0245935320174939,0.0195510512220306,9.27787170465274e-05,0.0112222270957864,0.0182926572194779,0.0167247918768545,8.08333480761002e-05,0.00690902608830373,0.00172233301176781,0.000784074986230895,0.00106073840526575,0.00077253444011638,0.00105750100318535,0.000103151402897561
HT,HTI,Haiti,2020-05-05,2020-04-30,100,0.02,0.0274394957835608,0.0298457835714339,0.000115131130141512,0.01,0.0195013954179879,0.0257976492802856,0.000107261913681235,0.00267605633802817,0.0012016684687081,0.0179238448632721,0.025134066620943,0.0201347654878327,9.60566747618276e-05,0.0120123981182268,0.0191599954217225,0.0172835411692425,8.4401974998961e-05,0.00687827600819144,0.00171043021375554,0.000755595485218805,0.000954379699501141,0.000790115584165055,0.000949459308563235,7.21506467444492e-05
HT,HTI,Haiti,2020-05-06,2020-04-30,100,0.02,0.0274394957835608,0.0296597134255464,0.000114424329589243,0.01,0.0195013954179879,0.0256368167675909,0.000106601999921876,0.0180281690140845,0.00309488304655518,0.0185107959466169,0.0255797695695814,0.020533515967697,9.87976309571062e-05,0.0127557627635754,0.0199118159551212,0.0176306112513949,8.7164849654597e-05,0.00679465114546938,0.00169220682654328,0.000716343577724678,0.000818938565263476,0.000791855558031212,0.000806367311264958,3.38677634605869e-05
HT,HTI,Haiti,2020-05-07,2020-05-01,100,0.01,0.0195013954179879,0.0276483005240468,0.000114847342526317,0.01,0.0195013954179879,0.0276483005240468,0.000114847342526317,0.0177464788732394,0.00307104946779558,0.0190424543903409,0.0259337560139138,0.0207662485828689,0.000100997704201634,0.013435473991592,0.0205336451388032,0.0177773288494097,8.9101023576106e-05,0.00666379218707825,0.0016689301550033,0.000669254361838386,0.000664228657284679,0.00077602298086358,0.000637142327191141,-9.38850959100127e-06
HT,HTI,Haiti,2020-05-08,2020-05-04,100,0.02,0.0274394957835608,0.0150096463698668,0.000105527213757792,0.02,0.0274394957835608,0.0150096463698668,0.000105527213757792,0.0176056338028169,0.00305905778231525,0.0195303027505519,0.0262049672476489,0.0208701385720286,0.000102702963588972,0.014042556181189,0.0210217221990459,0.0177565156743537,9.02695718354342e-05,0.00649919522959162,0.0016428649655603,0.000618732241004812,0.000503682151979854,0.000742932937627056,0.000455010876760171,-5.38554654637238e-05
HT,HTI,Haiti,2020-05-09,2020-05-06,100,0.03,0.0334344809563718,0.0239947288718467,0.000133553805633239,0.03,0.0334344809563718,0.0239947288718467,0.000133553805633239,0.00246841875998258,0.00117194112838568,0.0199916939683952,0.0264077225386749,0.0208952362700396,0.000104004275176307,0.0145758464181776,0.0213835363168302,0.0176169138487957,9.08020206709729e-05,0.00632171563076044,0.00161718768031098,0.000570007720970419,0.000352179988196816,0.000695032725982659,0.00027559827460735,-9.44211414545151e-05
HT,HTI,Haiti,2020-05-10,2020-05-07,100,0.03,0.0334344809563718,0.0237673188113763,0.000132303460058987,0.03,0.0334344809563718,0.0237673188113763,0.000132303460058987,0.00145201103528387,0.000899295621069523,0.0204511123162767,0.0265618128822508,0.0209009893949921,0.000105032723609105,0.0150473568278829,0.0216399497843448,0.017421065669875,9.0897475492031e-05,0.0061583777880507,0.00159574470314081,0.000529025317306413,0.000224989695493581,0.000637521622016075,0.000116045632170089,-0.000125108050042171
HT,HTI,Haiti,2020-05-11,2020-05-08,100,0.02,0.0274394957835608,0.0185541314890048,0.000116224275732567,0.02,0.0274394957835608,0.0185541314890048,0.000116224275732567,0.00116160882822709,0.000804471410715269,0.0209355815387569,0.0266900995677134,0.0209455689272469,0.000105936151899574,0.0154772425249824,0.0218207991151702,0.0172332500503966,9.07863836525649e-05,0.00604011583469816,0.00158271587333599,0.000501956112580794,0.000135133906569039,0.000577474067792603,-8.381853140989e-06,-0.00013969336224888
HT,HTI,Haiti,2020-05-12,2020-05-09,100,0.01,0.0195013954179879,0.00342503523454765,4.82954689788276e-05,0.01,0.0195013954179879,0.00342503523454765,4.82954689788276e-05,0.00129347513653349,0.000844508188575854,0.0214731997851154,0.0268175975775565,0.0210808055599768,0.000106867106336323,0.0158932993075035,0.0219640214893459,0.0171136763615437,9.071260666779e-05,0.00599651287009755,0.00158195357530376,0.000493733973083074,9.12149320466399e-05,0.000522922757321356,-8.61558149752058e-05,-0.000133023045895304
HT,HTI,Haiti,2020-05-13,2020-05-10,100,0.02,0.0274394957835608,0.00892258023602488,7.33197541175073e-05,0.01,0.0195013954179879,0.00304699148766519,4.29729276995359e-05,0.00113814198321241,0.000788228722237302,0.0220873733603023,0.0269673122978101,0.0213434971095435,0.000107954451817763,0.0163233443111928,0.0221069474272757,0.0171080748604056,9.08865681427752e-05,0.00605313029943868,0.00159656530198049,0.000507486494993565,9.62080877790992e-05,0.000481311719933463,-0.000111542331500694,-0.000101776981273262
HT,HTI,Haiti,2020-05-14,2020-05-13,100,0.02,0.0274394957835608,0.023095841896884,0.000114402557225169,0,0,0,0,0.00261361986351096,0.00120582970221729,0.0227941699599592,0.027157763920435,0.0217525000274208,0.000109290096385762,0.0167910512705342,0.0222819735446041,0.0172426880401839,9.1462372706126e-05,0.00622705122426896,0.00162838244255862,0.000543977868234541,0.000147060242565372,0.000458082514890868,-8.56379390283026e-05,-4.53573342204431e-05
HT,HTI,Haiti,2020-05-15,2020-05-14,100,0.02,0.0274394957835608,0.0118326719561637,9.27433154570772e-05,0.01,0.0195013954179879,0.00334269704792777,4.95048096957787e-05,0.00215579189422248,0.0010897846001604,0.0236004457249636,0.0274023072360761,0.0223072448298199,0.000110919508524052,0.0173114027033827,0.022512449748169,0.0175214938233079,9.25182641095436e-05,0.00652496016420866,0.00167772148152548,0.000601458626094723,0.000235334759963393,0.000455926047534186,-1.59033375812991e-05,3.38740889080381e-05
