ISO2,ISO_3,country,date,first_date,day_count,days_aggregated,count,weight,infected,not_infected,pos_RF,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,reach,positive_recent,test_recent,p_infected,p_infected_low,p_infected_high,p_rf,p_rf_low,p_rf_high,p_cli,p_cli_low,p_cli_high,p_cli_weight,p_cli_weight_low,p_cli_weight_high,p_cliWHO,p_cliWHO_low,p_cliWHO_high,p_cliWHO_weight,p_cliWHO_weight_low,p_cliWHO_weight_high,p_cli_local,p_cli_local_low,p_cli_local_high,TPR,TPR_low,TPR_high
SM,SMR,San Marino,2020-09-23,2020-06-10,2,59,100,1937676.67630517,0,0,0,3,24176.4192510762,2,14319.4698333765,72,2417.53846153846,0,0,,,,,,,,,,,,,,,,,,,,,,,,
SM,SMR,San Marino,2020-09-24,2020-06-12,1,59,100,1951405.83820786,0,0,0,3,24176.4192510762,2,14319.4698333765,72,2417.53846153846,0,0,,,,,,,,,,,,,,,,,,,,,,,,
SM,SMR,San Marino,2020-09-25,2020-06-19,1,59,100,1988776.39953922,0,0,0,3,24176.4192510762,2,14319.4698333765,72,2417.53846153846,0,0,,,,,,,,,,,,,,,,,,,,,,,,
SM,SMR,San Marino,2020-09-26,2020-06-20,1,59,100,1992404.47260571,0,0,0,3,24176.4192510762,2,14319.4698333765,72,2442.46153846154,0,0,,,,,,,,,,,,,,,,,,,,,,,,
SM,SMR,San Marino,2020-12-13,2020-09-12,4,60,100,1958844.70325177,0,0,4,4,33753.3242548386,1,3713.28853411585,46,1564.90416666667,2,12,,,,,,,,,,,,,,,,,,,,,,,,
SM,SMR,San Marino,2020-12-15,2020-09-19,3,58,100,1889843.53776062,0,0,4,4,33753.3242548386,1,3713.28853411585,48,1548.25625,2,12,,,,,,,,,,,,,,,,,,,,,,,,
SM,SMR,San Marino,2020-12-18,2020-09-21,2,58,100,1803536.2812574,0,0,4,4,33753.3242548386,1,3713.28853411585,48,1548.25625,2,11,,,,,,,,,,,,,,,,,,,,,,,,
SM,SMR,San Marino,2020-12-19,2020-09-22,2,58,101,1814124.36577088,0,0,4,4,33753.3242548386,1,3713.28853411585,48,1564.90416666667,2,11,,,,,,,,,,,,,,,,,,,,,,,,
SM,SMR,San Marino,2020-12-21,2020-09-23,2,58,101,1837194.72793929,0,0,4,4,33753.3242548386,1,3713.28853411585,48,1564.90416666667,2,11,,,,,,,,,,,,,,,,,,,,,,,,
SM,SMR,San Marino,2020-12-22,2020-09-24,1,58,100,1802738.16395468,0,0,4,4,33753.3242548386,1,3713.28853411585,48,1548.25625,2,11,,,,,,,,,,,,,,,,,,,,,,,,
SM,SMR,San Marino,2020-12-23,2020-09-25,1,58,100,1780783.9821104,0,0,4,4,33753.3242548386,1,3713.28853411585,48,1531.60833333333,2,11,,,,,,,,,,,,,,,,,,,,,,,,
SM,SMR,San Marino,2020-12-24,2020-09-26,1,58,100,1746509.21236029,0,0,4,4,33753.3242548386,1,3713.28853411585,48,1531.60833333333,2,11,,,,,,,,,,,,,,,,,,,,,,,,
SM,SMR,San Marino,2020-12-26,2020-10-02,3,57,101,1761382.24958569,0,0,4,4,33753.3242548386,1,3713.28853411585,54,1548.25625,2,12,,,,,,,,,,,,,,,,,,,,,,,,
SM,SMR,San Marino,2020-12-27,2020-10-05,4,55,100,1606027.05613479,0,0,4,4,33753.3242548386,1,3713.28853411585,44,1531.60833333333,2,12,,,,0.0285103349964362,0.0198019121587783,0.0372187578340941,0.0370634354953671,0.0271781109821407,0.0469487600085935,0.0167846145321477,0.0167351129108772,0.0168341161534182,0.0128296507483963,0.00694090608422519,0.0187183954125674,0.00364925441133166,0.00362601914792773,0.00367248967473559,0.0305032567626685,0.0283790985121037,0.0326274150132333,0.175438596491228,0.105620221151299,0.245256971831157
SM,SMR,San Marino,2020-12-28,2020-10-08,1,55,100,1679802.56526545,0,0,4,4,33753.3242548386,1,3713.28853411585,44,1531.60833333333,2,12,,,,0.0313613684960798,0.0222413094291521,0.0404814275630076,0.037776193870278,0.0277999650104122,0.0477524227301437,0.0173275036804718,0.0172769692821039,0.0173780380788396,0.0121168923734854,0.0063919955992849,0.0178417891476859,0.00327190727894608,0.00324979143367964,0.00329402312421251,0.0304630683257938,0.0283019026856804,0.0326242339659073,0.174603174603175,0.108317407986674,0.240888941219675
SM,SMR,San Marino,2020-12-29,2020-10-11,3,54,100,1642395.69761551,0,0,4,4,33753.3242548386,1,3713.28853411585,44,1514.96041666667,2,12,,,,0.0342124019957235,0.0247008398288113,0.0437239641626356,0.0384889522451889,0.0284227781049102,0.0485551263854676,0.0179175710576751,0.0178658861290219,0.0179692559863284,0.0114041339985745,0.00584816509512729,0.0169601029020217,0.00289271857486498,0.00287179314352539,0.00291364400620457,0.0304414897838499,0.0282397752553518,0.0326432043123481,0.173913043478261,0.110673677385558,0.237152409570964
SM,SMR,San Marino,2020-12-31,2020-10-12,1,54,100,1648367.09746811,0,0,5,4,33753.3242548386,1,3713.28853411585,44,1514.96041666667,3,13,,,,0.037776193870278,0.0277999650104122,0.0477524227301437,0.0392017106200998,0.0290465247820274,0.0493568964581722,0.0185455249784084,0.0184926017841479,0.0185984481726689,0.0106913756236636,0.0053098929411432,0.016072858306184,0.00250730395086272,0.00248768617547159,0.00252692172625385,0.0304181789783598,0.0281735452565199,0.0326628127001997,0.178807947019868,0.117689065961268,0.239926828078467
