ISO2,ISO_3,country,date,first_date,day_count,days_aggregated,count,weight,infected,not_infected,pos_RF,pos_RF_symp,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,reach,positive_recent,test_recent,p_infected,p_infected_low,p_infected_high,p_rf,p_rf_low,p_rf_high,p_rf_symp,p_rf_symp_low,p_rf_symp_high,p_cli,p_cli_low,p_cli_high,p_cli_weight,p_cli_weight_low,p_cli_weight_high,p_cliWHO,p_cliWHO_low,p_cliWHO_high,p_cliWHO_weight,p_cliWHO_weight_low,p_cliWHO_weight_high,p_cli_local,p_cli_local_low,p_cli_local_high,TPR,TPR_low,TPR_high
MW,MWI,Malawi,2020-06-15,2020-04-25,2,43,100,4707921.89159767,0,0,0,0,3,314326.474841938,0,0,20,476.463157894737,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
MW,MWI,Malawi,2020-06-17,2020-04-26,1,43,100,4726350.44783318,0,0,0,0,3,314326.474841938,0,0,20,476.463157894737,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
MW,MWI,Malawi,2020-06-20,2020-04-30,3,41,100,4686072.24992701,0,0,0,0,4,339419.476970486,1,25093.0021285483,20,476.463157894737,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
MW,MWI,Malawi,2020-06-21,2020-05-01,3,41,101,4723789.90774583,0,0,0,0,4,339419.476970486,1,25093.0021285483,20,481.642105263158,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
MW,MWI,Malawi,2020-06-23,2020-05-01,1,42,102,4833182.54492187,0,0,0,0,4,339419.476970486,1,25093.0021285483,21,486.821052631579,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
MW,MWI,Malawi,2020-06-24,2020-05-01,1,43,103,4836800.56262021,0,0,0,0,4,339419.476970486,1,25093.0021285483,21,492,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
MW,MWI,Malawi,2020-06-25,2020-05-02,3,43,100,4136126.50304679,0,0,0,0,5,479523.935497525,2,165197.460655587,13,476.463157894737,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
MW,MWI,Malawi,2020-06-28,2020-05-03,1,43,100,3991604.58996756,0,0,0,0,4,331325.334201561,2,165197.460655587,11,476.463157894737,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
MW,MWI,Malawi,2020-06-29,2020-05-03,3,44,103,4046366.54461975,0,0,0,0,4,331325.334201561,2,165197.460655587,11,492,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
MW,MWI,Malawi,2020-06-30,2020-05-03,1,45,104,4086106.01294054,0,0,0,0,4,331325.334201561,2,165197.460655587,11,497.178947368421,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
MW,MWI,Malawi,2020-09-09,2020-06-10,2,60,100,4442808.53903434,0,0,3,2,2,165197.460655587,2,165197.460655587,17,671.428571428571,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
MW,MWI,Malawi,2020-09-10,2020-06-11,1,60,100,4429902.28473921,0,0,3,2,2,165197.460655587,2,165197.460655587,17,671.428571428571,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
MW,MWI,Malawi,2020-09-13,2020-06-13,1,60,100,4457445.7058087,0,0,3,2,2,165197.460655587,2,165197.460655587,20,671.428571428571,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
MW,MWI,Malawi,2020-09-15,2020-06-13,1,61,101,4464989.09825744,0,0,3,2,2,165197.460655587,2,165197.460655587,20,678.571428571429,1,6,,,,0.00848656294200849,0.0037053442723142,0.0132677816117028,0.00565770862800566,0.00174829492700173,0.00956712232900959,0.0332390381895332,0.0238955904011165,0.04258248597795,0.0658567324217682,0.0657952750905426,0.0659181897529938,0.0141442715700141,0.00798938063603493,0.0202991625039934,0.0227259678657078,0.0226890415279892,0.0227628942034263,0.0321602589287534,0.0281740351985091,0.0361464826589978,0.166666666666667,0.0175671546902369,0.315766178643096
MW,MWI,Malawi,2020-09-16,2020-06-14,1,61,100,4489701.66704913,0,0,3,2,3,258218.47829914,2,165197.460655587,20,671.428571428571,1,6,,,,0.0106082036775106,0.00526836098065718,0.015948046374364,0.00707213578500707,0.00270438821542439,0.0114398833545898,0.0332390381895332,0.0238955904011165,0.04258248597795,0.0651873516500529,0.0651260786028398,0.065248624697266,0.0155586987270156,0.00910802709576544,0.0220093703582657,0.0254549706617264,0.0254158764216009,0.0254940649018518,0.0313480417651832,0.0274608612857622,0.0352352222446043,0.166666666666667,0.0333080089901303,0.300025324343203
MW,MWI,Malawi,2020-09-18,2020-06-14,1,62,101,4499160.52515029,0,0,3,2,3,258218.47829914,2,165197.460655587,20,678.571428571429,1,6,,,,0.0127208480565371,0.00688172151831247,0.0185599745947617,0.00848056537102474,0.00370271120412553,0.0132584195379239,0.0332155477031802,0.0238785896248197,0.0425525057815407,0.0645225836144249,0.0644614907180124,0.0645836765108373,0.0169611307420495,0.0102331828827029,0.023689078601396,0.0282072148398422,0.0281660444361377,0.0282483852435466,0.0305482705574884,0.0267586988331556,0.0343378422818212,0.166666666666667,0.0449274249199193,0.288405908413414
MW,MWI,Malawi,2020-09-19,2020-06-15,1,62,100,4481253.33275005,0,0,3,2,3,258218.47829914,2,165197.460655587,20,671.428571428571,1,6,,,,0.0148409893992933,0.00854078752623302,0.0211411912723535,0.00989399293286219,0.00473700023201101,0.0150509856337134,0.0325088339222615,0.02326836371497,0.0417493041295529,0.0634246122026789,0.0633639056500992,0.0634853187552587,0.0176678445229682,0.010803630191113,0.0245320588548234,0.0305632165424854,0.0305203424869256,0.0306060905980452,0.0298145064534799,0.0261145601539142,0.0335144527530455,0.166666666666667,0.0539580297264582,0.279375303606875
MW,MWI,Malawi,2020-09-20,2020-06-17,2,62,100,4625739.57051702,0,0,3,2,3,258218.47829914,2,165197.460655587,20,671.428571428571,1,6,,,,0.016973125884017,0.0102404610053014,0.0237057907627325,0.0113154172560113,0.00580242282388758,0.0168284116881351,0.0318246110325318,0.02267543554417,0.0409737865208936,0.0622117239177556,0.0621515140134296,0.0622719338220815,0.0183875530410184,0.0113850164981787,0.025390089583858,0.0328779762235224,0.0328335261386243,0.0329224263084204,0.0291333177405305,0.025516637177002,0.0327499983040589,0.166666666666667,0.0612373906765283,0.272095942656805
