ISO2,ISO_3,country_agg,date,first_date,count,day_count,days_aggregated,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI,test_recent,positive_recent,B0.1,B0.2,p_cli_smooth,p_cli_CI_smooth,p_cli_weight_smooth,p_cli_weight_CI_smooth,p_cliWHO_smooth,p_cliWHO_CI_smooth,p_cliWHO_weight_smooth,p_cliWHO_weight_CI_smooth,p_cli_local_smooth,p_cli_local_CI_smooth,p_cases_infected,p_cases_infected_smooth,p_cases_active
VU,VUT,Vanuatu,2020-09-02,2020-04-28,100,2,72,0.04,0.0384072934108425,0.0184871560180763,0.000172542353239138,0.03,0.0334344809563718,0.0122870534108829,0.000141108090982323,0.0405800603391733,0.00688589133253432,2,1,,,0.0381445049428908,0.037455949431601,0.0170348875805176,0.000161032128345009,0.02816060409777,0.0323076277980493,0.0111776327230896,0.000130757933949106,0.0387858616145954,0.00670331695993564,,,0.0381445049428908
VU,VUT,Vanuatu,2020-09-03,2020-04-29,100,1,72,0.04,0.0384072934108425,0.0170297539065402,0.000159058240948848,0.03,0.0334344809563718,0.0113184253770161,0.000130047805863981,0.0405800603391733,0.00688589133253432,2,1,,,0.0377572515231536,0.0372590267525304,0.0168923408495775,0.000160116307127646,0.0277757849201714,0.0320732642910573,0.0110527083558716,0.000129816509930902,0.0383717192938544,0.00666377627686213,,,0.0377572515231536
VU,VUT,Vanuatu,2020-09-08,2020-05-04,100,2,71,0.04,0.0384072934108425,0.0171987073852128,0.000160622464088022,0.03,0.0334344809563718,0.0114307163326598,0.000131330561332685,0.0417166527871704,0.00694030722745358,2,1,,,0.035159301755249,0.0359437873620575,0.0159772630718784,0.000154328136992956,0.0251908310410832,0.0305039293822748,0.0102437952218938,0.000123804083316206,0.0354708328733559,0.00639573551739405,,,0.035159301755249
VU,VUT,Vanuatu,2020-09-09,2020-05-04,101,1,72,0.0396039603960396,0.0380348662281565,0.0171386181816826,0.000160066171022101,0.0297029702970297,0.0331085145091172,0.0113907794568921,0.000130874359365422,0.0412775301262528,0.00686882460238233,2,1,,,0.0345618785931794,0.0356426084463819,0.0157627602727108,0.000152948047639941,0.0245956722325509,0.0301436846187824,0.0100558694157113,0.000122386384346861,0.0347832521110688,0.00633400360939599,,,0.0345618785931794
VU,VUT,Vanuatu,2020-09-10,2020-05-05,100,1,72,0.03,0.0334344809563718,0.0147504711967613,0.000148804733997763,0.02,0.0274394957835608,0.00899269337596658,0.000116526312685197,0.029170291046668,0.00584142638584926,2,1,,,0.0339652022105971,0.035342323021652,0.0155415159562192,0.000151497754477077,0.0240009647764433,0.0297841504997752,0.00986401883412414,0.000120914671581135,0.0340915567901747,0.00627253896051595,,,0.0339652022105971
VU,VUT,Vanuatu,2020-09-13,2020-05-06,100,1,72,0.03,0.0334344809563718,0.0147433203547908,0.000148733135085941,0.02,0.0274394957835608,0.00898833383189763,0.000116470078382996,0.029170291046668,0.00584142638584926,2,1,,,0.0323102172937587,0.0345129858858005,0.014856357752838,0.000146754395654748,0.0223494395484821,0.0287887178979303,0.00928855019532187,0.000116268380486181,0.0321569828618193,0.00610432898982264,,,0.0323102172937587
VU,VUT,Vanuatu,2020-09-14,2020-05-06,101,1,73,0.0297029702970297,0.0331085145091172,0.0143261301324675,0.00014455504380778,0.0198019801980198,0.0271705622473482,0.00873399187232492,0.000113188858630833,0.02886323535144,0.00578085165912001,2,1,,,0.0318427458919559,0.0342801277531142,0.0146282725615029,0.000145068641705957,0.0218821619025128,0.02850825438671,0.00910489033134497,0.000114684167553999,0.0316095876018331,0.006057943215434,,,0.0318427458919559
VU,VUT,Vanuatu,2020-09-16,2020-05-07,101,2,73,0.0297029702970297,0.0331085145091172,0.0141967666808051,0.000143259126933513,0.0198019801980198,0.0271705622473482,0.00865512484229326,0.000112171237129254,0.029170291046668,0.00584142638584926,3,1,,,0.0310811526646334,0.0339032099585322,0.014187205262498,0.00014162894383651,0.0211195176673354,0.0280525745767186,0.00876306608073757,0.000111557510729288,0.0307236121485972,0.00598460590636011,,,0.0310811526646334
VU,VUT,Vanuatu,2020-09-19,2020-05-08,100,1,73,0.03,0.0334344809563718,0.0142057363552722,0.000143348987477174,0.02,0.0274394957835608,0.00866059324605396,0.000112241798587161,0.0294839500901806,0.00590328356441144,3,1,,,0.0303775493457513,0.0335612044491365,0.0135842506983496,0.000136502237693519,0.0204114844956657,0.027634753526417,0.00832724844385054,0.000107134226408828,0.0299369896113354,0.00592318379392453,,,0.0303775493457513
VU,VUT,Vanuatu,2020-09-20,2020-05-11,100,1,73,0.03,0.0334344809563718,0.0135027263901591,0.000136303544080651,0.02,0.0274394957835608,0.00823199995081747,0.0001067102641888,0.0294839500901806,0.00590328356441144,3,1,,,0.0302414316750912,0.0334970800815764,0.0133983405852348,0.000134819845745158,0.0202733758297514,0.0275549614536083,0.00820040032228628,0.000105734687270269,0.0298012659590524,0.00591369521807683,,,0.0302414316750912
VU,VUT,Vanuatu,2020-09-21,2020-05-13,100,2,72,0.03,0.0334344809563718,0.0123567080775791,0.000124807470690998,0.02,0.0274394957835608,0.00753332455592312,9.76878238755659e-05,0.0294839500901806,0.00590328356441144,3,1,,,0.0301423419151597,0.0334516974146515,0.0132170070891515,0.000133136405570867,0.0201721152422448,0.0274975364828123,0.00807981420555547,0.000104354682150923,0.0297166116792244,0.00590854316366634,,,0.0301423419151597
VU,VUT,Vanuatu,2020-09-22,2020-05-13,101,1,73,0.0297029702970297,0.0331085145091172,0.0123510841813596,0.000124751022372147,0.0198019801980198,0.0271705622473482,0.00752989592143371,9.76435319758887e-05,0.029170291046668,0.00584142638584926,3,1,,,0.0300728575968806,0.0334213255938438,0.0130375597547426,0.000131434363323325,0.0201003019773427,0.0274580083359869,0.00796314809139472,0.000102976337460637,0.0296760220792351,0.00590709344519928,,,0.0300728575968806
VU,VUT,Vanuatu,2020-09-24,2020-05-14,100,1,73,0.03,0.0334344809563718,0.0124273928391468,0.000125516921968853,0.02,0.0274394957835608,0.00757641784959845,9.8244499967836e-05,0.0294839500901806,0.00590328356441144,3,1,,,0.0299988254124782,0.0333936453790389,0.0126770642496371,0.000127919376011178,0.020021188367051,0.0274182777513239,0.00773568000202572,0.000100170977094244,0.0297043080367018,0.00591325530407987,,,0.0299988254124782
VU,VUT,Vanuatu,2020-09-29,2020-05-15,100,1,73,0.03,0.0334344809563718,0.0116643840802679,0.000117856019913323,0.02,0.0274394957835608,0.00711124601066211,9.22341583703486e-05,0.0294839500901806,0.00590328356441144,3,1,,,0.0300175530127654,0.033426856422729,0.0118281851238378,0.000119138805332893,0.0200266404823376,0.0274416855478529,0.0072341377135838,9.33331341162697e-05,0.0301883334531816,0.00596040178666728,,,0.0300175530127654
VU,VUT,Vanuatu,2020-09-30,2020-05-17,100,3,72,0.03,0.0334344809563718,0.0111612766827212,0.000112801361846748,0.02,0.0274394957835608,0.00680452424557633,8.82695520021188e-05,0.0310691086971796,0.00605494564417766,4,1,,,0.030048727755817,0.0334459943854951,0.0117186763412174,0.000117807285830259,0.0200557984255118,0.0274622292160388,0.00718225073811127,9.23467764719339e-05,0.0303095869631044,0.00597089922139214,,,0.030048727755817
VU,VUT,Vanuatu,2020-10-04,2020-05-18,100,1,72,0.03,0.0334344809563718,0.0111351306952488,0.00011253860540696,0.02,0.0274394957835608,0.00678858422269742,8.80634817325745e-05,0.0310691086971796,0.00605494564417766,4,1,,,0.0303338460780609,0.033594200088976,0.0117476873002925,0.00011564954578058,0.0203373748007901,0.027636445236415,0.00735718150549534,9.12753533464308e-05,0.0307090729792583,0.00600279458406285,,,0.0303338460780609
VU,VUT,Vanuatu,2020-10-05,2020-05-19,100,1,72,0.03,0.0334344809563718,0.011026073200399,0.000111442546797156,0.02,0.0274394957835608,0.00672209681368837,8.72039064450414e-05,0.0307385862642308,0.00599155298896591,4,1,,,0.0304605624047625,0.0336569371352299,0.0118916769846905,0.000115942352028848,0.0204642558607388,0.0277122770351081,0.00751905964483747,9.17987589232552e-05,0.0307837371067024,0.00600842371383152,,,0.0304605624047625
VU,VUT,Vanuatu,2020-10-06,2020-05-23,100,2,71,0.03,0.0334344809563718,0.0109906183312898,0.000111086189098751,0.02,0.0274394957835608,0.0067004815878199,8.69244438744507e-05,0.0307385862642308,0.00599155298896591,4,1,,,0.0306127369098544,0.0337317727068546,0.012091744713908,0.000116535377423761,0.0206169089308701,0.0278030860403145,0.00773207577836331,9.26255170825953e-05,0.0308509858330047,0.00601355514262055,,,0.0306127369098544
VU,VUT,Vanuatu,2020-10-10,2020-05-25,100,1,71,0.03,0.0334344809563718,0.0110016227381803,0.000111196796022204,0.02,0.0274394957835608,0.00670719047566699,8.70111835270787e-05,0.0307385862642308,0.00599155298896591,4,1,,,0.0314306419901997,0.0341317673461399,0.0133780078551585,0.000121260938895919,0.0214386212316989,0.0282900256882885,0.00904418031529948,9.8443649485135e-05,0.0310778993120361,0.00603289169965836,,,0.0314306419901997
VU,VUT,Vanuatu,2020-10-11,2020-05-26,100,2,71,0.03,0.0334344809563718,0.0110679537079119,0.00011186347213733,0.02,0.0274394957835608,0.00674762945989809,8.75340093446409e-05,0.0307385862642308,0.00599155298896591,5,1,,,0.0316624473869845,0.034245014828601,0.013794106502935,0.000122855992460858,0.0216715690930672,0.0284279709264229,0.00946493297745385,0.000100369475827865,0.0311294401289331,0.00603794950314026,,,0.0316624473869845
