ISO2,ISO_3,country,date,first_date,day_count,days_aggregated,count,weight,infected,not_infected,pos_RF,pos_RF_symp,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,reach,positive_recent,test_recent,p_infected,p_infected_low,p_infected_high,p_rf,p_rf_low,p_rf_high,p_rf_symp,p_rf_symp_low,p_rf_symp_high,p_cli,p_cli_low,p_cli_high,p_cli_weight,p_cli_weight_low,p_cli_weight_high,p_cliWHO,p_cliWHO_low,p_cliWHO_high,p_cliWHO_weight,p_cliWHO_weight_low,p_cliWHO_weight_high,p_cli_local,p_cli_local_low,p_cli_local_high,TPR,TPR_low,TPR_high
TJ,TJK,Tajikistan,2020-06-28,2020-04-25,3,51,100,3548038.59293297,0,0,72,80,3,57071.6067731024,2,34444.2417599388,189,6351.6862745098,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJ,TJK,Tajikistan,2020-06-30,2020-04-28,1,51,100,3535171.90304008,0,0,71,79,3,57071.6067731024,2,34444.2417599388,189,6351.6862745098,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJ,TJK,Tajikistan,2020-08-20,2020-06-10,1,55,100,3479476.37030121,0,0,12,0,2,153940.312991423,2,153940.312991423,98,3226.82926829268,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJ,TJK,Tajikistan,2020-08-23,2020-06-11,2,55,100,3530766.06362529,0,0,12,0,2,153940.312991423,2,153940.312991423,98,3190.9756097561,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJ,TJK,Tajikistan,2020-08-25,2020-06-11,1,56,101,3543539.04023976,0,0,12,0,2,153940.312991423,2,153940.312991423,98,3226.82926829268,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJ,TJK,Tajikistan,2020-08-27,2020-06-12,3,56,100,3517260.16940709,0,0,12,0,2,153940.312991423,2,153940.312991423,98,3155.12195121951,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJ,TJK,Tajikistan,2020-08-28,2020-06-13,1,56,100,3513672.34322402,0,0,12,0,2,153940.312991423,2,153940.312991423,98,3155.12195121951,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJ,TJK,Tajikistan,2020-08-29,2020-06-14,3,56,101,3576796.24374598,0,0,12,0,3,181511.876351529,2,153940.312991423,96,3155.12195121951,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJ,TJK,Tajikistan,2020-08-30,2020-06-16,1,56,100,3564089.2696465,0,0,12,0,3,181511.876351529,2,153940.312991423,96,3155.12195121951,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJ,TJK,Tajikistan,2020-09-01,2020-06-17,3,56,100,3797987.24363177,0,0,13,0,3,181511.876351529,2,153940.312991423,96,3119.26829268293,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJ,TJK,Tajikistan,2020-09-03,2020-06-18,1,56,100,3805693.56473284,0,0,12,0,3,181511.876351529,2,153940.312991423,98,3119.26829268293,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJ,TJK,Tajikistan,2020-09-05,2020-06-19,1,56,100,3831309.36258784,0,0,11,0,3,181511.876351529,2,153940.312991423,63,3119.26829268293,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJ,TJK,Tajikistan,2020-09-08,2020-06-20,1,56,100,3779483.93649515,0,0,11,0,3,181511.876351529,2,153940.312991423,63,3119.26829268293,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJ,TJK,Tajikistan,2020-09-09,2020-06-21,1,56,100,3839614.73788648,0,0,11,0,3,181511.876351529,2,153940.312991423,63,3155.12195121951,1,6,,,,0.203281027104137,0.182215366291732,0.224346687916541,0.113409415121255,0.0968112455532546,0.130007584689256,0.0263908701854494,0.0180002655376264,0.0347814748332723,0.0423575525979717,0.0423022029758603,0.0424129022200831,0.0199714693295292,0.0126483105151578,0.0272946281439007,0.0376732801916832,0.0376209532289963,0.0377256071543701,0.0285173979005849,0.0270671497025798,0.02996764609859,0.189189189189189,0.099953176935025,0.278425201443353
TJ,TJK,Tajikistan,2020-09-10,2020-06-21,1,57,101,3858574.29693014,0,0,11,0,3,181511.876351529,2,153940.312991423,63,3190.9756097561,1,6,,,,0.159657875980043,0.14049138998273,0.178824361977355,0.0563079116179615,0.0442459172132739,0.0683699060226491,0.0263720598717035,0.0179873547017374,0.0347567650416696,0.0445322500391584,0.0444757340746281,0.0445887660036886,0.0199572344975053,0.012639242179877,0.0272752268151337,0.0397797866945728,0.039726238793174,0.0398333345959715,0.0277613951132149,0.0262830258599287,0.0292397643665011,0.177215189873418,0.0930120763838022,0.261418303363033
TJ,TJK,Tajikistan,2020-09-12,2020-06-24,4,56,100,4209681.71819174,0,0,10,0,3,181511.876351529,2,153940.312991423,53,3083.41463414634,1,6,,,,0.116179615110478,0.0994121956382394,0.132947034582716,0,0,0,0.0263720598717035,0.0179873547017374,0.0347567650416696,0.0463530132535989,0.046295784389497,0.0464102421177009,0.0199572344975053,0.012639242179877,0.0272752268151337,0.0415670169464955,0.0415126872067642,0.0416213466862269,0.0267365712518774,0.0252322379964567,0.0282409045072981,0.166666666666667,0.0869696251879527,0.246363708145381
TJ,TJK,Tajikistan,2020-09-13,2020-06-24,1,57,101,4289687.76801937,0,0,10,0,3,181511.876351529,2,153940.312991423,53,3119.26829268293,1,6,,,,0.114672364672365,0.0980058061481807,0.131338923196549,0,0,0,0.0270655270655271,0.0185773471302484,0.0355537070008057,0.0461634096460903,0.0461067333843705,0.04622008590781,0.0199430199430199,0.0126301868384902,0.0272558530475497,0.0409274565514499,0.0408739448973415,0.0409809682055583,0.0257805970231868,0.0243008745037389,0.0272603195426347,0.166666666666667,0.0869696251879527,0.246363708145381
TJ,TJK,Tajikistan,2020-09-16,2020-06-24,1,58,102,4314590.34286534,0,0,10,0,3,181511.876351529,2,153940.312991423,53,3155.12195121951,1,6,,,,0.113086770981508,0.0965328110793513,0.129640730883664,0,0,0,0.0277382645803698,0.019154324630703,0.0363222045300366,0.0460022547276732,0.0459460891727476,0.0460584202825989,0.0199146514935989,0.0126121150258466,0.0272171879613511,0.0403271806239862,0.0402744373179895,0.0403799239299829,0.0247795209288927,0.0233274760890239,0.0262315657687616,0.166666666666667,0.0869696251879527,0.246363708145381
TJ,TJK,Tajikistan,2020-09-17,2020-06-27,3,56,100,4252260.36917127,0,0,10,0,3,181511.876351529,2,153940.312991423,53,3083.41463414634,1,6,,,,0.111743772241993,0.0952700885267573,0.128217455957228,0,0,0,0.0284697508896797,0.0197735427465427,0.0371659590328168,0.0459093433596324,0.0458536002220465,0.0459650864972183,0.0199288256227758,0.0126211444630895,0.0272365067824621,0.0397993807557918,0.0397473134391513,0.0398514480724322,0.0238350895913921,0.0224079691277177,0.0252622100550665,0.166666666666667,0.0869696251879527,0.246363708145381
TJ,TJK,Tajikistan,2020-09-18,2020-06-27,1,57,101,4256429.50968365,0,0,10,0,3,181511.876351529,2,153940.312991423,53,3119.26829268293,1,6,,,,0.110241820768137,0.0938712201324019,0.126612421403871,0,0,0,0.0291607396870555,0.0203658911599489,0.0379555882141621,0.0457934164025887,0.0457381164557227,0.0458487163494547,0.0199146514935989,0.0126121150258466,0.0272171879613511,0.0392634260953443,0.0392120456048721,0.0393148065858166,0.0228283300237511,0.0214303832748042,0.0242262767726981,0.166666666666667,0.0869696251879527,0.246363708145381
TJ,TJK,Tajikistan,2020-09-19,2020-06-28,1,57,100,4229862.34405903,0,0,9,0,3,181511.876351529,2,153940.312991423,52,3083.41463414634,1,6,,,,0.108108108108108,0.0918772802310782,0.124338935985138,0,0,0,0.0298719772403983,0.0209737818005806,0.0387701726802159,0.0456994478044718,0.0456445588333603,0.0457543367755832,0.0199146514935989,0.0126121150258466,0.0272171879613511,0.0387577245079607,0.0387069924367486,0.0388084565791727,0.021814950386379,0.0204465564367735,0.0231833443359844,0.166666666666667,0.0869696251879527,0.246363708145381
TJ,TJK,Tajikistan,2020-09-22,2020-06-28,1,58,101,4320951.72029934,0,0,9,0,3,181511.876351529,2,153940.312991423,57,3119.26829268293,1,7,,,,0.10597439544808,0.08988532760281,0.122063463293349,0,0,0,0.0298719772403983,0.0209737818005806,0.0387701726802159,0.045095945339672,0.0450417641029119,0.0451501265764322,0.0199146514935989,0.0126121150258466,0.0272171879613511,0.0382458937661394,0.0381958183312662,0.0382959692010126,0.0209412289505966,0.0195993698980925,0.0222830880031007,0.164705882352941,0.0858538494156535,0.243557915290229
TJ,TJK,Tajikistan,2020-09-23,2020-06-30,2,58,100,4271370.10714258,0,0,9,0,3,181511.876351529,2,153940.312991423,57,3083.41463414634,1,7,,,,0.103840682788051,0.0878954152505504,0.119785950325552,0,0,0,0.0298719772403983,0.0209737818005806,0.0387701726802159,0.0445369390801547,0.0444834138101829,0.0445904643501264,0.0199146514935989,0.0126121150258466,0.0272171879613511,0.0377718002782422,0.0377223333872769,0.0378212671692076,0.0200825486187907,0.0187668334931478,0.0213982637444336,0.162790697674419,0.0847662540999491,0.240815141248888
TJ,TJK,Tajikistan,2020-09-26,2020-07-02,2,57,100,4280419.72183001,0,0,9,0,3,181511.876351529,2,153940.312991423,57,3083.41463414634,1,7,,,,0.10099573257468,0.0852454692459048,0.116745995903455,0,0,0,0.0298719772403983,0.0209737818005806,0.0387701726802159,0.0441635276756127,0.0441104408073869,0.0442166145438385,0.0199146514935989,0.0126121150258466,0.0272171879613511,0.0374551098795466,0.0374060496628155,0.0375041700962777,0.0192052498896025,0.0179174893579472,0.0204930104212578,0.160919540229885,0.0837057875859713,0.238133292873799
TJ,TJK,Tajikistan,2020-09-27,2020-07-03,2,57,100,4418880.5227524,0,0,10,1,4,304970.823372883,3,277399.260012777,76,3083.41463414634,2,8,,,,0.0995732574679943,0.0839219371167063,0.115224577819282,0.000711237553342817,0,0.00210474172159909,0.0305832147937411,0.0215830126098543,0.0395834169776279,0.0458208498227461,0.0457671085280145,0.0458745911174778,0.0206258890469417,0.0131967911881435,0.0280549869057399,0.0391831679485368,0.0391332988327111,0.0392330370643625,0.0187164339419979,0.017444327709943,0.0199885401740527,0.168539325842697,0.0907670925152664,0.246311559170127
TJ,TJK,Tajikistan,2020-12-16,2020-09-12,3,62,100,5190581.83558034,0,0,3,3,4,165573.765715188,3,160587.243175616,34,863.981481481481,1,10,,,,0.0938833570412518,0.0786378529236942,0.109128861158809,0.00284495021337127,6.09189206172583e-05,0.00562898150612527,0.0312944523470839,0.0221935385241924,0.0403953661699755,0.0445064826482014,0.044454090053371,0.0445588752430318,0.0213371266002845,0.0137837705962584,0.0288904826043106,0.0383999079878753,0.038351086980209,0.0384487289955415,0.0190359802420715,0.0177187475239374,0.0203532129602056,0.161290322580645,0.0865393927808197,0.236041252380471
TJ,TJK,Tajikistan,2020-12-17,2020-09-16,5,61,100,5136315.28833613,0,0,3,3,4,165573.765715188,3,160587.243175616,34,874.027777777778,1,10,,,,0.0881934566145092,0.0733708369488918,0.103016076280127,0.00497866287339972,0.00129967812649137,0.00865764762030806,0.0320056899004267,0.0228053170129965,0.041206062787857,0.0432525500152707,0.043201446151481,0.0433036538790603,0.0220483641536273,0.0143729413869831,0.0297237869202715,0.0376531386244693,0.0376053179573481,0.0377009592915905,0.0193874182250768,0.018020689891692,0.0207541465584615,0.154639175257732,0.0826871462451777,0.226591204270286
TJ,TJK,Tajikistan,2020-12-19,2020-09-17,2,61,101,5133633.85115891,0,0,3,3,4,165573.765715188,3,160587.243175616,34,884.074074074074,1,10,,,,0.0824449182658138,0.0680735188178306,0.096816317713797,0.00710732054015636,0.00271792065520969,0.011496720425103,0.0326936744847193,0.0234015520542713,0.0419857969151672,0.0420957934216225,0.0420458749060759,0.0421457119371692,0.0227434257285004,0.0149535006078248,0.0305333508491759,0.0369762602751525,0.0369293507257599,0.037023169824545,0.0197955418802475,0.0183728526034195,0.0212182311570756,0.148514851485149,0.0791625487858455,0.217867154184452
TJ,TJK,Tajikistan,2020-12-21,2020-09-17,1,62,102,5157826.11942236,0,0,3,3,4,165573.765715188,3,160587.243175616,34,894.12037037037,1,10,,,,0.0767045454545455,0.0628041337736175,0.0906049571354735,0.00923295454545455,0.00423717933372244,0.0142287297571867,0.0333806818181818,0.0239981056141661,0.0427632580221975,0.0409828344815859,0.0409340587581807,0.0410316102049911,0.0234375,0.0155352197463454,0.0313397802536546,0.0363239924146817,0.0362779612626393,0.036370023566724,0.0202724511215546,0.0187859748087965,0.0217589274343127,0.142857142857143,0.0759255706403627,0.209788715073923
TJ,TJK,Tajikistan,2020-12-22,2020-09-22,3,60,100,5202469.58815881,0,0,3,3,4,165573.765715188,3,160587.243175616,34,863.981481481481,1,10,,,,0.0717329545454545,0.058254422686978,0.085211486403931,0.0113636363636364,0.00582728406909064,0.0168999886581821,0.0340909090909091,0.0246125276599126,0.0435692905219056,0.0401043126229062,0.0400564136276989,0.0401522116181136,0.0241477272727273,0.0161295263694143,0.0321659281760402,0.0358676281061275,0.0358222299194857,0.0359130262927693,0.0210769451210775,0.0195107117314345,0.0226431785107205,0.137614678899083,0.0729424393572857,0.202286918440879
