ISO2,ISO_3,country,date,first_date,day_count,days_aggregated,count,weight,infected,not_infected,pos_RF,pos_RF_symp,pos_XGB,pos_XGB_symp,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,reach,positive_recent,test_recent,p_infected,p_infected_low,p_infected_high,p_rf,p_rf_low,p_rf_high,p_rf_symp,p_rf_symp_low,p_rf_symp_high,p_xgb,p_xgb_low,p_xgb_high,p_xgb_symp,p_xgb_symp_low,p_xgb_symp_high,p_cli,p_cli_low,p_cli_high,p_cli_weight,p_cli_weight_low,p_cli_weight_high,p_cliWHO,p_cliWHO_low,p_cliWHO_high,p_cliWHO_weight,p_cliWHO_weight_low,p_cliWHO_weight_high,p_cli_local,p_cli_local_low,p_cli_local_high,TPR,TPR_low,TPR_high
GE,GEO,Georgia,2020-06-03,2020-04-25,6,35,102,2725397.27014214,0,0,12,11,0,0,2,75942.4192185495,1,67162.6125999223,2,362.173913043478,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GE,GEO,Georgia,2020-06-04,2020-04-27,3,35,101,2288807.32212766,0,0,12,11,0,0,2,75942.4192185495,1,67162.6125999223,2,358.478260869565,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GE,GEO,Georgia,2020-06-05,2020-04-28,2,35,100,2292070.89277612,0,0,12,11,0,0,2,75942.4192185495,1,67162.6125999223,2,354.782608695652,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GE,GEO,Georgia,2020-06-06,2020-04-30,1,35,100,2256338.99399853,0,0,12,11,0,0,2,75942.4192185495,1,67162.6125999223,2,354.782608695652,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GE,GEO,Georgia,2020-06-07,2020-04-30,1,36,101,2270955.65777242,0,0,12,11,0,0,2,75942.4192185495,1,67162.6125999223,2,358.478260869565,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GE,GEO,Georgia,2020-06-08,2020-05-01,2,36,100,2237677.23695926,0,0,11,10,0,0,2,75942.4192185495,1,67162.6125999223,5,354.782608695652,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GE,GEO,Georgia,2020-06-09,2020-05-01,1,37,101,2255438.08941569,0,0,11,10,0,0,2,75942.4192185495,1,67162.6125999223,5,358.478260869565,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GE,GEO,Georgia,2020-06-10,2020-05-04,5,36,102,2106629.61194532,0,0,10,9,0,0,2,75942.4192185495,1,67162.6125999223,6,362.173913043478,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GE,GEO,Georgia,2020-06-11,2020-05-05,2,36,101,2045495.68326219,0,0,10,9,0,0,2,75942.4192185495,1,67162.6125999223,6,354.782608695652,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GE,GEO,Georgia,2020-06-12,2020-05-06,3,36,102,2083748.0326908,0,0,9,8,0,0,2,75942.4192185495,1,67162.6125999223,6,354.782608695652,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GE,GEO,Georgia,2020-06-13,2020-05-06,3,37,105,2096284.66193042,0,0,9,8,0,0,2,75942.4192185495,1,67162.6125999223,6,362.173913043478,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GE,GEO,Georgia,2020-06-14,2020-05-07,2,37,100,2025260.15104074,0,0,7,7,0,0,1,67162.6125999223,1,67162.6125999223,5,343.695652173913,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GE,GEO,Georgia,2020-06-15,2020-05-08,3,37,100,1960464.98200066,0,0,6,6,0,0,1,67162.6125999223,1,67162.6125999223,5,343.695652173913,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GE,GEO,Georgia,2020-06-16,2020-05-08,1,38,101,2119453.30254584,0,0,6,6,0,0,1,67162.6125999223,1,67162.6125999223,5,347.391304347826,0,2,,,,0.0981638418079096,0.0826665411133387,0.113661142502481,0.0903954802259887,0.0754601053667568,0.105330855085221,0,0,0,0,0,0,0.0176553672316384,0.0107959569460934,0.0245147775171834,0.0337034752139404,0.0336397048220396,0.0337672456058411,0.00988700564971752,0.00473363670902466,0.0150403745904104,0.0305641628979306,0.0305033364685809,0.0306249893272804,0.0118696698010059,0.00885896733847698,0.0148803722635348,0.282051282051282,0.140821418757278,0.423281145345286
GE,GEO,Georgia,2020-06-18,2020-05-10,4,37,100,2040837.67347259,0,0,6,6,0,0,1,67162.6125999223,1,67162.6125999223,6,343.695652173913,0,2,,,,0.0940594059405941,0.0788443216668096,0.109274490214379,0.086987270155587,0.072298357321374,0.1016761829898,0,0,0,0,0,0,0.016973125884017,0.0102404610053014,0.0237057907627325,0.0341786243586118,0.0341136953528342,0.0342435533643894,0.0099009900990099,0.00474036853827611,0.0150616116597437,0.0312597534913688,0.0311975650742656,0.031321941908472,0.0127216856892011,0.00960033707400982,0.0158430343043923,0.263157894736842,0.123150262259844,0.403165527213841
GE,GEO,Georgia,2020-06-19,2020-05-11,3,37,102,2145005.8276687,0,0,7,7,0,0,1,67162.6125999223,1,67162.6125999223,6,351.086956521739,0,2,,,,0.0904593639575972,0.075513958916798,0.105404768998396,0.0840989399293286,0.0696382367226281,0.0985596431360291,0,0,0,0,0,0,0.0162544169611307,0.00966575893331431,0.0228430749889472,0.0340495184944234,0.0339845524259566,0.0341144845628903,0.00989399293286219,0.00473700023201101,0.0150509856337134,0.03140991551047,0.0313474332029569,0.031472397817983,0.013549635100677,0.0103272613722806,0.0167720088290735,0.243243243243243,0.104999407506308,0.381487078980179
GE,GEO,Georgia,2020-06-20,2020-05-13,6,36,100,1910728.74395618,0,0,6,6,0,0,1,67162.6125999223,1,67162.6125999223,6,343.695652173913,0,2,,,,0.0862190812720848,0.0715941912467032,0.100843971297466,0.080565371024735,0.0663844478191891,0.0947462942302808,0,0,0,0,0,0,0.015547703180212,0.00910155432822925,0.0219938520321948,0.0341917890701828,0.0341262735830149,0.0342573045573507,0.00989399293286219,0.00473700023201101,0.0150509856337134,0.0318152005998476,0.0317519253194796,0.0318784758802155,0.0143908349856797,0.0110676288838043,0.0177140410875551,0.222222222222222,0.0864164125821263,0.358028031862318
GE,GEO,Georgia,2020-06-21,2020-05-14,2,36,100,1851081.78954594,0,0,6,6,0,0,1,67162.6125999223,1,67162.6125999223,6,343.695652173913,0,3,,,,0.0819787985865724,0.0676850216170339,0.096272575556111,0.0770318021201413,0.0631387306881104,0.0909248735521722,0,0,0,0,0,0,0.0148409893992933,0.00854078752623302,0.0211411912723535,0.0343659511866854,0.0342998200065324,0.0344320823668384,0.00989399293286219,0.00473700023201101,0.0150509856337134,0.0322575249360486,0.0321933846008064,0.0323216652712908,0.0152358240593535,0.0118140641878064,0.0186575839309006,0.194444444444444,0.065161165359805,0.323727723529084
GE,GEO,Georgia,2020-06-22,2020-05-14,1,37,101,1864244.51329814,0,0,6,6,0,0,1,67162.6125999223,1,67162.6125999223,6,347.391304347826,0,3,,,,0.0777385159010601,0.0637872045922705,0.0916898272098496,0.0734982332155477,0.0599015979775908,0.0870948684535046,0,0,0,0,0,0,0.0141342756183746,0.00798370324942467,0.0202848479873244,0.0345467717759991,0.0344800056301254,0.0346135379218727,0.00989399293286219,0.00473700023201101,0.0150509856337134,0.032713976643993,0.0326489440499123,0.0327790092380736,0.0160846279821184,0.0125663962697656,0.0196028596944712,0.166666666666667,0.0449274249199193,0.288405908413414
GE,GEO,Georgia,2020-06-23,2020-05-14,2,38,103,1879883.69833293,0,0,6,6,0,0,1,67162.6125999223,1,67162.6125999223,6,354.782608695652,0,3,,,,0.0740479548660085,0.0604190563612332,0.0876768533707838,0.0705218617771509,0.0571961182659629,0.083847605288339,0,0,0,0,0,0,0.0133991537376587,0.00741477043566145,0.0193835370396559,0.0346729250618636,0.0346056212725109,0.0347402288512164,0.00987306064880113,0.00472692397219064,0.0150191973254116,0.0331263434660119,0.0330605051602353,0.0331921817717885,0.016288230867968,0.012748168221647,0.0198282935142889,0.138888888888889,0.0259196535963074,0.25185812418147
GE,GEO,Georgia,2020-06-26,2020-05-16,3,37,100,1966115.76470747,0,0,6,6,0,0,1,67162.6125999223,1,67162.6125999223,6,347.391304347826,0,3,,,,0.0705716302046577,0.057236839515619,0.0839064208936964,0.0677487649964714,0.0546635657195894,0.0808339642733534,0,0,0,0,0,0,0.0127028934368384,0.00687195541230798,0.0185338314613688,0.0347174822506474,0.0346497909136203,0.0347851735876744,0.00988002822865208,0.00473027795913544,0.0150297784981687,0.0334674757218173,0.0334009711539633,0.0335339802896713,0.0165291455948895,0.0129594043784508,0.0200988868113283,0.111111111111111,0.00845156856669055,0.213770653655532
GE,GEO,Georgia,2020-06-27,2020-05-16,2,38,102,2025658.89816452,0,0,7,7,0,0,1,67162.6125999223,1,67162.6125999223,6,354.782608695652,0,3,,,,0.068454481298518,0.0553062859371802,0.0816026766598558,0.0663373323923783,0.0533793565920716,0.0792953081926849,0,0,0,0,0,0,0.0119971771347918,0.00632849905811176,0.0176658552114719,0.0345044226693134,0.034436834448914,0.0345720108897128,0.00988002822865208,0.00473027795913544,0.0150297784981687,0.0335642080658999,0.033497514614964,0.0336309015168358,0.016554114092767,0.012979025901283,0.020129202284251,0.0833333333333333,0,0.173617571379573
