ISO2,ISO_3,country,date,first_date,day_count,days_aggregated,count,weight,infected,not_infected,pos_RF,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,reach,positive_recent,test_recent,p_infected,p_infected_low,p_infected_high,p_rf,p_rf_low,p_rf_high,p_cli,p_cli_low,p_cli_high,p_cli_weight,p_cli_weight_low,p_cli_weight_high,p_cliWHO,p_cliWHO_low,p_cliWHO_high,p_cliWHO_weight,p_cliWHO_weight_low,p_cliWHO_weight_high,p_cli_local,p_cli_local_low,p_cli_local_high,TPR,TPR_low,TPR_high
TD,TCD,Chad,2020-08-31,2020-06-11,1,62,100,4060583.13142788,0,0,0,3,37793.2763645366,1,18397.0572423622,50,780.775510204082,0,0,,,,,,,,,,,,,,,,,,,,,,,,
TD,TCD,Chad,2020-09-02,2020-06-11,1,63,101,4134718.02118392,0,0,0,3,37793.2763645366,1,18397.0572423622,50,789.081632653061,0,0,,,,,,,,,,,,,,,,,,,,,,,,
TD,TCD,Chad,2020-09-03,2020-06-13,3,62,100,4109114.51646101,0,0,0,4,157267.481671934,2,137871.262549759,50,772.469387755102,0,0,,,,,,,,,,,,,,,,,,,,,,,,
TD,TCD,Chad,2020-09-04,2020-06-17,5,60,101,4287482.62123601,0,0,0,4,157267.481671934,2,137871.262549759,50,780.775510204082,0,0,,,,,,,,,,,,,,,,,,,,,,,,
TD,TCD,Chad,2020-09-05,2020-06-19,1,60,100,4206780.37846111,0,0,0,4,157267.481671934,2,137871.262549759,51,772.469387755102,0,0,,,,,,,,,,,,,,,,,,,,,,,,
TD,TCD,Chad,2020-09-06,2020-06-19,1,61,101,4213587.68419315,0,0,0,4,157267.481671934,2,137871.262549759,51,780.775510204082,0,0,,,,,,,,,,,,,,,,,,,,,,,,
TD,TCD,Chad,2020-09-07,2020-06-24,6,58,100,4087957.3025805,0,0,0,4,177340.736018715,2,157944.516896541,25,780.775510204082,0,0,,,,,,,,,,,,,,,,,,,,,,,,
TD,TCD,Chad,2020-09-08,2020-06-30,3,56,100,4148531.37600704,0,0,0,5,194897.996981839,3,175501.777859665,27,780.775510204082,0,0,,,,,,,,,,,,,,,,,,,,,,,,
TD,TCD,Chad,2020-09-09,2020-07-01,1,56,100,4019599.59832133,0,0,0,5,194897.996981839,3,175501.777859665,27,780.775510204082,0,0,,,,,,,,,,,,,,,,,,,,,,,,
TD,TCD,Chad,2020-09-10,2020-07-01,1,57,101,4151353.91649095,0,0,0,5,194897.996981839,3,175501.777859665,27,789.081632653061,0,0,,,,,,,,,,,,,,,,,,,,,,,,
TD,TCD,Chad,2020-09-11,2020-07-01,1,58,102,4162110.58515457,0,0,0,5,194897.996981839,3,175501.777859665,27,789.081632653061,0,0,,,,,,,,,,,,,,,,,,,,,,,,
TD,TCD,Chad,2020-09-13,2020-07-03,2,57,100,3980773.07272022,0,0,0,5,194897.996981839,3,175501.777859665,27,780.775510204082,0,0,,,,,,,,,,,,,,,,,,,,,,,,
TD,TCD,Chad,2020-09-14,2020-07-07,1,57,100,3983646.35043964,0,0,0,5,194897.996981839,3,175501.777859665,27,780.775510204082,0,0,,,,,,,,,,,,,,,,,,,,,,,,
TD,TCD,Chad,2020-09-17,2020-07-08,1,57,100,3976632.95759639,0,0,0,5,194897.996981839,3,175501.777859665,27,780.775510204082,0,0,,,,0,0,0,0.0433854907539118,0.0327368011109104,0.0540341803969132,0.0390502618393991,0.0390002019225731,0.039100321756225,0.0234708392603129,0.0155574532923048,0.0313842252283211,0.0343295818633916,0.0342825300319138,0.0343766336948694,0.0471699697212226,0.0431971710602212,0.0511427683822239,,,
TD,TCD,Chad,2020-09-18,2020-07-09,1,57,100,3969860.19492354,0,0,0,5,194897.996981839,3,175501.777859665,27,780.775510204082,0,0,,,,0,0,0,0.0448079658605974,0.0339941644171944,0.0556217673040004,0.0418474317002949,0.041795644516123,0.0418992188844669,0.0248933143669986,0.0167495938725658,0.0330370348614314,0.0371192946821892,0.0370704005593928,0.0371681888049857,0.0450674323111681,0.0411799019034531,0.048954962718883,,,
TD,TCD,Chad,2020-09-20,2020-07-10,1,57,100,4099044.72230922,0,0,0,5,194897.996981839,3,175501.777859665,27,780.775510204082,0,0,,,,0,0,0,0.0462633451957295,0.035279796440771,0.057246893950688,0.0446106250112147,0.0445572159632034,0.044664034059226,0.0263345195729537,0.0179615885129346,0.0347074506329729,0.0398795493414905,0.0398289268564678,0.0399301718265132,0.042997542997543,0.0391947794001005,0.0468003065949855,,,
TD,TCD,Chad,2020-09-21,2020-07-10,1,58,101,4108057.82846403,0,0,0,5,194897.996981839,3,175501.777859665,27,789.081632653061,0,0,,,,0,0,0,0.0469416785206259,0.0358857689724264,0.0579975880688254,0.0452670825429867,0.0452132999572674,0.0453208651287061,0.027027027027027,0.0185507536138657,0.0355033004401883,0.0405359197709991,0.0404848993716787,0.0405869401703195,0.0408313541849202,0.0371242431002624,0.0445384652695779,,,
