ISO2,ISO_3,country_agg,date,first_date,count,day_count,days_aggregated,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI,test_recent,positive_recent,B0.1,B0.2,p_cli_smooth,p_cli_CI_smooth,p_cli_weight_smooth,p_cli_weight_CI_smooth,p_cliWHO_smooth,p_cliWHO_CI_smooth,p_cliWHO_weight_smooth,p_cliWHO_weight_CI_smooth,p_cli_local_smooth,p_cli_local_CI_smooth,p_cases_infected,p_cases_infected_smooth,p_cases_active
IM,IMN,Isle Of Man,2020-08-18,2020-04-23,101,2,66,0.0198019801980198,0.0271705622473482,0.0119465046307064,0.000154438846952465,0.0198019801980198,0.0271705622473482,0.0119465046307064,0.000154438846952465,0.0359267977736487,0.0112157884137359,3,1,,,0.0211337563627803,0.0279849710910919,0.013092536471863,0.000161989134766015,0.0198230504253548,0.0271991526454762,0.0121055581400511,0.000156482009156442,0.0366710951980512,0.0113608416343748,,,0.0211337563627803
IM,IMN,Isle Of Man,2020-08-20,2020-04-23,102,1,67,0.0196078431372549,0.0269068483623884,0.0118836954865381,0.000153631762437019,0.0196078431372549,0.0269068483623884,0.0118836954865381,0.000153631762437019,0.0355601977963666,0.0111034520992921,3,1,,,0.0213942019240764,0.0281487585843138,0.0132837440645888,0.000163083470025703,0.0198331162053633,0.0272128250543486,0.0121093153266943,0.000156530250970208,0.036800792177541,0.0113846803627306,,,0.0213942019240764
IM,IMN,Isle Of Man,2020-08-22,2020-04-23,103,1,68,0.0194174757281553,0.0266482036524112,0.011864681507819,0.000153387426533821,0.0194174757281553,0.0266482036524112,0.011864681507819,0.000153387426533821,0.0352010038792316,0.0109933426144452,4,1,,,0.021689530669126,0.0283334798068889,0.0134985649566502,0.000164293861704166,0.0198432065298887,0.0272265308641315,0.012110903249331,0.000156550619114608,0.0369386081786643,0.0114095428853062,,,0.021689530669126
IM,IMN,Isle Of Man,2020-08-25,2020-04-25,100,1,68,0.02,0.0274394957835608,0.012374982225288,0.000159943314045934,0.02,0.0274394957835608,0.012374982225288,0.000159943314045934,0.0363010352504576,0.0113304197606048,4,1,,,0.0222020052195462,0.0286520501367166,0.0138671253313632,0.000166331795992719,0.0198581160146541,0.0272467827042676,0.0121082873318679,0.000156516953472382,0.0371509915549612,0.0114470159563027,,,0.0222020052195462
IM,IMN,Isle Of Man,2020-08-26,2020-04-26,100,1,68,0.02,0.0274394957835608,0.0122548329620133,0.000158400051340423,0.02,0.0274394957835608,0.0122548329620133,0.000158400051340423,0.0366831514109887,0.0114474171548985,4,1,,,0.022392011054815,0.0287696459752172,0.014002602124012,0.000167070426760797,0.0198629605453172,0.0272533631507675,0.0121058784508109,0.000156485983767616,0.0372200814821729,0.0114589890005236,,,0.022392011054815
IM,IMN,Isle Of Man,2020-08-27,2020-04-30,100,1,68,0.02,0.0274394957835608,0.012275799162435,0.000158669366309026,0.02,0.0274394957835608,0.012275799162435,0.000158669366309026,0.0366831514109887,0.0114474171548985,5,1,,,0.0225920979598049,0.0288932173925162,0.0141445863649067,0.000167838819560742,0.0198677139972905,0.0272598198972885,0.0121025637990605,0.000156443375579951,0.0372855233471026,0.0114702127594737,,,0.0225920979598049
IM,IMN,Isle Of Man,2020-08-29,2020-04-30,101,1,69,0.0198019801980198,0.0271705622473482,0.0122070979256926,0.0001577868638854,0.0198019801980198,0.0271705622473482,0.0122070979256926,0.0001577868638854,0.0363010352504576,0.0113304197606048,5,1,,,0.0230216648778407,0.029157739464108,0.0144473505027263,0.000169460053283535,0.0198765570792803,0.027272024092492,0.0120928759651501,0.000156319961655546,0.0374011314895114,0.0114896977681944,,,0.0230216648778407
IM,IMN,Isle Of Man,2020-08-30,2020-05-03,101,2,69,0.0198019801980198,0.0271705622473482,0.0123799108066153,0.000160006615387933,0.0198019801980198,0.0271705622473482,0.0123799108066153,0.000160006615387933,0.0353457448491297,0.011185881371596,5,1,,,0.023251322877168,0.0292987733941105,0.0146080471892396,0.00017031119597208,0.0198804769919425,0.0272776192379712,0.0120862397686388,0.000156236210549482,0.0374463306028531,0.0114971056809685,,,0.023251322877168
IM,IMN,Isle Of Man,2020-09-01,2020-05-04,100,1,69,0.02,0.0274394957835608,0.0122561540832319,0.000158417021572689,0.02,0.0274394957835608,0.0122561540832319,0.000158417021572689,0.0357178053212258,0.011301447415608,5,1,,,0.0237400231719629,0.0295981013804458,0.0149474333817675,0.000172088853469857,0.0198871795837633,0.0272876390512209,0.0120690634433444,0.000156020628213127,0.0374982142113216,0.011504994160947,,,0.0237400231719629
IM,IMN,Isle Of Man,2020-09-04,2020-05-05,100,2,69,0.03,0.0334344809563718,0.0205045827940728,0.000206849843907773,0.02,0.0274394957835608,0.0125952304754427,0.000162771810648926,0.0424752279495659,0.0122809646201698,5,1,,,0.024542807442117,0.0300878745870452,0.0154976363995977,0.000174916709793197,0.0198936808603867,0.0272990786108558,0.0120324048515878,0.000155564206479181,0.0374262421992104,0.0114904259723103,,,0.024542807442117
