ISO2,ISO_3,country_agg,date,first_date,count,day_count,days_aggregated,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI,test_recent,positive_recent,B0.1,B0.2,p_cli_smooth,p_cli_CI_smooth,p_cli_weight_smooth,p_cli_weight_CI_smooth,p_cliWHO_smooth,p_cliWHO_CI_smooth,p_cliWHO_weight_smooth,p_cliWHO_weight_CI_smooth,p_cli_local_smooth,p_cli_local_CI_smooth,p_cases_infected,p_cases_infected_smooth,p_cases_active
FM,FSM,Federated States of Micronesia,2020-08-04,2020-04-23,100,1,62,0.03,0.0334344809563718,0.025860887462011,0.000249312220373654,0.02,0.0274394957835608,0.019621129307606,0.000217856406196708,0.0252090263265136,0.00663839411460854,1,1,,,0.03,0.0334344809563718,0.0255987258153245,0.000246817459516451,0.02,0.0274394957835608,0.0194222224612463,0.000215669397707968,0.0253007761173055,0.00666223919892441,,,0.03
FM,FSM,Federated States of Micronesia,2020-08-06,2020-04-24,100,1,62,0.03,0.0334344809563718,0.025751313544943,0.000248269833475598,0.02,0.0274394957835608,0.0195379935684056,0.000216942535076932,0.0252090263265136,0.00663839411460854,1,1,,,0.0299998557389691,0.033434322617063,0.0255326020227693,0.000246187887844455,0.0199999038259794,0.0274393651551084,0.0193720531278876,0.000215117561851218,0.0253174046983307,0.00666656083810017,,,0.0299998557389691
FM,FSM,Federated States of Micronesia,2020-08-07,2020-04-25,100,1,62,0.03,0.0334344809563718,0.0252566801821923,0.000243562851767284,0.02,0.0274394957835608,0.0191627061702201,0.000212816202601986,0.0254772074576467,0.00670809238452941,1,1,,,0.0299997266129239,0.0334341808897468,0.0254830947100187,0.000245716463498656,0.0199998177419492,0.027439248231395,0.019334491022311,0.000214704359325466,0.0253282154506098,0.00666937046759109,,,0.0299997266129239
FM,FSM,Federated States of Micronesia,2020-08-17,2020-04-26,100,1,62,0.03,0.0334344809563718,0.0253630808582357,0.000244575577185649,0.02,0.0274394957835608,0.0192434343132945,0.000213703954055791,0.0254772074576467,0.00670809238452941,1,1,,,0.0299713208487797,0.0334030037192791,0.0241430275966861,0.000232947838944887,0.0199808805658531,0.0274135271625702,0.0183177575420624,0.000203514450958274,0.0254397420377534,0.0066983546085905,,,0.0299713208487797
FM,FSM,Federated States of Micronesia,2020-08-18,2020-04-27,100,1,62,0.03,0.0334344809563718,0.024731720480334,0.000238564616690192,0.02,0.0274394957835608,0.0187644096227186,0.000208435128751491,0.0254772074576467,0.00670809238452941,1,1,,,0.0299624118879735,0.0333932256289813,0.0239722941554827,0.00023132008378542,0.019974941258649,0.0274054602477523,0.0181882189509408,0.00020208815889196,0.0254358677607181,0.00669734748072543,,,0.0299624118879735
FM,FSM,Federated States of Micronesia,2020-08-19,2020-05-01,100,1,62,0.03,0.0334344809563718,0.0245616448994368,0.000236944708366364,0.02,0.0274394957835608,0.0186353701622688,0.000207015368620802,0.0254772074576467,0.00670809238452941,1,1,,,0.0299517570713364,0.0333815313829629,0.0237960047753317,0.000229639196412468,0.0199678380475576,0.0273958125006144,0.0180544649671078,0.000200615346112646,0.0254290307763411,0.00669557032573304,,,0.0299517570713364
FM,FSM,Federated States of Micronesia,2020-08-21,2020-05-03,100,2,62,0.03,0.0334344809563718,0.0224751817460775,0.000217048485722019,0.02,0.0274394957835608,0.0170523323261637,0.000189582545434393,0.0254772074576467,0.00670809238452941,1,1,,,0.0299253380631433,0.0333525352061187,0.0234264675346444,0.000226115337969494,0.0199502253754289,0.0273718906308355,0.0177740902895507,0.000197527785565588,0.0254081510364122,0.00669014318266813,,,0.0299253380631433
FM,FSM,Federated States of Micronesia,2020-08-26,2020-05-04,100,1,62,0.03,0.0334344809563718,0.0221016468804147,0.00021348194203944,0.02,0.0274394957835608,0.0167689245772675,0.000186458580387713,0.0254772074576467,0.00670809238452941,1,1,,,0.0298373217561647,0.0332559333269842,0.0225343205028616,0.000217606451687416,0.0198915478374431,0.0272921938870565,0.017097201984858,0.000190072731217864,0.0253308381227081,0.00667004799957364,,,0.0298373217561647
FM,FSM,Federated States of Micronesia,2020-08-27,2020-05-04,102,2,63,0.0294117647058824,0.032788840416564,0.0219748548207321,0.000212271005236006,0.0196078431372549,0.0269068483623884,0.0166727251176834,0.000185397979456498,0.0249464323022791,0.00657012894411184,1,1,,,0.0298175548757263,0.0332342380219792,0.0223902570346648,0.000216232201703295,0.0198783699171508,0.0272742952908441,0.016987898391076,0.000188868735285521,0.0253135327387322,0.00666554990141281,,,0.0298175548757263
FM,FSM,Federated States of Micronesia,2020-08-28,2020-05-05,100,1,63,0.03,0.0334344809563718,0.0218687695934289,0.000211257707855925,0.02,0.0274394957835608,0.0165922363113499,0.000184510508034105,0.0254772074576467,0.00670809238452941,1,1,,,0.0297969319218224,0.0332116028134311,0.0222617373955068,0.000215006115602551,0.019864621281215,0.0272556213646554,0.01689038818528,0.000187794571777325,0.0252957180282092,0.00666091933106331,,,0.0297969319218224
FM,FSM,Federated States of Micronesia,2020-08-30,2020-05-05,101,1,64,0.0297029702970297,0.0331085145091172,0.0217162820746361,0.000209800992554522,0.0198019801980198,0.0271705622473482,0.0164765412359808,0.000183234722611953,0.0252090263265136,0.00663839411460854,1,1,,,0.0297513789572427,0.0331616035088535,0.0220435951333726,0.000212924618954828,0.0198342526381618,0.0272143726541829,0.0167248796527876,0.000185971078640155,0.025258977060338,0.00665125373768373,,,0.0297513789572427
FM,FSM,Federated States of Micronesia,2020-09-06,2020-05-05,102,1,65,0.0294117647058824,0.032788840416564,0.0214677126612713,0.000207425910668287,0.0196078431372549,0.0269068483623884,0.0162879470661669,0.000181154743105061,0.0249464323022791,0.00657012894411184,1,1,,,0.0295815122655474,0.0329751327720318,0.0214321963546743,0.000207085662142827,0.0197210081770316,0.0270605437079695,0.0162610001933927,0.000180856963835263,0.0253454782705666,0.00665351982342935,,,0.0295815122655474
FM,FSM,Federated States of Micronesia,2020-09-10,2020-05-05,103,1,66,0.029126213592233,0.0324752782875229,0.0214066988112201,0.000206842829278592,0.0194174757281553,0.0266482036524112,0.0162416547398433,0.000180644129594688,0.0246892525878226,0.00650325313404675,1,1,,,0.0296255098442466,0.0330234204014794,0.0211874254104023,0.000204746454323325,0.0197503398961644,0.0271003815841442,0.0160752879916996,0.000178808492448541,0.0262009160523393,0.0067836092026504,,,0.0296255098442466
FM,FSM,Federated States of Micronesia,2020-09-12,2020-05-07,100,2,65,0.03,0.0334344809563718,0.0208467428408897,0.000201489860992214,0.02,0.0274394957835608,0.0158168058820244,0.000175956826632734,0.0257511559249332,0.00677926934775501,1,1,,,0.02968520519692,0.033088948460909,0.0211168696573925,0.000204072022103433,0.0197901367979466,0.0271544395991776,0.016021756048713,0.000178217917067504,0.0270712706605126,0.00690914988025788,,,0.02968520519692
FM,FSM,Federated States of Micronesia,2020-09-16,2020-05-07,101,1,66,0.0297029702970297,0.0331085145091172,0.0207609177626883,0.000200669130514972,0.0198019801980198,0.0271705622473482,0.0157516888221517,0.000175238217402022,0.0257511559249332,0.00677926934775501,1,1,,,0.0298040542570317,0.0332194150311214,0.0210486543067399,0.000203419479762987,0.0198693695046878,0.0272620678459428,0.0159699998118907,0.000177646614500011,0.0296118656585052,0.00725470614499926,,,0.0298040542570317
FM,FSM,Federated States of Micronesia,2020-09-18,2020-05-09,100,1,66,0.03,0.0334344809563718,0.0209992748287998,0.000202948317786239,0.02,0.0274394957835608,0.0159325346969279,0.000177233850831333,0.0263171153958109,0.00692625160664209,1,1,,,0.0298432244996951,0.0332624150658336,0.0210192531432047,0.000203137757398993,0.0198954829997967,0.027297540419885,0.0159476926102386,0.000177400068570693,0.0309535801951951,0.00743005809627895,,,0.0298432244996951
FM,FSM,Federated States of Micronesia,2020-09-21,2020-05-11,100,1,66,0.03,0.0334344809563718,0.0212569854752387,0.000205411930968799,0.02,0.0274394957835608,0.0161280644878197,0.000179391103574679,0.0360641951720372,0.00806738033093657,1,1,,,0.0298717074118928,0.0332936838210069,0.0209156070046085,0.000202145031768728,0.0199144716079285,0.0273233350779184,0.0158690543852118,0.000176531207176495,0.0324811120125596,0.00762612002731028,,,0.0298717074118928
FM,FSM,Federated States of Micronesia,2020-09-22,2020-05-11,101,1,67,0.0297029702970297,0.0331085145091172,0.0212001309291737,0.000204868480376681,0.0198019801980198,0.0271705622473482,0.0160849279016641,0.000178915220981962,0.035672193050602,0.00798131379308482,1,1,,,0.0298747020211346,0.0332969718451953,0.0208540846254745,0.000201555954483651,0.0199164680140897,0.0273260473327695,0.0158223762285525,0.00017601558988388,0.0327990248257252,0.00766678427144122,,,0.0298747020211346
FM,FSM,Federated States of Micronesia,2020-09-23,2020-05-12,100,1,67,0.03,0.0334344809563718,0.0211373998457588,0.000204268821007157,0.02,0.0274394957835608,0.0160373326789132,0.000178390126224167,0.0350894871944145,0.00796163719456289,1,1,,,0.0298752370458854,0.0332975599652757,0.0207757820707598,0.000200806288202871,0.0199168246972569,0.0273265322749187,0.0157629666451254,0.000175359391965147,0.0330116459524842,0.00769424900780436,,,0.0298752370458854
FM,FSM,Federated States of Micronesia,2020-09-25,2020-05-13,100,1,67,0.03,0.0334344809563718,0.0216152823753556,0.000208836013960201,0.02,0.0274394957835608,0.0163999109129679,0.000182389625885055,0.0350894871944145,0.00796163719456289,1,1,,,0.0298700903292474,0.0332921441284226,0.0205638317315146,0.000198779220339418,0.019913238292121,0.0273219245594973,0.0156020322603954,0.000173583769336468,0.033127692932842,0.0077110398627132,,,0.0298700903292474
FM,FSM,Federated States of Micronesia,2020-09-26,2020-05-13,101,1,68,0.0297029702970297,0.0331085145091172,0.0212213717013949,0.000205071516448576,0.0198019801980198,0.0271705622473482,0.0161010436648588,0.000179093012468728,0.03470807972491,0.00787665393074396,1,1,,,0.0298641952151458,0.0332862717619739,0.0204292981475094,0.000197495129945834,0.0199088484704583,0.0273162105570741,0.0154996966759469,0.000172455320662724,0.0330411923536851,0.00770183285769652,,,0.0298641952151458
FM,FSM,Federated States of Micronesia,2020-09-27,2020-05-16,100,1,68,0.03,0.0334344809563718,0.0213390062199024,0.000206195878972683,0.02,0.0274394957835608,0.0161902951301098,0.000180077594478015,0.0350894871944145,0.00796163719456289,1,1,,,0.0298569017211964,0.0332790730423148,0.0202774712241874,0.000196047258563899,0.0199033863163132,0.0273092732149909,0.0153841294199419,0.00017118237041353,0.032869684510603,0.00768238751616236,,,0.0298569017211964
FM,FSM,Federated States of Micronesia,2020-09-29,2020-05-17,101,2,68,0.0297029702970297,0.0331085145091172,0.0183791226657567,0.000177863289959566,0.0198019801980198,0.0271705622473482,0.0139445772274794,0.000155276373204759,0.03470807972491,0.00787665393074396,1,1,,,0.029833230745363,0.0332580961167855,0.0199281210379767,0.000192735312044734,0.0198838069600933,0.0272851181389431,0.0151168326350422,0.000168247437076727,0.0323193237320057,0.00761880318141492,,,0.029833230745363
FM,FSM,Federated States of Micronesia,2020-09-30,2020-05-19,100,1,68,0.03,0.0334344809563718,0.0189556738076253,0.000183388962501559,0.02,0.0274394957835608,0.0143820171461082,0.000160111849956128,0.0277791773622448,0.00711070240410537,1,1,,,0.0298138206474752,0.033242720357722,0.0197363602305114,0.000190937110027283,0.0198663381784989,0.0272640788847145,0.0149687152516132,0.000166630424573901,0.0319707108430133,0.00757839350524745,,,0.0298138206474752
FM,FSM,Federated States of Micronesia,2020-10-03,2020-05-19,101,1,69,0.0297029702970297,0.0331085145091172,0.018649339364509,0.000180453459831394,0.0198019801980198,0.0271705622473482,0.014149595589478,0.000157542923674365,0.0274772297822204,0.00703450427713851,1,1,,,0.029677403260396,0.0331479224771189,0.0191193472840432,0.000185370073099641,0.0197331376885274,0.0271059387693776,0.0144765573732422,0.000161354100406213,0.0308457845112823,0.00744876448697348,,,0.029677403260396
FM,FSM,Federated States of Micronesia,2020-10-05,2020-05-19,102,1,70,0.0294117647058824,0.032788840416564,0.0185327233738208,0.000179335722645562,0.0196078431372549,0.0269068483623884,0.0140611168999516,0.000156564818914651,0.0295661419878863,0.00724986425031778,1,1,,,0.0294277083608327,0.0329826846242163,0.018649056455082,0.000181524435931994,0.0194822593619155,0.0268052317245716,0.0140728691555122,0.000157175890901138,0.0301817009135382,0.00737333176099303,,,0.0294277083608327
FM,FSM,Federated States of Micronesia,2020-10-06,2020-05-21,100,2,69,0.03,0.0334344809563718,0.0184315878211348,0.000178366252785359,0.02,0.0274394957835608,0.0139843835024701,0.000155716482913799,0.0302159473063014,0.00740672089923284,1,1,,,0.0292090777212875,0.0328381770635306,0.0183683499725741,0.000179404058421498,0.019262051954591,0.0265383370111022,0.0138191917660865,0.000154600015946197,0.0298992818347063,0.00734159267463365,,,0.0292090777212875
FM,FSM,Federated States of Micronesia,2020-10-08,2020-05-24,100,1,69,0.03,0.0334344809563718,0.018568079821162,0.000179674620212258,0.02,0.0274394957835608,0.0140879424845786,0.000156861376892799,0.0292412393286788,0.00728993910329719,1,1,,,0.0284765909295417,0.0323506648222454,0.0176303721857584,0.000174182548785598,0.018525265530442,0.02563253859705,0.0131260276251743,0.000147612697959932,0.0294231155804626,0.00728835091283244,,,0.0284765909295417
FM,FSM,Federated States of Micronesia,2020-10-10,2020-05-26,100,1,69,0.03,0.0334344809563718,0.0186924575005122,0.000180866703034689,0.02,0.0274394957835608,0.0141823101095526,0.000157904550185201,0.0292412393286788,0.00728993910329719,1,1,,,0.0272115135650933,0.0315000088312841,0.0165381138868697,0.000166773561974281,0.0172547525129876,0.024040921053581,0.0120736008633777,0.000136939485026593,0.0290146293658221,0.00724215080179682,,,0.0272115135650933
FM,FSM,Federated States of Micronesia,2020-10-13,2020-05-28,100,1,69,0.03,0.0334344809563718,0.0189329622947805,0.000183171357422399,0.02,0.0274394957835608,0.0143647855050458,0.000159921411807971,0.0292412393286788,0.00728993910329719,1,1,,,0.0241937316660166,0.0294466472084448,0.0141192026730473,0.000150462729213361,0.0142270915707855,0.020151279174719,0.00972408225933144,0.000112595962620664,0.0284068132786218,0.00717090187850041,,,0.0241937316660166
FM,FSM,Federated States of Micronesia,2020-10-14,2020-05-28,101,1,70,0.0297029702970297,0.0331085145091172,0.018897679416145,0.000182833292587239,0.0198019801980198,0.0271705622473482,0.0143380157383443,0.000159625554911559,0.0289233997707584,0.00721188097866988,1,1,,,0.0229519882293405,0.0285951019769832,0.0131538633403858,0.000143899099290114,0.0129794312462939,0.0185158987326375,0.00878414384887432,0.000102655320825182,0.0281957269039881,0.00714562409769512,,,0.0229519882293405
FM,FSM,Federated States of Micronesia,2020-10-17,2020-05-29,100,1,70,0.02,0.0274394957835608,0.00763652474907477,0.000116122256411717,0.01,0.0195013954179879,0.00313655673342191,7.45893130412481e-05,0.0277791773622448,0.00711070240410537,1,0,,,0.0190432803951268,0.0258952386466202,0.0102013182795082,0.000123525192179927,0.00902332313534992,0.0132093635899667,0.00588453849133255,7.12041384935336e-05,0.0275771533278303,0.00707128617346523,,,0.0190432803951268
FM,FSM,Federated States of Micronesia,2020-10-18,2020-05-30,101,2,70,0.0099009900990099,0.0193092777830645,0.00397413802797529,7.88688919828818e-05,0,0,0,0,0.0260310597936825,0.006851972552405,1,0,,,0.0178176552809008,0.0250433300816732,0.00930846216360395,0.00011724657573756,0.0077620820368264,0.0114755373040762,0.00498708200868276,6.11889912653887e-05,0.0273901578061333,0.00704901750111636,,,0.0178176552809008
