ISO2,ISO_3,country_agg,date,first_date,count,day_count,days_aggregated,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI,test_recent,positive_recent,B0.1,B0.2,p_cli_smooth,p_cli_CI_smooth,p_cli_weight_smooth,p_cli_weight_CI_smooth,p_cliWHO_smooth,p_cliWHO_CI_smooth,p_cliWHO_weight_smooth,p_cliWHO_weight_CI_smooth,p_cli_local_smooth,p_cli_local_CI_smooth,p_cases_infected,p_cases_infected_smooth,p_cases_active
TV,TUV,Tuvalu,2020-11-25,2020-04-23,100,1,75,0.02,0.0274394957835608,0.0204309868243536,0.000143354078300883,0.01,0.0195013954179879,0.0112842915525246,0.000107033746660957,0.0276687909854992,0.00702152408135998,0,0,,,0.0190360484196888,0.0266556548472021,0.0179912326356758,0.000134479281159494,0.005847859042761,0.011404257199959,0.00661820985137702,6.277468476359e-05,0.0227638762379411,0.00637471079393499,,,0.0190360484196888
TV,TUV,Tuvalu,2020-11-26,2020-04-24,100,1,75,0.02,0.0274394957835608,0.0203937949210035,0.000143095837629964,0.01,0.0195013954179879,0.0112637499955062,0.000106840015749435,0.0279796762774711,0.00709928240465688,0,0,,,0.0190320507703865,0.0266524389791274,0.0178837479303869,0.000134116938951619,0.00560970543664439,0.0109398201072157,0.00634943452243197,6.02252725147258e-05,0.022468255568235,0.00633499494223297,,,0.0190320507703865
TV,TUV,Tuvalu,2020-11-29,2020-04-24,101,1,76,0.0198019801980198,0.0271705622473482,0.0203189815605182,0.000142576343530719,0.0099009900990099,0.0193092777830645,0.0112224296334993,0.000106450304104596,0.0276687909854992,0.00702152408135998,0,0,,,0.0190389330913474,0.0266577087293285,0.0175553815947975,0.000133025051798117,0.00485409613313171,0.00946626218197364,0.0054962103056623,5.21322140709133e-05,0.0215304356733231,0.00620945102386292,,,0.0190389330913474
TV,TUV,Tuvalu,2020-12-01,2020-05-09,100,1,76,0.02,0.0274394957835608,0.0203088373056457,0.000142505900061544,0.01,0.0195013954179879,0.0112168268336664,0.000106397460216332,0.0282976271442606,0.00717878167933701,0,0,,,0.0190593068691042,0.0266736772070094,0.0173366704852481,0.000132311444420585,0.00432735057635067,0.00843902444654018,0.00490104141671155,4.64868973067997e-05,0.0208772258027068,0.0061224661535694,,,0.0190593068691042
TV,TUV,Tuvalu,2020-12-03,2020-05-11,100,1,76,0.02,0.0274394957835608,0.0208594315331986,0.000146328250755836,0.01,0.0195013954179879,0.0115209269656991,0.000109265202651289,0.0287855172674375,0.00723858532781573,0,0,,,0.0190910208258929,0.0266985708640629,0.0171233162108188,0.000131627083507556,0.00379561806181882,0.00740206112993343,0.00429995172841563,4.07854348684537e-05,0.0202187595061947,0.00603523407637476,,,0.0190910208258929
TV,TUV,Tuvalu,2020-12-04,2020-05-18,100,1,76,0.01,0.0195013954179879,0.00934989725555226,9.86013223458422e-05,0,0,0,0,0.0151245938184841,0.00528374208906466,0,0,,,0.019110392687181,0.0267137756623626,0.017020023652467,0.000131300339413679,0.00353202148006347,0.00688800564276102,0.00400187038751318,3.79580757990532e-05,0.0198928279318062,0.00599225029865149,,,0.019110392687181
TV,TUV,Tuvalu,2020-12-05,2020-05-19,100,1,76,0.02,0.0274394957835608,0.0161210162000753,0.000129319414597808,0,0,0,0,0.0151245938184841,0.00528374208906466,0,0,,,0.0191315611864799,0.0267303838572875,0.0169196556862167,0.000130985942957654,0.00327222995741674,0.00638137060154572,0.00370802683785599,3.51709164303619e-05,0.0195720103076572,0.00595008527414846,,,0.0191315611864799
TV,TUV,Tuvalu,2020-12-10,2020-05-21,100,2,75,0.02,0.0274394957835608,0.0159153040091752,0.000127682580523309,0,0,0,0,0.0151245938184841,0.00528374208906466,0,0,,,0.0192454427716846,0.0268194458687725,0.0164739931919934,0.000129631697640476,0.00208590670017887,0.00406785024771079,0.00236537987005495,2.24357111899658e-05,0.0181149908580733,0.0057610102807195,,,0.0192454427716846
TV,TUV,Tuvalu,2020-12-13,2020-05-23,100,1,75,0.02,0.0274394957835608,0.0158821983177027,0.000127419129046426,0,0,0,0,0.0152984397244437,0.00534400304426504,0,0,,,0.0192985293741427,0.0268604874405646,0.0162562279139539,0.000128996841480855,0.00150742197646328,0.00293971242173896,0.00171014007621482,1.62206941650418e-05,0.0174128374328979,0.00567213757999071,,,0.0192985293741427
TV,TUV,Tuvalu,2020-12-14,2020-05-23,101,1,76,0.0198019801980198,0.0271705622473482,0.0158765866368884,0.000127374471014226,0,0,0,0,0.0152984397244437,0.00534400304426504,0,0,,,0.019310210389871,0.026869343401344,0.0161913253118668,0.000128810565374664,0.00134086290846207,0.0026148955967256,0.00152140796658875,1.44305548516064e-05,0.0172124989894075,0.00564724208765133,,,0.019310210389871
TV,TUV,Tuvalu,2020-12-15,2020-05-30,100,2,75,0.02,0.0274394957835608,0.0160268516610391,0.000128570198513863,0,0,0,0,0.0154763285584488,0.00540565427580481,0,0,,,0.0193180831251955,0.0268751507864768,0.0161297785908628,0.000128634689413225,0.00118762752580119,0.00231606210376242,0.00134774084135357,1.27833100143344e-05,0.0170292220934239,0.00562472292821215,,,0.0193180831251955
TV,TUV,Tuvalu,2020-12-16,2020-06-01,100,1,75,0.02,0.0274394957835608,0.0160312049333836,0.000128604836737372,0,0,0,0,0.0156584030120776,0.00546874445282687,0,0,,,0.0193217583860082,0.0268776002566458,0.0160712169614311,0.00012846761233575,0.00104752788416984,0.00204284542080532,0.00118893159896509,1.12769949505231e-05,0.016862746585959,0.00560453530565671,,,0.0193217583860082
TV,TUV,Tuvalu,2020-12-17,2020-06-07,100,1,75,0.02,0.0274394957835608,0.0159578192877518,0.000128020899308482,0,0,0,0,0.0156584030120776,0.00546874445282687,0,0,,,0.0193209147763622,0.0268764362142221,0.0160152372463232,0.000128307647949775,0.00092020831058151,0.00179455192754654,0.00104458274352784,9.90783906708672e-06,0.0167125993274884,0.00558660578621969,,,0.0193209147763622
TV,TUV,Tuvalu,2020-12-18,2020-06-07,101,1,76,0.0198019801980198,0.0271705622473482,0.0158897509683665,0.000127479233005342,0,0,0,0,0.0154763285584488,0.00540565427580481,0,0,,,0.019315300431009,0.0268714582028082,0.0159614180603524,0.000128153076070149,0.000805173370167458,0.00157021544527282,0.000914137976568493,8.67056553735959e-06,0.0165781298782438,0.00557083725847847,,,0.019315300431009
