ISO2,ISO_3,country,date,first_date,day_count,days_aggregated,count,weight,infected,not_infected,pos_RF,pos_RF_symp,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,reach,positive_recent,test_recent,p_infected,p_infected_low,p_infected_high,p_rf,p_rf_low,p_rf_high,p_rf_symp,p_rf_symp_low,p_rf_symp_high,p_cli,p_cli_low,p_cli_high,p_cli_weight,p_cli_weight_low,p_cli_weight_high,p_cliWHO,p_cliWHO_low,p_cliWHO_high,p_cliWHO_weight,p_cliWHO_weight_low,p_cliWHO_weight_high,p_cli_local,p_cli_local_low,p_cli_local_high,TPR,TPR_low,TPR_high
EE,EST,Estonia,2020-05-28,2020-04-24,6,31,101,1396626.69409333,0,0,0,0,2,12688.7822122337,2,12688.7822122337,14,585.849056603774,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
EE,EST,Estonia,2020-05-29,2020-04-25,1,31,100,1384062.76083276,0,0,0,0,2,12688.7822122337,2,12688.7822122337,14,579.990566037736,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
EE,EST,Estonia,2020-05-30,2020-04-26,3,31,100,1380295.36459027,0,0,0,0,3,16950.2219898695,3,16950.2219898695,14,579.990566037736,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
EE,EST,Estonia,2020-05-31,2020-04-26,2,32,102,1388345.73658649,0,0,0,0,3,16950.2219898695,3,16950.2219898695,14,591.707547169811,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
EE,EST,Estonia,2020-06-01,2020-04-27,1,32,100,1345594.99169868,0,0,0,0,3,16950.2219898695,3,16950.2219898695,14,585.849056603774,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
EE,EST,Estonia,2020-06-02,2020-04-29,2,32,100,1303332.92737559,0,0,0,0,3,16950.2219898695,3,16950.2219898695,14,585.849056603774,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
EE,EST,Estonia,2020-06-03,2020-05-05,6,29,100,1374881.7607017,0,0,0,0,3,16950.2219898695,3,16950.2219898695,14,574.132075471698,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
EE,EST,Estonia,2020-06-04,2020-05-06,3,29,102,1257581.48903939,0,0,0,0,3,16950.2219898695,3,16950.2219898695,14,585.849056603774,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
EE,EST,Estonia,2020-06-05,2020-05-08,5,28,100,1139577.66404206,0,0,0,0,4,22822.4940514865,4,22822.4940514865,16,574.132075471698,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
EE,EST,Estonia,2020-06-06,2020-05-08,2,29,102,1159743.94595479,0,0,0,0,4,22822.4940514865,4,22822.4940514865,16,585.849056603774,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
EE,EST,Estonia,2020-06-07,2020-05-10,5,28,101,1169323.44783965,0,0,0,0,3,15717.402908466,3,15717.402908466,16,574.132075471698,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
EE,EST,Estonia,2020-06-08,2020-05-12,5,27,101,1163916.25514527,0,0,0,0,3,15717.402908466,3,15717.402908466,16,574.132075471698,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
EE,EST,Estonia,2020-06-09,2020-05-12,2,28,103,1172812.51353983,0,0,0,0,3,15717.402908466,3,15717.402908466,16,585.849056603774,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
EE,EST,Estonia,2020-06-10,2020-05-15,5,27,100,1133090.0339334,0,0,0,0,3,15717.402908466,3,15717.402908466,11,568.27358490566,0,1,,,,0,0,0,0,0,0,0.0297450424929179,0.0208840784398937,0.038606006545942,0.0132585421525706,0.0132053602458494,0.0133117240592919,0.0297450424929179,0.0208840784398937,0.038606006545942,0.0132585421525706,0.0132053602458494,0.0133117240592919,0.0249643830022229,0.0215733567723579,0.0283554092320878,0,0,0
EE,EST,Estonia,2020-06-11,2020-05-15,4,28,104,1158995.31946554,0,0,0,0,3,15717.402908466,3,15717.402908466,14,591.707547169811,0,1,,,,0,0,0,0,0,0,0.0303886925795053,0.0214448383003879,0.0393325468586227,0.0136110075540535,0.0135567691218334,0.0136652459862735,0.0303886925795053,0.0214448383003879,0.0393325468586227,0.0136110075540535,0.0135567691218334,0.0136652459862735,0.0249464100842947,0.021557793967109,0.0283350262014804,0,0,0
EE,EST,Estonia,2020-06-12,2020-05-16,3,28,102,1099190.96389534,0,0,0,0,3,15717.402908466,3,15717.402908466,13,579.990566037736,0,2,,,,0,0,0,0,0,0,0.0310515172900494,0.0220201205146484,0.0400829140654505,0.0140114331379765,0.0139559613037056,0.0140669049722474,0.0310515172900494,0.0220201205146484,0.0400829140654505,0.0140114331379765,0.0139559613037056,0.0140669049722474,0.0248235213646676,0.0214430488916971,0.0282039938376381,0,0,0
EE,EST,Estonia,2020-06-13,2020-05-16,5,29,107,1132420.92619817,0,0,0,0,3,15717.402908466,3,15717.402908466,13,609.283018867925,0,2,,,,0,0,0,0,0,0,0.0308988764044944,0.0219111676956872,0.0398865851133016,0.0141432222047146,0.0140870889850972,0.0141993554243321,0.0308988764044944,0.0219111676956872,0.0398865851133016,0.0141432222047146,0.0140870889850972,0.0141993554243321,0.0246120364016939,0.0212516725280627,0.0279724002753252,0,0,0
EE,EST,Estonia,2020-06-14,2020-05-17,2,29,101,1079244.65763595,0,0,0,0,3,15717.402908466,3,15717.402908466,12,574.132075471698,0,2,,,,0,0,0,0,0,0,0.0309205903021785,0.0219266663263983,0.0399145142779587,0.014331294181136,0.0142742735623723,0.0143883147998997,0.0309205903021785,0.0219266663263983,0.0399145142779587,0.014331294181136,0.0142742735623723,0.0143883147998997,0.0244196936598399,0.0210685482193979,0.027770839100282,0,0,0
EE,EST,Estonia,2020-06-15,2020-05-18,5,29,101,1031930.19441423,0,0,0,0,3,15717.402908466,3,15717.402908466,10,574.132075471698,0,2,,,,0,0,0,0,0,0,0.0308988764044944,0.0219111676956872,0.0398865851133016,0.0145305122451216,0.014472555275254,0.0145884692149893,0.0308988764044944,0.0219111676956872,0.0398865851133016,0.0145305122451216,0.014472555275254,0.0145884692149893,0.0239633003272782,0.0206404522162141,0.0272861484383422,0,0,0
EE,EST,Estonia,2020-06-16,2020-05-18,3,30,104,1048389.84847888,0,0,0,0,3,15717.402908466,3,15717.402908466,10,591.707547169811,0,2,,,,0,0,0,0,0,0,0.030812324929972,0.0218493916579635,0.0397752582019804,0.0146838289914058,0.014625112752008,0.0147425452308035,0.030812324929972,0.0218493916579635,0.0397752582019804,0.0146838289914058,0.014625112752008,0.0147425452308035,0.023454859300965,0.0201677783383101,0.02674194026362,0,0,0
EE,EST,Estonia,2020-06-17,2020-05-19,3,30,101,1015618.3428675,0,0,0,0,3,15717.402908466,3,15717.402908466,9,574.132075471698,0,2,,,,0,0,0,0,0,0,0.0307907627711686,0.0218340020389735,0.0397475235033638,0.0149403056868176,0.0148804154940793,0.015000195879556,0.0307907627711686,0.0218340020389735,0.0397475235033638,0.0149403056868176,0.0148804154940793,0.015000195879556,0.0228408577485837,0.0195960671292858,0.0260856483678817,0,0,0
EE,EST,Estonia,2020-06-18,2020-05-22,5,28,100,1030430.15432796,0,0,0,0,3,15717.402908466,3,15717.402908466,8,568.27358490566,0,2,,,,0,0,0,0,0,0,0.0308339173090399,0.0218648029870923,0.0398030316309876,0.0150794067627785,0.0150188043922053,0.0151400091333516,0.0308339173090399,0.0218648029870923,0.0398030316309876,0.0150794067627785,0.0150188043922053,0.0151400091333516,0.0221518656677429,0.0189518076419771,0.0253519236935088,0,0,0
EE,EST,Estonia,2020-06-19,2020-05-22,1,29,101,1036124.3760837,0,0,0,0,3,15717.402908466,3,15717.402908466,8,574.132075471698,0,2,,,,0,0,0,0,0,0,0.0301120448179272,0.0212483479648731,0.0389757416709813,0.0147200655708661,0.0146599782975841,0.0147801528441481,0.0301120448179272,0.0212483479648731,0.0389757416709813,0.0147200655708661,0.0146599782975841,0.0147801528441481,0.0211673383047321,0.0180376265234126,0.0242970500860517,0,0,0
EE,EST,Estonia,2020-06-20,2020-05-24,4,28,100,1058004.69841837,0,0,0,0,3,15717.402908466,3,15717.402908466,7,568.27358490566,0,2,,,,0,0,0,0,0,0,0.02945301542777,0.020677725117552,0.038228305737988,0.0143542685277482,0.0142947249166879,0.0144138121388086,0.02945301542777,0.020677725117552,0.038228305737988,0.0143542685277482,0.0142947249166879,0.0144138121388086,0.0201032271276051,0.0170482340402458,0.0231582202149644,0,0,0
EE,EST,Estonia,2020-06-21,2020-05-24,1,29,101,1062737.15658197,0,0,0,0,3,15717.402908466,3,15717.402908466,7,574.132075471698,0,2,,,,0,0,0,0,0,0,0.02945301542777,0.020677725117552,0.038228305737988,0.0144547728796948,0.0143948154189483,0.0145147303404412,0.02945301542777,0.020677725117552,0.038228305737988,0.0144547728796948,0.0143948154189483,0.0145147303404412,0.0189932329917251,0.0160220963318994,0.0219643696515507,0,0,0
EE,EST,Estonia,2020-06-22,2020-05-25,6,29,103,1123468.65784616,0,0,0,0,3,15717.402908466,3,15717.402908466,7,585.849056603774,0,2,,,,0,0,0,0,0,0,0.0294117647058824,0.0206485784952832,0.0381749509164815,0.0144932818509369,0.0144331658319888,0.0145533978698851,0.0294117647058824,0.0206485784952832,0.0381749509164815,0.0144932818509369,0.0144331658319888,0.0145533978698851,0.0178574333163705,0.0149769166392404,0.0207379499935007,0,0,0
EE,EST,Estonia,2020-06-23,2020-05-25,2,30,105,1134469.25494586,0,0,0,0,3,15717.402908466,3,15717.402908466,7,597.566037735849,0,2,,,,0,0,0,0,0,0,0.0293706293706294,0.0206195139261377,0.0381217448151211,0.0145299772715086,0.0144697101673653,0.014590244375652,0.0293706293706294,0.0206195139261377,0.0381217448151211,0.0145299772715086,0.0144697101673653,0.014590244375652,0.0167249068389276,0.0139376315571921,0.0195121821206632,0,0,0
EE,EST,Estonia,2020-06-24,2020-05-26,2,30,100,1125679.91714782,0,0,0,0,2,10133.7118392527,2,10133.7118392527,7,568.27358490566,0,2,,,,0,0,0,0,0,0,0.0286713286713287,0.0200219066819888,0.0373207506606686,0.0141682061705266,0.0141086685780229,0.0142277437630302,0.0286713286713287,0.0200219066819888,0.0373207506606686,0.0141682061705266,0.0141086685780229,0.0142277437630302,0.0162329978142533,0.0134863309943489,0.0189796646341577,0,0,0
EE,EST,Estonia,2020-06-25,2020-05-27,4,30,100,1172564.90420249,0,0,0,0,2,10133.7118392527,2,10133.7118392527,8,568.27358490566,0,2,,,,0,0,0,0,0,0,0.0280504908835905,0.0194804989421127,0.0366204828250682,0.0137869623908304,0.0137282462488712,0.0138456785327897,0.0280504908835905,0.0194804989421127,0.0366204828250682,0.0137869623908304,0.0137282462488712,0.0138456785327897,0.0155399179023205,0.0128476976056893,0.0182321381989518,0,0,0
EE,EST,Estonia,2020-06-26,2020-05-28,4,30,102,1201385.36268885,0,0,0,0,2,10133.7118392527,2,10133.7118392527,8,579.990566037736,0,2,,,,0,0,0,0,0,0,0.0273492286115007,0.0188839874148462,0.0358144698081552,0.0133285027372987,0.0132709514559537,0.0133860540186437,0.0273492286115007,0.0188839874148462,0.0358144698081552,0.0133285027372987,0.0132709514559537,0.0133860540186437,0.0149232544934983,0.0122841658089765,0.01756234317802,0,0,0
EE,EST,Estonia,2020-06-27,2020-05-28,2,31,104,1215412.42075861,0,0,0,0,2,10133.7118392527,2,10133.7118392527,8,591.707547169811,0,2,,,,0,0,0,0,0,0,0.0267041461700633,0.0183277458271306,0.0350805465129959,0.0128922691026365,0.0128358083522685,0.0129487298530044,0.0267041461700633,0.0183277458271306,0.0350805465129959,0.0128922691026365,0.0128358083522685,0.0129487298530044,0.0143376698487992,0.0117473001472082,0.0169280395503901,0,0,0
EE,EST,Estonia,2020-06-28,2020-05-28,1,32,105,1419269.43205377,0,0,0,0,2,10133.7118392527,2,10133.7118392527,9,597.566037735849,0,2,,,,0,0,0,0,0,0,0.0259285213735109,0.0176829568686823,0.0341740858783394,0.0122564111282202,0.0122019431354084,0.0123108791210321,0.0259285213735109,0.0176829568686823,0.0341740858783394,0.0122564111282202,0.0122019431354084,0.0123108791210321,0.0139265305173326,0.0113767286106813,0.0164763324239838,0,0,0
EE,EST,Estonia,2020-06-29,2020-05-29,1,32,100,1279900.76116289,0,0,0,0,2,10133.7118392527,2,10133.7118392527,9,568.27358490566,0,2,,,,0,0,0,0,0,0,0.0252454417952314,0.0171035101261151,0.0333873734643478,0.0117148879394864,0.0116620385918909,0.0117677372870819,0.0252454417952314,0.0171035101261151,0.0333873734643478,0.0117148879394864,0.0116620385918909,0.0117677372870819,0.0138132603576182,0.0112727857604053,0.0163537349548312,0,0,0
EE,EST,Estonia,2020-06-30,2020-05-30,3,32,102,1302770.11857001,0,0,0,0,2,10133.7118392527,2,10133.7118392527,9,579.990566037736,0,2,,,,0,0,0,0,0,0,0.0245786516853933,0.0165365742203749,0.0326207291504117,0.0111855385468049,0.0111342909225891,0.0112367861710206,0.0245786516853933,0.0165365742203749,0.0326207291504117,0.0111855385468049,0.0111342909225891,0.0112367861710206,0.0137097394380475,0.0111768386754661,0.0162426402006289,0,0,0
EE,EST,Estonia,2020-07-09,2020-06-10,6,30,104,1367476.1077687,0,0,1,1,0,0,0,0,35,3596.43705463183,1,3,,,,0.000700770847932726,0,0.00207377513761308,0.000700770847932726,0,0.00207377513761308,0.0224246671338472,0.0147426685226782,0.0301066657450163,0.00999657991839875,0.00994862206214931,0.0100445377746482,0.0224246671338472,0.0147426685226782,0.0301066657450163,0.00999657991839875,0.00994862206214931,0.0100445377746482,0.0123215412037051,0.0102710371505258,0.0143720452568844,0.0344827586206897,0,0.100892243239672
EE,EST,Estonia,2020-07-10,2020-06-12,5,29,100,1352038.49876904,0,0,1,1,0,0,0,0,36,3456.76959619953,1,4,,,,0.00140154169586545,0,0.00334258203618526,0.00140154169586545,0,0.00334258203618526,0.0203223545900491,0.0130014505213782,0.0276432586587199,0.00887308294467995,0.00882830818428577,0.00891785770507413,0.0203223545900491,0.0130014505213782,0.0276432586587199,0.00887308294467995,0.00882830818428577,0.00891785770507413,0.0117796267826564,0.00999287365394817,0.0135663799113647,0.0645161290322581,0,0.150996898883724
EE,EST,Estonia,2020-07-11,2020-06-12,2,30,102,1362959.20150442,0,0,1,1,0,0,0,0,36,3526.60332541568,1,4,,,,0.00210084033613445,0,0.00447562283331221,0.00210084033613445,0,0.00447562283331221,0.0182072829131653,0.0112727620252719,0.0251418038010586,0.00778929627015619,0.00774772329251597,0.00783086924779641,0.0182072829131653,0.0112727620252719,0.0251418038010586,0.00778929627015619,0.00774772329251597,0.00783086924779641,0.0113799141148863,0.00978358242268492,0.0129762458070877,0.0909090909090909,0,0.188993151269604
EE,EST,Estonia,2020-07-12,2020-06-13,3,30,102,1362181.98168843,0,0,1,1,0,0,0,0,36,3526.60332541568,1,3,,,,0.0027972027972028,5.98309698525566e-05,0.00553457462455304,0.0027972027972028,5.98309698525566e-05,0.00553457462455304,0.0160839160839161,0.00956380490051588,0.0226040272673163,0.00675472326577165,0.00671632773545261,0.0067931187960907,0.0160839160839161,0.00956380490051588,0.0226040272673163,0.00675472326577165,0.00671632773545261,0.0067931187960907,0.0111456772461595,0.00968772189343123,0.0126036325988877,0.117647058823529,0.00934908322608648,0.225945034420972
EE,EST,Estonia,2020-07-13,2020-06-14,4,30,101,1349340.89122418,0,0,1,1,0,0,0,0,36,3491.6864608076,1,3,,,,0.0034965034965035,0.000437102039612165,0.00655590495339483,0.0034965034965035,0.000437102039612165,0.00655590495339483,0.013986013986014,0.00789950049505432,0.0200725274769737,0.00576122820268485,0.00572603810341564,0.00579641830195406,0.013986013986014,0.00789950049505432,0.0200725274769737,0.00576122820268485,0.00572603810341564,0.00579641830195406,0.0109916142472853,0.00963931534467381,0.0123439131498968,0.142857142857143,0.0269282591472142,0.258786026567072
EE,EST,Estonia,2020-07-14,2020-06-15,3,30,102,1356625.32872315,0,0,1,1,0,0,0,0,36,3526.60332541568,1,3,,,,0.00419874037788663,0.000846170620313759,0.00755131013545951,0.00419874037788663,0.000846170620313759,0.00755131013545951,0.0118964310706788,0.00627506902749191,0.0175177931138657,0.00481352231476135,0.00478155026020018,0.00484549436932252,0.0118964310706788,0.00627506902749191,0.0175177931138657,0.00481352231476135,0.00478155026020018,0.00484549436932252,0.0108626729031669,0.00959725471268981,0.012128091093644,0.166666666666667,0.0449274249199193,0.288405908413414
EE,EST,Estonia,2020-07-15,2020-06-18,9,28,100,1325494.54600276,0,0,1,1,0,0,0,0,41,3421.85273159145,1,3,,,,0.00491573033707865,0.00128313474013962,0.00854832593401768,0.00491573033707865,0.00128313474013962,0.00854832593401768,0.0098314606741573,0.00470689950741464,0.0149560218409,0.00389905980467533,0.00387042288065297,0.00392769672869769,0.0098314606741573,0.00470689950741464,0.0149560218409,0.00389905980467533,0.00387042288065297,0.00392769672869769,0.0109787786431442,0.00977113138141487,0.0121864259048735,0.189189189189189,0.0629904104072584,0.31538796797112
EE,EST,Estonia,2020-07-16,2020-06-18,3,29,103,1512954.26174698,0,0,1,1,0,0,0,0,41,3526.60332541568,1,3,,,,0.00560616678346181,0.00173226752536327,0.00948006604156035,0.00560616678346181,0.00173226752536327,0.00948006604156035,0.00840925017519271,0.00367140380329063,0.0131470965470948,0.00327239223681978,0.00324642404036164,0.00329836043327793,0.00840925017519271,0.00367140380329063,0.0131470965470948,0.00327239223681978,0.00324642404036164,0.00329836043327793,0.011026978982312,0.0098748337208837,0.0121791242437403,0.210526315789474,0.0809044355207002,0.340148196058247
