"date","ISO2","country","ISO3","population","count_14days","count_local_14days","p_cli_14days","p_cli_14days_low","p_cli_14days_high","p_cliWHO_14days","p_cliWHO_14days_low","p_cliWHO_14days_high","p_anosmia_14days","p_anosmia_14days_low","p_anosmia_14days_high","p_cli_local_14days","p_cli_local_14days_low","p_cli_local_14days_high","p_cases_active"
2020-05-06,"NF","Norfolk Island","NFK",1735,4,4,0,0,0,0,0,0,0,0,0,0.0566037735849057,0.0254973615409429,0.0877101856288685,0
2020-05-07,"NF","Norfolk Island","NFK",1735,4,4,0,0,0,0,0,0,0,0,0,0.0566037735849057,0.0254973615409429,0.0877101856288685,0
2020-05-08,"NF","Norfolk Island","NFK",1735,4,4,0,0,0,0,0,0,0,0,0,0.0566037735849057,0.0254973615409429,0.0877101856288685,0
2020-05-09,"NF","Norfolk Island","NFK",1735,4,4,0,0,0,0,0,0,0,0,0,0.0566037735849057,0.0254973615409429,0.0877101856288685,0
2020-05-10,"NF","Norfolk Island","NFK",1735,3,3,0,0,0,0,0,0,0,0,0,0.0754716981132075,0.0344133289764921,0.116530067249923,0
2020-05-11,"NF","Norfolk Island","NFK",1735,3,3,0,0,0,0,0,0,0,0,0,0.0754716981132075,0.0344133289764921,0.116530067249923,0
2020-05-12,"NF","Norfolk Island","NFK",1735,3,3,0,0,0,0,0,0,0,0,0,0.0754716981132075,0.0344133289764921,0.116530067249923,0
2020-05-13,"NF","Norfolk Island","NFK",1735,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-14,"NF","Norfolk Island","NFK",1735,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-15,"NF","Norfolk Island","NFK",1735,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-16,"NF","Norfolk Island","NFK",1735,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-17,"NF","Norfolk Island","NFK",1735,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-18,"NF","Norfolk Island","NFK",1735,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-19,"NF","Norfolk Island","NFK",1735,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-20,"NF","Norfolk Island","NFK",1735,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-21,"NF","Norfolk Island","NFK",1735,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-22,"NF","Norfolk Island","NFK",1735,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-23,"NF","Norfolk Island","NFK",1735,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-24,"NF","Norfolk Island","NFK",1735,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-25,"NF","Norfolk Island","NFK",1735,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-26,"NF","Norfolk Island","NFK",1735,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-27,"NF","Norfolk Island","NFK",1735,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-28,"NF","Norfolk Island","NFK",1735,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-29,"NF","Norfolk Island","NFK",1735,8,8,0.125,0,0.354172303767662,0,0,0,0.125,0,0.354172303767662,0.00471698113207547,0,0.011238826979279,0
2020-05-30,"NF","Norfolk Island","NFK",1735,7,7,0.142857142857143,0,0.402082007388211,0,0,0,0.142857142857143,0,0.402082007388211,0.00539083557951483,0,0.0128418500615798,0
2020-05-31,"NF","Norfolk Island","NFK",1735,6,6,0.166666666666667,0,0.464865690619526,0,0,0,0.166666666666667,0,0.464865690619526,0.00628930817610063,0,0.0149782312081253,0
2020-06-01,"NF","Norfolk Island","NFK",1735,6,6,0.166666666666667,0,0.464865690619526,0,0,0,0.166666666666667,0,0.464865690619526,0.00628930817610063,0,0.0149782312081253,0
2020-06-02,"NF","Norfolk Island","NFK",1735,6,6,0.166666666666667,0,0.464865690619526,0,0,0,0.166666666666667,0,0.464865690619526,0.00628930817610063,0,0.0149782312081253,0
2020-06-03,"NF","Norfolk Island","NFK",1735,6,6,0.166666666666667,0,0.464865690619526,0,0,0,0.166666666666667,0,0.464865690619526,0.00628930817610063,0,0.0149782312081253,0
2020-06-04,"NF","Norfolk Island","NFK",1735,5,5,0.2,0,0.550609016230633,0,0,0,0.2,0,0.550609016230633,0.00754716981132075,0,0.0179672761780292,0
2020-06-05,"NF","Norfolk Island","NFK",1735,5,5,0.4,0,0.829406594492118,0.2,0,0.550609016230633,0.4,0,0.829406594492118,0.0113207547169811,0,0.024058441138122,0.2
2020-06-06,"NF","Norfolk Island","NFK",1735,4,4,0.5,0.0100090038649866,0.989990996135013,0.25,0,0.674344650278564,0.5,0.0100090038649866,0.989990996135013,0.0141509433962264,0,0.0300502458133923,0.25
2020-06-07,"NF","Norfolk Island","NFK",1735,4,4,0.5,0.0100090038649866,0.989990996135013,0.25,0,0.674344650278564,0.5,0.0100090038649866,0.989990996135013,0.0141509433962264,0,0.0300502458133923,0.25
2020-06-08,"NF","Norfolk Island","NFK",1735,5,5,0.4,0,0.829406594492118,0.2,0,0.550609016230633,0.4,0,0.829406594492118,0.0113207547169811,0,0.024058441138122,0.2
2020-06-09,"NF","Norfolk Island","NFK",1735,5,5,0.4,0,0.829406594492118,0.2,0,0.550609016230633,0.4,0,0.829406594492118,0.0113207547169811,0,0.024058441138122,0.2
2020-06-10,"NF","Norfolk Island","NFK",1735,4,4,0.5,0.0100090038649866,0.989990996135013,0.25,0,0.674344650278564,0.5,0.0100090038649866,0.989990996135013,0.0141509433962264,0,0.0300502458133923,0.25
2020-06-11,"NF","Norfolk Island","NFK",1735,5,5,0.4,0,0.829406594492118,0.2,0,0.550609016230633,0.4,0,0.829406594492118,0.0150943396226415,0.000414222198662526,0.0297744570466205,0.2
2020-06-12,"NF","Norfolk Island","NFK",1735,5,5,0.2,0,0.550609016230633,0.2,0,0.550609016230633,0.2,0,0.550609016230633,0.00754716981132075,0,0.0179672761780292,0.2
2020-06-13,"NF","Norfolk Island","NFK",1735,6,6,0.166666666666667,0,0.464865690619526,0.166666666666667,0,0.464865690619526,0.166666666666667,0,0.464865690619526,0.00628930817610063,0,0.0149782312081253,0.166666666666667
2020-06-14,"NF","Norfolk Island","NFK",1735,6,6,0.166666666666667,0,0.464865690619526,0.166666666666667,0,0.464865690619526,0.166666666666667,0,0.464865690619526,0.00628930817610063,0,0.0149782312081253,0.166666666666667
2020-06-15,"NF","Norfolk Island","NFK",1735,6,6,0.166666666666667,0,0.464865690619526,0.166666666666667,0,0.464865690619526,0.166666666666667,0,0.464865690619526,0.00628930817610063,0,0.0149782312081253,0.166666666666667
2020-06-16,"NF","Norfolk Island","NFK",1735,5,5,0.2,0,0.550609016230633,0.2,0,0.550609016230633,0.2,0,0.550609016230633,0.00754716981132075,0,0.0179672761780292,0.2
2020-06-17,"NF","Norfolk Island","NFK",1735,5,5,0.2,0,0.550609016230633,0.2,0,0.550609016230633,0.2,0,0.550609016230633,0.00754716981132075,0,0.0179672761780292,0.2
2020-06-18,"NF","Norfolk Island","NFK",1735,5,5,0.2,0,0.550609016230633,0.2,0,0.550609016230633,0.2,0,0.550609016230633,0.00754716981132075,0,0.0179672761780292,0.2
2020-06-19,"NF","Norfolk Island","NFK",1735,5,5,0,0,0,0,0,0,0,0,0,0.00377358490566038,0,0.0111557073357215,0
2020-06-20,"NF","Norfolk Island","NFK",1735,5,5,0,0,0,0,0,0,0,0,0,0.00377358490566038,0,0.0111557073357215,0
2020-06-21,"NF","Norfolk Island","NFK",1735,5,5,0,0,0,0,0,0,0,0,0,0.00377358490566038,0,0.0111557073357215,0
2020-06-22,"NF","Norfolk Island","NFK",1735,5,5,0,0,0,0,0,0,0,0,0,0.00377358490566038,0,0.0111557073357215,0
2020-06-23,"NF","Norfolk Island","NFK",1735,6,6,0,0,0,0,0,0,0,0,0,0.00314465408805031,0,0.00929836431956434,0
