ISO2,ISO_3,country_agg,date,first_date,count,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI,p_cli_smooth,p_cli_CI_smooth,p_cli_weight_smooth,p_cli_weight_CI_smooth,p_cliWHO_smooth,p_cliWHO_CI_smooth,p_cliWHO_weight_smooth,p_cliWHO_weight_CI_smooth,p_cli_local_smooth,p_cli_local_CI_smooth,p_cli_smooth_slope,p_cli_weight_smooth_slope,p_cliWHO_smooth_slope,p_cliWHO_weight_smooth_slope,p_cli_local_smooth_slope
MV,MDV,Maldives,2021-01-08,2020-12-02,100,0.04,0.0384072934108425,0.107457454238002,0.000348611364833528,0.03,0.0334344809563718,0.0242801681741483,0.000173259563179877,0.00391236306729265,0.00153061516571891,0.0438484622480169,0.040065646322708,0.110560032545951,0.000357731556229487,0.0338963899614959,0.0353720826091719,0.0253682751624128,0.000179504317066688,0.00883447028750185,0.0022286086560952,,,,,
MV,MDV,Maldives,2021-01-09,2020-12-03,100,0.04,0.0384072934108425,0.109590238818046,0.000355105467805093,0.03,0.0334344809563718,0.0247620739539746,0.000176654728204401,0.00448846927720167,0.0016299357908178,0.0442829566020531,0.0402528756446472,0.110278436410276,0.000356989656705905,0.0343559132995463,0.0356005949470296,0.025375531228814,0.000179425721587574,0.00916659155360585,0.00227379279489696,,,,,
MV,MDV,Maldives,2021-01-10,2020-12-04,100,0.04,0.0384072934108425,0.113525671273157,0.000367043629075754,0.03,0.0334344809563718,0.0256512906446702,0.000182915027684235,0.00448846927720167,0.0016299357908178,0.0447318442750154,0.0404463072366918,0.109842494186143,0.000355860363361847,0.0348414483085363,0.0358420424010083,0.0253670230145409,0.000179239700126302,0.00950745377466099,0.00231991805813112,,,,,
MV,MDV,Maldives,2021-01-11,2020-12-04,100,0.04,0.0384072934108425,0.112129223622798,0.000362814157912408,0.03,0.0334344809563718,0.0253357612657402,0.000180694291466638,0.0115805946791862,0.00262321401712042,0.0451844309706797,0.0406413327861859,0.109204916865472,0.000354233243940871,0.035346869083728,0.0360933786735705,0.0253388801768215,0.000178923360376764,0.0098540811155818,0.0023665606091937,,,,,
MV,MDV,Maldives,2021-01-12,2020-12-06,100,0.04,0.0384072934108425,0.11105428728482,0.000359553465605025,0.03,0.0334344809563718,0.0250928778357569,0.000178984347291228,0.0112676056338028,0.0025879320123579,0.0456270930964674,0.0408320817082133,0.108312622309315,0.000351986341604439,0.0358640228846106,0.0363505495597611,0.025287317214101,0.00017845476777538,0.0102027430553439,0.00241320801452084,,,,,
MV,MDV,Maldives,2021-01-13,2020-12-07,100,0.05,0.042716424707947,0.112866611590593,0.000363153531582444,0.04,0.0384072934108425,0.0264070019451193,0.000184018436154696,0.0117370892018779,0.00264066988667785,0.0460428334474547,0.0410112296840042,0.107098142484634,0.00034896796063398,0.0363834268826974,0.0366088394268199,0.0252087246197274,0.000177813291736086,0.0105493945717693,0.0024593240232898,,,,,
MV,MDV,Maldives,2021-01-14,2020-12-08,100,0.05,0.042716424707947,0.115313107085588,0.000370513292398124,0.04,0.0384072934108425,0.0269793998437062,0.00018795194282948,0.0116081101996595,0.00261182195510553,0.0464123326632603,0.0411704301542363,0.10549436367208,0.000345029130618821,0.0368937433221501,0.036862610221403,0.0250999516393362,0.000176982315861026,0.0108892661900307,0.00250429783013772,0.000427311735873902,-0.000844278145645312,0.000499558893442368,-4.47205871794311e-05,0.000342465983754812
MV,MDV,Maldives,2021-01-15,2020-12-11,100,0.05,0.042716424707947,0.112224589996405,0.000361218434105422,0.04,0.0384072934108425,0.0262567904233274,0.000182985794510604,0.0117628850023216,0.00262897058195052,0.0467153197072085,0.0413009502164943,0.103433159203433,0.000340023979776578,0.0373835656405378,0.0371061896739386,0.0249596908226959,0.000175955808748023,0.0112173633887297,0.00254751257170876,0.000405393850859234,-0.00114087953447393,0.000504608723498584,-6.9306734353025e-05,0.000341795305853975
MV,MDV,Maldives,2021-01-16,2020-12-13,100,0.05,0.042716424707947,0.113688041667322,0.000365627129183719,0.04,0.0384072934108425,0.026599189035068,0.000185339405246103,0.010989010989011,0.00254201484766965,0.0469321727379128,0.0413943379533076,0.100855575334387,0.00033383150797085,0.0378418508182734,0.0373340862978929,0.0247884643396206,0.000174739094020755,0.011528620043459,0.00258836475483302,0.000366721410482898,-0.00149781980862612,0.000500067084956195,-9.64264458200488e-05,0.000336861044799673
MV,MDV,Maldives,2021-01-17,2020-12-13,100,0.05,0.042716424707947,0.113419201885344,0.000364817841779994,0.04,0.0384072934108425,0.0265362895420685,0.000184907104332911,0.010989010989011,0.00254201484766965,0.0470444429931813,0.0414425931460255,0.0977111084868349,0.00032635007080621,0.0382583270079568,0.0375411920961977,0.0245872722214991,0.000173342107991047,0.0118184689057162,0.00262633670428883,0.000310002003750277,-0.00191563472977289,0.000485242987371473,-0.000125267992553728,0.000327397965022397
