ISO2,ISO_3,country,date,first_date,day_count,days_aggregated,count,weight,infected,not_infected,pos_RF,pos_RF_symp,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,reach,positive_recent,test_recent,p_infected,p_infected_low,p_infected_high,p_rf,p_rf_low,p_rf_high,p_rf_symp,p_rf_symp_low,p_rf_symp_high,p_cli,p_cli_low,p_cli_high,p_cli_weight,p_cli_weight_low,p_cli_weight_high,p_cliWHO,p_cliWHO_low,p_cliWHO_high,p_cliWHO_weight,p_cliWHO_weight_low,p_cliWHO_weight_high,p_cli_local,p_cli_local_low,p_cli_local_high,TPR,TPR_low,TPR_high
UA,UKR,Ukraine,2020-04-24,2020-04-24,775,1,775,26504569.1982033,0,0,4,3,12,194542.144763466,7,167404.340923366,126,13247.6430820383,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
UA,UKR,Ukraine,2020-04-25,2020-04-25,3701,1,3701,35917067.151531,0,0,14,8,40,434873.118641686,27,317230.154700025,607,62628.3622105225,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,
UA,UKR,Ukraine,2020-04-26,2020-04-26,2425,1,2425,32865518.8563162,0,0,8,3,24,445956.741009668,17,358041.451031558,555,41055.6031369035,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
UA,UKR,Ukraine,2020-04-27,2020-04-27,1972,1,1972,32458891.8238951,0,0,10,6,18,179968.545978403,13,127284.478487236,329,33386.824090717,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
UA,UKR,Ukraine,2020-04-28,2020-04-28,1929,1,1929,31534830.1316437,0,0,5,3,18,555615.814630805,12,486912.89617108,263,32782.3032199591,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
UA,UKR,Ukraine,2020-04-29,2020-04-29,1927,1,1927,31670948.7480878,0,0,4,3,16,148637.75899307,12,126534.901784768,259,32730.4871453227,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
UA,UKR,Ukraine,2020-04-30,2020-04-30,1817,1,1817,34158920.0045419,0,0,9,3,18,370700.067157578,10,249294.531554169,284,31072.3727569581,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
UA,UKR,Ukraine,2020-05-01,2020-05-01,1408,1,1408,31655406.3352055,0,0,2,1,8,159479.234001814,5,134158.309809271,221,23973.570531772,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
UA,UKR,Ukraine,2020-05-02,2020-05-02,1173,1,1173,33177468.8914999,0,0,4,0,8,103220.868530591,3,36416.4957494151,162,20001.0048096484,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
UA,UKR,Ukraine,2020-05-03,2020-05-03,2391,1,2391,32128278.6418106,0,0,5,3,26,277253.983318669,15,140693.765380895,465,40727.4346642063,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
