ISO2,ISO_3,country_agg,date,first_date,count,day_count,days_aggregated,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI,test_recent,positive_recent,B0.1,B0.2,p_cli_smooth,p_cli_CI_smooth,p_cli_weight_smooth,p_cli_weight_CI_smooth,p_cliWHO_smooth,p_cliWHO_CI_smooth,p_cliWHO_weight_smooth,p_cliWHO_weight_CI_smooth,p_cli_local_smooth,p_cli_local_CI_smooth,p_cases_infected,p_cases_infected_smooth,p_cases_active
SL,SLE,Sierra Leone,2020-09-29,2020-04-25,100,2,73,0.04,0.0384072934108425,0.0375548825020515,0.00020122334068603,0.04,0.0384072934108425,0.0375548825020515,0.00020122334068603,0.0529004332783822,0.0128147251049757,7,2,,,0.0398758965135167,0.0382873977998049,0.0373142643414857,0.000199769933584531,0.0398758965135167,0.0382873977998049,0.0373142643414857,0.000199769933584531,0.0510796586999114,0.0125778003437576,,,0.0398758965135167
SL,SLE,Sierra Leone,2020-09-30,2020-05-04,101,2,73,0.0396039603960396,0.0380348662281565,0.0363955935397471,0.000195129151184835,0.0396039603960396,0.0380348662281565,0.0363955935397471,0.000195129151184835,0.0523435866122939,0.012683560264498,7,2,,,0.0398789955207812,0.0382893896652089,0.0373187890306934,0.000199739339111183,0.0398789955207812,0.0382893896652089,0.0373187890306934,0.000199739339111183,0.0509636928243955,0.0125643181674516,,,0.0398789955207812
SL,SLE,Sierra Leone,2020-10-02,2020-05-06,100,1,73,0.04,0.0384072934108425,0.0381166661015749,0.000204173826544767,0.04,0.0384072934108425,0.0381166661015749,0.000204173826544767,0.0529004332783822,0.0128147251049757,7,2,,,0.0398871216462695,0.0382943775523658,0.0373351439050205,0.000199668869446501,0.0398871216462695,0.0382943775523658,0.0373351439050205,0.000199668869446501,0.0507141712554881,0.0125353583336277,,,0.0398871216462695
SL,SLE,Sierra Leone,2020-10-08,2020-05-06,101,1,74,0.0396039603960396,0.0380348662281565,0.0373623658964825,0.000200211835820622,0.0396039603960396,0.0380348662281565,0.0373623658964825,0.000200211835820622,0.0523435866122939,0.012683560264498,8,2,,,0.0399405147643417,0.0383236480634058,0.0375296282366868,0.00019945771936479,0.0399405147643417,0.0383236480634058,0.0375296282366868,0.00019945771936479,0.0498367405329314,0.0124342912114082,,,0.0399405147643417
SL,SLE,Sierra Leone,2020-10-10,2020-05-09,100,1,74,0.04,0.0384072934108425,0.0374223515811801,0.000200527029999474,0.04,0.0384072934108425,0.0374223515811801,0.000200527029999474,0.0529004332783822,0.0128147251049757,8,2,,,0.0399753102980615,0.0383414994246914,0.0376935524224732,0.000199443924667969,0.0399753102980615,0.0383414994246914,0.0376935524224732,0.000199443924667969,0.0495127083793233,0.0123974055778519,,,0.0399753102980615
SL,SLE,Sierra Leone,2020-10-11,2020-05-10,100,1,74,0.04,0.0384072934108425,0.0373309578962164,0.000200046794731035,0.04,0.0384072934108425,0.0373309578962164,0.000200046794731035,0.0469278037146939,0.01210765048255,8,2,,,0.0399980524965537,0.0383528987405786,0.0378101260624989,0.000199469221265707,0.0399980524965537,0.0383528987405786,0.0378101260624989,0.000199469221265707,0.0493480925277727,0.0123788000773043,,,0.0399980524965537
SL,SLE,Sierra Leone,2020-10-12,2020-05-11,100,1,74,0.04,0.0384072934108425,0.0370444574021159,0.000198541051226698,0.04,0.0384072934108425,0.0370444574021159,0.000198541051226698,0.0469278037146939,0.01210765048255,8,2,,,0.0400244062106463,0.0383659677401955,0.037950365794572,0.000199517220316554,0.0400244062106463,0.0383659677401955,0.037950365794572,0.000199517220316554,0.0491832558183799,0.0123602678818053,,,0.0400244062106463
SL,SLE,Sierra Leone,2020-10-18,2020-05-11,101,1,75,0.0396039603960396,0.0380348662281565,0.0368213708582385,0.000197368269217607,0.0396039603960396,0.0380348662281565,0.0368213708582385,0.000197368269217607,0.0464338268334866,0.0119833057943924,8,2,,,0.0402948895212099,0.0384949468197981,0.0395904150551934,0.000200770057746532,0.0402948895212099,0.0384949468197981,0.0395904150551934,0.000200770057746532,0.048259310016318,0.0122593596902877,,,0.0402948895212099
SL,SLE,Sierra Leone,2020-10-20,2020-05-12,100,1,75,0.04,0.0384072934108425,0.0372805831199876,0.000199782076458137,0.04,0.0384072934108425,0.0372805831199876,0.000199782076458137,0.0469278037146939,0.01210765048255,8,2,,,0.0404386193535016,0.0385615471485266,0.040540295991909,0.000201739411574954,0.0404386193535016,0.0385615471485266,0.040540295991909,0.000201739411574954,0.0480060978359786,0.0122332592435792,,,0.0404386193535016
SL,SLE,Sierra Leone,2020-10-25,2020-05-13,100,1,75,0.04,0.0384072934108425,0.0358491731340087,0.000192254092131399,0.04,0.0384072934108425,0.0358491731340087,0.000192254092131399,0.0469278037146939,0.01210765048255,8,2,,,0.040941173580713,0.0387893604606899,0.0440648572661568,0.000205926083800027,0.040941173580713,0.0387893604606899,0.0440648572661568,0.000205926083800027,0.0475531219207552,0.0121914472556773,,,0.040941173580713
SL,SLE,Sierra Leone,2020-10-28,2020-05-14,100,1,75,0.04,0.0384072934108425,0.0358215566553986,0.000192108740083139,0.04,0.0384072934108425,0.0358215566553986,0.000192108740083139,0.0469278037146939,0.01210765048255,9,2,,,0.0413515963839378,0.0389718777650034,0.0470794151540124,0.000209882085987495,0.0413515963839378,0.0389718777650034,0.0470794151540124,0.000209882085987495,0.0474051762649173,0.0121822943291618,,,0.0413515963839378
