ISO2,ISO_3,country,date,first_date,day_count,days_aggregated,count,weight,infected,not_infected,pos_RF,pos_RF_symp,pos_XGB,pos_XGB_symp,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,reach,positive_recent,test_recent,p_infected,p_infected_low,p_infected_high,p_rf,p_rf_low,p_rf_high,p_rf_symp,p_rf_symp_low,p_rf_symp_high,p_xgb,p_xgb_low,p_xgb_high,p_xgb_symp,p_xgb_symp_low,p_xgb_symp_high,p_cli,p_cli_low,p_cli_high,p_cli_weight,p_cli_weight_low,p_cli_weight_high,p_cliWHO,p_cliWHO_low,p_cliWHO_high,p_cliWHO_weight,p_cliWHO_weight_low,p_cliWHO_weight_high,p_cli_local,p_cli_local_low,p_cli_local_high,TPR,TPR_low,TPR_high
SE,SWE,Sweden,2020-04-23,2020-04-23,288,1,288,6548684.67980098,0,0,14,10,14,15,4,82031.2989858303,3,63694.8929525521,217,7585.51582316012,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE,SWE,Sweden,2020-04-24,2020-04-24,2708,1,2708,8891082.35351667,0,0,105,93,127,126,62,181685.789725349,52,140293.848741254,2258,70387.1538926448,3,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE,SWE,Sweden,2020-04-25,2020-04-25,1947,1,1947,7756485.90423196,0,0,79,75,99,100,51,164080.732541179,45,143289.225794139,1442,50659.4519638609,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE,SWE,Sweden,2020-04-26,2020-04-26,1788,1,1788,7716827.0173561,0,0,72,75,93,92,48,186399.482503174,42,154130.184908107,1235,46826.4881380238,3,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE,SWE,Sweden,2020-04-27,2020-04-27,1918,1,1918,7733338.65386849,0,0,96,94,114,121,63,206788.239152117,55,180109.757748541,1397,50364.6085926427,5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE,SWE,Sweden,2020-04-28,2020-04-28,1687,1,1687,7672759.16037964,0,0,62,57,73,74,45,203387.669802564,35,153801.112766858,1245,44306.9175112498,3,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE,SWE,Sweden,2020-04-29,2020-04-29,1659,1,1659,7806727.34845151,0,0,65,56,84,73,46,203149.657372147,39,166718.523356977,1236,43395.583454757,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE,SWE,Sweden,2020-04-30,2020-04-30,1631,1,1631,7664669.71469923,0,0,60,61,83,82,33,144117.537331024,28,124170.693741741,1265,42805.8967123206,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE,SWE,Sweden,2020-05-01,2020-05-01,1624,1,1624,7711992.31972746,0,0,63,57,80,70,47,198620.63030777,42,177064.182490296,1204,42671.8769981304,3,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE,SWE,Sweden,2020-05-02,2020-05-02,1540,1,1540,7774218.4591445,0,0,63,62,74,85,28,129258.89818302,25,110349.213589599,1319,40447.1497425746,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE,SWE,Sweden,2020-05-03,2020-05-03,3097,1,3097,7662668.81528915,0,0,93,92,124,129,69,168789.043197255,62,153423.575480028,2002,81296.3586277196,5,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE,SWE,Sweden,2020-05-04,2020-05-04,3116,1,3116,7667394.83243468,0,0,117,111,141,146,73,186949.690561204,62,164958.479047297,2059,82180.8887413743,9,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE,SWE,Sweden,2020-05-05,2020-05-05,3288,1,3288,7760681.26168816,0,0,147,136,167,166,92,188364.943997888,77,165910.986161026,2313,86657.1471953239,10,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE,SWE,Sweden,2020-05-06,2020-05-06,3040,1,3040,7638472.95285537,0,0,116,110,144,144,75,187410.96587298,61,139793.21861054,2144,80304.6127427128,5,12,,,,0.0392758514881866,0.0370528138579521,0.0414988891184211,0.0371279533599264,0.0349641417314821,0.0392917649883706,0.0483106610753128,0.0458567786604423,0.0507645434901833,0.0485152228018138,0.0460564149383519,0.0509740306652757,0.0250929051174525,0.0233029516385061,0.026882858596399,0.0225083282535423,0.0224803544000576,0.0225363021070269,0.021410794040435,0.0197542566097589,0.0230673314711112,0.018866616945881,0.018840958214199,0.018892275677563,0.0277130625099549,0.027346394233943,0.0280797307859668,0.369127516778524,0.291643172886583,0.446611860670464
SE,SWE,Sweden,2020-05-07,2020-05-07,2906,1,2906,8026614.19833363,0,0,93,96,133,135,50,113983.389414158,40,89819.6352072647,1474,76552.0607453898,8,12,,,,0.0385301574384175,0.0364196461397333,0.0406406687371017,0.0367773639237535,0.0347135378493282,0.0388411899981787,0.0480766221164982,0.0457308413244514,0.050422402908545,0.0482957213058312,0.0459448719742464,0.0506465706374159,0.0244765094369151,0.0227821206682404,0.0261708982055898,0.0224963298509045,0.0224685526851832,0.0225241070166258,0.0208144229866349,0.0192489911992933,0.0223798547739766,0.0188505525993016,0.0188250782839512,0.018876026914652,0.0269331026379538,0.0265866699406069,0.0272795353353006,0.389937106918239,0.314125776805205,0.465748437031273
SE,SWE,Sweden,2020-05-08,2020-05-08,2858,1,2858,7545455.99910674,0,0,91,83,112,116,51,141067.514610531,40,107209.032390391,1476,75319.0793748408,3,17,,,,0.0379139537057229,0.0358246150697546,0.0400032923416912,0.0362939655440979,0.0342480305053809,0.038339900582815,0.0473846537275305,0.0450604190206271,0.0497088884344338,0.0477584971494439,0.0454255697774397,0.0500914245214481,0.0240194398579395,0.0223444801629569,0.0256943995529221,0.0224006503353687,0.022372759014997,0.0224285416557405,0.0203433128757905,0.0187989472289044,0.0218876785226767,0.0187791716408044,0.0187535869658581,0.0188047563157508,0.0258489062230667,0.0255103228444492,0.0261874896016842,0.378048780487805,0.303836077542117,0.452261483433493
SE,SWE,Sweden,2020-05-09,2020-05-09,2909,1,2909,7671238.34619066,0,0,94,89,117,121,54,126518.518885058,44,102671.901838804,1458,76846.904116608,4,17,,,,0.0372644505610841,0.0352227550983065,0.0393061460238617,0.0356613532561024,0.0336623946824671,0.0376603118297377,0.0465503160823932,0.0442794040840781,0.0488212280807082,0.0470040228668219,0.0447226138885367,0.0492854318451072,0.0234112700765252,0.0217813795337434,0.025041160619307,0.0220706956518067,0.0220429949164099,0.0220983963872034,0.0197211215631711,0.0182223662838296,0.0212198768425126,0.0184180856543151,0.0183927334879666,0.0184434378206637,0.0250892101860033,0.0247605701306074,0.0254178502413992,0.363636363636364,0.292567710062355,0.434705017210372
SE,SWE,Sweden,2020-05-10,2020-05-10,3353,1,3353,7609331.42092826,0,0,113,100,144,148,56,109437.707851547,48,94632.5457609016,1616,88426.2074226334,3,14,,,,0.0367642811759949,0.03478217799942,0.0387463843525698,0.034771558944146,0.0328419288447025,0.0367011890435896,0.0459192514295616,0.0437146154293889,0.0481238874297343,0.0464968520764743,0.044279065400797,0.0487146387521517,0.0225841852942875,0.0210192772475191,0.0241490933410559,0.0213797059561474,0.0213524190897223,0.0214069928225724,0.0190030612834286,0.0175649498495728,0.0204411727172845,0.0178852450799663,0.017860243108347,0.0179102470515857,0.0243622224027209,0.0240457363510686,0.0246787084543731,0.359550561797753,0.28905520707006,0.430045916525446
SE,SWE,Sweden,2020-05-11,2020-05-11,3228,1,3228,7614518.14660661,0,0,104,104,125,123,56,121974.966404243,49,106595.781315132,1532,85156.1263963947,4,11,,,,0.0356467052537845,0.0337297542812478,0.0375636562263212,0.0337822796081923,0.0319143298157751,0.0356502294006096,0.0445514247551202,0.0424182929997997,0.0466845565104407,0.0448575244879786,0.042717420114473,0.0469976288614843,0.0215661175422974,0.0200642385261513,0.0230679965584436,0.0206166955658633,0.0205898748278068,0.0206435163039198,0.0181433659839715,0.0167634069507371,0.0195233250172059,0.0172231751651169,0.0171986185270072,0.0172477318032266,0.0236092387952047,0.0233033446506196,0.0239151329397898,0.35,0.280320898968202,0.419679101031798
SE,SWE,Sweden,2020-05-12,2020-05-12,3175,1,3175,7703099.50219708,0,0,108,111,134,136,67,138290.91345038,54,105416.710387381,1503,83842.7331973317,6,19,,,,0.0354585292860197,0.0335848562777549,0.0373322022942844,0.0338820008550663,0.032048958078423,0.0357150436317096,0.0444100042753313,0.0423228757512733,0.0464971327993894,0.0447306541256947,0.0426363558545207,0.0468249523968688,0.0212964942283027,0.0198338031269946,0.0227591853296108,0.0200073496432665,0.0199809237336467,0.0200337755528862,0.017929670799487,0.0165852648005144,0.0192740767984596,0.016769732907114,0.0167454995017264,0.0167939663125015,0.0229241706190497,0.0226287491656001,0.0232195920724992,0.345549738219895,0.278108580890881,0.41299089554891
SE,SWE,Sweden,2020-05-13,2020-05-13,3031,1,3031,7595326.32490773,0,0,104,101,126,124,61,135799.49410401,49,105473.12897508,1464,80277.8087998748,6,15,,,,0.0352098154448912,0.0333758002552162,0.0370438306345663,0.033843695226312,0.0320443387989379,0.0356430516536861,0.0439220538199814,0.0418829347519276,0.0459611728880353,0.044463346736777,0.0424122820121856,0.0465144114613684,0.0209299927827611,0.0195055466572146,0.0223544389083076,0.0194209760170332,0.0193949068827585,0.0194470451513078,0.0175533560160841,0.016246616022842,0.0188600960093262,0.0162337127486544,0.0162098398760809,0.0162575856212279,0.0223204322804042,0.0220341427159439,0.0226067218448645,0.35,0.283896600627959,0.416103399372041
SE,SWE,Sweden,2020-05-14,2020-05-14,3175,1,3175,7679854.76863377,0,0,118,110,147,144,79,187353.534632254,62,133747.134558479,1648,84030.3607971978,8,22,,,,0.0352999504214179,0.0334991592939701,0.0371007415488658,0.0337630143777888,0.0320004597766315,0.0355255689789461,0.0438274665344571,0.0418298070590484,0.0458251260098659,0.0442984630639564,0.0422905929496518,0.0463063331782609,0.0212692117005454,0.0198612609416969,0.0226771624593938,0.0198198311423047,0.0197935028867537,0.0198461593978558,0.0177243430837878,0.0164367402947749,0.0190119458728007,0.0163203731225016,0.0162964393568659,0.0163443068881372,0.0218155984867697,0.0215380305427722,0.0220931664307672,0.345622119815668,0.282346953677574,0.408897285953762
SE,SWE,Sweden,2020-05-15,2020-05-15,2994,1,2994,7942323.06217459,0,0,125,119,137,139,67,190376.509861773,59,172359.91510947,1403,78723.1801152695,9,22,,,,0.0356269479741069,0.0338480958816949,0.037405800066519,0.0341404938863582,0.0323978049457495,0.0358831828269669,0.0437544953248621,0.0417914784235141,0.0457175122262102,0.0444977223687365,0.0425188729374329,0.0464765718000401,0.0210501078877967,0.0196724690092917,0.0224277467663017,0.0197011074920452,0.0196748846560111,0.0197273303280793,0.0175497482618077,0.0162896084693947,0.0188098880542207,0.0162419297351916,0.0162180781058975,0.0162657813644857,0.0212815545040042,0.0210118610888099,0.0215512479191985,0.353711790393013,0.29178647393486,0.415637106851166
SE,SWE,Sweden,2020-05-16,2020-05-16,3284,1,3284,7659466.50433118,0,0,122,111,135,135,64,149462.629404525,48,113981.77604578,1431,86925.1866237041,7,21,,,,0.0355548396004971,0.0338137491162022,0.037295930084792,0.0338979150365904,0.0321964179331709,0.03559941214001,0.0434022184378883,0.0414864021559264,0.0453180347198503,0.0438624752611958,0.0419369910552635,0.045787959467128,0.0210337368251484,0.0196845400588031,0.0223829335914938,0.019909543311036,0.0198831708966649,0.019935915725407,0.0173746950798546,0.0161461650440222,0.0186032251156869,0.0162929274795069,0.0162690263392339,0.0163168286197798,0.0205165346144618,0.020257054369921,0.0207760148590027,0.3625,0.301681378799171,0.423318621200829
SE,SWE,Sweden,2020-05-17,2020-05-17,3253,1,3253,7861747.99105399,0,0,102,110,127,126,72,159035.381306709,62,136286.198654872,1560,85960.2446815354,9,17,,,,0.0356340288924559,0.0338941923420265,0.0373738654428852,0.0341894060995185,0.032483925401901,0.035894886797136,0.0433157532675992,0.041405186168734,0.0452263203664643,0.0436367805549186,0.041719468375088,0.0455540927347492,0.0210272873194222,0.0196807079219201,0.0223738667169242,0.019782503064432,0.0197562374675661,0.0198087686612978,0.017312542994726,0.0160883688955589,0.018536717093893,0.0161041721172173,0.0160804294672703,0.0161279147671642,0.0200494692975132,0.0197934187326638,0.0203055198623626,0.37603305785124,0.315004344795863,0.437061770906617
SE,SWE,Sweden,2020-05-18,2020-05-18,3030,1,3030,7702758.88155974,0,0,131,117,153,152,65,175145.917234747,58,160275.466760923,1564,80170.5930285227,7,21,,,,0.0360261005422296,0.0342753472321584,0.0377768538523007,0.0343948166528812,0.0326827132763975,0.0361069200293649,0.0436770517415679,0.0417570013073834,0.0455971021757523,0.0438608583769874,0.0419369570142368,0.045784759739738,0.0208850289495451,0.0195415895632592,0.022228468335831,0.0196667428590428,0.01964055696491,0.0196929287531756,0.0172548479000092,0.016031472585571,0.0184782232144474,0.0160555425665179,0.0160318390868546,0.0160792460461811,0.0196538047429439,0.0194000204146228,0.0199075890712651,0.364754098360656,0.304355869427811,0.4251523272935
SE,SWE,Sweden,2020-05-19,2020-05-19,3186,1,3186,7682332.11554858,0,0,92,96,119,129,69,191477.963544254,58,165910.95731878,1623,84191.1844542259,11,31,,,,0.0348440882501958,0.0331192178496124,0.0365689586507791,0.0335544194187278,0.0318606404106564,0.0352481984267993,0.042674220441251,0.0407731165328117,0.0445753243496903,0.0431117866519276,0.0412013977224262,0.045022175581429,0.0204044032978674,0.0190746271428451,0.0217341794528898,0.019709861385184,0.0196836378647715,0.0197360849055965,0.0168578140113307,0.0156469315901311,0.0180686964325303,0.0160671971537827,0.0160434766082432,0.0160909176993223,0.0190943561111514,0.0188438696059898,0.0193448426163129,0.358565737051793,0.29923609863677,0.417895375466815
SE,SWE,Sweden,2020-05-20,2020-05-20,3116,1,3116,8004137.3708274,0,0,110,106,131,149,49,136293.589045123,38,111696.515534935,1518,82422.1242269165,10,29,,,,0.0346452710469447,0.032926654881684,0.0363638872122054,0.0334038346590648,0.0317152060489165,0.035092463269213,0.0423007954388708,0.0404093131592869,0.0441922777184546,0.0431514092601959,0.0412418526002837,0.0450609659201081,0.0197710239551244,0.0184627707847409,0.0210792771255078,0.0191713060876372,0.0191454799242401,0.0191971322510343,0.0162995999816083,0.0151096372946074,0.0174895626686093,0.0157535086167789,0.0157300567160256,0.0157769605175322,0.0185142663532219,0.0182677686658609,0.018760764040583,0.354477611940299,0.297207141024438,0.411748082856159
