ISO2,ISO_3,country,date,first_date,day_count,days_aggregated,count,weight,infected,not_infected,pos_RF,pos_RF_symp,pos_XGB,pos_XGB_symp,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,reach,positive_recent,test_recent,p_infected,p_infected_low,p_infected_high,p_rf,p_rf_low,p_rf_high,p_rf_symp,p_rf_symp_low,p_rf_symp_high,p_xgb,p_xgb_low,p_xgb_high,p_xgb_symp,p_xgb_symp_low,p_xgb_symp_high,p_cli,p_cli_low,p_cli_high,p_cli_weight,p_cli_weight_low,p_cli_weight_high,p_cliWHO,p_cliWHO_low,p_cliWHO_high,p_cliWHO_weight,p_cliWHO_weight_low,p_cliWHO_weight_high,p_cli_local,p_cli_local_low,p_cli_local_high,TPR,TPR_low,TPR_high
LV,LVA,Latvia,2020-06-07,2020-04-26,6,37,102,1357055.01163534,0,0,0,0,0,0,0,0,0,0,13,Inf,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LV,LVA,Latvia,2020-06-08,2020-04-27,3,37,102,1351784.77810422,0,0,0,0,0,0,0,0,0,0,11,Inf,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LV,LVA,Latvia,2020-06-09,2020-05-02,3,35,100,1316903.47087247,0,0,0,0,0,0,0,0,0,0,10,Inf,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LV,LVA,Latvia,2020-06-11,2020-05-03,1,35,100,1324787.94033946,0,0,0,0,0,0,0,0,0,0,10,Inf,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LV,LVA,Latvia,2020-06-12,2020-05-03,1,36,101,1339972.64802483,0,0,0,0,0,0,0,0,0,0,10,Inf,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LV,LVA,Latvia,2020-06-13,2020-05-04,2,36,100,1343711.44723267,0,0,0,0,0,0,0,0,0,0,10,Inf,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LV,LVA,Latvia,2020-06-14,2020-05-06,4,35,101,1369281.80505122,0,0,0,0,0,0,0,0,0,0,10,Inf,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LV,LVA,Latvia,2020-06-15,2020-05-06,1,36,102,1372873.85146726,0,0,0,0,0,0,0,0,0,0,10,Inf,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LV,LVA,Latvia,2020-06-17,2020-05-07,3,36,101,1349514.67778498,0,0,0,0,0,0,0,0,0,0,10,Inf,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LV,LVA,Latvia,2020-06-19,2020-05-08,2,36,101,1359992.24256491,0,0,0,0,0,0,0,0,0,0,10,Inf,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LV,LVA,Latvia,2020-06-20,2020-05-12,3,35,100,1404838.29592063,0,0,0,0,0,0,0,0,0,0,10,Inf,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LV,LVA,Latvia,2020-06-21,2020-05-13,1,35,100,1410365.19354968,0,0,0,0,0,0,0,0,0,0,10,Inf,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LV,LVA,Latvia,2020-06-22,2020-05-14,3,35,102,1466682.79674285,0,0,0,0,0,0,0,0,0,0,10,Inf,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LV,LVA,Latvia,2020-06-23,2020-05-16,2,35,101,1442603.07841831,0,0,0,0,0,0,0,0,0,0,10,Inf,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
LV,LVA,Latvia,2020-06-24,2020-05-16,3,36,104,1521803.66053454,0,0,0,0,0,0,0,0,0,0,10,Inf,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
LV,LVA,Latvia,2020-06-25,2020-05-16,2,37,106,1540270.86552379,0,0,0,0,0,0,0,0,0,0,15,Inf,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
LV,LVA,Latvia,2020-06-26,2020-05-17,3,37,100,1402583.34564464,0,0,0,0,0,0,0,0,0,0,15,Inf,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
LV,LVA,Latvia,2020-06-27,2020-05-17,1,38,101,1405042.39909607,0,0,0,0,0,0,0,0,0,0,15,Inf,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
LV,LVA,Latvia,2020-06-28,2020-05-17,2,39,103,1452997.84888505,0,0,0,0,0,0,0,0,0,0,15,Inf,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
LV,LVA,Latvia,2020-06-29,2020-05-17,2,40,105,1459298.6471623,0,0,0,0,0,0,0,0,0,0,15,Inf,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
LV,LVA,Latvia,2020-06-30,2020-05-19,3,39,101,1428419.23610653,0,0,0,0,0,0,0,0,0,0,15,Inf,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
LV,LVA,Latvia,2020-07-20,2020-06-13,5,36,101,1915193.30898707,0,0,1,1,0,0,0,0,0,0,19,1509.82051282051,0,3,,,,0.000701262272089762,0,0.00207522906004078,0.000701262272089762,0,0.00207522906004078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0
LV,LVA,Latvia,2020-07-21,2020-06-15,5,35,100,1827786.45116696,0,0,1,1,0,0,0,0,0,0,20,1494.8717948718,0,4,,,,0.00140350877192982,0,0.0033472714649434,0.00140350877192982,0,0.0033472714649434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0
LV,LVA,Latvia,2020-07-22,2020-06-20,6,33,100,1879477.57196606,0,0,1,1,0,0,0,0,0,0,20,1494.8717948718,0,5,,,,0.00210674157303371,0,0.00448818776599965,0.00210674157303371,0,0.00448818776599965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0
LV,LVA,Latvia,2020-07-23,2020-06-22,5,32,101,1839087.41527886,0,0,1,1,0,0,0,0,0,0,20,1509.82051282051,0,5,,,,0.00280701754385965,6.00544213665687e-05,0.00555398066635273,0.00280701754385965,6.00544213665687e-05,0.00555398066635273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0
LV,LVA,Latvia,2020-07-24,2020-06-23,2,32,100,1722627.97956677,0,0,1,1,0,0,1,5542.00871555095,1,5542.00871555095,20,1479.92307692308,0,4,,,,0.00350877192982456,0.000438654629998298,0.00657888922965083,0.00350877192982456,0.000438654629998298,0.00657888922965083,0,0,0,0,0,0,0.000701754385964912,0,0.00207668502258678,0.000248477397478227,0.000241936348281401,0.000255018446675054,0.000701754385964912,0,0.00207668502258678,0.000248477397478227,0.000241936348281401,0.000255018446675054,,,,0,0,0
LV,LVA,Latvia,2020-07-25,2020-06-25,5,31,100,1667687.52109545,0,0,1,1,0,0,1,5542.00871555095,1,5542.00871555095,20,1479.92307692308,0,4,,,,0.00421644413211525,0.000849768378915587,0.00758311988531491,0.00421644413211525,0.000849768378915587,0.00758311988531491,0,0,0,0,0,0,0.00140548137737175,0,0.00335197407012021,0.000492516190327045,0.00048334949013232,0.00050168289052177,0.00140548137737175,0,0.00335197407012021,0.000492516190327045,0.00048334949013232,0.00050168289052177,,,,0,0,0
LV,LVA,Latvia,2020-07-26,2020-06-26,4,31,102,1678310.98898075,0,0,1,1,0,0,1,5542.00871555095,1,5542.00871555095,15,1509.82051282051,0,4,,,,0.00491573033707865,0.00128313474013962,0.00854832593401768,0.00491573033707865,0.00128313474013962,0.00854832593401768,0,0,0,0,0,0,0.00210674157303371,0,0.00448818776599965,0.000731116834019658,0.000720007658536063,0.000742226009503252,0.00210674157303371,0,0.00448818776599965,0.000731116834019658,0.000720007658536063,0.000742226009503252,,,,0,0,0
