ISO2,ISO_3,country,date,first_date,day_count,days_aggregated,count,weight,infected,not_infected,pos_RF,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,reach,positive_recent,test_recent,p_infected,p_infected_low,p_infected_high,p_rf,p_rf_low,p_rf_high,p_cli,p_cli_low,p_cli_high,p_cli_weight,p_cli_weight_low,p_cli_weight_high,p_cliWHO,p_cliWHO_low,p_cliWHO_high,p_cliWHO_weight,p_cliWHO_weight_low,p_cliWHO_weight_high,p_cli_local,p_cli_local_low,p_cli_local_high,TPR,TPR_low,TPR_high
BN,BRN,Brunei,2020-06-13,2020-04-27,5,45,101,2718611.47488962,0,0,0,3,173335.776972987,1,90193.6932121363,6,371.922480620155,0,0,,,,,,,,,,,,,,,,,,,,,,,,
BN,BRN,Brunei,2020-06-14,2020-04-27,3,46,104,2758844.04336715,0,0,0,3,173335.776972987,1,90193.6932121363,11,380.007751937985,0,0,,,,,,,,,,,,,,,,,,,,,,,,
BN,BRN,Brunei,2020-06-15,2020-05-01,3,44,100,2721382.45405891,0,0,0,3,173335.776972987,1,90193.6932121363,9,355.751937984496,0,0,,,,,,,,,,,,,,,,,,,,,,,,
BN,BRN,Brunei,2020-06-17,2020-05-02,2,44,101,2692209.48297932,0,0,0,3,173335.776972987,1,90193.6932121363,12,359.794573643411,0,0,,,,,,,,,,,,,,,,,,,,,,,,
BN,BRN,Brunei,2020-06-18,2020-05-02,1,45,102,2701974.10976189,0,0,0,3,173335.776972987,1,90193.6932121363,12,363.837209302326,0,0,,,,,,,,,,,,,,,,,,,,,,,,
BN,BRN,Brunei,2020-06-19,2020-05-04,3,44,100,2481972.99058606,0,0,0,3,173335.776972987,1,90193.6932121363,12,355.751937984496,0,0,,,,,,,,,,,,,,,,,,,,,,,,
BN,BRN,Brunei,2020-06-20,2020-05-04,3,45,103,2664310.32284071,0,0,0,3,173335.776972987,1,90193.6932121363,12,367.87984496124,0,0,,,,,,,,,,,,,,,,,,,,,,,,
BN,BRN,Brunei,2020-06-21,2020-05-05,2,45,101,2630703.85635741,0,0,0,3,173335.776972987,1,90193.6932121363,12,359.794573643411,0,0,,,,,,,,,,,,,,,,,,,,,,,,
BN,BRN,Brunei,2020-06-22,2020-05-08,5,43,100,2675738.91814088,0,0,0,3,173335.776972987,1,90193.6932121363,9,355.751937984496,0,0,,,,,,,,,,,,,,,,,,,,,,,,
BN,BRN,Brunei,2020-06-24,2020-05-11,3,42,100,2993253.43396046,0,0,0,2,139804.435860542,1,90193.6932121363,9,351.709302325581,0,0,,,,,,,,,,,,,,,,,,,,,,,,
BN,BRN,Brunei,2020-06-25,2020-05-12,2,42,100,2967580.96803343,0,0,0,2,139804.435860542,1,90193.6932121363,9,351.709302325581,0,0,,,,,,,,,,,,,,,,,,,,,,,,
BN,BRN,Brunei,2020-06-28,2020-05-13,2,42,101,3083644.88931693,0,0,0,2,139804.435860542,1,90193.6932121363,9,355.751937984496,0,0,,,,,,,,,,,,,,,,,,,,,,,,
BN,BRN,Brunei,2020-06-30,2020-05-15,3,41,100,3055294.25970994,0,0,0,2,139804.435860542,1,90193.6932121363,9,351.709302325581,0,0,,,,,,,,,,,,,,,,,,,,,,,,
BN,BRN,Brunei,2020-07-27,2020-06-12,6,36,101,3564420.21493512,0,0,0,2,68690.7926997292,2,68690.7926997292,25,2674.99263622975,1,9,,,,0,0,0,0.0261669024045262,0.0178465483145179,0.0344872564945344,0.0550978029863159,0.0550268355628436,0.0551687704097881,0.0106082036775106,0.00526836098065718,0.015948046374364,0.0312568782553168,0.0312027560375476,0.031311000473086,0.021206126360165,0.0179138767270931,0.0244983759932368,0.111111111111111,0,0.316430196199952
BN,BRN,Brunei,2020-07-28,2020-06-13,1,36,100,3418800.57339487,0,0,0,2,68690.7926997292,2,68690.7926997292,25,2644.59499263623,1,9,,,,0,0,0,0.0254777070063694,0.0172618462765735,0.0336935677361653,0.0515535465475982,0.0514853694283638,0.0516217236668326,0.0113234253361642,0.00580655162297354,0.0168402990493548,0.0301831716039276,0.0301304206571509,0.0302359225507042,0.0181741949496226,0.0155060988365701,0.020842291062675,0.111111111111111,0,0.256293628484448
BN,BRN,Brunei,2020-07-29,2020-06-13,2,37,102,3505291.85854002,0,0,0,2,68690.7926997292,2,68690.7926997292,25,2705.39027982327,1,10,,,,0,0,0,0.0248051027639972,0.0166898732030894,0.0329203323249049,0.0480759246884288,0.0480105674883155,0.0481412818885421,0.0120481927710843,0.00635555673137786,0.0177408288107908,0.0291132803545802,0.0290619164167138,0.0291646442924465,0.0158100521522317,0.0135739586790955,0.0180461456253678,0.107142857142857,0,0.221705144369159
BN,BRN,Brunei,2020-07-30,2020-06-13,2,38,104,3564377.43709156,0,0,0,2,68690.7926997292,2,68690.7926997292,28,2766.18556701031,1,12,,,,0,0,0,0.0240282685512368,0.016049245329188,0.0320072917732855,0.0446193955827826,0.0445569537411477,0.0446818374244175,0.0127208480565371,0.00688172151831247,0.0185599745947617,0.0280169537456195,0.0279670462872297,0.0280668612040092,0.0144797857823144,0.0125262951692448,0.016433276395384,0.1,0.00703074515431579,0.192969254845684
BN,BRN,Brunei,2020-07-31,2020-06-14,1,38,100,3564764.67742391,0,0,0,2,68690.7926997292,2,68690.7926997292,28,2644.59499263623,1,12,,,,0,0,0,0.0233380480905233,0.0154688987746638,0.0312071974063828,0.0412704163122948,0.0412108736762887,0.041329958948301,0.0134370579915134,0.00743586102441999,0.0194382549586069,0.0269451795969475,0.0268967099603463,0.0269936492335487,0.0134537331802634,0.0117037832574469,0.01520368310308,0.0961538461538462,0.0160271922942663,0.176280500013426
