ISO2,ISO_3,country,date,first_date,day_count,days_aggregated,count,weight,infected,not_infected,pos_RF,pos_RF_symp,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,reach,positive_recent,test_recent,p_infected,p_infected_low,p_infected_high,p_rf,p_rf_low,p_rf_high,p_rf_symp,p_rf_symp_low,p_rf_symp_high,p_cli,p_cli_low,p_cli_high,p_cli_weight,p_cli_weight_low,p_cli_weight_high,p_cliWHO,p_cliWHO_low,p_cliWHO_high,p_cliWHO_weight,p_cliWHO_weight_low,p_cliWHO_weight_high,p_cli_local,p_cli_local_low,p_cli_local_high,TPR,TPR_low,TPR_high
YT,MYT,Mayotte,2020-09-07,2020-06-11,5,65,100,2447568.17589226,0,0,0,0,3,14935.9048530523,2,12459.1157876184,61,2000.8,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
YT,MYT,Mayotte,2020-09-09,2020-06-11,1,66,101,2455325.26680723,0,0,0,0,3,14935.9048530523,2,12459.1157876184,61,2023.53636363636,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
YT,MYT,Mayotte,2020-09-10,2020-06-11,1,67,102,2459489.7463125,0,0,0,0,3,14935.9048530523,2,12459.1157876184,61,2046.27272727273,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
YT,MYT,Mayotte,2020-09-11,2020-06-12,1,67,100,2438074.24947191,0,0,1,1,3,14935.9048530523,2,12459.1157876184,61,2023.53636363636,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
YT,MYT,Mayotte,2020-09-13,2020-06-12,1,68,101,2463887.42549829,0,0,1,1,3,14935.9048530523,2,12459.1157876184,61,2046.27272727273,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
YT,MYT,Mayotte,2020-09-15,2020-06-16,2,67,100,2478589.35861495,0,0,1,1,2,12702.3503228847,1,10225.5612574508,54,2023.53636363636,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
YT,MYT,Mayotte,2020-09-17,2020-06-17,3,67,100,2454298.10883966,0,0,1,1,2,12702.3503228847,1,10225.5612574508,54,2023.53636363636,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
YT,MYT,Mayotte,2020-09-18,2020-06-21,2,66,100,2465953.33291164,0,0,1,1,0,0,0,0,51,2023.53636363636,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
YT,MYT,Mayotte,2020-09-20,2020-06-22,1,66,100,2481612.68576505,0,0,1,1,0,0,0,0,51,2046.27272727273,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
YT,MYT,Mayotte,2020-09-24,2020-06-24,2,65,100,2477724.96174877,0,0,1,1,0,0,0,0,51,2046.27272727273,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
YT,MYT,Mayotte,2020-09-25,2020-06-26,1,65,100,2471466.45269681,0,0,1,1,0,0,0,0,51,2046.27272727273,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
YT,MYT,Mayotte,2020-09-26,2020-06-26,1,66,101,2473273.77996502,0,0,1,1,0,0,0,0,51,2069.00909090909,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
YT,MYT,Mayotte,2020-09-27,2020-06-27,1,66,100,2479220.07903084,0,0,2,1,0,0,0,0,31,2023.53636363636,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
