ISO2,ISO_3,country,date,first_date,day_count,days_aggregated,count,weight,infected,not_infected,pos_RF,pos_RF_symp,pos_XGB,pos_XGB_symp,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,reach,positive_recent,test_recent,p_infected,p_infected_low,p_infected_high,p_rf,p_rf_low,p_rf_high,p_rf_symp,p_rf_symp_low,p_rf_symp_high,p_xgb,p_xgb_low,p_xgb_high,p_xgb_symp,p_xgb_symp_low,p_xgb_symp_high,p_cli,p_cli_low,p_cli_high,p_cli_weight,p_cli_weight_low,p_cli_weight_high,p_cliWHO,p_cliWHO_low,p_cliWHO_high,p_cliWHO_weight,p_cliWHO_weight_low,p_cliWHO_weight_high,p_cli_local,p_cli_local_low,p_cli_local_high,TPR,TPR_low,TPR_high
BZ,BLZ,Belize,2020-05-07,2020-04-23,8,15,100,997713.710671331,0,0,0,0,0,0,1,16773.6538931218,0,0,28,2910.41869522882,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BZ,BLZ,Belize,2020-05-08,2020-04-30,22,9,101,857609.996535478,0,0,0,0,0,0,1,16283.3859653036,1,16283.3859653036,25,2969.81499513145,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BZ,BLZ,Belize,2020-05-09,2020-05-01,14,9,110,893383.67709818,0,0,0,1,0,0,2,19446.4249643076,2,19446.4249643076,27,3266.7964946446,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BZ,BLZ,Belize,2020-05-10,2020-05-03,15,8,110,771415.15367787,0,0,0,1,0,0,2,19446.4249643076,2,19446.4249643076,12,3266.7964946446,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BZ,BLZ,Belize,2020-05-11,2020-05-04,10,8,107,768074.645409745,0,0,0,1,0,0,2,19446.4249643076,2,19446.4249643076,13,3177.70204479065,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BZ,BLZ,Belize,2020-05-12,2020-05-05,20,8,116,824353.34041828,0,0,0,1,0,0,2,19446.4249643076,2,19446.4249643076,20,3355.89094449854,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BZ,BLZ,Belize,2020-05-13,2020-05-06,9,8,108,815621.064354237,0,0,0,1,0,0,2,19446.4249643076,2,19446.4249643076,21,3118.30574488802,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BZ,BLZ,Belize,2020-05-14,2020-05-07,3,8,101,804988.692519002,0,0,0,1,0,0,2,19446.4249643076,2,19446.4249643076,22,2910.41869522882,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BZ,BLZ,Belize,2020-05-15,2020-05-07,2,9,103,837084.2335822,0,0,0,1,0,0,2,19446.4249643076,2,19446.4249643076,22,2969.81499513145,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BZ,BLZ,Belize,2020-05-16,2020-05-08,10,9,105,725703.143814698,0,0,0,1,0,0,2,19446.4249643076,2,19446.4249643076,23,2999.51314508277,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
