ISO2,ISO_3,country,date,first_date,day_count,days_aggregated,count,weight,infected,not_infected,pos_RF,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,reach,positive_recent,test_recent,pos_RF_symp,pos_XGB,pos_XGB_symp,p_infected,p_infected_low,p_infected_high,p_rf,p_rf_low,p_rf_high,p_rf_symp,p_rf_symp_low,p_rf_symp_high,p_xgb,p_xgb_low,p_xgb_high,p_xgb_symp,p_xgb_symp_low,p_xgb_symp_high,p_cli,p_cli_low,p_cli_high,p_cli_weight,p_cli_weight_low,p_cli_weight_high,p_cliWHO,p_cliWHO_low,p_cliWHO_high,p_cliWHO_weight,p_cliWHO_weight_low,p_cliWHO_weight_high,p_cli_local,p_cli_local_low,p_cli_local_high,TPR,TPR_low,TPR_high
LI,LIE,Liechtenstein,2020-09-17,2020-06-12,3,60,100,1932680.21735814,0,0,3,3,34446.7497415995,2,30372.1559813037,54,1829,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LI,LIE,Liechtenstein,2020-09-18,2020-06-12,1,61,101,1955498.63975879,0,0,3,3,34446.7497415995,2,30372.1559813037,54,1848.66666666667,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LI,LIE,Liechtenstein,2020-09-19,2020-06-15,4,60,100,1936064.07774902,0,0,3,3,34446.7497415995,2,30372.1559813037,54,1848.66666666667,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LI,LIE,Liechtenstein,2020-09-20,2020-06-15,1,61,101,2018451.84873537,0,0,3,3,34446.7497415995,2,30372.1559813037,54,1868.33333333333,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LI,LIE,Liechtenstein,2020-09-22,2020-06-18,3,60,100,2097737.16601231,0,0,3,3,34446.7497415995,2,30372.1559813037,54,1848.66666666667,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LI,LIE,Liechtenstein,2020-09-24,2020-06-18,2,61,102,2116857.06869498,0,0,3,3,34446.7497415995,2,30372.1559813037,54,1888,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LI,LIE,Liechtenstein,2020-09-26,2020-06-23,1,61,100,2109284.03477493,0,0,3,3,34446.7497415995,2,30372.1559813037,54,1868.33333333333,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LI,LIE,Liechtenstein,2020-09-28,2020-06-24,1,61,100,2106049.58272532,0,0,3,3,34446.7497415995,2,30372.1559813037,54,1888,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LI,LIE,Liechtenstein,2020-09-29,2020-06-25,1,61,100,2105795.48746732,0,0,3,3,34446.7497415995,2,30372.1559813037,54,1888,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LI,LIE,Liechtenstein,2020-12-13,2020-09-11,2,60,100,2045095.82508899,0,0,92,1,16955.812333678,1,16955.812333678,102,10803.6302521008,3,5,9,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LI,LIE,Liechtenstein,2020-12-14,2020-09-12,2,60,101,2039737.02777117,0,0,92,1,16955.812333678,1,16955.812333678,102,10919.7983193277,3,5,9,101,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LI,LIE,Liechtenstein,2020-12-16,2020-09-13,2,60,100,2028764.36170804,0,0,91,1,16955.812333678,1,16955.812333678,82,10803.6302521008,3,5,8,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LI,LIE,Liechtenstein,2020-12-17,2020-09-13,1,61,101,2042978.25507841,0,0,92,1,16955.812333678,1,16955.812333678,82,10919.7983193277,3,5,8,101,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LI,LIE,Liechtenstein,2020-12-18,2020-09-14,1,61,100,1938247.19539591,0,0,91,1,16955.812333678,1,16955.812333678,82,10803.6302521008,3,5,8,100,100,,,,0.344950213371266,0.320103394481563,0.369797032260969,,,,,,,,,,0.0227596017069701,0.0149642006162571,0.0305550027976832,0.0138656436152766,0.0138226931668796,0.0139085940636737,0.0163584637268848,0.00972798145730481,0.0229889459964648,0.0125777205398778,0.0125367867390397,0.0126186543407159,0.0131782441604243,0.0123395819506085,0.0140169063702401,0.39344262295082,0.27085127470468,0.516033971196959
LI,LIE,Liechtenstein,2020-12-19,2020-09-14,1,62,101,1946142.8026162,0,0,92,1,16955.812333678,1,16955.812333678,82,10919.7983193277,3,5,8,101,101,,,,0.407960199004975,0.382280768283924,0.433639629726027,,,,,,,,,,0.0213219616204691,0.0137739155485548,0.0288700076923834,0.0132450872600738,0.0132031056534502,0.0132870688666975,0.015636105188344,0.00915359553778278,0.0221186148389052,0.0121008077815083,0.0120606573247125,0.0121409582383042,0.0120324097628705,0.0112774330841613,0.0127873864415797,0.419354838709677,0.296526527372129,0.542183150047226
LI,LIE,Liechtenstein,2020-12-20,2020-09-15,1,62,100,1939774.33997305,0,0,91,1,16955.812333678,1,16955.812333678,82,10803.6302521008,3,5,8,100,100,,,,0.470839260312945,0.444748569844962,0.496929950780927,,,,,,,,,,0.0199146514935989,0.0126121150258466,0.0272171879613511,0.0126380597447797,0.0125970274993966,0.0126790919901628,0.0149359886201991,0.00859576400277352,0.0212762132376248,0.0116362622214789,0.0115968698577573,0.0116756545852006,0.0111370681683142,0.0104478905235475,0.011826245813081,0.444444444444444,0.321742822174172,0.567146066714717
LI,LIE,Liechtenstein,2020-12-21,2020-09-15,1,63,101,1951751.78061449,0,0,92,1,16955.812333678,1,16955.812333678,82,10803.6302521008,3,5,8,101,101,,,,0.533759772565743,0.507693505951033,0.559826039180452,,,,,,,,,,0.0184790334044065,0.0114419862994121,0.025516080509401,0.0120170955697612,0.011977082511566,0.0120571086279563,0.0142146410803127,0.00802934956054181,0.0203999326000836,0.0111588848582922,0.0111203103028795,0.0111974594137048,0.0104053092852027,0.00977007829537388,0.0110405402750314,0.46875,0.346491738485699,0.591008261514301
LI,LIE,Liechtenstein,2020-12-23,2020-09-17,2,63,100,1880408.50397784,0,0,91,1,16955.812333678,1,16955.812333678,81,10687.462184874,3,5,9,100,100,,,,0.596728307254623,0.5710868549303,0.622369759578946,,,,,,,,,,0.0170697012802276,0.0102990608168794,0.0238403417435758,0.0114586184578395,0.0114194401512968,0.0114977967643823,0.0135135135135135,0.00747840419781473,0.0195486228292123,0.0107399603243883,0.0107020167119919,0.0107779039367847,0.0097991494080659,0.0092085067945214,0.0103897920216104,0.492307692307692,0.370770271674699,0.613845112940685
LI,LIE,Liechtenstein,2020-12-24,2020-09-17,1,64,101,1884628.2519397,0,0,92,1,16955.812333678,1,16955.812333678,83,10803.6302521008,3,5,9,101,101,,,,0.65955934612651,0.634799457337493,0.684319234915528,,,,,,,,,,0.015636105188344,0.00915359553778278,0.0221186148389052,0.010923742734772,0.0108853347712598,0.0109621506982842,0.0127931769722814,0.00692106510866159,0.0186652888359013,0.0103444615195358,0.0103070748624866,0.0103818481765849,0.00929180456364488,0.0087391994495462,0.00984440967774356,0.515151515151515,0.394579467812109,0.635723562490921
LI,LIE,Liechtenstein,2020-12-25,2020-09-17,1,65,102,1887169.86715131,0,0,93,1,16955.812333678,1,16955.812333678,83,10919.7983193277,3,5,9,102,102,,,,0.723525230987918,0.700155396611381,0.746895065364454,,,,,,,,,,0.0142146410803127,0.00802934956054181,0.0203999326000836,0.0103868694380593,0.0103492531705211,0.0104244857055974,0.0120824449182658,0.006373724085777,0.0177911657507546,0.0099488325670379,0.00991200987626145,0.00998565525781436,0.008851842326919,0.0083322414079409,0.0093714432458971,0.537313432835821,0.417923424019114,0.656703441652528
LI,LIE,Liechtenstein,2020-12-26,2020-09-18,1,65,100,1617667.17215101,0,0,91,1,16955.812333678,1,16955.812333678,83,10687.462184874,3,5,9,100,100,,,,0.786069651741294,0.764642336643232,0.807496966839355,,,,,,,,,,0.0127931769722814,0.00692106510866159,0.0186652888359013,0.00993511186279614,0.00989798583975172,0.00997223788584056,0.0113717128642502,0.00583144833694062,0.0169119773915597,0.00963785042846203,0.00960127854495337,0.0096744223119707,0.00848472791729878,0.00799299510602293,0.00897646072857464,0.558823529411765,0.440808546556943,0.676838512266587
LI,LIE,Liechtenstein,2020-12-27,2020-09-19,1,65,100,1602850.3310741,0,0,91,1,16955.812333678,1,16955.812333678,83,10687.462184874,3,5,9,100,100,,,,0.84861407249467,0.82988574866992,0.867342396319419,,,,,,,,,,0.0113717128642502,0.00583144833694062,0.0169119773915597,0.00947093025104907,0.0094343359872532,0.00950752451484493,0.0106609808102345,0.00529471486390989,0.0160272467565592,0.0093195203419338,0.00928321699502778,0.00935582368883982,0.00816419014197505,0.00769689503177601,0.0086314852521741,0.579710144927536,0.463242994580374,0.696177295274698
LI,LIE,Liechtenstein,2020-12-28,2020-09-19,2,66,102,1615494.1938477,0,0,93,1,16955.812333678,1,16955.812333678,83,10919.7983193277,4,6,10,102,102,,,,0.911284599006387,0.896438268663568,0.926130929349207,0.0858765081618169,0.0712469160394845,0.100506100284149,1,1,1,1,1,1,0.0099361249112846,0.00475728217717296,0.0151149676453962,0.0089846704912395,0.00894868999796685,0.00902065098451215,0.0099361249112846,0.00475728217717296,0.0151149676453962,0.0089846704912395,0.00894868999796685,0.00902065098451215,0.00786886148034539,0.00742391640559379,0.00831380655509699,0.605633802816901,0.49195648672402,0.719311118909783
LI,LIE,Liechtenstein,2020-12-29,2020-09-22,3,65,100,1504862.51999649,0,0,91,1,16955.812333678,1,16955.812333678,83,10687.462184874,5,7,12,100,100,,,,0.910574875798439,0.895675083923088,0.92547466767379,0.0880056777856636,0.0732130950232952,0.102798260548032,1,1,1,1,1,1,0.0099361249112846,0.00475728217717296,0.0151149676453962,0.00917221797380909,0.00913548989367784,0.00920894605394035,0.0099361249112846,0.00475728217717296,0.0151149676453962,0.00917221797380909,0.00913548989367784,0.00920894605394035,0.00774937777138229,0.00730762772112983,0.00819112782163475,0.616438356164384,0.504893621847901,0.727983090480866
LI,LIE,Liechtenstein,2020-12-30,2020-09-24,3,65,100,1372349.36763504,0,0,91,1,16955.812333678,1,16955.812333678,83,10803.6302521008,5,7,11,100,100,,,,0.910511363636364,0.895601509527264,0.925421217745463,0.0894886363636364,0.0745787822545368,0.104398490472736,1,1,1,1,1,1,0.00994318181818182,0.00476067939855412,0.0151256842378095,0.00941500556344554,0.00937730991434569,0.0094527012125454,0.00994318181818182,0.00476067939855412,0.0151256842378095,0.00941500556344554,0.00937730991434569,0.0094527012125454,0.00762971052369575,0.00719118979794573,0.00806823124944576,0.626666666666667,0.517199433667363,0.73613389966597
LI,LIE,Liechtenstein,2020-12-31,2020-09-24,1,66,101,1386044.20306344,0,0,92,1,16955.812333678,1,16955.812333678,83,10919.7983193277,5,7,12,101,101,,,,0.910574875798439,0.895675083923088,0.92547466767379,0.092264017033357,0.0771531790290781,0.107374855037636,1,1,1,1,1,1,0.0099361249112846,0.00475728217717296,0.0151149676453962,0.00966128651764885,0.00962260962164797,0.00969996341364973,0.0099361249112846,0.00475728217717296,0.0151149676453962,0.00966128651764885,0.00962260962164797,0.00969996341364973,0.00763046148844548,0.007192087662166,0.00806883531472495,0.636363636363636,0.528917931581334,0.743809341145939
LI,LIE,Liechtenstein,2021-03-17,2020-12-12,2,63,100,1342563.36946076,0,0,11,0,0,0,0,27,1374.54545454545,4,12,8,7,7,,,,0.853693181818182,0.8352332559421,0.872153107694263,0.0923295454545454,0.0772085211352691,0.107450569773822,0.933948863636364,0.920975623425582,0.946922103847146,0.933948863636364,0.920975623425582,0.946922103847146,0.00923295454545455,0.00423717933372244,0.0142287297571867,0.0092344359470254,0.00919606407925296,0.00927280781479785,0.00923295454545455,0.00423717933372244,0.0142287297571867,0.0092344359470254,0.00919606407925296,0.00927280781479785,0.00775621572430289,0.00729964209749651,0.00821278935110928,0.595238095238095,0.490270892805564,0.700205297670627
LI,LIE,Liechtenstein,2021-03-19,2020-12-12,1,64,101,1355334.43737232,0,0,11,0,0,0,0,27,1389.81818181818,4,12,8,7,7,,,,0.796309439318666,0.775280422023828,0.817338456613503,0.092264017033357,0.0771531790290781,0.107374855037636,0.867281760113556,0.849566888565464,0.884996631661647,0.867281760113556,0.849566888565464,0.884996631661647,0.0085166784953868,0.0037185659853913,0.0133147910053823,0.00873746676416548,0.00869966796090843,0.00877526556742254,0.0085166784953868,0.0037185659853913,0.0133147910053823,0.00873746676416548,0.00869966796090843,0.00877526556742254,0.00789227674164066,0.00741565739567245,0.00836889608760887,0.56043956043956,0.458462829372596,0.662416291506525
LI,LIE,Liechtenstein,2021-03-20,2020-12-13,1,64,100,1329005.88831475,0,0,10,0,0,0,0,27,1374.54545454545,4,12,8,7,7,,,,0.738636363636364,0.715686258057177,0.76158646921555,0.0923295454545454,0.0772085211352691,0.107450569773822,0.801136363636364,0.780287726324627,0.8219850009481,0.801136363636364,0.780287726324627,0.8219850009481,0.0078125,0.00321376213914382,0.0124112378608562,0.0082273808396526,0.00819019649721626,0.00826456518208894,0.0078125,0.00321376213914382,0.0124112378608562,0.0082273808396526,0.00819019649721626,0.00826456518208894,0.00805777677960525,0.00755787012916469,0.00855768343004581,0.530612244897959,0.431804823593501,0.629419666202418
LI,LIE,Liechtenstein,2021-03-21,2020-12-14,2,64,100,1276427.82178434,0,0,9,0,0,0,0,27,1374.54545454545,3,12,7,6,6,,,,0.680397727272727,0.656040204332961,0.704755250212494,0.0916193181818182,0.0765506719785217,0.106687964385115,0.734375,0.711305393898434,0.757444606101566,0.734375,0.711305393898434,0.757444606101566,0.00710227272727273,0.0027159791640377,0.0114885662905078,0.0077048907686361,0.00766835857911495,0.00774142295815725,0.00710227272727273,0.0027159791640377,0.0114885662905078,0.0077048907686361,0.00766835857911495,0.00774142295815725,0.00824270842745086,0.00771655194636767,0.00876886490853405,0.495238095238095,0.399605982815951,0.590870207660239
LI,LIE,Liechtenstein,2021-03-22,2020-12-14,1,65,101,1293789.40168419,0,0,9,1,17361.5798998577,0,0,27,1374.54545454545,3,12,7,7,7,,,,0.621448863636364,0.596114398501263,0.646783328771464,0.0909090909090909,0.0758930971726158,0.105925084645566,0.667613636363636,0.643008206190243,0.69221906653703,0.667613636363636,0.643008206190243,0.69221906653703,0.00710227272727273,0.0027159791640377,0.0114885662905078,0.00796136177954874,0.00792366351029351,0.00799906004880396,0.00639204545454546,0.00222935400661817,0.0105547369024727,0.00714811952019009,0.00711238387951738,0.00718385516086281,0.00846117201129621,0.00790450928553009,0.00901783473706234,0.464285714285714,0.371922645500409,0.55664878307102
LI,LIE,Liechtenstein,2021-03-24,2020-12-16,2,65,101,1293177.56671828,0,0,9,1,17361.5798998577,0,0,27,1374.54545454545,3,12,7,7,7,,,,0.562810503903478,0.536909979867316,0.588711027939639,0.0894251242015614,0.0745253323262105,0.104324916076912,0.601135557132718,0.575567868762244,0.626703245503193,0.601135557132718,0.575567868762244,0.626703245503193,0.007097232079489,0.00271404044455197,0.011480423714426,0.00820609162532694,0.00816728561055487,0.008244897640099,0.0056777856635912,0.00175453856269621,0.0096010327644862,0.00653360232530907,0.00649894675219996,0.00656825789841819,0.00872305578623758,0.00813077967005243,0.00931533190242273,0.436974789915966,0.34785652506895,0.526093054762982
LI,LIE,Liechtenstein,2021-03-26,2020-12-17,1,65,100,1277763.58845884,0,0,10,2,25723.6065756407,1,8362.026675783,23,1344,3,12,8,8,8,,,,0.504971590909091,0.478856274128623,0.531086907689558,0.0887784090909091,0.0739220481057396,0.103634770076079,0.535511363636364,0.509460708124743,0.561562019147984,0.535511363636364,0.509460708124743,0.561562019147984,0.0078125,0.00321376213914382,0.0124112378608562,0.00888821132364296,0.00884723522690006,0.00892918742038586,0.00568181818181818,0.00175579264494481,0.00960784371869156,0.0063039378164533,0.00626938409528698,0.00633849153761963,0.00898723935236564,0.00835366201022496,0.00962081669450631,0.412698412698413,0.326735760747465,0.49866106464936
LI,LIE,Liechtenstein,2021-03-27,2020-12-18,1,65,100,1276942.9803516,0,0,10,2,25723.6065756407,1,8362.026675783,23,1344,3,12,8,8,8,,,,0.446657183499289,0.420671165773507,0.472643201225071,0.0881934566145092,0.0733708369488918,0.103016076280127,0.469416785206259,0.443330544850595,0.495503025561923,0.469416785206259,0.443330544850595,0.495503025561923,0.0085348506401138,0.00372654440121367,0.0133431568790139,0.00961433809653436,0.00957107673336685,0.00965759945970188,0.00568990042674253,0.0017583061952148,0.00962149465827027,0.00606105575335593,0.00602664514697908,0.00609546635973278,0.00933169236008772,0.0086465666136402,0.0100168181065352,0.390977443609023,0.308046842973696,0.47390804424435
