"date","ISO2","country","ISO3","population","p_cli_14days","p_cli_14days_low","p_cli_14days_high","p_anosmia_14days","p_anosmia_14days_low","p_anosmia_14days_high","p_cli_local_14days","p_cli_local_14days_low","p_cli_local_14days_high","p_cases_active"
2020-05-28,"KN","Saint Kitts and Nevis","KNA",54961,0.142857142857143,0,0.402082007388211,0.142857142857143,0,0.402082007388211,0.0269541778975741,0.0104747994440159,0.0434335563511324,0.142857142857143
2020-05-29,"KN","Saint Kitts and Nevis","KNA",54961,0.166666666666667,0,0.464865690619526,0.166666666666667,0,0.464865690619526,0.0314465408805031,0.0122650319079282,0.0506280498530781,0.166666666666667
2020-05-30,"KN","Saint Kitts and Nevis","KNA",54961,0.166666666666667,0,0.464865690619526,0.166666666666667,0,0.464865690619526,0.0314465408805031,0.0122650319079282,0.0506280498530781,0.166666666666667
2020-05-31,"KN","Saint Kitts and Nevis","KNA",54961,0.142857142857143,0,0.402082007388211,0.142857142857143,0,0.402082007388211,0.0296495956873315,0.01238983302142,0.0469093583532431,0.142857142857143
2020-06-01,"KN","Saint Kitts and Nevis","KNA",54961,0.142857142857143,0,0.402082007388211,0.142857142857143,0,0.402082007388211,0.0296495956873315,0.01238983302142,0.0469093583532431,0.142857142857143
2020-06-02,"KN","Saint Kitts and Nevis","KNA",54961,0.142857142857143,0,0.402082007388211,0.142857142857143,0,0.402082007388211,0.0296495956873315,0.01238983302142,0.0469093583532431,0.142857142857143
2020-06-03,"KN","Saint Kitts and Nevis","KNA",54961,0.166666666666667,0,0.464865690619526,0.166666666666667,0,0.464865690619526,0.0283018867924528,0.0100751926658313,0.0465285809190743,0.166666666666667
2020-06-04,"KN","Saint Kitts and Nevis","KNA",54961,0.142857142857143,0,0.402082007388211,0.142857142857143,0,0.402082007388211,0.0242587601078167,0.00860341064185135,0.0399141095737821,0.142857142857143
2020-06-05,"KN","Saint Kitts and Nevis","KNA",54961,0.125,0,0.354172303767662,0.125,0,0.354172303767662,0.0212264150943396,0.00750671527836021,0.034946114910319,0.125
2020-06-06,"KN","Saint Kitts and Nevis","KNA",54961,0.125,0,0.354172303767662,0.125,0,0.354172303767662,0.0212264150943396,0.00750671527836021,0.034946114910319,0.125
2020-06-07,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0.00314465408805031,0,0.00929836431956434,0
2020-06-08,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0.00377358490566038,0,0.0111557073357215,0
2020-06-09,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0.00314465408805031,0,0.00929836431956434,0
2020-06-10,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0.00314465408805031,0,0.00929836431956434,0
2020-06-11,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0.00377358490566038,0,0.0111557073357215,0
2020-06-12,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0.00377358490566038,0,0.0111557073357215,0
2020-06-13,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0.00377358490566038,0,0.0111557073357215,0
2020-06-14,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0,0,0,0
2020-06-15,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0,0,0,0
2020-06-16,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0,0,0,0
2020-06-17,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0,0,0,0
2020-06-18,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0,0,0,0
2020-06-19,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0,0,0,0
2020-06-20,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0,0,0,0
2020-06-21,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0,0,0,0
2020-06-22,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0,0,0,0
2020-06-23,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0,0,0,0
2020-06-24,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0,0,0,0
2020-06-25,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0,0,0,0
2020-06-26,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0,0,0,0
2020-06-27,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0,0,0,0
2020-06-28,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0,0,0,0
2020-06-29,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0,0,0,0
2020-06-30,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0,0,0,0
2020-07-01,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0,0,0,0
2020-07-02,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0.00314465408805031,0,0.00929836431956434,0
2020-07-03,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0.00377358490566038,0,0.0111557073357215,0
2020-07-04,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0.00377358490566038,0,0.0111557073357215,0
2020-07-05,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0.00377358490566038,0,0.0111557073357215,0
2020-07-06,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0.00377358490566038,0,0.0111557073357215,0
2020-07-07,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0.00377358490566038,0,0.0111557073357215,0
2020-07-08,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0.00377358490566038,0,0.0111557073357215,0
2020-07-09,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0.00314465408805031,0,0.00929836431956434,0
2020-07-10,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0.00377358490566038,0,0.0111557073357215,0
2020-07-11,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0.00377358490566038,0,0.0111557073357215,0
2020-07-12,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0.00628930817610063,0,0.0185773009704059,0
2020-07-13,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0.00628930817610063,0,0.0185773009704059,0
2020-07-14,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0.00943396226415094,0,0.0278367638059564,0
2020-07-15,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0.00943396226415094,0,0.0278367638059564,0
2020-07-16,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0,0,0,0
2020-07-17,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0,0,0,0
2020-07-18,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0,0,0,0
2020-07-19,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0,0,0,0
2020-07-20,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0,0,0,0
2020-07-21,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0,0,0,0
2020-07-22,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0,0,0,0
2020-07-23,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0,0,0,0
2020-07-24,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0,0,0,0
2020-07-25,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0,0,0,0
2020-07-26,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0,0,0,0
2020-07-27,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0,0,0,0
2020-07-28,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0,0,0,0
2020-07-29,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0,0,0,0
2020-07-30,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0,0,0,0
2020-07-31,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0,0,0,0
2020-08-01,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0,0,0,0
2020-08-02,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0,0,0,0
2020-08-03,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0,0,0,0
2020-08-04,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0,0,0,0
2020-08-05,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0,0,0,0
2020-08-06,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0,0,0,0
2020-08-07,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0.471698113207547,0.404500583035962,0.538895643379132,0
2020-08-08,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0.471698113207547,0.404500583035962,0.538895643379132,0
2020-08-09,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0.471698113207547,0.404500583035962,0.538895643379132,0
2020-08-10,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0.471698113207547,0.404500583035962,0.538895643379132,0
2020-08-11,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0.471698113207547,0.404500583035962,0.538895643379132,0
2020-08-12,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0.471698113207547,0.404500583035962,0.538895643379132,0
2020-08-13,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0.471698113207547,0.404500583035962,0.538895643379132,0
2020-08-14,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0.471698113207547,0.404500583035962,0.538895643379132,0
2020-08-15,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0.471698113207547,0.404500583035962,0.538895643379132,0
2020-08-16,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0.377358490566038,0.318997688453012,0.435719292679064,0
2020-08-17,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0.377358490566038,0.318997688453012,0.435719292679064,0
2020-08-18,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0.381132075471698,0.322658198315163,0.439605952628233,0
2020-08-19,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0.317610062893082,0.266442119116955,0.368778006669209,0
2020-08-20,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0.317610062893082,0.266442119116955,0.368778006669209,0
2020-08-21,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0.00377358490566038,0,0.0111557073357215,0
2020-08-22,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0.00314465408805031,0,0.00929836431956434,0
2020-08-23,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0.00314465408805031,0,0.00929836431956434,0
2020-08-24,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0.00314465408805031,0,0.00929836431956434,0
2020-08-25,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0.00314465408805031,0,0.00929836431956434,0
2020-08-26,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0.00314465408805031,0,0.00929836431956434,0
2020-08-27,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0.00269541778975741,0,0.00797121493606835,0
2020-08-28,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0.00314465408805031,0,0.00929836431956434,0
2020-08-29,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0.00269541778975741,0,0.00797121493606835,0
2020-08-30,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0.00314465408805031,0,0.00929836431956434,0
2020-08-31,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0.00314465408805031,0,0.00929836431956434,0
2020-09-01,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0,0,0,0
2020-09-02,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0,0,0,0
2020-09-03,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0,0,0,0
2020-09-04,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0,0,0,0
2020-09-05,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0,0,0,0
2020-09-06,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0,0,0,0
2020-09-07,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0,0,0,0
2020-09-08,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0,0,0,0
2020-09-09,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0,0,0,0
2020-09-10,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0,0,0,0
2020-09-11,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0,0,0,0
2020-09-12,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0,0,0,0
2020-09-13,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0,0,0,0
2020-09-14,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0,0,0,0
2020-09-15,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0,0,0,0
2020-09-16,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0,0,0,0
2020-09-17,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0,0,0,0
2020-09-18,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0,0,0,0
2020-09-19,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0,0,0,0
2020-09-20,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0,0,0,0
2020-09-21,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0,0,0,0
2020-09-22,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0,0,0,0
2020-09-23,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0,0,0,0
2020-09-24,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0,0,0,0
2020-10-02,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0,0,0,0
2020-10-03,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0,0,0,0
2020-10-04,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0,0,0,0
2020-10-05,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0,0,0,0
2020-10-06,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0,0,0,0
2020-10-07,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0,0,0,0
2020-10-08,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0,0,0,0
2020-10-09,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0,0,0,0
2020-10-10,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0,0,0,0
2020-10-11,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0,0,0,0
2020-10-12,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0,0,0,0
2020-10-13,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0,0,0,0
2020-10-14,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0,0,0,0
2020-10-15,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0,0,0,0
2020-10-16,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0,0,0,0
2020-10-17,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0,0,0,0
2020-10-18,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0,0,0,0
2020-10-19,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0,0,0,0
2020-10-20,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0,0,0,0
2020-10-21,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0.00628930817610063,0,0.0185773009704059,0
2020-10-22,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0.00628930817610063,0,0.0185773009704059,0
2020-10-23,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0.00471698113207547,0,0.0139402639808974,0
2020-10-24,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0.00471698113207547,0,0.0139402639808974,0
2020-10-25,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0.00471698113207547,0,0.0139402639808974,0
2020-10-26,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0.00471698113207547,0,0.0139402639808974,0
2020-10-27,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0.00471698113207547,0,0.0139402639808974,0
2020-10-28,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0.00943396226415094,0,0.0278367638059564,0
2020-10-29,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0.00943396226415094,0,0.0278367638059564,0
2020-10-30,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0.00943396226415094,0,0.0278367638059564,0
2020-10-31,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0.00943396226415094,0,0.0278367638059564,0
2020-11-01,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0.00943396226415094,0,0.0278367638059564,0
2020-11-02,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0.00943396226415094,0,0.0278367638059564,0
2020-11-03,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0.00943396226415094,0,0.0278367638059564,0
2020-11-04,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0,0,0,0
2020-11-05,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0,0,0,0
2020-11-10,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0,0,0,0
2020-11-11,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0,0,0,0
2020-11-12,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0,0,0,0
2020-11-13,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0,0,0,0
2020-11-14,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0,0,0,0
2020-11-15,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0,0,0,0
2020-11-16,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0,0,0,0
2020-11-17,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0,0,0,0
2020-11-18,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0,0,0,0
2020-11-19,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0,0,0,0
2020-11-20,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0,0,0,0
2020-11-21,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0,0,0,0
2020-11-22,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0,0,0,0
2020-11-23,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0,0,0,0
2020-11-24,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0,0,0,0
2020-11-25,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0,0,0,0
2020-11-26,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0,0,0,0
2020-11-27,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0,0,0,0
2020-11-28,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0,0,0,0
2020-11-29,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0,0,0,0
2020-11-30,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0,0,0,0
2020-12-01,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0,0,0,0
2020-12-02,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0,0,0,0
2020-12-03,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0,0,0,0
2020-12-04,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0.00471698113207547,0,0.0139402639808974,0
2020-12-05,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0.00377358490566038,0,0.0111557073357215,0
2020-12-06,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0.00377358490566038,0,0.0111557073357215,0
2020-12-07,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0.00377358490566038,0,0.0111557073357215,0
2020-12-08,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0.00377358490566038,0,0.0111557073357215,0
2020-12-09,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0.00377358490566038,0,0.0111557073357215,0
2020-12-10,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0.00314465408805031,0,0.00929836431956434,0
2020-12-11,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0.00269541778975741,0,0.00797121493606835,0
2020-12-12,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0.00269541778975741,0,0.00797121493606835,0
2020-12-13,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0.00269541778975741,0,0.00797121493606835,0
2020-12-14,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0.00269541778975741,0,0.00797121493606835,0
2020-12-15,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0.00235849056603774,0,0.00697559278741737,0
2020-12-16,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0,0,0,0.00235849056603774,0,0.00697559278741737,0
2020-12-17,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0.1,0,0.285938509691368,0.0141509433962264,0.00290843884091274,0.0253934479515401,0
2020-12-18,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0.111111111111111,0,0.316430196199952,0.0134770889487871,0.00174398896693721,0.0252101889306369,0
2020-12-19,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0.142857142857143,0,0.402082007388211,0.0157232704402516,0.00205024625527756,0.0293962946252256,0
2020-12-20,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0.142857142857143,0,0.402082007388211,0.0134770889487871,0.00174398896693721,0.0252101889306369,0
2020-12-21,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0.125,0,0.354172303767662,0.0117924528301887,0.00151722832135996,0.0220676773390174,0
2020-12-22,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0.111111111111111,0,0.316430196199952,0.010482180293501,0.00134259428926934,0.0196217662977328,0
2020-12-23,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0.1,0,0.285938509691368,0.00943396226415094,0.00120397921936795,0.0176639453089339,0
2020-12-24,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0.1,0,0.285938509691368,0.00943396226415094,0.00120397921936795,0.0176639453089339,0
2020-12-25,"KN","Saint Kitts and Nevis","KNA",54961,0,0,0,0.1,0,0.285938509691368,0.0132075471698113,0.00348826588776742,0.0229268284518552,0
