ISO2,ISO_3,country_agg,date,first_date,count,day_count,days_aggregated,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI,test_recent,positive_recent,B0.1,B0.2,p_cli_smooth,p_cli_CI_smooth,p_cli_weight_smooth,p_cli_weight_CI_smooth,p_cliWHO_smooth,p_cliWHO_CI_smooth,p_cliWHO_weight_smooth,p_cliWHO_weight_CI_smooth,p_cli_local_smooth,p_cli_local_CI_smooth,p_cases_infected,p_cases_infected_smooth,p_cases_active
KM,COM,Comoros,2020-07-13,2020-04-24,101,2,53,0.0396039603960396,0.0380348662281565,0.0208289145622278,0.000182848066678308,0.0297029702970297,0.0331085145091172,0.00710161872473754,0.00010751247026555,0.0559029019570204,0.0123758465401393,2,1,,,0.0438991098222703,0.039953942461968,0.0238686680449128,0.00019173445381957,0.0339649702148733,0.0352882162264961,0.0105538534179157,0.000126370830585186,0.0533558744292909,0.0120857173065909,,,0.0438991098222703
KM,COM,Comoros,2020-07-14,2020-04-26,100,1,53,0.04,0.0384072934108425,0.0203325368590162,0.000178535816664836,0.03,0.0334344809563718,0.00693237873956507,0.000104959264798387,0.0564976136799675,0.0125035644575976,2,1,,,0.0441996241858838,0.0400825073827757,0.0241641770011506,0.000192839878541138,0.0342659834587733,0.0354370816848273,0.0108569038898986,0.000128176512319034,0.0530964437835971,0.0120545152443999,,,0.0441996241858838
KM,COM,Comoros,2020-07-15,2020-04-26,102,2,54,0.0392156862745098,0.0376695877073438,0.0191227052194558,0.00016801618337899,0.0294117647058824,0.032788840416564,0.006519886624356,9.8734452010874e-05,0.0553205800616348,0.0122507078616419,2,1,,,0.044485988805595,0.0402042299956599,0.0244627792829661,0.000193949861710931,0.0345532132702612,0.0355784348328264,0.0111643690398773,0.00013000885604756,0.0528175193996832,0.0120207311835672,,,0.044485988805595
KM,COM,Comoros,2020-07-16,2020-05-02,100,2,53,0.04,0.0384072934108425,0.0202887120963955,0.000178154985142111,0.03,0.0334344809563718,0.00691743668610836,0.000104733823456154,0.0559029019570204,0.0123758465401393,2,1,,,0.0447471011303053,0.0403141512316028,0.024758333729885,0.000195036859924511,0.0348156413555493,0.0357066421033986,0.0114706667274033,0.000131833209519067,0.0525184727885279,0.0119842098117983,,,0.0447471011303053
KM,COM,Comoros,2020-07-17,2020-05-04,100,2,53,0.05,0.042716424707947,0.0288515618668035,0.000212132493267885,0.04,0.0384072934108425,0.0154025952647741,0.000156065180607485,0.0506147896097347,0.0118088975983538,1,1,,,0.0449701068468784,0.0404064933421259,0.025043380501892,0.000196067725929343,0.0350405285341896,0.035815157814004,0.01176896116843,0.000133607138274341,0.0521990653616561,0.0119448215940097,,,0.0449701068468784
KM,COM,Comoros,2020-07-18,2020-05-06,100,1,53,0.05,0.042716424707947,0.0288622452970412,0.000212209876450352,0.04,0.0384072934108425,0.0154082986839772,0.000156122517721399,0.0506147896097347,0.0118088975983538,2,1,,,0.045140356470565,0.0404746348660249,0.0253090877923222,0.000197002646030941,0.0352133744315354,0.0358964985292219,0.012051230270097,0.00013528032439563,0.0518592219086766,0.0119024260388061,,,0.045140356470565
KM,COM,Comoros,2020-07-19,2020-05-06,101,1,54,0.0495049504950495,0.042304508043671,0.0288125086911841,0.000211849612387498,0.0396039603960396,0.0380348662281565,0.0153817464711924,0.000155855582484107,0.0500875522179666,0.0116891326543328,2,1,,,0.0452424455656222,0.0405115768894181,0.0255456248551121,0.000197797179102418,0.0353189489803209,0.03594277192097,0.012308547383833,0.000136796442162746,0.0514991753941242,0.0118569005096418,,,0.0452424455656222
KM,COM,Comoros,2020-07-20,2020-05-07,101,2,54,0.0495049504950495,0.042304508043671,0.0285690431809554,0.000210085812642577,0.0396039603960396,0.0380348662281565,0.0152517708139889,0.000154548803516074,0.0500875522179666,0.0116891326543328,2,1,,,0.0452618139273106,0.040510613121273,0.0257427979097118,0.000198405121476481,0.0353429011800756,0.0359464599523963,0.0125316496900723,0.000138096554271724,0.0511203250517633,0.0118082437200605,,,0.0452618139273106
KM,COM,Comoros,2020-07-22,2020-05-07,102,1,55,0.0490196078431373,0.0419004514931721,0.0281887958769123,0.000207330185184136,0.0392156862745098,0.0376695877073438,0.0150487733003106,0.00015250751160996,0.0495711857002557,0.0115717700216548,2,1,,,0.0450072527881477,0.0403737281763112,0.0259811640578897,0.000198885711370519,0.0351016714084458,0.0358024856973308,0.012841175999548,0.000139827293122985,0.05031587000938,0.0117020005039589,,,0.0450072527881477
KM,COM,Comoros,2020-07-24,2020-05-08,100,1,55,0.05,0.042716424707947,0.0282328349563837,0.000207649389968658,0.04,0.0384072934108425,0.0150722838513187,0.000152743949586888,0.0506147896097347,0.0118088975983538,2,1,,,0.0443396450062969,0.0400451491017032,0.0259689005480526,0.000198176875340643,0.0344540557473802,0.0354443191332403,0.0129313183220673,0.000140141734688281,0.0494770564663023,0.0115862895342904,,,0.0443396450062969
