"date","pct_cli_weighted","pct_cli","population"
2020-04-23,0.5052,0.7859,9746115
2020-04-24,1.1886,1.073,9746115
2020-04-25,0.3622,0.3929,9746115
2020-04-26,0.333,0.3968,9746115
2020-04-27,0.2663,0.2283,9746115
2020-04-28,0.4795,1.085,9746115
2020-04-29,0.7455,1.1278,9746115
2020-04-30,0.1841,0.4219,9746115
2020-05-01,1.7091,1.6173,9746115
2020-05-02,1.374,1.1696,9746115
2020-05-03,0.9022,0.5382,9746115
2020-05-04,0.5637,0.7605,9746115
2020-05-05,1.2084,0.995,9746115
2020-05-06,0.6661,0.8359,9746115
2020-05-07,0.9145,1.1091,9746115
2020-05-08,0.518,0.7366,9746115
2020-05-09,0.6398,1.2036,9746115
2020-05-10,0.7333,1.0929,9746115
2020-05-11,1.2403,0.7718,9746115
2020-05-12,0.49,0.5107,9746115
2020-05-13,0.811,0.5828,9746115
2020-05-14,0.5597,0.9259,9746115
2020-05-15,0.5765,0.6903,9746115
2020-05-16,1.5756,0.7526,9746115
2020-05-17,0.7532,0.7897,9746115
2020-05-18,0.6495,0.9506,9746115
2020-05-19,1.1947,0.9534,9746115
2020-05-20,1.1685,1.4981,9746115
2020-05-21,2.0595,1.2092,9746115
2020-05-22,0.383,0.5525,9746115
2020-05-23,0.8638,1.0373,9746115
2020-05-24,0.4374,0.7224,9746115
2020-05-25,0.3642,0.7114,9746115
2020-05-26,0.9583,0.616,9746115
2020-05-27,1.1139,1.1168,9746115
2020-05-28,0.9784,1.215,9746115
2020-05-29,1.8233,1.2416,9746115
2020-05-30,1.4317,1.5554,9746115
2020-05-31,1.4289,1.1163,9746115
2020-06-01,1.2173,1.731,9746115
2020-06-02,1.5166,1.5294,9746115
2020-06-03,1.1321,1.6484,9746115
2020-06-04,1.1808,1.9374,9746115
2020-06-05,1.0971,1.3534,9746115
2020-06-06,1.8908,2.1851,9746115
2020-06-07,1.9527,2.2942,9746115
2020-06-08,1.9291,1.9126,9746115
2020-06-09,2.0962,2.7182,9746115
2020-06-10,1.2967,1.9022,9746115
2020-06-11,2.1671,2.3486,9746115
2020-06-12,1.8802,2.6316,9746115
2020-06-13,1.6909,2.2936,9746115
2020-06-14,2.7486,2.7027,9746115
2020-06-15,1.8152,2.3002,9746115
2020-06-16,0.922,1.8301,9746115
2020-06-17,3.0574,3.1957,9746115
2020-06-18,2.1263,2.6573,9746115
2020-06-19,2.9444,2.1563,9746115
2020-06-20,1.9516,2.8812,9746115
2020-06-21,2.7048,3.0624,9746115
2020-06-22,2.6088,3.2059,9746115
2020-06-23,3.789,4.1868,9746115
