"date","pct_cli_weighted","pct_cli","population"
2020-04-23,0.2006,0.241,3461731
2020-04-24,1.0176,0.5115,3461731
2020-04-25,0.7267,0.716,3461731
2020-04-26,1.4312,0.6637,3461731
2020-04-27,0.366,0.6085,3461731
2020-04-28,0.1001,0.216,3461731
2020-04-29,0.3586,0.6522,3461731
2020-04-30,0.3813,0.4425,3461731
2020-05-01,0.6979,0.2833,3461731
2020-05-02,0.876,1.3245,3461731
2020-05-03,0.8354,0.5188,3461731
2020-05-04,0.1489,0.2208,3461731
2020-05-05,0.1341,0.223,3461731
2020-05-06,0.3768,0.6615,3461731
2020-05-07,0.3932,0.3865,3461731
2020-05-08,0.07,0.1957,3461731
2020-05-09,0.2786,0.3135,3461731
2020-05-10,0.2574,0.3992,3461731
2020-05-11,0.2783,0.2924,3461731
2020-05-12,0.525,0.5133,3461731
2020-05-13,0.2898,0.3699,3461731
2020-05-14,0.326,0.463,3461731
2020-05-15,0.8042,0.6823,3461731
2020-05-16,0.7553,0.578,3461731
2020-05-17,0.2297,0.2722,3461731
2020-05-18,0.0333,0.0892,3461731
2020-05-19,0.4223,0.4562,3461731
2020-05-20,0.9623,0.6098,3461731
2020-05-21,0.6249,0.3341,3461731
2020-05-22,0.1826,0.2064,3461731
2020-05-23,0.1865,0.3824,3461731
2020-05-24,0.7631,0.2938,3461731
2020-05-25,0.603,0.5357,3461731
2020-05-26,0.5619,0.644,3461731
2020-05-27,0.7226,0.3633,3461731
2020-05-28,0.4533,0.7266,3461731
2020-05-29,0.361,0.4266,3461731
2020-05-30,0.3949,0.1735,3461731
2020-05-31,0.3489,0.4429,3461731
2020-06-01,0.8087,0.3713,3461731
2020-06-02,0.1099,0.1083,3461731
2020-06-03,0.1452,0.2315,3461731
2020-06-04,0.2439,0.2528,3461731
2020-06-05,0.4954,0.5242,3461731
2020-06-06,0.2607,0.2567,3461731
2020-06-07,0,0,3461731
2020-06-08,0.2972,0.479,3461731
2020-06-09,0.1118,0.1221,3461731
2020-06-10,0,0,3461731
2020-06-11,0.6438,0.8149,3461731
2020-06-12,0.7635,0.3854,3461731
2020-06-13,0.3998,0.54,3461731
2020-06-14,0.7036,0.7317,3461731
2020-06-15,0.5873,0.5688,3461731
2020-06-16,0.3603,0.2361,3461731
2020-06-17,0.1499,0.2384,3461731
2020-06-18,0.4316,0.2442,3461731
2020-06-19,0.2002,0.2439,3461731
2020-06-20,0.2252,0.3464,3461731
2020-06-21,0.0446,0.1142,3461731
2020-06-22,2.5319,0.9479,3461731
2020-06-23,0.2443,0.2155,3461731
2020-06-24,0.7828,0.4242,3461731
2020-06-25,0.8985,0.9423,3461731
2020-06-26,0.1128,0.2729,3461731
2020-06-27,0.9896,0.5175,3461731
2020-06-28,0.1642,0.116,3461731
2020-06-29,0.8461,0.9697,3461731
2020-06-30,0.5556,0.1277,3461731
2020-07-01,0,0,3461731
2020-07-02,1.4849,0.3509,3461731
2020-07-03,0.6804,0.5068,3461731
2020-07-04,1.4115,0.5164,3461731
2020-07-05,0.2191,0.5059,3461731
2020-07-06,0.8317,0.7776,3461731
2020-07-07,0.3778,0.5797,3461731
2020-07-08,0.0506,0.1429,3461731
2020-07-09,0.4162,0.6369,3461731
2020-07-10,0.2511,0.1481,3461731
2020-07-11,0.2722,0.3384,3461731
2020-07-12,1.2383,1.3605,3461731
2020-07-13,0.2402,0.4412,3461731
2020-07-14,0.944,1.1765,3461731
2020-07-15,0.3682,0.4425,3461731
2020-07-16,0.6996,0.6793,3461731
2020-07-17,1.3372,1.1952,3461731
2020-07-18,0.2498,0.4802,3461731
2020-07-19,0.6893,0.6203,3461731
2020-07-20,1.2793,0.978,3461731
2020-07-21,0.4842,0.6659,3461731
2020-07-22,0.0362,0.1026,3461731
2020-07-23,0.5509,0.5236,3461731
2020-07-24,0.3732,0.4206,3461731
2020-07-25,0.5339,0.7743,3461731
2020-07-26,0.9214,0.547,3461731
2020-07-27,0.2858,0.5568,3461731
2020-07-28,0.8279,0.5519,3461731
2020-07-29,1.3147,1.1534,3461731
2020-07-30,0.3564,0.4032,3461731
2020-07-31,0.6977,0.7979,3461731
2020-08-01,1.4414,1.1142,3461731
2020-08-02,0.4254,0.5236,3461731
2020-08-03,1.1826,0.5362,3461731
2020-08-04,0.0534,0.1427,3461731
2020-08-05,0.1301,0.3077,3461731
2020-08-06,0.1947,0.3125,3461731
2020-08-07,0.979,0.5772,3461731
2020-08-08,1.0849,1.0274,3461731
2020-08-09,1.115,0.6421,3461731
2020-08-10,0.591,0.7278,3461731
2020-08-11,0,0,3461731
2020-08-12,1.5963,0.5865,3461731
2020-08-13,0.8329,0.6421,3461731
2020-08-14,0.0934,0.161,3461731
2020-08-15,0.6831,0.4615,3461731
2020-08-16,0.8009,0.1869,3461731
2020-08-17,0.7044,0.6079,3461731
2020-08-18,0,0,3461731
2020-08-19,0.4546,0.2959,3461731
2020-08-20,0.8122,0.4637,3461731
2020-08-21,0.5173,0.3317,3461731
2020-08-22,0.6544,0.3384,3461731
2020-08-23,0,0,3461731
2020-08-24,0.5261,0.5093,3461731
2020-08-25,0.0814,0.152,3461731
2020-08-26,0.5654,0.5926,3461731
2020-08-27,0.138,0.1675,3461731
2020-08-28,0.2251,0.1828,3461731
2020-08-29,0.0811,0.1898,3461731
2020-08-30,0.0619,0.1808,3461731
2020-08-31,0.9212,0.5587,3461731
2020-09-01,0.1861,0.3552,3461731
2020-09-02,0,0,3461731
2020-09-03,0.2651,0.3802,3461731
2020-09-04,0.2261,0.2353,3461731
2020-09-05,1.0234,0.5102,3461731
2020-09-06,0.4575,0.2404,3461731
2020-09-07,0.2286,0.2353,3461731
2020-09-08,0.4897,0.4938,3461731
2020-09-09,1.8504,0.6944,3461731
2020-09-10,0.5067,0.4843,3461731
2020-09-11,0.2571,0.5236,3461731
2020-09-12,0.5502,0.7229,3461731
2020-09-13,0,0,3461731
2020-09-14,0.975,0.8016,3461731
2020-09-15,0,0,3461731
2020-09-16,0,0,3461731
2020-09-17,0.3638,0.4386,3461731
2020-09-18,2.5034,0.9547,3461731
2020-09-19,0.1162,0.2169,3461731
2020-09-20,1.2457,0.2146,3461731
2020-09-21,0.2155,0.2119,3461731
2020-09-22,0.3837,0.1972,3461731
2020-09-23,0,0,3461731
2020-09-24,3.492,2.008,3461731
2020-09-25,0.444,0.7143,3461731
2020-09-26,1.0628,0.3992,3461731
2020-09-27,0.2263,0.207,3461731
2020-09-28,0.8946,0.8639,3461731
2020-09-29,1.0987,0.9823,3461731
2020-09-30,0.8699,0.6024,3461731
2020-10-01,0.3555,0.6608,3461731
2020-10-02,0,0,3461731
2020-10-03,0,0,3461731
2020-10-04,0.1504,0.1916,3461731
2020-10-05,0.4068,0.3604,3461731
2020-10-06,0,0,3461731
2020-10-07,0.2587,0.3868,3461731
2020-10-08,1.4651,0.431,3461731
2020-10-09,0.1469,0.2257,3461731
2020-10-10,0,0,3461731
2020-10-11,0.3829,0.5063,3461731
2020-10-12,0.9061,0.2155,3461731
2020-10-13,0.2849,0.2273,3461731
2020-10-14,0,0,3461731
2020-10-15,0,0,3461731
2020-10-16,0.3423,0.4988,3461731
2020-10-17,0.6002,0.5181,3461731
2020-10-18,0.6146,0.8357,3461731
2020-10-19,0.7559,0.7673,3461731
2020-10-20,0.951,0.9756,3461731
2020-10-21,0.0849,0.2203,3461731
2020-10-22,0.5175,0.5837,3461731
2020-10-23,0,0,3461731
2020-10-24,1.1018,0.7538,3461731
2020-10-25,0.5395,0.6726,3461731
2020-10-26,0.155,0.4673,3461731
2020-10-27,0.3118,0.2174,3461731
2020-10-28,0,0,3461731
2020-10-29,0.0931,0.2538,3461731
2020-10-30,0.4104,0.266,3461731
2020-10-31,0.4652,0.4975,3461731
2020-11-01,0.6865,0.2667,3461731
2020-11-02,0.756,0.5305,3461731
2020-11-03,0.0868,0.2717,3461731
2020-11-04,0.1408,0.5495,3461731
2020-11-05,1.0208,1.1019,3461731
2020-11-06,0,0,3461731
2020-11-07,0,0,3461731
2020-11-08,0.6712,0.5587,3461731
2020-11-09,0.1385,0.2463,3461731
2020-11-10,0,0,3461731
2020-11-11,0.3755,0.5376,3461731
2020-11-12,3.7593,0.8475,3461731
2020-11-13,0.0813,0.2833,3461731
2020-11-14,1.6111,0.6231,3461731
2020-11-15,0,0,3461731
2020-11-16,0.0805,0.2577,3461731
2020-11-17,0,0,3461731
2020-11-18,1.3929,1.1945,3461731
2020-11-19,0.1333,0.3431,3461731
2020-11-20,0.0616,0.1553,3461731
2020-11-21,0.2406,0.3534,3461731
2020-11-22,0.2452,0.315,3461731
2020-11-23,0.1123,0.152,3461731
2020-11-24,0.5917,0.5755,3461731
2020-11-25,0.6671,0.2865,3461731
2020-11-26,0,0,3461731
2020-11-27,0.654,0.4418,3461731
2020-11-28,0.4273,0.2903,3461731
2020-11-29,0.0529,0.1311,3461731
2020-11-30,0.1944,0.2384,3461731
2020-12-01,0.3972,0.3567,3461731
2020-12-02,0.386,0.4582,3461731
2020-12-03,0.364,0.3989,3461731
2020-12-04,0.6981,0.442,3461731
2020-12-05,3.0292,0.8274,3461731
2020-12-06,0.3615,0.2454,3461731
2020-12-07,0.2988,0.3717,3461731
2020-12-08,1.224,0.8065,3461731
2020-12-09,0.5917,0.2296,3461731
2020-12-10,0.9727,0.12,3461731
2020-12-11,0.3907,0.4592,3461731
2020-12-12,0.8453,0.7444,3461731
2020-12-13,0.7184,0.4728,3461731
2020-12-14,0.6619,0.2366,3461731
2020-12-15,0.3931,0.3295,3461731
2020-12-16,0.2253,0.364,3461731
2020-12-17,0.2531,0.4931,3461731
2020-12-18,0.2614,0.3492,3461731
2020-12-19,0.2846,0.3774,3461731
2020-12-20,0.3809,0.3899,3461731
2020-12-21,0.3604,0.5313,3461731
2020-12-22,0.4945,0.4306,3461731
2020-12-23,0.5382,0.3247,3461731
2020-12-24,1.2383,1.0174,3461731
2020-12-25,0.8808,0.5442,3461731
2020-12-26,0.6216,0.3074,3461731
2020-12-27,1.0051,0.7992,3461731
2020-12-28,0.8637,0.8746,3461731
2020-12-29,0.5101,0.5247,3461731
2020-12-30,0.4968,0.4396,3461731
2020-12-31,0.7343,0.7587,3461731
2021-01-01,1.3644,0.5658,3461731
2021-01-02,0.4445,0.4515,3461731
2021-01-03,1.3605,0.9554,3461731
2021-01-04,0.4252,0.6,3461731
2021-01-05,1.4292,0.8197,3461731
2021-01-06,0.4527,0.4219,3461731
2021-01-07,0.5977,0.5453,3461731
2021-01-08,1.6244,0.6881,3461731
2021-01-09,0.7611,0.5917,3461731
2021-01-10,1.1829,0.9281,3461731
2021-01-11,0.1431,0.116,3461731
2021-01-12,0.8155,0.9945,3461731
2021-01-13,0.2735,0.5051,3461731
2021-01-14,0.1497,0.3817,3461731
2021-01-15,0.4633,0.545,3461731
2021-01-16,0.2944,0.304,3461731
2021-01-17,0.5713,0.3942,3461731
2021-01-18,0.6037,0.7762,3461731
2021-01-19,0.9495,0.664,3461731
2021-01-20,1.07,1.4045,3461731
2021-01-21,0.7725,0.6527,3461731
2021-01-22,0.2981,0.3012,3461731
2021-01-23,0.098,0.2797,3461731
2021-01-24,0.4958,0.4304,3461731
2021-01-25,0.532,0.5731,3461731
2021-01-26,0.5425,0.8,3461731
2021-01-27,0.8979,0.8021,3461731
2021-01-28,0.7745,0.7022,3461731
2021-01-29,0.1103,0.177,3461731
2021-01-30,1.2897,0.703,3461731
2021-01-31,1.2936,1.0084,3461731
2021-02-01,0,0,3461731
2021-02-02,0.7256,0.655,3461731
2021-02-03,0.9935,0.7622,3461731
2021-02-04,1.6161,1.1824,3461731
2021-02-05,0.6592,0.3922,3461731
2021-02-06,0.422,0.4193,3461731
2021-02-07,0.1051,0.2188,3461731
2021-02-08,1.4196,1.1516,3461731
2021-02-09,0.5408,0.8584,3461731
2021-02-10,0,0,3461731
2021-02-11,2.2051,0.4274,3461731
2021-02-12,1.6253,1.5038,3461731
2021-02-13,0.7182,0.722,3461731
2021-02-14,1.2461,1.3857,3461731
2021-02-15,0.637,0.7421,3461731
2021-02-16,0.3424,0.5792,3461731
2021-02-17,0.4634,0.5814,3461731
2021-02-18,0.5163,0.6682,3461731
2021-02-19,0.5354,0.6961,3461731
2021-02-20,0.9986,1.0482,3461731
2021-02-21,1.0956,0.8811,3461731
2021-02-22,0.3599,0.3914,3461731
2021-02-23,0.1761,0.1976,3461731
2021-02-24,0.766,0.5597,3461731
2021-02-25,0.3394,0.6787,3461731
2021-02-26,2.2257,1.5504,3461731
2021-02-27,0.3401,0.2033,3461731
2021-02-28,0.433,0.3643,3461731
2021-03-01,0.5506,0.6645,3461731
2021-03-02,1.3188,1.3183,3461731
2021-03-03,1.2376,1.1945,3461731
2021-03-04,0.2116,0.3515,3461731
