"date","pct_cli_weighted","pct_cli","population"
2020-04-23,2.5362,2.4254,270625567
2020-04-24,1.671,2.0784,270625567
2020-04-25,1.4225,1.336,270625567
2020-04-26,1.2975,1.5696,270625567
2020-04-27,1.5602,1.6352,270625567
2020-04-28,1.626,1.6944,270625567
2020-04-29,1.525,1.5038,270625567
2020-04-30,1.5127,1.7857,270625567
2020-05-01,2.4649,2.2681,270625567
2020-05-02,1.3481,1.7027,270625567
2020-05-03,1.4814,1.4766,270625567
2020-05-04,0.9606,1.483,270625567
2020-05-05,1.7148,1.5968,270625567
2020-05-06,1.2223,1.2821,270625567
2020-05-07,1.7421,1.4063,270625567
2020-05-08,1.4714,1.3632,270625567
2020-05-09,1.1455,1.0081,270625567
2020-05-10,1.3483,1.1758,270625567
2020-05-11,1.2368,1.2727,270625567
2020-05-12,1.4248,1.3588,270625567
2020-05-13,1.1825,0.9951,270625567
2020-05-14,1.0298,1.329,270625567
2020-05-15,1.1858,1.0729,270625567
2020-05-16,1.1698,1.2272,270625567
2020-05-17,1.3378,1.2215,270625567
2020-05-18,1.1228,1.0547,270625567
2020-05-19,0.9066,1.0444,270625567
2020-05-20,1.2138,1.2814,270625567
2020-05-21,0.9733,1.2289,270625567
2020-05-22,1.081,1.3525,270625567
2020-05-23,1.0724,1.2325,270625567
2020-05-24,1.5154,1.3156,270625567
2020-05-25,1.4759,1.3941,270625567
2020-05-26,1.3224,1.4617,270625567
2020-05-27,1.4176,1.5549,270625567
2020-05-28,1.1405,1.3461,270625567
2020-05-29,1.5217,1.4313,270625567
2020-05-30,1.2309,1.5956,270625567
2020-05-31,1.3485,1.3574,270625567
2020-06-01,1.2935,1.4139,270625567
2020-06-02,1.3121,1.5059,270625567
2020-06-03,1.6566,1.6353,270625567
2020-06-04,1.6365,1.7004,270625567
2020-06-05,1.8314,1.6448,270625567
2020-06-06,1.1264,1.2771,270625567
2020-06-07,1.6726,1.321,270625567
2020-06-08,1.5149,1.5524,270625567
2020-06-09,1.88,1.5684,270625567
2020-06-10,1.3043,1.3822,270625567
2020-06-11,1.8149,2.0505,270625567
2020-06-12,1.7246,1.6437,270625567
2020-06-13,1.5848,1.5777,270625567
2020-06-14,1.5451,1.654,270625567
2020-06-15,1.7742,1.7041,270625567
2020-06-16,1.4491,1.3421,270625567
2020-06-17,1.3585,1.4169,270625567
2020-06-18,1.6003,1.8613,270625567
2020-06-19,1.36,1.4067,270625567
2020-06-20,1.4959,1.4001,270625567
2020-06-21,1.7246,1.8013,270625567
2020-06-22,2.3005,2.3488,270625567
2020-06-23,2.0457,1.8546,270625567
2020-06-24,2.1983,2.1814,270625567
2020-06-25,1.634,1.7533,270625567
2020-06-26,1.7434,1.8403,270625567
2020-06-27,1.6847,1.6388,270625567
2020-06-28,2.6586,2.2412,270625567
2020-06-29,1.4937,1.5805,270625567
2020-06-30,2.6019,2.2491,270625567
2020-07-01,1.9601,1.8436,270625567
2020-07-02,2.1979,2.0309,270625567
2020-07-03,1.6177,1.541,270625567
2020-07-04,2.4413,2.2062,270625567
2020-07-05,1.5968,1.5163,270625567
2020-07-06,1.5309,1.5432,270625567
2020-07-07,1.9523,1.8175,270625567
2020-07-08,2.8202,2.6003,270625567
2020-07-09,2.547,2.0718,270625567
2020-07-10,1.4939,1.7733,270625567
2020-07-11,2.2391,2.2735,270625567
2020-07-12,1.5855,1.7316,270625567
2020-07-13,2.1505,2.0942,270625567
2020-07-14,2.0072,2.0716,270625567
2020-07-15,1.699,1.9706,270625567
2020-07-16,1.933,1.6641,270625567
2020-07-17,2.2327,1.9661,270625567
2020-07-18,1.8801,2.1618,270625567
2020-07-19,1.7689,1.8888,270625567
2020-07-20,1.1733,1.1589,270625567
2020-07-21,1.3745,1.5158,270625567
2020-07-22,1.3143,1.5564,270625567
2020-07-23,2.0805,1.8587,270625567
2020-07-24,1.8691,2.1434,270625567
2020-07-25,3.035,2.3127,270625567
2020-07-26,1.9213,2.0041,270625567
2020-07-27,1.6052,1.8388,270625567
2020-07-28,2.5457,2.2682,270625567
2020-07-29,2.2351,2.329,270625567
2020-07-30,2.2314,2.3002,270625567
2020-07-31,2.2115,2.2088,270625567
2020-08-01,1.6758,1.593,270625567
2020-08-02,2.2372,2.2028,270625567
2020-08-03,2.2006,2.3066,270625567
2020-08-04,1.7888,2.0273,270625567
2020-08-05,1.6785,1.9164,270625567
2020-08-06,1.983,2.0179,270625567
2020-08-07,2.2359,2.2481,270625567
2020-08-08,2.2574,2.0478,270625567
2020-08-09,1.7581,1.7023,270625567
2020-08-10,1.8245,1.6393,270625567
2020-08-11,2.1735,2.2798,270625567
2020-08-12,2.2982,2.2551,270625567
2020-08-13,1.7169,1.8063,270625567
2020-08-14,1.7737,1.9656,270625567
2020-08-15,1.8959,1.8504,270625567
2020-08-16,1.8011,1.6075,270625567
2020-08-17,2.1775,2.1284,270625567
2020-08-18,1.5819,1.9737,270625567
2020-08-19,2.0778,1.8332,270625567
2020-08-20,2.0993,2.2634,270625567
2020-08-21,2.362,2.1269,270625567
2020-08-22,1.8329,1.9266,270625567
2020-08-23,2.0009,1.7764,270625567
2020-08-24,2.0475,2.3247,270625567
2020-08-25,1.9956,2.2511,270625567
2020-08-26,1.7505,1.7327,270625567
2020-08-27,2.2027,1.9802,270625567
2020-08-28,1.2232,1.3406,270625567
2020-08-29,1.0004,1.296,270625567
2020-08-30,1.443,1.5907,270625567
2020-08-31,1.6632,1.7394,270625567
2020-09-01,2.0202,1.8085,270625567
2020-09-02,1.8006,2.1238,270625567
2020-09-03,1.5622,2.0511,270625567
2020-09-04,1.2723,1.448,270625567
2020-09-05,1.729,1.7391,270625567
2020-09-06,2.4284,2.2948,270625567
2020-09-07,1.6887,1.5139,270625567
2020-09-08,2.062,1.7129,270625567
2020-09-09,1.9035,1.6917,270625567
2020-09-10,1.9009,2.2062,270625567
2020-09-11,1.9558,2.0479,270625567
2020-09-12,1.6818,1.5754,270625567
2020-09-13,1.85,2.0622,270625567
2020-09-14,1.1497,1.6691,270625567
2020-09-15,1.5962,1.7453,270625567
2020-09-16,1.8232,1.6269,270625567
2020-09-17,1.7892,1.9231,270625567
2020-09-18,1.7278,1.3714,270625567
2020-09-19,2.0515,2.049,270625567
2020-09-20,1.4425,1.4722,270625567
2020-09-21,1.6669,1.4785,270625567
2020-09-22,1.4711,1.8149,270625567
2020-09-23,1.874,2.0226,270625567
2020-09-24,1.2381,1.478,270625567
2020-09-25,2.2076,2.2186,270625567
2020-09-26,1.91,2.0635,270625567
2020-09-27,1.9796,1.7025,270625567
2020-09-28,2.1077,2.3673,270625567
2020-09-29,1.8366,2.0082,270625567
2020-09-30,2.0645,2.0598,270625567
2020-10-01,1.0719,1.4793,270625567
2020-10-02,2.0682,1.8976,270625567
2020-10-03,1.9673,2.011,270625567
2020-10-04,1.4205,1.5564,270625567
2020-10-05,1.9386,2.1381,270625567
2020-10-06,1.9111,1.9034,270625567
2020-10-07,1.8076,2,270625567
2020-10-08,1.5781,1.9208,270625567
2020-10-09,2.3504,2.2676,270625567
2020-10-10,2.1214,1.6746,270625567
2020-10-11,2.2871,2.0642,270625567
2020-10-12,1.8054,1.6908,270625567
2020-10-13,2.0684,1.8424,270625567
2020-10-14,1.1286,1.6833,270625567
2020-10-15,1.6126,1.7578,270625567
2020-10-16,1.3509,1.7287,270625567
2020-10-17,1.6392,1.5232,270625567
2020-10-18,1.5542,1.7728,270625567
2020-10-19,1.3651,1.4686,270625567
2020-10-20,2.3953,2.0779,270625567
2020-10-21,1.6807,1.8555,270625567
2020-10-22,1.5643,1.7928,270625567
2020-10-23,1.8917,1.833,270625567
2020-10-24,2.177,1.9817,270625567
2020-10-25,1.9449,2.1322,270625567
2020-10-26,1.1793,1.0753,270625567
2020-10-27,1.4529,1.5968,270625567
2020-10-28,1.4727,1.5162,270625567
2020-10-29,3.0787,2.6377,270625567
2020-10-30,2.3841,2.5316,270625567
2020-10-31,2.1526,2.1757,270625567
2020-11-01,2.1539,1.7941,270625567
2020-11-02,2.1545,1.9386,270625567
2020-11-03,2.525,2.6446,270625567
2020-11-04,2.4021,1.9015,270625567
2020-11-05,2.0573,2.3214,270625567
2020-11-06,3.0187,2.9491,270625567
2020-11-07,2.321,2.5341,270625567
2020-11-08,2.6291,2.4691,270625567
2020-11-09,3.2491,2.521,270625567
2020-11-10,2.328,2.5116,270625567
2020-11-11,1.6701,1.5683,270625567
2020-11-12,1.6917,1.7029,270625567
2020-11-13,2.1089,2.4194,270625567
