"date","pct_cli_weighted","pct_cli","population"
2020-04-25,2.4493,4.0094,9452409
2020-04-26,2.6469,2.9801,9452409
2020-04-27,3.1287,3.7736,9452409
2020-04-28,6.4325,2.9661,9452409
2020-04-29,2.984,3.125,9452409
2020-04-30,2.8255,3.7162,9452409
2020-05-01,1.7005,2.7668,9452409
2020-05-02,2.8463,3.6649,9452409
2020-05-03,3.1219,3.6723,9452409
2020-05-04,1.9132,2.6217,9452409
2020-05-05,2.0106,2.4145,9452409
2020-05-06,2.3069,3.2319,9452409
2020-05-07,2.408,2.6531,9452409
2020-05-08,1.5639,2.1526,9452409
2020-05-09,1.6804,3.0426,9452409
2020-05-10,2.5263,3.3531,9452409
2020-05-11,1.8869,2.2887,9452409
2020-05-12,2.4655,3.7422,9452409
2020-05-13,2.6632,3.163,9452409
2020-05-14,2.5431,2.7907,9452409
2020-05-15,2.4259,2.5478,9452409
2020-05-16,2.347,2.8322,9452409
2020-05-17,1.4186,2.214,9452409
2020-05-18,1.4658,2.0073,9452409
2020-05-19,3.6666,3.4884,9452409
2020-05-20,2.3944,2.9213,9452409
2020-05-21,5.3396,4.1899,9452409
2020-05-22,3.6946,4.8718,9452409
2020-05-23,0.9526,2.0672,9452409
2020-05-24,1.8895,2.4896,9452409
2020-05-25,2.1887,3.2193,9452409
2020-05-26,1.4387,1.6949,9452409
2020-05-27,2.4932,2.9795,9452409
2020-05-28,2.5685,3.4979,9452409
2020-05-29,1.7312,1.6842,9452409
2020-05-30,3.555,3.3835,9452409
2020-05-31,2.0014,2.1739,9452409
2020-06-01,3.1663,3.1915,9452409
2020-06-02,2.5965,3.0093,9452409
2020-06-03,1.7232,2.3866,9452409
2020-06-04,3.1424,3.0612,9452409
2020-06-05,2.3802,3.252,9452409
2020-06-06,5.8311,5.4913,9452409
2020-06-07,3.265,3.2099,9452409
2020-06-08,3.0073,4.401,9452409
2020-06-09,1.9634,2.9178,9452409
2020-06-10,2.2531,3.3766,9452409
2020-06-11,1.8325,2.3622,9452409
2020-06-12,5.3425,4.7529,9452409
2020-06-13,4.0338,3.6822,9452409
2020-06-14,4.0357,3.4483,9452409
2020-06-15,1.6007,1.7893,9452409
2020-06-16,4.5692,4.2506,9452409
2020-06-17,3.0417,3.4722,9452409
2020-06-18,4.5132,4.4397,9452409
2020-06-19,2.0733,3.3058,9452409
2020-06-20,4.4959,4.7059,9452409
2020-06-21,2.88,3.4632,9452409
2020-06-22,2.5641,2.7897,9452409
2020-06-23,1.8985,2.5522,9452409
2020-06-24,2.4223,3.2941,9452409
2020-06-25,2.0205,2.6455,9452409
2020-06-26,1.3384,2.139,9452409
2020-06-27,4.1156,2.2099,9452409
2020-06-28,3.5759,2.5943,9452409
2020-06-29,0.9012,1.1792,9452409
2020-06-30,1.3488,1.4706,9452409
2020-07-01,2.4942,3.0806,9452409
2020-07-02,1.8315,2.4845,9452409
2020-07-03,2.2795,3.0303,9452409
2020-07-04,2.2609,2.7211,9452409
2020-07-05,0.754,0.9091,9452409
2020-07-06,1.6275,1.9231,9452409
2020-07-07,1.396,1.5915,9452409
2020-07-08,0.6983,1.0782,9452409
2020-07-09,2.5497,1.9672,9452409
2020-07-10,2.8182,4.2296,9452409
2020-07-11,1.8594,2.346,9452409
2020-07-12,4.0287,2.3936,9452409
2020-07-13,2.2575,2.551,9452409
2020-07-14,1.3651,2.0528,9452409
2020-07-15,2.2948,3.2258,9452409
2020-07-16,1.8347,1.1799,9452409
2020-07-17,1.3756,1.5038,9452409
2020-07-18,1.5923,2.2814,9452409
2020-07-19,0.792,0.6515,9452409
2020-07-20,2.3262,2.1605,9452409
2020-07-21,1.5317,1.9886,9452409
2020-07-22,1.7787,2.4316,9452409
2020-07-23,2.0056,2.8329,9452409
2020-07-24,1.7749,1.7986,9452409
2020-07-25,1.2261,0.9934,9452409
2020-07-26,1.3576,1.4451,9452409
2020-07-27,2.1237,2.4259,9452409
2020-07-28,2.488,3.1915,9452409
2020-07-29,3.7013,2.5641,9452409
2020-07-30,1.1049,1.6393,9452409
2020-07-31,1.472,1.3514,9452409
2020-08-01,1.2717,1.9934,9452409
2020-08-02,1.1352,1.506,9452409
2020-08-03,1.1888,1.7483,9452409
2020-08-04,0.6102,1.5723,9452409
2020-08-05,1.017,1.0169,9452409
2020-08-06,1.8318,2.5547,9452409
2020-08-07,1.6092,2.0492,9452409
2020-08-08,2.9719,1.9685,9452409
2020-08-12,0.272,0.2959,9452409
2020-08-13,3.8444,2.847,9452409
2020-08-14,0.9713,1.9139,9452409
2020-08-15,2.9353,3.2407,9452409
2020-08-16,0.7376,1.2,9452409
2020-08-17,2.3164,2.7559,9452409
2020-08-18,1.4971,2.5362,9452409
2020-08-19,2.246,2.1978,9452409
2020-08-20,4.015,4.1045,9452409
2020-08-21,1.7137,2.4096,9452409
2020-08-22,2.3398,2.7888,9452409
2020-08-23,1.5468,2.3256,9452409
2020-08-24,2.1726,2.4306,9452409
2020-08-25,1.2626,1.8634,9452409
2020-08-26,2.2903,3.5608,9452409
2020-08-27,2.2273,2.6667,9452409
2020-08-28,1.8137,2.3649,9452409
2020-08-29,2.1024,2.7559,9452409
2020-08-30,2.0514,3.3457,9452409
2020-08-31,1.5948,1.6598,9452409
2020-09-01,4.2889,4.4248,9452409
2020-09-02,2.6677,2.5316,9452409
2020-09-03,1.1912,2.4896,9452409
2020-09-04,5.6052,4.6025,9452409
2020-09-05,1.6118,2.2099,9452409
2020-09-06,10.0657,5.4054,9452409
2020-09-07,1.7712,2.7778,9452409
2020-09-08,3.6047,2.551,9452409
2020-09-09,2.6308,2.4876,9452409
2020-09-10,1.8071,2.6042,9452409
2020-09-11,1.7141,2.439,9452409
2020-09-12,2.0853,3.0675,9452409
2020-09-13,3.7739,3.6458,9452409
2020-09-14,2.6611,2.7273,9452409
2020-09-15,4.7304,7.027,9452409
2020-09-16,5.2837,6.383,9452409
2020-09-17,4.6643,4.5685,9452409
2020-09-18,3.5969,3.4483,9452409
2020-09-19,4.0179,5.6818,9452409
2020-09-20,3.4557,4.6632,9452409
2020-09-21,3.2613,4.1667,9452409
2020-09-22,4.6178,5.0691,9452409
2020-09-23,4.4738,4.5455,9452409
2020-09-24,5.0779,4.5249,9452409
2020-09-25,5.0631,5.0251,9452409
2020-09-26,5.8996,6.9565,9452409
2020-09-27,5.257,3.8835,9452409
2020-09-28,8.244,8.1731,9452409
2020-09-29,3.8278,6.2241,9452409
2020-09-30,7.8025,4.902,9452409
2020-10-01,3.8759,5.7143,9452409
2020-10-02,3.58,4.4444,9452409
2020-10-03,3.4288,4.5872,9452409
2020-10-04,6.3317,3.8314,9452409
2020-10-05,2.6022,3.6735,9452409
2020-10-06,3.2007,3.861,9452409
2020-10-07,4.8762,3.6585,9452409
2020-10-08,5.0153,4.955,9452409
2020-10-09,4.0289,4.6083,9452409
2020-10-10,2.5212,2.9412,9452409
2020-10-11,2.6165,2.9557,9452409
2020-10-12,3.0034,3.7915,9452409
2020-10-13,2.8494,2.3041,9452409
