"date","pct_cli_weighted","pct_cli","population"
2020-05-01,0,0,28608715
2020-05-02,0.7593,1.6949,28608715
2020-05-03,0.3041,0.5076,28608715
2020-05-04,0.4875,0.9217,28608715
2020-05-05,0.3751,0.5155,28608715
2020-05-06,0.6949,1.0135,28608715
2020-05-07,1.072,0.7342,28608715
2020-05-08,0.3257,0.2954,28608715
2020-05-09,0.4685,0.3008,28608715
2020-05-10,0,0,28608715
2020-05-11,0.7416,0.6182,28608715
2020-05-12,0.3342,0.4202,28608715
2020-05-13,0.5134,0.5706,28608715
2020-05-14,0.5209,0.4237,28608715
2020-05-15,0.8128,0.5333,28608715
2020-05-16,0.4012,0.2503,28608715
2020-05-17,0.0725,0.3681,28608715
2020-05-18,0.2009,0.5013,28608715
2020-05-19,0.1525,0.507,28608715
2020-05-20,0.7718,0.8102,28608715
2020-05-21,0.634,0.3783,28608715
2020-05-22,0.3017,0.641,28608715
2020-05-23,0.7333,0.75,28608715
2020-05-24,0.1733,0.2797,28608715
2020-05-25,0.1563,0.4016,28608715
2020-05-26,0.0835,0.4444,28608715
2020-05-27,0.3178,0.4975,28608715
2020-05-28,0.399,0.8304,28608715
2020-05-29,0.4874,0.6586,28608715
2020-05-30,0.1757,0.4435,28608715
2020-05-31,0.1908,0.4635,28608715
2020-06-01,0.0787,0.1351,28608715
2020-06-02,0.517,0.8187,28608715
2020-06-03,0.1718,0.1458,28608715
2020-06-04,0.4165,0.3322,28608715
2020-06-05,0.8037,0.7519,28608715
2020-06-06,0.7911,0.4511,28608715
2020-06-07,0,0,28608715
2020-06-08,0.4793,0.8197,28608715
2020-06-09,0.5,0.5764,28608715
2020-06-10,1.32,1.0886,28608715
2020-06-11,0.7673,0.8658,28608715
2020-06-12,0.1746,0.3922,28608715
2020-06-13,0.7759,0.7926,28608715
2020-06-14,0.5172,0.4847,28608715
2020-06-15,0.248,0.487,28608715
2020-06-16,0.1157,0.5025,28608715
2020-06-17,0,0,28608715
2020-06-18,0.5786,0.6421,28608715
2020-06-19,1.1006,0.6768,28608715
2020-06-20,0.5488,0.335,28608715
2020-06-21,0.1364,0.3407,28608715
2020-06-22,0.2302,0.6472,28608715
2020-06-23,2.8482,1.6103,28608715
2020-06-24,0.5489,1.0695,28608715
2020-06-25,0.6708,0.3356,28608715
2020-06-26,1.9614,0.8772,28608715
2020-06-27,0.754,0.8726,28608715
2020-06-28,1.1645,0.9542,28608715
2020-06-29,0.9559,1.4286,28608715
2020-06-30,0.4942,0.7421,28608715
2020-07-01,0.1265,0.5474,28608715
2020-07-02,0.2094,0.9804,28608715
2020-07-03,0.0755,0.2326,28608715
2020-07-04,1.7276,1.25,28608715
2020-07-05,0.7163,1.1211,28608715
2020-07-06,0.1187,0.3945,28608715
2020-07-07,0.8441,0.6135,28608715
2020-07-08,1.4766,1.2658,28608715
2020-07-09,0.2442,0.6211,28608715
2020-07-10,0.4018,0.5357,28608715
2020-07-11,0.522,0.6224,28608715
2020-07-12,1.2794,1.1742,28608715
2020-07-13,0.593,0.4149,28608715
2020-07-14,0.4437,0.8333,28608715
2020-07-15,2.0374,1.7391,28608715
2020-07-16,1.3401,0.6329,28608715
2020-07-17,0.2846,0.9132,28608715
2020-07-18,0.5982,0.8316,28608715
2020-07-19,0.4148,0.6667,28608715
2020-07-20,0.1833,0.8147,28608715
2020-07-21,1.8413,1.039,28608715
2020-07-22,1.7991,1.5766,28608715
2020-07-23,2.0393,1.5945,28608715
2020-07-24,2.5042,1.1261,28608715
2020-07-25,1.0974,0.4107,28608715
2020-07-26,1.6849,0.8299,28608715
2020-07-27,0.8653,1.4815,28608715
2020-07-28,1.4973,1.2411,28608715
2020-07-29,0.9522,1.9608,28608715
2020-07-30,1.1421,1.5444,28608715
2020-07-31,1.3497,1.528,28608715
2020-08-01,0.6855,1.3514,28608715
2020-08-02,0.7621,0.8532,28608715
2020-08-03,0.8062,1.5957,28608715
2020-08-04,2.3796,2.2989,28608715
2020-08-05,1.8333,1.6245,28608715
2020-08-06,2.2525,0.8117,28608715
2020-08-07,1.06,1.4235,28608715
2020-08-08,0.187,0.708,28608715
2020-08-09,1.5101,1.735,28608715
2020-08-10,2.7828,1.7161,28608715
2020-08-11,0.37,1.0187,28608715
2020-08-12,0.5877,0.7246,28608715
2020-08-13,0.2525,0.6163,28608715
2020-08-14,2.402,1.4184,28608715
2020-08-15,1.0217,0.8902,28608715
2020-08-16,2.062,0.7072,28608715
2020-08-17,0.8259,1.6461,28608715
2020-08-18,0.4541,1.1173,28608715
2020-08-19,1.7215,1.25,28608715
2020-08-20,0.5197,0.7353,28608715
2020-08-21,0.3687,0.974,28608715
2020-08-22,0.414,0.9498,28608715
2020-08-23,1.6548,1.3569,28608715
