"date","pct_cli_weighted","pct_cli","population"
2020-04-23,0.6725,0.7728,67012883
2020-04-24,1.068,0.969,67012883
2020-04-25,1.1962,0.8424,67012883
2020-04-26,0.4981,0.4386,67012883
2020-04-27,0.8015,0.9134,67012883
2020-04-28,0.731,0.8364,67012883
2020-04-29,0.7391,0.8319,67012883
2020-04-30,0.8353,0.7009,67012883
2020-05-01,0.8979,0.7205,67012883
2020-05-02,0.6526,0.7439,67012883
2020-05-03,0.6478,0.7311,67012883
2020-05-04,0.653,0.6316,67012883
2020-05-05,0.5199,0.621,67012883
2020-05-06,0.6037,0.6085,67012883
2020-05-07,0.8285,0.5818,67012883
2020-05-08,0.4924,0.601,67012883
2020-05-09,0.7348,0.582,67012883
2020-05-10,0.6342,0.5761,67012883
2020-05-11,0.4727,0.4949,67012883
2020-05-12,0.7479,0.6235,67012883
2020-05-13,0.9483,0.6931,67012883
2020-05-14,0.7681,0.7802,67012883
2020-05-15,0.6192,0.5572,67012883
2020-05-16,0.3455,0.3423,67012883
2020-05-17,0.5158,0.5167,67012883
2020-05-18,0.7941,0.6228,67012883
2020-05-19,0.3577,0.3127,67012883
2020-05-20,0.6026,0.6248,67012883
2020-05-21,0.8511,0.7725,67012883
2020-05-22,0.6146,0.5791,67012883
2020-05-23,0.4121,0.544,67012883
2020-05-24,0.4328,0.4997,67012883
2020-05-25,0.4423,0.389,67012883
2020-05-26,0.3769,0.4114,67012883
2020-05-27,0.7092,0.6498,67012883
2020-05-28,0.506,0.5239,67012883
2020-05-29,0.3,0.3788,67012883
2020-05-30,0.6011,0.478,67012883
2020-05-31,0.6068,0.4339,67012883
2020-06-01,0.4181,0.4096,67012883
2020-06-02,0.3723,0.3122,67012883
2020-06-03,0.4805,0.4224,67012883
2020-06-04,0.8337,0.6491,67012883
2020-06-05,0.4468,0.3757,67012883
2020-06-06,0.4496,0.4593,67012883
2020-06-07,0.3163,0.458,67012883
2020-06-08,0.5622,0.6525,67012883
2020-06-09,0.4795,0.3978,67012883
2020-06-10,0.5911,0.6462,67012883
2020-06-11,0.6911,0.5533,67012883
2020-06-12,1.0326,0.7832,67012883
2020-06-13,0.6673,0.6875,67012883
2020-06-14,0.7815,0.6638,67012883
2020-06-15,0.4151,0.4476,67012883
2020-06-16,0.3709,0.4208,67012883
2020-06-17,0.6377,0.6877,67012883
2020-06-18,0.5508,0.5756,67012883
2020-06-19,0.9971,0.6072,67012883
2020-06-20,0.6689,0.5942,67012883
2020-06-21,0.7006,0.6234,67012883
2020-06-22,0.4921,0.4106,67012883
2020-06-23,0.8208,0.4077,67012883
2020-06-24,0.5672,0.4887,67012883
2020-06-25,0.3733,0.4108,67012883
2020-06-26,0.6829,0.6257,67012883
2020-06-27,0.631,0.4917,67012883
2020-06-28,0.3519,0.4304,67012883
2020-06-29,0.6609,0.5288,67012883
2020-06-30,0.3911,0.432,67012883
2020-07-01,0.371,0.3494,67012883
2020-07-02,0.6895,0.7141,67012883
2020-07-03,0.3521,0.3113,67012883
2020-07-04,0.6341,0.5844,67012883
2020-07-05,0.3083,0.3453,67012883
2020-07-06,0.5515,0.3875,67012883
2020-07-07,0.4007,0.3829,67012883
2020-07-08,0.329,0.3622,67012883
2020-07-09,0.601,0.5522,67012883
2020-07-10,0.4117,0.557,67012883
2020-07-11,0.4745,0.4953,67012883
2020-07-12,0.5404,0.5194,67012883
2020-07-13,0.6648,0.6366,67012883
2020-07-14,0.6582,0.7231,67012883
2020-07-15,0.6012,0.5565,67012883
