"date","pct_cli_weighted","pct_cli","population"
2020-04-23,0,0,34268529
2020-04-24,0.5763,0.6682,34268529
2020-04-25,0.8588,0.5391,34268529
2020-04-26,0.5466,0.6369,34268529
2020-04-27,0,0,34268529
2020-04-28,1.4338,0.8403,34268529
2020-04-29,0.7542,1.0753,34268529
2020-04-30,1.3254,0.9585,34268529
2020-05-01,0.4769,0.8475,34268529
2020-05-02,0.3682,0.5236,34268529
2020-05-03,1.6836,0.8,34268529
2020-05-04,1.2436,1.2673,34268529
2020-05-05,0.4103,0.4848,34268529
2020-05-06,0.5054,0.4684,34268529
2020-05-07,1.1862,1.2182,34268529
2020-05-08,0.5527,0.6479,34268529
2020-05-09,1.9691,0.7186,34268529
2020-05-10,0.2044,0.2301,34268529
2020-05-11,0.2529,0.452,34268529
2020-05-12,0.0765,0.1196,34268529
2020-05-13,1.3163,0.6702,34268529
2020-05-14,1.5081,0.9858,34268529
2020-05-15,1.4112,0.8588,34268529
2020-05-16,0.0854,0.3976,34268529
2020-05-17,0.9481,0.9063,34268529
2020-05-18,0.1269,0.3161,34268529
2020-05-19,0.9221,1.6327,34268529
2020-05-20,0.5988,0.9579,34268529
2020-05-21,0.7168,0.7547,34268529
2020-05-22,0.1859,0.3012,34268529
2020-05-23,0.44,0.7678,34268529
2020-05-24,1.0063,0.6742,34268529
2020-05-25,1.1295,1.4886,34268529
2020-05-26,0.5954,0.9821,34268529
2020-05-27,0.8789,1.1111,34268529
2020-05-28,0.733,1.0979,34268529
2020-05-29,3.3398,1.7312,34268529
2020-05-30,2.3086,1.9442,34268529
2020-05-31,2.7252,0.9671,34268529
2020-06-01,1.481,1.326,34268529
2020-06-02,0.5193,1.3245,34268529
2020-06-03,0.9172,1.4563,34268529
2020-06-04,1.1299,1.3889,34268529
2020-06-05,1.3629,1.5337,34268529
2020-06-06,0.6839,1.469,34268529
2020-06-07,1.0421,0.9524,34268529
2020-06-08,0.5153,0.8724,34268529
2020-06-09,2.6005,1.8559,34268529
2020-06-10,0.6798,0.8811,34268529
2020-06-11,1.5815,1.6895,34268529
2020-06-12,1.0789,1.3765,34268529
2020-06-13,1.0405,1.4363,34268529
2020-06-14,0.8253,1.4465,34268529
2020-06-15,1.8537,1.3415,34268529
2020-06-16,3.0224,1.8809,34268529
2020-06-17,1.2167,1.603,34268529
2020-06-18,1.6505,1.6603,34268529
2020-06-19,1.5123,1.9162,34268529
2020-06-20,1.2094,1.3514,34268529
2020-06-21,1.8102,1.6878,34268529
2020-06-22,2.1212,2.0718,34268529
2020-06-23,0.7006,1.7591,34268529
2020-06-24,3.4422,2.649,34268529
2020-06-25,1.7527,2.5074,34268529
2020-06-26,1.2751,1.4265,34268529
