"Timestamp","Country","ISO.3166.1.a2","Region","ISO.3166.2","Language","Reach","Cases","Visibility","Recovered","Fatalities","RecentCases","RecentCases14","PositiveTest14Days","PositiveTest07Days","LongCovid","StillSick","Tested","Positive","Hospital","Severe","ICU","Vaccinated","RecentVaccinated","VaccineSideEffects","RefuseVaccine","ContactsDoctors","Surveyfirst","Surveyknown","Surveyforward","Dataset","Cookie","Campaign"
"2020-04-30","Cyprus","CY","Λευκωσία - Lefkosía","CY01","en",50,2,,1,1,,,,,,,2,0,0,0,0,,,,,,"Y","Y","N","limesurvey-13","",
"2020-05-05","Cyprus","CY","Λευκωσία - Lefkosía","CY01","en",4,1,,5,,,,,,,,,,,,,,,,,,"Y","N","N","limesurvey-32","ytq44aqseuk9uf9tpy",
