ISO2,ISO_3,country_agg,date,first_date,day_count,weight,Finished,B2,B4,E5,E6,pos_RF,count,symptomatic,infected,not_infected,vaccinated,unvaccinated,vac1dose,vac2doses,cli,cli_weight,cli_vaccinated,cli_unvaccinated,cli_vac1dose,cli_vac2doses,cliWHO,cliWHO_weight,cli_local,count_local,reach,stringent_cli,stringent_cli_vaccinated,stringent_cli_unvaccinated,stringent_cli_vac1dose,stringent_cli_vac2doses,classic_cli,classic_cli_vaccinated,classic_cli_unvaccinated,classic_cli_vac1dose,classic_cli_vac2doses,broad_cli,broad_cli_vaccinated,broad_cli_unvaccinated,broad_cli_vac1dose,broad_cli_vac2doses,test_recent,tested_vaccinated,tested_unvaccinated,tested_vac1dose,tested_vac2doses,positive_recent,positive_vaccinated,positive_unvaccinated,positive_vac1dose,positive_vac2doses,positive_symptomatic,pos_RF_vaccinated,pos_RF_unvaccinated,pos_RF_vac1dose,pos_RF_vac2doses,pos_RF_symptomatic,positive_Fever_B1_1,positive_Cough_B1_2,positive_Difficulty_breathing_B1_3,positive_Fatigue_B1_4,positive_Stuffy_or_runny_nose_B1_5,positive_Aches_or_muscle_pain_B1_6,positive_Sore_throat_B1_7,positive_Chest_pain_B1_8,positive_Nausea_B1_9,positive_Loss_of_smell_or_taste_B1_10,positive_Headache_B1_12,positive_Chills_B1_13,pos_vaccinated_Fever_B1_1,pos_vaccinated_Cough_B1_2,pos_vaccinated_Difficulty_breathing_B1_3,pos_vaccinated_Fatigue_B1_4,pos_vaccinated_Stuffy_or_runny_nose_B1_5,pos_vaccinated_Aches_or_muscle_pain_B1_6,pos_vaccinated_Sore_throat_B1_7,pos_vaccinated_Chest_pain_B1_8,pos_vaccinated_Nausea_B1_9,pos_vaccinated_Loss_of_smell_or_taste_B1_10,pos_vaccinated_Headache_B1_12,pos_vaccinated_Chills_B1_13,pos_RF_Fever_B1_1,pos_RF_Cough_B1_2,pos_RF_Difficulty_breathing_B1_3,pos_RF_Fatigue_B1_4,pos_RF_Stuffy_or_runny_nose_B1_5,pos_RF_Aches_or_muscle_pain_B1_6,pos_RF_Sore_throat_B1_7,pos_RF_Chest_pain_B1_8,pos_RF_Nausea_B1_9,pos_RF_Loss_of_smell_or_taste_B1_10,pos_RF_Headache_B1_12,pos_RF_Chills_B1_13,pos_RF_vaccinated_Fever_B1_1,pos_RF_vaccinated_Cough_B1_2,pos_RF_vaccinated_Difficulty_breathing_B1_3,pos_RF_vaccinated_Fatigue_B1_4,pos_RF_vaccinated_Stuffy_or_runny_nose_B1_5,pos_RF_vaccinated_Aches_or_muscle_pain_B1_6,pos_RF_vaccinated_Sore_throat_B1_7,pos_RF_vaccinated_Chest_pain_B1_8,pos_RF_vaccinated_Nausea_B1_9,pos_RF_vaccinated_Loss_of_smell_or_taste_B1_10,pos_RF_vaccinated_Headache_B1_12,pos_RF_vaccinated_Chills_B1_13,days_aggregated,p_rf,p_rf_CI,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI
NL,NLD,Netherlands,2021-10-01,2021-10-01,809,12297188.8266094,695,3390.09,174,1792,0,6,809,362,112,675,655,131,62,577,11,295918.508457621,8,3,2,6,11,295918.508457621,176,801,27925.6202322335,11,7,2,0,7,38,25,11,2,20,38,25,11,2,20,101,73,0,0,0,5,4,1,1,3,5,5,1,1,4,6,3,4,2,4,4,3,3,2,3,4,5,5,2,3,1,3,3,2,2,1,3,3,4,4,3,5,2,5,5,4,3,2,3,5,5,6,2,4,1,4,4,3,2,1,3,4,4,5,1,0.00741656365883807,0.0059123305442818,0.0135970333745365,0.00798037127730447,0.0240639151459799,8.56522945763397e-05,0.0135970333745365,0.00798037127730447,0.0240639151459799,8.56522945763397e-05,0.00630245625831614,0.000928172518160166
NL,NLD,Netherlands,2021-10-02,2021-10-02,822,12217190.9972735,716,3623,213,1859,0,7,822,336,130,669,677,125,72,593,3,48380.6194717869,3,0,0,3,2,37724.5849349016,214,810,28239.3912460788,5,4,1,1,3,43,34,8,2,32,45,37,7,3,34,115,97,0,0,0,4,4,0,1,3,3,7,0,2,5,6,2,1,0,2,2,1,1,0,0,2,1,0,2,1,0,2,2,1,1,0,0,2,1,0,2,3,2,4,3,3,2,0,0,4,1,1,2,3,2,4,3,3,2,0,0,4,1,1,1,0.00851581508515815,0.00628156978736618,0.00364963503649635,0.00412233178500822,0.00396004445560228,3.5216875343902e-05,0.0024330900243309,0.0033679240466158,0.00308782804028526,3.11112465057585e-05,0.0075780670388819,0.00101145793110619
NL,NLD,Netherlands,2021-10-03,2021-10-03,952,12447829.0915806,826,3835.5,197,2228,0,11,952,430,149,774,764,157,81,665,8,92588.3496630866,8,0,1,7,6,71627.2470242892,199,932,32492.7316559821,15,8,6,1,7,52,39,12,6,33,49,35,12,5,30,120,95,0,0,0,4,3,1,1,2,3,7,4,3,4,9,0,1,1,1,2,0,1,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,3,3,3,3,2,1,2,0,6,4,1,0,1,1,2,1,0,1,0,0,4,1,0,1,0.0115546218487395,0.00678865631901227,0.00840336134453782,0.0057986067811265,0.00743811221875719,4.77321990854853e-05,0.00630252100840336,0.00502705760504252,0.00575419589209627,4.20184944560471e-05,0.00612444660261007,0.000848309654068093
NL,NLD,Netherlands,2021-10-04,2021-10-04,645,12188102.8253891,568,2063.5,146,1327,0,10,645,285,85,543,527,102,50,461,5,56395.9870287178,4,1,0,4,5,56395.9870287178,146,636,22173.1516450693,13,10,2,2,8,34,27,6,1,26,34,28,6,3,25,81,65,0,0,0,4,2,2,0,2,4,7,3,1,6,9,1,4,0,4,4,3,2,1,0,4,1,1,1,2,0,2,2,1,1,0,0,2,1,1,1,5,0,8,7,4,2,1,0,8,2,3,1,3,0,6,5,2,1,0,0,5,2,3,1,0.0155038759689922,0.00953444420692207,0.00775193798449612,0.00676836090454165,0.00462713416818563,3.81003514076222e-05,0.00775193798449612,0.00676836090454165,0.00462713416818563,3.81003514076222e-05,0.00658453982262221,0.00106454138318714
NL,NLD,Netherlands,2021-10-05,2021-10-05,862,12278215.2591608,751,3547,323,1919,0,20,862,380,146,687,720,121,76,633,3,77876.310396078,3,0,0,3,2,35120.3694703681,323,850,29633.9290853914,14,11,3,3,8,50,37,12,7,29,46,33,12,7,25,116,91,0,0,0,8,7,1,0,7,7,15,4,4,10,19,0,6,5,7,7,5,5,4,3,5,7,4,0,5,4,6,6,4,4,3,2,4,6,3,1,10,9,18,12,9,6,5,3,15,11,6,1,7,6,13,10,6,4,3,2,11,8,4,1,0.0232018561484919,0.0100498189028286,0.00348027842227378,0.00393137436582292,0.00634264090931086,4.44052028490766e-05,0.00232018561484919,0.00321182160933297,0.00286038066030523,2.98724176242874e-05,0.0108996683858311,0.00118217096527584
NL,NLD,Netherlands,2021-10-06,2021-10-06,867,12243562.4433146,755,3590.5,190,1991,0,14,867,375,144,697,723,116,91,620,12,245456.456557878,5,7,1,4,10,175861.396527471,192,850,29633.9290853914,15,10,4,1,8,47,33,13,3,29,42,34,8,3,29,92,71,0,0,0,5,3,2,1,2,4,7,6,1,6,13,0,3,0,3,4,4,1,0,1,1,2,0,0,3,0,2,3,3,1,0,1,1,2,0,3,7,2,11,9,8,4,3,3,9,4,2,0,3,0,6,3,5,1,1,2,4,2,0,1,0.0161476355247982,0.00838992306174226,0.013840830449827,0.00777666024040067,0.0200477971745801,7.85109020925398e-05,0.0115340253748558,0.00710738523543571,0.014363580644251,6.6647508768772e-05,0.00647905984544757,0.000913477764968201
NL,NLD,Netherlands,2021-10-07,2021-10-07,803,12063204.3551416,701,3274,215,1797,0,8,803,353,1,10,661,123,55,591,8,227268.150601998,4,3,1,3,3,108833.051261284,216,794,27681.5761103538,13,10,2,1,8,40,30,7,2,28,41,33,6,1,31,104,79,0,0,0,4,3,1,0,3,3,5,2,0,4,7,0,1,0,1,3,0,0,0,0,3,1,0,0,1,0,0,2,0,0,0,0,2,0,0,1,3,2,5,6,2,2,2,1,7,3,0,0,2,1,2,3,1,1,1,1,4,1,0,1,0.0099626400996264,0.00686915523316035,0.0099626400996264,0.00686915523316035,0.0188397828562965,7.67228382051981e-05,0.0037359900373599,0.00421968851650479,0.00902190231195885,5.33577903920925e-05,0.0078030239007673,0.00103653292583655
NL,NLD,Netherlands,2021-10-08,2021-10-08,734,11908473.7782585,621,2852,222,1513.5,0,12,734,326,0,0,608,111,54,542,10,243718.580438358,9,1,0,9,7,200256.240823303,222,728,25380.5886754881,10,7,1,2,5,39,28,9,2,25,37,27,9,4,22,100,78,0,0,0,4,2,2,0,2,2,10,2,3,7,10,1,1,0,2,1,2,1,1,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,1,3,5,2,8,4,6,3,1,1,6,2,1,3,5,2,7,4,5,3,1,1,6,2,1,1,0.0163487738419619,0.0091740947868515,0.0136239782016349,0.00838635580741934,0.0204659795181578,8.04166668609344e-05,0.00953678474114441,0.00703105065134254,0.0168162809569194,7.30301773233771e-05,0.00874684203894772,0.00114555297977791
NL,NLD,Netherlands,2021-10-09,2021-10-09,740,12288016.4401902,628,2679,163.01,1704,0,9,740,315,0,0,594,122,61,521,4,64287.3140801468,3,1,0,3,3,41408.1604271985,165,722,25171.4079995913,8,7,0,0,5,32,27,3,2,23,33,29,3,2,25,86,60,0,0,0,6,6,0,0,6,6,9,0,1,7,8,2,3,2,5,5,2,2,1,0,4,2,2,2,3,2,5,5,2,2,1,0,4,2,2,2,4,3,6,7,3,3,1,0,6,3,2,2,4,3,6,7,3,3,1,0,6,3,2,1,0.0121621621621622,0.00789733306735223,0.00540540540540541,0.00528286380213767,0.00523170801349868,4.03357294052483e-05,0.00405405405405405,0.00457820128270516,0.00336980021378922,3.24023342260808e-05,0.00655505643556687,0.000996906564589015
NL,NLD,Netherlands,2021-10-10,2021-10-10,842,11975919.3212793,715,3347,210,1869,0,9,842,362,0,0,716,106,55,645,12,219140.931507903,9,2,1,8,9,145816.132895303,210,828,28866.9332737695,11,8,2,0,6,44,34,8,2,32,46,34,10,1,31,125,90,0,0,0,6,4,2,0,4,5,6,2,0,6,8,3,4,2,4,5,4,3,0,0,2,2,2,2,3,2,3,4,3,2,0,0,2,2,1,3,5,3,7,7,6,4,0,1,4,3,3,2,4,3,5,5,5,3,0,1,3,3,2,1,0.0106888361045131,0.00694582295487906,0.0142517814726841,0.00800589007978781,0.0182984642455401,7.59085536103305e-05,0.0106888361045131,0.00694582295487906,0.012175777824105,6.21129066669826e-05,0.00727475960152722,0.000980328485375169
