ISO2,ISO_3,country_agg,date,weight,Finished,B2,B4,E5,E6,pos_RF,count,symptomatic,infected,not_infected,vaccinated,unvaccinated,vac1dose,vac2doses,cli,cli_weight,cli_vaccinated,cli_unvaccinated,cli_vac1dose,cli_vac2doses,cliWHO,cliWHO_weight,cli_local,count_local,reach,stringent_cli,stringent_cli_vaccinated,stringent_cli_unvaccinated,stringent_cli_vac1dose,stringent_cli_vac2doses,classic_cli,classic_cli_vaccinated,classic_cli_unvaccinated,classic_cli_vac1dose,classic_cli_vac2doses,broad_cli,broad_cli_vaccinated,broad_cli_unvaccinated,broad_cli_vac1dose,broad_cli_vac2doses,test_recent,tested_vaccinated,tested_unvaccinated,tested_vac1dose,tested_vac2doses,positive_recent,positive_vaccinated,positive_unvaccinated,positive_vac1dose,positive_vac2doses,positive_symptomatic,pos_RF_vaccinated,pos_RF_unvaccinated,pos_RF_vac1dose,pos_RF_vac2doses,pos_RF_symptomatic,positive_Fever_B1_1,positive_Cough_B1_2,positive_Difficulty_breathing_B1_3,positive_Fatigue_B1_4,positive_Stuffy_or_runny_nose_B1_5,positive_Aches_or_muscle_pain_B1_6,positive_Sore_throat_B1_7,positive_Chest_pain_B1_8,positive_Nausea_B1_9,positive_Loss_of_smell_or_taste_B1_10,positive_Headache_B1_12,positive_Chills_B1_13,pos_vaccinated_Fever_B1_1,pos_vaccinated_Cough_B1_2,pos_vaccinated_Difficulty_breathing_B1_3,pos_vaccinated_Fatigue_B1_4,pos_vaccinated_Stuffy_or_runny_nose_B1_5,pos_vaccinated_Aches_or_muscle_pain_B1_6,pos_vaccinated_Sore_throat_B1_7,pos_vaccinated_Chest_pain_B1_8,pos_vaccinated_Nausea_B1_9,pos_vaccinated_Loss_of_smell_or_taste_B1_10,pos_vaccinated_Headache_B1_12,pos_vaccinated_Chills_B1_13,pos_RF_Fever_B1_1,pos_RF_Cough_B1_2,pos_RF_Difficulty_breathing_B1_3,pos_RF_Fatigue_B1_4,pos_RF_Stuffy_or_runny_nose_B1_5,pos_RF_Aches_or_muscle_pain_B1_6,pos_RF_Sore_throat_B1_7,pos_RF_Chest_pain_B1_8,pos_RF_Nausea_B1_9,pos_RF_Loss_of_smell_or_taste_B1_10,pos_RF_Headache_B1_12,pos_RF_Chills_B1_13,pos_RF_vaccinated_Fever_B1_1,pos_RF_vaccinated_Cough_B1_2,pos_RF_vaccinated_Difficulty_breathing_B1_3,pos_RF_vaccinated_Fatigue_B1_4,pos_RF_vaccinated_Stuffy_or_runny_nose_B1_5,pos_RF_vaccinated_Aches_or_muscle_pain_B1_6,pos_RF_vaccinated_Sore_throat_B1_7,pos_RF_vaccinated_Chest_pain_B1_8,pos_RF_vaccinated_Nausea_B1_9,pos_RF_vaccinated_Loss_of_smell_or_taste_B1_10,pos_RF_vaccinated_Headache_B1_12,pos_RF_vaccinated_Chills_B1_13,first_date,day_count,days_aggregated,p_rf,p_rf_CI,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI
JP,JPN,Japan,2021-10-11,101175437.398095,4468,7814.4,335,8682,0,13,5125,1468,0,0,4312,427,271,3996,29,875813.874622171,23,3,2,20,23,669550.836375504,343,5059,53271.4382386048,22,18,1,2,16,113,93,12,13,78,186,157,13,20,135,247,210,0,0,0,4,3,1,0,3,2,8,4,1,7,11,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,2,2,1,2,3,3,0,2,3,10,3,2,0,2,0,1,2,2,0,1,1,6,1,1,2021-10-11,5125,1,0.00253658536585366,0.00137712824298518,0.00565853658536585,0.00205362430214965,0.00865638832057731,1.80505740101236e-05,0.00448780487804878,0.00182995930358262,0.0066177211939398,1.57987593175675e-05,0.00643872234993338,0.000679200594735946
JP,JPN,Japan,2021-10-12,101305224.181891,4625,7138.5,178,9791,0,16,5298,1433,0,0,4458,411,317,4099,26,814228.474222304,23,1,3,20,16,409171.399302851,186,5237,55145.7841580497,18,13,2,3,10,107,87,11,12,75,151,130,9,17,113,230,184,0,0,0,3,2,1,1,1,1,9,4,2,7,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,1,3,3,2,3,1,13,3,3,3,3,2,0,0,1,2,2,1,6,2,2,2021-10-12,5298,1,0.00302000755001888,0.00147754035007623,0.00490751226878067,0.00188171798087066,0.00803737892885347,1.73874961072198e-05,0.00302000755001888,0.00147754035007623,0.00403899604000872,1.23506567195955e-05,0.00337287796047868,0.000483903315124687
JP,JPN,Japan,2021-10-13,100408485.434086,4632,7067.6,248,9679,0,5,5348,1435,0,0,4326,367,288,4004,19,465214.091716535,17,2,2,14,12,240223.27981527,254,5280,55598.5755880279,14,11,1,4,7,120,91,8,7,84,168,127,8,8,117,231,186,0,0,0,1,1,0,1,0,1,1,3,1,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,1,0,1,0,4,3,1,0,0,0,0,0,0,0,0,0,0,1,0,2021-10-13,5348,1,0.000934928945400149,0.000819103124171993,0.00355272999252057,0.00159463265636094,0.00463321490913163,1.32829848629717e-05,0.00224382946896036,0.00126811758983733,0.00239245994774979,9.55575667279417e-06,0.00456846236281445,0.000560540481315855
JP,JPN,Japan,2021-10-14,100536973.023314,4062,6247.1,115,8554,0,7,4731,1263,0,0,3820,347,255,3524,18,705732.641645187,15,1,1,14,12,315700.142293837,124,4660,49069.9549697368,12,8,0,0,7,93,78,5,7,70,120,103,4,8,93,228,188,0,0,0,5,4,1,0,4,2,5,1,0,5,4,0,2,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,4,0,1,3,0,2,0,0,3,1,0,0,2,0,0,2,0,1,0,0,2,0,0,2021-10-14,4731,1,0.00147960262101036,0.00109527363448911,0.00380469245402663,0.00175429910325697,0.00701963288154228,1.63197205970201e-05,0.00253646163601776,0.00143329069244448,0.00314013971974894,1.09364589965876e-05,0.00252700456066192,0.000444215642477672
JP,JPN,Japan,2021-10-15,101288212.110813,4202,6874.9,191,8957,0,15,4824,1346,0,0,3950,346,220,3698,11,441526.370048869,9,1,0,8,6,252581.754670306,197,4768,50207.1985613101,19,10,7,1,9,92,74,9,7,65,149,116,10,10,104,199,153,0,0,0,4,2,1,0,2,2,6,6,1,5,13,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,4,5,2,5,3,5,4,3,2,12,5,3,1,1,1,2,2,2,2,1,1,4,2,1,2021-10-15,4824,1,0.00310945273631841,0.00157112290590797,0.00228026533996683,0.00134598870581353,0.00435910912876833,1.28297700212738e-05,0.00124378109452736,0.000994594756595481,0.00249369348521989,9.71287945455751e-06,0.0039237401337865,0.000546841554654369
JP,JPN,Japan,2021-10-16,100983037.462741,4829,8599.165,172,10245,0,14,5549,1522,0,0,4543,370,259,4232,26,643293.112357267,20,3,0,20,17,438514.090019117,182,5471,57609.8119397918,12,9,3,2,7,122,97,13,6,89,173,137,17,7,127,230,182,0,0,0,6,3,2,0,3,5,5,4,1,4,13,3,3,0,2,3,2,1,1,0,1,1,2,2,1,0,1,0,1,1,0,0,0,1,1,3,5,1,3,5,2,2,2,0,9,1,2,2,2,1,2,0,1,1,1,0,2,1,1,2021-10-16,5549,1,0.00252297711299333,0.00131992372219306,0.00468552892413047,0.0017968019051328,0.00637030860350794,1.55173084254058e-05,0.00306361506577762,0.00145409087877244,0.00434245296078473,1.28246769020141e-05,0.00315918406729411,0.000458247636286607
JP,JPN,Japan,2021-10-17,99875759.6923619,4557,6957.53,224,9475,0,4,5242,1513,0,0,4246,331,262,3943,20,538266.727881526,15,3,1,14,10,327225.931710357,227,5179,54535.0422292418,12,9,2,2,7,92,65,14,4,60,149,113,14,9,102,233,197,0,0,0,2,1,0,0,1,0,3,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,2,0,2,0,2,2,2,1,1,1,2,1,2,0,2,0,2,2,2,2021-10-17,5242,1,0.000763067531476536,0.000747507077219319,0.00381533765738268,0.00166892183875973,0.00538936304003594,1.43586401898403e-05,0.00190766882869134,0.0011812353457819,0.00327632983937525,1.12072545909864e-05,0.00416246124915041,0.000540355545034234
JP,JPN,Japan,2021-10-18,102179075.772112,4255,8032.62,180,8663,0,11,4873,1451,0,0,3967,361,223,3707,23,553858.338636304,14,4,1,12,17,384670.937118671,189,4820,50754.7602905861,13,7,3,0,7,110,77,19,5,70,155,111,18,7,103,206,167,0,0,0,3,3,0,1,2,3,8,2,1,7,11,1,0,1,0,0,2,1,1,1,1,2,1,1,0,1,0,0,2,1,1,1,1,2,1,4,2,3,3,3,5,3,2,2,9,5,2,2,1,2,1,2,4,2,1,2,6,3,2,2021-10-18,4873,1,0.00225733634311512,0.00133246955183699,0.0047198850810589,0.00192436859720999,0.00542046729676399,1.42365654517313e-05,0.00348861071208701,0.00165545459513878,0.00376467426634975,1.18744028143304e-05,0.00372378864401918,0.000529897770660915
JP,JPN,Japan,2021-10-19,101165754.50676,4293,7158,332,8842,0,14,4875,1510,0,0,3989,354,213,3733,30,698213.357718325,22,5,4,18,19,404522.278813126,335,4812,50670.5200245436,23,13,7,1,12,119,89,18,7,81,156,120,17,8,110,186,152,0,0,0,5,4,1,0,4,4,6,7,1,5,13,1,3,0,3,3,2,1,2,1,3,1,0,0,2,0,2,3,1,1,2,1,2,1,0,5,10,5,9,8,6,6,5,3,12,6,5,0,3,1,3,5,2,3,3,1,4,2,1,2021-10-19,4875,1,0.00287179487179487,0.00150214891815754,0.00615384615384615,0.00219529899722872,0.00690167696689963,1.61326149015893e-05,0.0038974358974359,0.00174905030474358,0.00399860882553984,1.22974697006929e-05,0.00661133929230909,0.000705626255961375
JP,JPN,Japan,2021-10-20,101801059.513545,4118,6989.3,240,8558,0,6,4739,1427,0,0,3894,309,203,3654,12,250507.560969743,11,0,4,7,6,181242.737534774,243,4674,49217.3754353111,9,4,2,0,4,96,70,13,11,59,137,102,15,13,87,194,162,0,0,0,3,2,1,1,1,2,3,2,1,2,5,0,1,0,1,2,1,2,1,1,1,2,0,0,0,0,0,1,1,1,0,0,0,1,0,0,3,0,2,3,2,3,1,1,4,2,0,0,1,0,0,1,1,1,0,0,1,1,0,2021-10-20,4739,1,0.00126608989238236,0.00101242277292661,0.00253217978476472,0.0014308741971417,0.00246075593089885,9.62434554925848e-06,0.00126608989238236,0.00101242277292661,0.00178036199623894,8.18915618948075e-06,0.00493728074385818,0.00061923857805423
JP,JPN,Japan,2021-10-21,100807693.450823,3723,5837.8,222,7679,0,7,4272,1323,0,0,3799,310,198,3562,15,292179.556945415,9,2,2,7,10,228155.165385956,227,4224,44478.8604704223,10,5,1,1,4,92,72,10,6,65,123,102,10,9,91,178,155,0,0,0,3,3,0,1,2,2,4,1,2,2,6,1,2,0,1,1,1,1,0,0,0,1,1,1,2,0,1,1,1,1,0,0,0,1,1,2,4,0,3,2,2,2,0,0,4,1,2,1,2,0,1,1,1,1,0,0,1,1,1,2021-10-21,4272,1,0.00163857677902622,0.00121285745708861,0.00351123595505618,0.00177377561284064,0.00289838549959433,1.04941927304959e-05,0.00234082397003745,0.00144913200317273,0.00226327135931601,9.27635895839213e-06,0.00510354801357717,0.000662210874709639
JP,JPN,Japan,2021-10-22,100367256.538364,3738,6216.1,189,7297.3,0,9,4369,1344,0,0,3961,318,196,3720,27,660732.723406583,23,2,0,23,19,542450.460253449,197,4307,45352.8532306129,11,6,1,0,6,109,95,8,8,87,143,127,9,9,118,181,160,0,0,0,2,2,0,0,2,1,5,1,1,4,8,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,0,0,1,0,3,4,4,5,4,3,5,3,1,7,5,1,1,2,3,3,2,2,3,2,0,3,4,1,2021-10-22,4369,1,0.00205996795605402,0.00134443411238434,0.00617990386816205,0.00232381641735311,0.0065831501845826,1.58210282823998e-05,0.00434882124055848,0.00195117603375062,0.00540465565127908,1.43436371316127e-05,0.00434371789131507,0.000605245137071248
JP,JPN,Japan,2021-10-23,99818808.9305978,4033,6525.46,251,8169,0,7,4672,1453,0,0,4241,342,189,4007,12,396073.749744571,9,1,0,9,9,309330.630566637,258,4615,48596.1034732479,10,9,1,0,9,85,71,8,4,66,126,105,10,6,98,188,172,0,0,0,4,2,1,1,1,4,4,2,2,2,7,1,1,1,2,2,1,2,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,2,2,2,4,3,1,4,3,1,3,3,2,1,1,1,3,2,1,2,2,1,2,2,1,2021-10-23,4672,1,0.00149828767123288,0.00110909483781564,0.00256849315068493,0.00145136759154458,0.00396792702685878,1.23327633838179e-05,0.0019263698630137,0.00125732572778239,0.00309892127426314,1.09036826768922e-05,0.00530906763218225,0.000646101241202644
JP,JPN,Japan,2021-10-24,102520949.991279,4325,7387,151,8864,0,7,4946,1558,0,0,4524,355,180,4302,19,459249.44025066,16,2,1,15,11,290293.538103333,156,4904,51639.283084032,12,10,1,1,9,115,95,13,11,83,155,132,13,13,118,214,190,0,0,0,3,2,1,0,2,2,5,1,0,5,6,0,0,1,1,1,2,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,3,1,5,0,0,1,4,4,0,0,0,1,2,0,3,0,0,1,3,3,0,2021-10-24,4946,1,0.0014152850788516,0.0010476964107119,0.00384148807116862,0.00172399104093442,0.00447956676454644,1.29266168463248e-05,0.00222401940962394,0.00131282501726795,0.00283155333742058,1.0285808095317e-05,0.00302095595994513,0.000473339993874006
JP,JPN,Japan,2021-10-25,99873484.1801029,4188,8021.2,169,8462.11,0,7,4817,1531,0,0,4380,352,170,4173,24,548284.150671154,18,5,2,16,13,318021.691468803,174,4755,50070.3081289911,13,10,2,3,7,114,94,16,4,90,151,132,15,7,125,182,167,0,0,0,3,2,0,0,2,1,6,0,0,6,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,2,2,3,2,0,1,4,1,0,1,2,0,2,2,3,2,0,1,4,1,0,2021-10-25,4817,1,0.001453186630683,0.00107573346608271,0.00498235416234171,0.00198834827521293,0.00548978695568914,1.44912336794067e-05,0.00269877517126842,0.00146506298864439,0.00318424548897595,1.10492731094061e-05,0.00347511342554037,0.000515449978232488
JP,JPN,Japan,2021-10-26,100991139.053663,3983,6929,182,7686,0,15,4650,1470,541,3861,4231,322,155,4028,24,447872.726698279,21,2,4,14,19,350694.590212553,190,4572,48143.3120432696,11,10,0,0,9,112,93,13,6,83,147,124,14,8,113,204,179,0,0,0,7,4,2,0,4,5,10,2,0,9,13,0,2,0,2,3,2,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,2,6,2,6,8,6,1,1,1,8,3,3,1,3,1,4,5,3,1,0,0,6,2,2,2021-10-26,4650,1,0.0032258064516129,0.00162981818964097,0.00516129032258065,0.00205957255874957,0.00443477250474715,1.29591640790552e-05,0.00408602150537635,0.00183350818337489,0.00347252831781814,1.14729206939028e-05,0.00394655024625714,0.000560054445699108
JP,JPN,Japan,2021-10-27,102020400.267517,3968,7787.4,178,8041,0,12,4579,1432,505,3933,4151,333,153,3961,22,573491.634076435,15,5,2,12,14,415954.664757004,182,4510,47490.4499814405,18,15,2,0,14,95,69,17,5,62,124,96,16,6,88,196,173,0,0,0,4,2,2,0,1,2,8,3,0,7,10,1,0,1,1,2,0,2,1,1,2,1,1,1,0,1,1,2,0,2,1,1,2,1,1,4,6,2,5,6,4,5,4,2,9,4,4,2,4,2,3,4,2,3,2,1,8,2,2,2021-10-27,4579,1,0.00262065953264905,0.00148080630384532,0.00480454247652326,0.00200282489230072,0.00562134271746267,1.45077648783742e-05,0.00305743612142389,0.00159910335519409,0.00407717146439625,1.23650794483402e-05,0.00383234945280844,0.000555704249125864
JP,JPN,Japan,2021-10-28,100332633.893159,3931,7970.37,243,7925,0,6,4506,1419,508,3881,4091,338,128,3920,22,561979.779846002,18,2,1,17,15,343994.018660342,248,4450,46858.647986122,13,9,3,2,7,104,89,9,5,82,150,131,12,8,120,215,202,0,0,0,3,2,1,0,2,3,3,2,1,2,6,1,0,1,1,1,2,0,2,1,1,2,0,0,0,1,1,1,1,0,1,1,0,2,0,2,2,2,3,2,3,1,3,2,4,3,2,0,0,1,1,1,1,0,1,1,1,2,0,2021-10-28,4506,1,0.00133155792276964,0.00106473907359671,0.00488237905015535,0.00203519230684518,0.0056011664205331,1.460314931139e-05,0.0033288948069241,0.0016818159502855,0.00342853571477702,1.14376169299793e-05,0.00529251292255486,0.000656949325580004
