ISO2,ISO_3,country_agg,date,first_date,day_count,weight,Finished,B2,B4,E5,E6,pos_RF,count,symptomatic,infected,not_infected,vaccinated,unvaccinated,vac1dose,vac2doses,cli,cli_weight,cli_vaccinated,cli_unvaccinated,cli_vac1dose,cli_vac2doses,cliWHO,cliWHO_weight,cli_local,count_local,reach,stringent_cli,stringent_cli_vaccinated,stringent_cli_unvaccinated,stringent_cli_vac1dose,stringent_cli_vac2doses,classic_cli,classic_cli_vaccinated,classic_cli_unvaccinated,classic_cli_vac1dose,classic_cli_vac2doses,broad_cli,broad_cli_vaccinated,broad_cli_unvaccinated,broad_cli_vac1dose,broad_cli_vac2doses,test_recent,tested_vaccinated,tested_unvaccinated,tested_vac1dose,tested_vac2doses,positive_recent,positive_vaccinated,positive_unvaccinated,positive_vac1dose,positive_vac2doses,positive_symptomatic,pos_RF_vaccinated,pos_RF_unvaccinated,pos_RF_vac1dose,pos_RF_vac2doses,pos_RF_symptomatic,positive_Fever_B1_1,positive_Cough_B1_2,positive_Difficulty_breathing_B1_3,positive_Fatigue_B1_4,positive_Stuffy_or_runny_nose_B1_5,positive_Aches_or_muscle_pain_B1_6,positive_Sore_throat_B1_7,positive_Chest_pain_B1_8,positive_Nausea_B1_9,positive_Loss_of_smell_or_taste_B1_10,positive_Headache_B1_12,positive_Chills_B1_13,pos_vaccinated_Fever_B1_1,pos_vaccinated_Cough_B1_2,pos_vaccinated_Difficulty_breathing_B1_3,pos_vaccinated_Fatigue_B1_4,pos_vaccinated_Stuffy_or_runny_nose_B1_5,pos_vaccinated_Aches_or_muscle_pain_B1_6,pos_vaccinated_Sore_throat_B1_7,pos_vaccinated_Chest_pain_B1_8,pos_vaccinated_Nausea_B1_9,pos_vaccinated_Loss_of_smell_or_taste_B1_10,pos_vaccinated_Headache_B1_12,pos_vaccinated_Chills_B1_13,pos_RF_Fever_B1_1,pos_RF_Cough_B1_2,pos_RF_Difficulty_breathing_B1_3,pos_RF_Fatigue_B1_4,pos_RF_Stuffy_or_runny_nose_B1_5,pos_RF_Aches_or_muscle_pain_B1_6,pos_RF_Sore_throat_B1_7,pos_RF_Chest_pain_B1_8,pos_RF_Nausea_B1_9,pos_RF_Loss_of_smell_or_taste_B1_10,pos_RF_Headache_B1_12,pos_RF_Chills_B1_13,pos_RF_vaccinated_Fever_B1_1,pos_RF_vaccinated_Cough_B1_2,pos_RF_vaccinated_Difficulty_breathing_B1_3,pos_RF_vaccinated_Fatigue_B1_4,pos_RF_vaccinated_Stuffy_or_runny_nose_B1_5,pos_RF_vaccinated_Aches_or_muscle_pain_B1_6,pos_RF_vaccinated_Sore_throat_B1_7,pos_RF_vaccinated_Chest_pain_B1_8,pos_RF_vaccinated_Nausea_B1_9,pos_RF_vaccinated_Loss_of_smell_or_taste_B1_10,pos_RF_vaccinated_Headache_B1_12,pos_RF_vaccinated_Chills_B1_13,days_aggregated,p_rf,p_rf_CI,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI
FR,FRA,France,2021-10-01,2021-10-01,2545,47267639.9788906,2122,9304.4,385,5474,0,13,2545,1045,348,2096,2140,320,219,1889,24,521242.996043469,19,4,1,18,20,424870.344115988,385,2497,32881.7015523796,12,8,3,3,5,93,71,12,6,64,88,65,11,5,59,356,226,0,0,0,9,6,3,3,3,7,9,3,3,6,11,3,4,1,5,4,3,4,0,4,4,3,4,2,2,1,3,3,2,3,0,2,2,2,2,4,5,3,8,7,5,6,2,6,6,5,5,3,3,2,5,6,3,4,1,3,3,4,3,1,0.00510805500982318,0.00276961841310185,0.00943025540275049,0.00375498714626637,0.0110274808785937,2.97712041046658e-05,0.00785854616895874,0.00343053693922958,0.00898860921141256,2.69061590075838e-05,0.0117086398155736,0.00116269732137105
FR,FRA,France,2021-10-02,2021-10-02,2638,48541439.4192889,2191,9386.06,516,6014.2,0,23,2638,1114,344,2195,2210,350,208,1976,34,773371.844544633,28,4,2,26,30,668711.224253705,518,2592,34132.7074184093,22,18,2,1,16,103,83,14,5,77,96,77,13,5,70,398,253,0,0,0,8,8,0,4,4,3,20,2,5,15,16,0,0,0,3,1,3,1,0,0,1,1,0,0,0,0,3,1,3,1,0,0,1,1,0,6,12,3,16,13,9,9,4,7,11,12,7,4,10,3,14,11,7,8,2,5,10,10,5,1,0.00871872630780895,0.00354760835318562,0.0128885519332828,0.00430423379109898,0.0159321984225569,3.52242804356591e-05,0.0113722517058378,0.00404622775782979,0.0137760897133178,3.2790082600275e-05,0.015176059538735,0.00129694491757868
FR,FRA,France,2021-10-03,2021-10-03,2786,48963989.4350359,2315,9714,450,6525,0,28,2786,1174,413,2246,2285,404,220,2035,32,507072.314411619,22,8,6,16,26,435696.700029895,453,2723,35857.7786652502,30,16,10,3,13,102,79,15,16,62,96,72,17,12,59,355,222,0,0,0,17,10,7,3,7,11,15,10,5,10,21,6,9,4,11,9,6,7,2,2,8,8,7,2,5,1,6,5,3,4,1,1,4,4,3,10,17,5,20,17,11,11,4,3,16,15,13,4,9,1,10,9,5,7,2,1,7,7,6,1,0.0100502512562814,0.00370384300110799,0.0114860014357502,0.0039567023417253,0.0103560253211064,2.83560502626784e-05,0.00933237616654702,0.00357040628157041,0.00889830883996832,2.63040450317783e-05,0.0126332421265962,0.00115598729411271
FR,FRA,France,2021-10-04,2021-10-04,2049,46254574.680637,1706,8334.5,259,4678,0,11,2049,833,271,1707,1709,272,151,1542,15,342560.100659061,12,1,0,11,12,297437.113283214,262,2007,26429.1449802266,17,16,1,4,10,80,66,7,11,54,75,60,8,11,47,274,171,0,0,0,2,1,1,0,1,1,8,3,2,5,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,8,1,6,3,4,6,1,2,6,5,2,1,7,1,5,2,3,5,1,2,5,4,1,1,0.00536847242557345,0.00316397895266055,0.00732064421669107,0.00369110378968561,0.00740597233947679,2.47085703018743e-05,0.00585651537335286,0.00330385737538328,0.00643043667219638,2.30351008180583e-05,0.00991329837556301,0.00119440671683444
FR,FRA,France,2021-10-05,2021-10-05,2960,49016997.7927069,2451,11783,495.3,6307,0,24,2960,1272,408,2438,2479,390,249,2208,23,438873.126438366,19,3,0,19,19,375992.404552708,497.3,2901,38201.7686037058,23,20,3,3,17,99,79,14,6,73,99,83,10,9,74,379,231,0,0,0,7,4,2,2,2,5,17,5,2,15,22,1,1,1,5,1,3,0,1,1,1,1,2,1,1,0,3,0,2,0,0,0,1,1,1,5,14,5,21,18,11,9,3,7,15,13,9,5,11,3,15,13,10,6,2,6,12,11,8,1,0.00810810810810811,0.00323068169446719,0.00777027027027027,0.0031631982791361,0.00895348850809596,2.6370471554819e-05,0.00641891891891892,0.00287696671369014,0.00767065347704039,2.44241150214006e-05,0.0130177219059894,0.00113665463794089
FR,FRA,France,2021-10-06,2021-10-06,2724,46994727.1753041,2256,9237,631,5692,0,23,2724,1099,377,2252,2268,364,246,1998,28,516424.27342066,22,6,1,21,23,380046.6978974,633,2670,35159.8490768337,26,15,7,1,14,92,73,13,10,63,87,71,10,9,62,389,251,0,0,0,9,6,2,1,5,7,13,5,2,11,21,3,5,1,6,5,4,3,1,3,5,7,2,2,3,1,4,3,2,1,1,2,3,5,1,7,13,6,19,17,13,11,4,4,14,17,7,4,7,3,10,9,8,5,3,3,6,11,5,1,0.00844346549192364,0.003436083003272,0.0102790014684288,0.00378770716746695,0.0109889833277305,2.98059416252652e-05,0.00844346549192364,0.003436083003272,0.00808700721848464,2.56067363269702e-05,0.0180034902486847,0.0013898179483316
FR,FRA,France,2021-10-07,2021-10-07,2681,47276517.8278419,2183,9717.52202,414,5765,0,17,2681,1136,9,45,2165,335,207,1935,36,620775.555998705,27,7,2,25,31,530691.638084687,416,2626,34580.4358336199,22,15,4,4,11,103,87,11,5,81,96,80,8,6,73,353,228,0,0,0,6,6,0,1,5,5,13,2,3,10,16,3,2,1,5,2,1,3,1,1,4,2,1,3,2,1,5,2,1,3,1,1,4,2,1,8,8,4,15,11,6,7,3,4,14,10,5,6,4,2,11,8,4,5,1,3,11,7,3,1,0.00634091756807162,0.00300465381190398,0.0134278254382693,0.00435679332496938,0.0131307377218277,3.24488810243151e-05,0.0115628496829541,0.0040467525954564,0.0112252691709911,3.00311810314992e-05,0.0120299235672315,0.00114904275616825
FR,FRA,France,2021-10-08,2021-10-08,2486,48803071.8598147,2052,8931.21,399.9,5310,0,18,2486,1035,0,0,1944,316,189,1737,19,628581.556676471,11,1,0,11,15,439163.440412121,401,2441,32144.2665155622,19,12,5,1,11,95,75,9,7,68,95,74,11,7,67,326,197,0,0,0,9,8,1,3,5,5,12,3,3,9,13,2,1,1,4,3,3,2,2,1,2,3,1,2,1,1,4,3,3,2,2,1,2,3,1,5,6,1,10,8,7,6,4,4,9,5,5,3,4,1,7,5,5,5,2,2,5,4,2,1,0.00724054706355591,0.00333276916724746,0.00764279967819791,0.00342340105195469,0.0128799588370595,3.16349195006712e-05,0.00603378921962993,0.00304423662619928,0.00899868437940965,2.64942199118671e-05,0.0124750085619736,0.00121336315961984
FR,FRA,France,2021-10-09,2021-10-09,2525,47420029.4985409,2099,9373,568,5628,0,18,2525,1129,0,0,1972,286,192,1764,22,528072.200956213,14,5,4,10,20,470207.579017333,570,2467,32486.6470683703,22,14,4,3,10,102,76,13,9,66,101,76,13,8,66,347,207,0,0,0,5,1,3,0,1,4,10,4,4,6,15,1,1,0,3,1,2,3,0,2,2,3,3,0,1,0,1,1,0,1,0,0,1,1,1,5,10,4,12,11,10,8,5,5,13,10,7,2,6,1,6,7,5,3,3,1,8,6,3,1,0.00712871287128713,0.00328147754592895,0.00871287128712871,0.00362491462625701,0.0111360580442587,2.98676597059657e-05,0.00792079207920792,0.00345760104081684,0.00991580106528194,2.82011714241771e-05,0.017545670342661,0.0014276995215791
FR,FRA,France,2021-10-10,2021-10-10,2724,48084500.8730926,2261,9416,356,6153,0,19,2724,1126,0,0,2135,299,206,1905,25,511702.704103896,16,2,1,15,19,369622.112557683,357,2668,35133.512111233,22,13,5,3,10,101,73,12,9,64,100,75,12,9,66,326,188,0,0,0,11,7,3,2,5,8,13,5,4,9,16,3,7,3,6,7,4,5,3,1,5,5,4,3,6,3,6,6,4,5,3,1,4,5,4,5,12,6,11,14,10,8,5,2,12,10,6,4,11,5,10,12,9,8,4,1,9,9,5,1,0.00697503671071953,0.00312534432506852,0.0091776798825257,0.0035810376144621,0.0106417389140507,2.9002045323789e-05,0.00697503671071953,0.00312534432506852,0.00768692834169602,2.46857489107879e-05,0.0101612386165589,0.00104867970018094
