Dates,"Accepted,age=0","Refused,age=0","Vaccinated,age=0","Accepted,age=1","Refused,age=1","Vaccinated,age=1","Accepted,age=2","Refused,age=2","Vaccinated,age=2"
2021-01-01,0.5718549900685518,0.4281450099314482,0.0,0.6585370929080346,0.3414629070919653,0.0,0.8244405706090978,0.17555942939090224,0.0
2021-01-02,0.5693669361040549,0.43063306389594525,0.0,0.6580903846350404,0.3419096153649595,0.0,0.826994724995817,0.17300527500418295,0.0
2021-01-03,0.5787293881963012,0.4212706118036988,0.0,0.6672340796635502,0.3327659203364497,0.0,0.8318597429640333,0.16814025703596663,0.0
2021-01-04,0.5757777422251187,0.4242222577748812,0.0,0.6686113190473278,0.3313886809526722,0.0,0.8343310030484816,0.16566899695151838,0.0
2021-01-05,0.5748556543955596,0.4251443456044405,0.0,0.6707945169694325,0.3292054830305674,0.0,0.8352190747335282,0.1647809252664718,0.0
2021-01-06,0.5747325618823516,0.42526743811764844,0.0,0.6703801441672265,0.3296198558327735,0.0,0.8385773712619051,0.16142262873809485,0.0
2021-01-07,0.5745452646703306,0.422334760530048,0.003119974799621464,0.6707108565795252,0.32625033897426914,0.0030388044462054814,0.8387739906557306,0.1538127466446878,0.007413262699581637
2021-01-08,0.5698560616661439,0.42170554702170704,0.008438391312149128,0.6685293934004629,0.3229926004796726,0.008478006119864523,0.8289366967665928,0.14982971742433743,0.021233585809069914
2021-01-09,0.5707420103467409,0.4124270991901775,0.016830890463081644,0.6656912343711083,0.31907275727776185,0.015236008351129815,0.8131210040053058,0.15155731455490434,0.03532168143978985
2021-01-10,0.5660337546865873,0.4068412782873242,0.027124967026088458,0.6611789560694058,0.3142251243697552,0.024595919560839074,0.7963590677670651,0.14942345169009347,0.05421748054284144
2021-01-11,0.5463855430124231,0.4153781308049371,0.03823632618263968,0.6561878819720534,0.31035674604443214,0.03345537198351451,0.7788665991440085,0.1459029097492771,0.07523049110671444
2021-01-12,0.5449981649984312,0.40889401336859443,0.04610782163297444,0.6518507554196894,0.30615171772274535,0.04199752685756523,0.7581393477348948,0.1452779618565405,0.09658269040856465
2021-01-13,0.5432645301669214,0.4001128166669323,0.05662265316614629,0.6489940322915159,0.30108691558455863,0.049919052123925355,0.7414352973563008,0.13876484005187822,0.11979986259182104
2021-01-14,0.5464522178994293,0.3975624216035198,0.0559853604970509,0.6460036228622451,0.29852961164060554,0.05546676549714943,0.7270538438419162,0.13611323577718806,0.13683292038089578
2021-01-15,0.5528883098348291,0.39037597124187473,0.056735718923296166,0.646401675334858,0.29582496598513436,0.05777335868000758,0.7093380898730536,0.13972382633184613,0.15093808379510035
2021-01-16,0.5670422771620389,0.3796774653569235,0.05328025748103768,0.6463941485298824,0.2925944996030721,0.06101135186704545,0.7027078849270004,0.12910655744841937,0.1681855576245802
2021-01-17,0.5681259007113699,0.3785438455644571,0.05333025372417294,0.6415332839676835,0.2939898523772098,0.06447686365510669,0.6928725378251038,0.12655371274753244,0.1805737494273637
2021-01-18,0.5777957704827525,0.36756259259129204,0.05464163692595549,0.6410367460084241,0.29379103248919475,0.06517222150238113,0.681912033113098,0.12231890567035382,0.19576906121654813
2021-01-19,0.5823174613070699,0.3594493039015001,0.0582332347914301,0.644670139335681,0.28881739230239206,0.066512468361927,0.6723187462592182,0.12312050219087448,0.2045607515499074
2021-01-20,0.5766676878496015,0.3610136598942518,0.06231865225614665,0.6431595755533124,0.2877916985944845,0.06904872585220312,0.6590198218948432,0.12659831322716222,0.21438186487799463
2021-01-21,0.5732425646514631,0.3610283252479448,0.06572911010059213,0.6426368625401319,0.28644316898907934,0.07091996847078876,0.6429487534891407,0.12588651311992194,0.23116473339093732
2021-01-22,0.5654721962493887,0.36407735027888144,0.07045045347172994,0.6425235867879181,0.28435386639898547,0.07312254681309638,0.6359125617123208,0.1203090903566437,0.24377834793103548
2021-01-23,0.5515202958331075,0.37728502824122323,0.07119467592566936,0.6376216052621404,0.28683160245028877,0.07554679228757077,0.6183468416327655,0.12058091817821544,0.2610722401890191
