p_cases,p_cases_error,p_fatalities,p_fatalities_error,p_recentcases,p_recentcases_error,p_cases_daily,p_cases_daily_error,p_stillsick,p_stillsick_error,date,population
0.0107408247911888,0.0114165202304254,NA,NA,NA,NA,NA,NA,NA,NA,2020/03/28,10785860
0.00718318157552567,0.00769228447497828,NA,NA,NA,NA,NA,NA,NA,NA,2020/03/29,10785860
0.0064418999816127,0.00626307523188025,NA,NA,NA,NA,NA,NA,NA,NA,2020/03/30,10785860
0.00704938653940208,0.00691615969023311,NA,NA,NA,NA,NA,NA,NA,NA,2020/03/31,10785860
0.00824323405828632,0.00698673842876398,NA,NA,NA,NA,NA,NA,NA,NA,2020/04/01,10785860
0.00971178889276166,0.00671486297189903,NA,NA,NA,NA,NA,NA,NA,NA,2020/04/02,10785860
0.00980715376165021,0.00672089665960316,NA,NA,NA,NA,NA,NA,NA,NA,2020/04/03,10785860
0.0125712584898704,0.00702400259918052,NA,NA,NA,NA,NA,NA,NA,NA,2020/04/04,10785860
0.0125712584898704,0.00702400259918052,NA,NA,NA,NA,NA,NA,NA,NA,2020/04/05,10785860
0.0125672170400294,0.00699055355103748,NA,NA,NA,NA,NA,NA,NA,NA,2020/04/06,10785860
0.0113638001575591,0.00647127100846004,NA,NA,NA,NA,NA,NA,NA,NA,2020/04/07,10785860
0.010624700937426,0.00620408163270069,NA,NA,NA,NA,NA,NA,NA,NA,2020/04/08,10785860
0.010624700937426,0.00620408163270069,NA,NA,NA,NA,NA,NA,NA,NA,2020/04/09,10785860
0.00961933233837894,0.00484563494243901,NA,NA,NA,NA,NA,NA,NA,NA,2020/04/10,10785860
0.0129981557892908,0.00806359790345733,NA,NA,NA,NA,NA,NA,NA,NA,2020/04/11,10785860
0.010561833123238,0.00604640053035565,NA,NA,NA,NA,NA,NA,NA,NA,2020/04/12,10785860
0.0103186202384452,0.00599391322614854,NA,NA,NA,NA,NA,NA,NA,NA,2020/04/13,10785860
0.010045162281972,0.00596656975275081,NA,NA,NA,NA,NA,NA,NA,NA,2020/04/14,10785860
0.0101305889441123,0.0059772195579377,NA,NA,NA,NA,NA,NA,NA,NA,2020/04/15,10785860
0.0100781928256927,0.00596568390354664,NA,NA,NA,NA,NA,NA,NA,NA,2020/04/16,10785860
0.0102477321719895,0.00599471635731357,NA,NA,NA,NA,NA,NA,NA,NA,2020/04/17,10785860
0.0102477321719895,0.00599471635731357,NA,NA,NA,NA,NA,NA,NA,NA,2020/04/18,10785860
0.0102883053843802,0.00599540130733672,NA,NA,NA,NA,NA,NA,NA,NA,2020/04/19,10785860
0.0104462567744106,0.00602146232555824,NA,NA,NA,NA,NA,NA,NA,NA,2020/04/20,10785860
0.0104462567744106,0.00602146232555824,NA,NA,NA,NA,NA,NA,NA,NA,2020/04/21,10785860
0.0104462567744106,0.00602146232555824,NA,NA,NA,NA,NA,NA,NA,NA,2020/04/22,10785860
0.0104462567744106,0.00602146232555824,NA,NA,NA,NA,NA,NA,NA,NA,2020/04/23,10785860
0.0104462567744106,0.00602146232555824,NA,NA,NA,NA,NA,NA,NA,NA,2020/04/24,10785860
0.0104462567744106,0.00602146232555824,NA,NA,NA,NA,NA,NA,NA,NA,2020/04/25,10785860
0.0104462567744106,0.00602146232555824,NA,NA,NA,NA,NA,NA,NA,NA,2020/04/26,10785860
0.0103878355888016,0.00585056710504897,NA,NA,NA,NA,NA,NA,NA,NA,2020/04/27,10785860
0.0103878355888016,0.00585056710504897,NA,NA,NA,NA,NA,NA,NA,NA,2020/04/28,10785860
0.0103878355888016,0.00585056710504897,NA,NA,NA,NA,NA,NA,NA,NA,2020/04/29,10785860
0.0103878355888016,0.00585056710504897,NA,NA,NA,NA,NA,NA,NA,NA,2020/04/30,10785860
0.0103878355888016,0.00585056710504897,NA,NA,NA,NA,NA,NA,NA,NA,2020/05/01,10785860
0.0103878355888016,0.00585056710504897,NA,NA,NA,NA,NA,NA,NA,NA,2020/05/02,10785860
0.0103878355888016,0.00585056710504897,NA,NA,NA,NA,NA,NA,NA,NA,2020/05/03,10785860
0.0103878355888016,0.00585056710504897,NA,NA,NA,NA,NA,NA,NA,NA,2020/05/04,10785860
0.0103878355888016,0.00585056710504897,NA,NA,NA,NA,NA,NA,NA,NA,2020/05/05,10785860
0.0103878355888016,0.00585056710504897,NA,NA,NA,NA,NA,NA,NA,NA,2020/05/06,10785860
0.0103878355888016,0.00585056710504897,NA,NA,NA,NA,NA,NA,NA,NA,2020/05/07,10785860
0.0103878355888016,0.00585056710504897,NA,NA,NA,NA,NA,NA,NA,NA,2020/05/08,10785860
0.0103878355888016,0.00585056710504897,NA,NA,NA,NA,NA,NA,NA,NA,2020/05/09,10785860
0.0103878355888016,0.00585056710504897,NA,NA,NA,NA,NA,NA,NA,NA,2020/05/10,10785860
0.0103878355888016,0.00585056710504897,NA,NA,NA,NA,NA,NA,NA,NA,2020/05/11,10785860
0.0103878355888016,0.00585056710504897,NA,NA,NA,NA,NA,NA,NA,NA,2020/05/12,10785860
0.0103878355888016,0.00585056710504897,NA,NA,NA,NA,NA,NA,NA,NA,2020/05/13,10785860
