p_cases,p_cases_error,p_fatalities,p_fatalities_error,p_recentcases,p_recentcases_error,p_cases_daily,p_cases_daily_error,p_stillsick,p_stillsick_error,date,population
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020/04/16,204453710
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020/04/17,204453710
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020/04/18,204453710
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020/04/19,204453710
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020/04/20,204453710
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020/04/21,204453710
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020/04/22,204453710
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020/04/23,204453710
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020/04/24,204453710
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020/04/25,204453710
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020/04/26,204453710
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020/04/27,204453710
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020/04/28,204453710
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020/04/29,204453710
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020/04/30,204453710
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020/05/01,204453710
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020/05/02,204453710
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020/05/03,204453710
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020/05/04,204453710
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020/05/05,204453710
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020/05/06,204453710
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020/05/07,204453710
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020/05/08,204453710
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020/05/09,204453710
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020/05/10,204453710
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020/05/11,204453710
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020/05/12,204453710
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020/05/13,204453710
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020/05/14,204453710
0.00483104868544542,0.00422212326607405,NA,NA,0.00242424242424242,0.00335569193110087,0.000346320346320346,0.00126965259534108,0.00102622276423747,0.00201010997808757,2020/05/15,204453710
0.0152064680917308,0.00899090649747655,NA,NA,0.00189236453456891,0.00163801307903138,0.000270337790652701,0.000620130128376433,0.00112708674494103,0.0013175512107811,2020/05/16,204453710
0.0341582788784448,0.0300886086096499,NA,NA,0.00151773939251855,0.00125956324678555,0.000216819913216936,0.000476833630771937,0.000943860898951517,0.0010495853522117,2020/05/17,204453710
0.0337220437850198,0.029595431611447,NA,NA,0.00143184035082848,0.00102095318578297,0.000204548621546926,0.000386391384164262,0.00112041650429717,0.000902422966916415,2020/05/18,204453710
0.0340228511092291,0.029958630262257,NA,NA,0.00145838395021254,0.00126383981629299,0.000208340564316078,0.000478547160792541,0.00124371755963753,0.00121488006188537,2020/05/19,204453710
0.0395309201114853,0.0195422338087371,NA,NA,0.00506903428929838,0.0051270743654185,0.000724147755614053,0.00195517378365193,0.00315973710810052,0.0040083995975888,2020/05/20,204453710
0.0421029401335939,0.017402713495239,NA,NA,0.00540979497818965,0.00489270029051565,0.000772827854027093,0.00186659105378721,0.00367492479690354,0.00390978056190475,2020/05/21,204453710
0.042424889379553,0.0171399827583081,NA,NA,0.00588826185292907,0.00531162267231162,0.000841180264704152,0.0020251280378006,0.00416402235684413,0.00433347842398608,2020/05/22,204453710
0.0425574976401047,0.0170786924877791,NA,NA,0.00590146669972318,0.00527708269658769,0.000843066671389025,0.00201204358646045,0.00421162638754549,0.00430763724530039,2020/05/23,204453710
0.0425289367632211,0.0170726142296432,NA,NA,0.00589227781780573,0.0052735609618793,0.000841753973972247,0.00201070916075571,0.00420352435658803,0.00430426020484171,2020/05/24,204453710
0.0416047282352755,0.0169151216542631,NA,NA,0.00573069721531984,0.0050809619557875,0.000818671030759977,0.00193744166712851,0.00404770722587762,0.00412694126292224,2020/05/25,204453710
0.0393904843170162,0.0161758716573614,NA,NA,0.0055387755411046,0.00484533854982937,0.000791253648729228,0.00184780175302399,0.00383133885242984,0.00388601087613626,2020/05/26,204453710
0.0393476133689148,0.0161701212455147,NA,NA,0.00553221826656865,0.00484287220095015,0.000790316895224093,0.00184686728489567,0.00379712765831663,0.00387753477930139,2020/05/27,204453710
0.0393476133689148,0.0161701212455147,NA,NA,0.00552417443657646,0.00483984664204673,0.00078916777665378,0.00184572096545427,0.00379712765831663,0.00387753477930139,2020/05/28,204453710
0.0392200053338702,0.0161477528565752,NA,NA,0.00550160880867931,0.00484238634712612,0.000785944115525616,0.00184667813667614,0.0039102652063549,0.00404774409020419,2020/05/29,204453710
0.0392200053338702,0.0161477528565752,NA,NA,0.00580801979552855,0.00516706380753263,0.000829717113646936,0.00197065607930059,0.00426336332792409,0.00435123140225636,2020/05/30,204453710
0.0392200053338702,0.0161477528565752,NA,NA,0.00586745401952857,0.00530176157149035,0.00083820771707551,0.00202175877375507,0.00443104431942002,0.00451726114641153,2020/05/31,204453710
0.0392200053338702,0.0161477528565752,NA,NA,0.00618539577814491,0.00568099540684889,0.000883627968306415,0.0021658572672329,0.00448419762282544,0.00480408487548914,2020/06/01,204453710
0.0401058458715435,0.0162706240759294,NA,NA,0.0061778590219755,0.00540017233235806,0.000882551288853643,0.00205992178022619,0.00426751541700688,0.0044339412552195,2020/06/02,204453710
0.0400813168619918,0.0162656403827505,NA,NA,0.0034879857317653,0.00236121768145843,0.00049828367596647,0.000897317509271351,0.002882028098911,0.00213413965369349,2020/06/03,204453710
0.0400813168619918,0.0162656403827505,NA,NA,0.00292458643772044,0.00233242291825066,0.000417798062531492,0.000884065233321719,0.00224064039684196,0.00203974223655136,2020/06/04,204453710
0.0389479059774629,0.0162287177650286,NA,NA,0.00226563077038252,0.00236048603383157,0.000323661538626075,0.000894323441081938,0.00265853157675607,0.00373463868818842,2020/06/05,204453710
0.0390079728660291,0.0162087156031131,NA,NA,0.00246417770508952,0.00285734175497301,0.00035202538644136,0.00108324071454515,0.00246260035377632,0.00392040619261115,2020/06/06,204453710
0.0390529864897795,0.0162116067416581,NA,NA,0.00290635010610788,0.00305589587850408,0.000415192872301126,0.00115858681752999,0.00248108690044019,0.00394599825701997,2020/06/07,204453710
0.0410512946291824,0.0159201750312159,NA,NA,0.00397681163119424,0.00388975906207821,0.000568115947313462,0.0014757913912198,0.00317682912261891,0.00470391268140175,2020/06/08,204453710
0.0400070103937725,0.0163680741351994,0.00315171836757946,0.00512214720431202,0.00361909862686589,0.00399906063057837,0.000517014089552268,0.00151667501695992,0.00341588842894667,0.0054293511835043,2020/06/09,204453710
0.0548876774485706,0.0156019657074092,0.00912322088860666,0.00856352560516938,0.0128405420805767,0.0120929442063192,0.0018343631543681,0.00572007037475647,0.00516452099414875,0.0069080674846944,2020/06/10,204453710
0.0616497588710622,0.019082276383249,0.00910174155802895,0.00873166065922748,0.0117149440258389,0.0107681859263153,0.00167356343226269,0.00516724158482092,0.00446955557424582,0.00585311271815878,2020/06/11,204453710
0.0541919498492237,0.0181403969413842,0.00997742196057894,0.00827783541455505,0.0134312103294623,0.0116877553069831,0.00191874433278033,0.00551739218846675,0.00667654255476944,0.00695530454292476,2020/06/12,204453710
0.0584353315830152,0.0179600585885048,0.00969475435102115,0.00822529250729361,0.0167524528999511,0.0139283949996379,0.00239320755713587,0.00640867199852419,0.00619306836480404,0.00651909238411045,2020/06/13,204453710
0.0590855531242125,0.0179415885980481,0.0103612804420037,0.00823830121406027,0.0165686189072308,0.0137681458063163,0.00236694555817583,0.00634673365799495,0.00615788934781965,0.00640320440473478,2020/06/14,204453710
0.0580372959405123,0.0175405951813296,0.0109579659754776,0.00828552127041214,0.0164731768966132,0.0135553227459418,0.00235331098523045,0.00626602856419058,0.00625413575109875,0.00632892053974289,2020/06/15,204453710
0.0613179860521863,0.0163501594411313,0.00574457374762204,0.00372572518315771,0.012641255845346,0.00998535661732303,0.00180589369219228,0.00385106768264801,0.00822014727791691,0.00718597355992978,2020/06/16,204453710
0.062741889744181,0.0163208099130068,0.00638117309826888,0.00383400409377085,0.012755193179115,0.00857095472967549,0.00182217045415928,0.00331025865053987,0.00831215263362083,0.0061410013794478,2020/06/17,204453710
0.062741889744181,0.0163208099130068,0.00638117309826888,0.00383400409377085,0.0127602920127858,0.0085744761170664,0.00182289885896941,0.00331159345256405,0.00831215263362083,0.0061410013794478,2020/06/18,204453710
0.0628357768525826,0.0163272469038614,0.00642425165759992,0.00382693059788251,0.0132948800521958,0.00865784058429732,0.00189926857888512,0.00334481335236276,0.00811418553784846,0.00566003473789661,2020/06/19,204453710
0.0651382944981423,0.0164848710880517,0.00657671523461371,0.00384958635069334,0.0134342009146802,0.00887352542886581,0.00191917155924003,0.00342844498561227,0.00816421888912531,0.00584955057366068,2020/06/20,204453710
0.0693406922630512,0.0161564565103415,0.0077157088671144,0.00392010875946145,0.0187653866344952,0.00874045363293423,0.00269203733343338,0.00341082489690287,0.00807825881972514,0.00549652255346109,2020/06/21,204453710
0.0674918559859027,0.0157407627977357,0.0074617025376315,0.00374814060940727,0.0183418035115924,0.00851373937091974,0.00263152545873298,0.00332366138806492,0.00803963657990993,0.00533529018452303,2020/06/22,204453710
0.0669339728330906,0.015684816341824,0.00697681349466168,0.00356649624890689,0.0207530948998226,0.00883418263518264,0.00297809186977418,0.00347319083065785,0.00870690442495381,0.00560003444457578,2020/06/23,204453710
0.0678284213481238,0.0157420653752505,0.00708041251759096,0.00359276896212426,0.0199128954030067,0.00709220372924008,0.00285886187728637,0.00281205595670711,0.00750937495633713,0.00379594834962356,2020/06/24,204453710
0.0702085864247261,0.0158099243685242,0.00715772035408561,0.00360586443748965,0.0444045785086662,0.0159874393221026,0.00635735726364433,0.00935334321756267,0.00981555265723852,0.00433575138167537,2020/06/25,204453710
0.0702261237271749,0.0158108668836265,0.00725392022879614,0.00363041782211725,0.0516938667405583,0.0177903420848575,0.00740323711281842,0.0103632871985663,0.0107504097363345,0.00486411564232365,2020/06/26,204453710
0.0711298726102385,0.0158835354418588,0.00734326416880252,0.00363605065053274,0.0478913320760719,0.0229032713890798,0.00685973350787231,0.0108408954591475,0.0383568932362213,0.0225352570870851,2020/06/27,204453710
0.0709818669956421,0.0158158544116339,0.0073877128567521,0.00359745147831052,0.0475576861011814,0.0229536614107402,0.00681167980746816,0.0108513443111509,0.0383964392906679,0.022635277805376,2020/06/28,204453710
0.0709818669956421,0.0158158544116339,0.0073877128567521,0.00359745147831052,0.0471248618142154,0.022549704271389,0.00674984776647301,0.010698309418309,0.037921592929953,0.0222053124886861,2020/06/29,204453710
0.0716696508129416,0.0158472581785979,0.00738689829719921,0.00359706673783378,0.0503410392377785,0.0235562831047029,0.00721229783213843,0.0111696025822586,0.0385575844112493,0.0233489954079691,2020/06/30,204453710
0.0716696508129416,0.0158472581785979,0.00738689829719921,0.00359706673783378,0.061852935652514,0.0297353134826716,0.00886706336921769,0.01410938764163,0.044442335142682,0.0283960904853015,2020/07/01,204453710
0.0716696508129416,0.0158472581785979,0.00738689829719921,0.00359706673783378,0.061852935652514,0.0297353134826716,0.00886706336921769,0.01410938764163,0.044442335142682,0.0283960904853015,2020/07/02,204453710
0.0716618665714464,0.0158200478395056,0.0071220590245314,0.00346810265842488,0.0588945790637179,0.0285182169161918,0.00844284789174023,0.0135017879154013,0.0423807527467448,0.0272479737694505,2020/07/03,204453710
0.0710130768207619,0.0157412186052759,0.00687085385903992,0.0033167979188523,0.0560382251200526,0.0274510862758156,0.00803331725624142,0.0129624261634474,0.0401471357034678,0.0254776073635902,2020/07/04,204453710
0.0712470203597037,0.0157662423976417,0.00684594361143676,0.00328777470449515,0.0398998969062153,0.0268849317193164,0.00569998527231647,0.0125670583598624,0.0439514909327664,0.0272651456296468,2020/07/05,204453710
0.0714150873289053,0.0157696480619309,0.00688696942371725,0.00327389280737438,0.0530967853526765,0.0346735251432922,0.00758525505038235,0.0167409349782758,0.0643023717416663,0.0367342865422389,2020/07/06,204453710
0.0714150873289053,0.0157696480619309,0.00688696942371725,0.00327389280737438,0.0538929432487629,0.0364202301717799,0.0076989918926804,0.0174084215048402,0.0641699902794072,0.0361095392649965,2020/07/07,204453710
0.0713001411526079,0.0157282270476911,0.00688696942371725,0.00327389280737438,0.0529678303238846,0.0357119949162808,0.00756683290341209,0.017137855018472,0.0638305296822479,0.0355570667055558,2020/07/08,204453710
0.0837375795391909,0.0213870713341437,0.00683035639588356,0.0032265087311584,0.0429939296153592,0.0381080087764956,0.00614198994505132,0.0161071275786659,0.0427583469909668,0.0335398526295453,2020/07/09,204453710
0.0837375795391909,0.0213870713341437,0.00683035639588356,0.0032265087311584,0.0429939296153592,0.0381080087764956,0.00614198994505132,0.0161071275786659,0.0427583469909668,0.0335398526295453,2020/07/10,204453710
0.0837375795391909,0.0213870713341437,0.00683035639588356,0.0032265087311584,0.0393535996667685,0.0397203570364711,0.00562194280953836,0.016795097267063,0.0368661879949116,0.0344935475036597,2020/07/11,204453710
0.0837375795391909,0.0213870713341437,0.00683035639588356,0.0032265087311584,0.0385863541098334,0.0356993176075827,0.00551233630140478,0.0153456862349307,0.0368661879949116,0.0344935475036597,2020/07/12,204453710
0.0837213670200071,0.0213862716233164,0.00683035639588356,0.0032265087311584,0.0368009116750065,0.0348424075440318,0.0052572730964295,0.0150201781601335,0.0368661879949116,0.0344935475036597,2020/07/13,204453710
0.0837213670200071,0.0213862716233164,0.00683035639588356,0.0032265087311584,0.0395202607756253,0.0361499014974615,0.00564575153937505,0.0157879225102325,0.0395956399790095,0.0357470480281779,2020/07/14,204453710
0.0837213670200071,0.0213862716233164,0.00683035639588356,0.0032265087311584,0.0395202607756253,0.0361499014974615,0.00564575153937505,0.0157879225102325,0.0395956399790095,0.0357470480281779,2020/07/15,204453710
0.0837354913291895,0.0213868626801883,0.00681944581176278,0.0032219786855034,0.0395817098217438,0.0362349026552716,0.00565452997453483,0.0158201021929499,0.0396878135481873,0.0358510538728665,2020/07/16,204453710
0.0839065428108384,0.0213924616714879,0.00689674199887747,0.00322607066558037,0.0423301218093076,0.0387006716725498,0.00604716025847251,0.0169052752905626,0.0423901798118409,0.0382559060386938,2020/07/17,204453710
0.0839065428108384,0.0213924616714879,0.00689674199887747,0.00322607066558037,0.0423079657585676,0.0384633020412793,0.00604399510836681,0.0168153188017166,0.0428988792664694,0.0388297371148818,2020/07/18,204453710
0.0839842535002445,0.021396075706898,0.00689411174515371,0.00322502539918532,0.0418636563629764,0.038271809589577,0.00598052233756805,0.01674265044599,0.0418636563629764,0.038271809589577,2020/07/19,204453710
0.0839842535002445,0.021396075706898,0.00689411174515371,0.00322502539918532,0.0411261387427641,0.0368274021170884,0.00587516267753773,0.0161963591886086,0.0411261387427641,0.0368274021170884,2020/07/20,204453710
0.0839842535002445,0.021396075706898,0.00689411174515371,0.00322502539918532,0.0411261387427641,0.0368274021170884,0.00587516267753773,0.0161963591886086,0.0411261387427641,0.0368274021170884,2020/07/21,204453710
0.0839842535002445,0.021396075706898,0.00689411174515371,0.00322502539918532,0.0444330958135292,0.0397886973310827,0.00634758511621846,0.0174987101064624,0.0444330958135292,0.0397886973310827,2020/07/22,204453710
0.0840120303642897,0.0213971936764167,0.00695524884067126,0.0032361277204746,0.0013641385843807,0.00267115789288877,0.000194876940625815,0.00101041425452512,0.0013641385843807,0.00267115789288877,2020/07/23,204453710
0.0840120303642897,0.0213971936764167,0.00695524884067126,0.0032361277204746,0.0013641385843807,0.00267115789288877,0.000194876940625815,0.00101041425452512,0.0013641385843807,0.00267115789288877,2020/07/24,204453710
0.0842764324065354,0.0214802088991649,0.00695524884067126,0.0032361277204746,0.0146440580672451,0.0146430480142677,0.00209200829532074,0.00583088513965435,0.0146440580672451,0.0146430480142677,2020/07/25,204453710
0.0842764324065354,0.0214802088991649,0.00695524884067126,0.0032361277204746,0.0146440580672451,0.0146430480142677,0.00209200829532074,0.00583088513965435,0.0146440580672451,0.0146430480142677,2020/07/26,204453710
0.0843423837758824,0.0214810997657004,0.00697219676391875,0.00323017463713326,0.0146440580672451,0.0146430480142677,0.00209200829532074,0.00583088513965435,0.0146440580672451,0.0146430480142677,2020/07/27,204453710
