"countrycode","date","population_country","p_w_country_only","recent_p_w_country_only","stillsick_p_w_country_only","sumreach_country","n_obs_country","p_w_country_rhs","sumreach_country_rhs","recent_p_w_country_rhs","stillsick_p_w_country_rhs","recent_sumreach_country_rhs","p_w_country","recent_p_w_country","stillsick_p_w_country","regioncode","population_region","p_w_regs_only","p_m_regs_only","recent_p_w_regs_only","recent_p_m_regs_only","stillsick_p_w_regs_only","stillsick_p_m_regs_only","sumreach_regs","n_obs_regs","p_w_regs","p_m_regs","recent_p_w_regs","recent_p_m_regs","stillsick_p_w_regs","stillsick_p_m_regs"
"PT",2020-08-27,10561097,0.0714285714285714,0,0,308,4,0.0128102796384511,2799,0.00243923178812326,0.00198471666879839,2799,0.0186211692011666,0.00219742831508111,0.00219742831508111,"PT01",714200,0,0,0,0,0,0,145,3,0,0,0,0,0,0
"PT",2020-08-27,10561097,0.0714285714285714,0,0,308,4,0.0128102796384511,2799,0.00243923178812326,0.00198471666879839,2799,0.0186211692011666,0.00219742831508111,0.00219742831508111,"PT02",152758,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PT",2020-08-27,10561097,0.0714285714285714,0,0,308,4,0.0128102796384511,2799,0.00243923178812326,0.00198471666879839,2799,0.0186211692011666,0.00219742831508111,0.00219742831508111,"PT03",848185,0.00851063829787234,0.025,0,0,0,0,940,10,0.00851063829787234,0.025,0,0,0,0
"PT",2020-08-27,10561097,0.0714285714285714,0,0,308,4,0.0128102796384511,2799,0.00243923178812326,0.00198471666879839,2799,0.0186211692011666,0.00219742831508111,0.00219742831508111,"PT04",136252,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PT",2020-08-27,10561097,0.0714285714285714,0,0,308,4,0.0128102796384511,2799,0.00243923178812326,0.00198471666879839,2799,0.0186211692011666,0.00219742831508111,0.00219742831508111,"PT05",196264,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PT",2020-08-27,10561097,0.0714285714285714,0,0,308,4,0.0128102796384511,2799,0.00243923178812326,0.00198471666879839,2799,0.0186211692011666,0.00219742831508111,0.00219742831508111,"PT06",430104,0,0,0,0,0,0,20,1,0,0,0,0,0,0
"PT",2020-08-27,10561097,0.0714285714285714,0,0,308,4,0.0128102796384511,2799,0.00243923178812326,0.00198471666879839,2799,0.0186211692011666,0.00219742831508111,0.00219742831508111,"PT07",166706,0,0,0,0,0,0,150,2,0,0,0,0,0,0
"PT",2020-08-27,10561097,0.0714285714285714,0,0,308,4,0.0128102796384511,2799,0.00243923178812326,0.00198471666879839,2799,0.0186211692011666,0.00219742831508111,0.00219742831508111,"PT08",451006,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PT",2020-08-27,10561097,0.0714285714285714,0,0,308,4,0.0128102796384511,2799,0.00243923178812326,0.00198471666879839,2799,0.0186211692011666,0.00219742831508111,0.00219742831508111,"PT09",160939,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PT",2020-08-27,10561097,0.0714285714285714,0,0,308,4,0.0128102796384511,2799,0.00243923178812326,0.00198471666879839,2799,0.0186211692011666,0.00219742831508111,0.00219742831508111,"PT10",470930,0.0266666666666667,0.02,0,0,0.01,0.01,150,4,0.0266666666666667,0.02,0,0,0.01,0.01
"PT",2020-08-27,10561097,0.0714285714285714,0,0,308,4,0.0128102796384511,2799,0.00243923178812326,0.00198471666879839,2799,0.0186211692011666,0.00219742831508111,0.00219742831508111,"PT11",2250533,0.0158730158730159,0.0168790849673203,0.00875656742556918,0.0714814814814815,0.00700525394045534,0.0159259259259259,756,18,0.0158730158730159,0.0168790849673203,0.00875656742556918,0.0714814814814815,0.00700525394045534,0.0159259259259259
"PT",2020-08-27,10561097,0.0714285714285714,0,0,308,4,0.0128102796384511,2799,0.00243923178812326,0.00198471666879839,2799,0.0186211692011666,0.00219742831508111,0.00219742831508111,"PT12",118506,0,0,0,0,0,0,0,0,0,0,0,0,0,0
