"","countrycode","regioncode","population_region","p_w_regs_only","p_m_regs_only","sumreach_regs","p_w_regs","p_m_regs","population_country","p_w_country_only","p_m_country_only","sumreach_country","p_w_country_rhs","p_m_country_rhs","sumreach_country_rhs","p_w_country","p_m_country"
"1","PT","PT01",714200,0.01,0.01,100,0.01,0.01,10561097,0.0214285714285714,0.0272727272727273,1120,0.0240268937197133,0.026111329429402,2792,0.0232829977672392,0.0264438359694133
"2","PT","PT02",152758,0.03,0.03,100,0.03,0.03,10561097,0.0214285714285714,0.0272727272727273,1120,0.0240268937197133,0.026111329429402,2792,0.0232829977672392,0.0264438359694133
"3","PT","PT03",848185,0.0142857142857143,0.0175,140,0.0142857142857143,0.0175,10561097,0.0214285714285714,0.0272727272727273,1120,0.0240268937197133,0.026111329429402,2792,0.0232829977672392,0.0264438359694133
"4","PT","PT04",136252,NA,NA,0,NA,NA,10561097,0.0214285714285714,0.0272727272727273,1120,0.0240268937197133,0.026111329429402,2792,0.0232829977672392,0.0264438359694133
"5","PT","PT05",196264,0.02,0.02,150,0.02,0.02,10561097,0.0214285714285714,0.0272727272727273,1120,0.0240268937197133,0.026111329429402,2792,0.0232829977672392,0.0264438359694133
"6","PT","PT06",430104,0.04,0.04,100,0.04,0.04,10561097,0.0214285714285714,0.0272727272727273,1120,0.0240268937197133,0.026111329429402,2792,0.0232829977672392,0.0264438359694133
"7","PT","PT07",166706,0.02,0.02,100,0.02,0.02,10561097,0.0214285714285714,0.0272727272727273,1120,0.0240268937197133,0.026111329429402,2792,0.0232829977672392,0.0264438359694133
"8","PT","PT08",451006,0.025,0.025,200,0.025,0.025,10561097,0.0214285714285714,0.0272727272727273,1120,0.0240268937197133,0.026111329429402,2792,0.0232829977672392,0.0264438359694133
"9","PT","PT09",160939,0.05,0.05,100,0.05,0.05,10561097,0.0214285714285714,0.0272727272727273,1120,0.0240268937197133,0.026111329429402,2792,0.0232829977672392,0.0264438359694133
"10","PT","PT10",470930,0.0208333333333333,0.0325,240,0.0208333333333333,0.0325,10561097,0.0214285714285714,0.0272727272727273,1120,0.0240268937197133,0.026111329429402,2792,0.0232829977672392,0.0264438359694133
"11","PT","PT11",2250533,0.016,0.0175,250,0.016,0.0175,10561097,0.0214285714285714,0.0272727272727273,1120,0.0240268937197133,0.026111329429402,2792,0.0232829977672392,0.0264438359694133
"12","PT","PT12",118506,0.04,0.04,100,0.04,0.04,10561097,0.0214285714285714,0.0272727272727273,1120,0.0240268937197133,0.026111329429402,2792,0.0232829977672392,0.0264438359694133
"13","PT","PT13",1817117,0.0171428571428571,0.0233333333333333,350,0.0171428571428571,0.0233333333333333,10561097,0.0214285714285714,0.0272727272727273,1120,0.0240268937197133,0.026111329429402,2792,0.0232829977672392,0.0264438359694133
"14","PT","PT14",453638,0.0491803278688525,0.0477272727272727,122,0.0491803278688525,0.0477272727272727,10561097,0.0214285714285714,0.0272727272727273,1120,0.0240268937197133,0.026111329429402,2792,0.0232829977672392,0.0264438359694133
"15","PT","PT15",851258,0.0142857142857143,0.01375,280,0.0142857142857143,0.01375,10561097,0.0214285714285714,0.0272727272727273,1120,0.0240268937197133,0.026111329429402,2792,0.0232829977672392,0.0264438359694133
"16","PT","PT16",244836,0.0666666666666667,0.0666666666666667,90,0.0666666666666667,0.0666666666666667,10561097,0.0214285714285714,0.0272727272727273,1120,0.0240268937197133,0.026111329429402,2792,0.0232829977672392,0.0264438359694133
"17","PT","PT17",206661,0.03,0.03,100,0.03,0.03,10561097,0.0214285714285714,0.0272727272727273,1120,0.0240268937197133,0.026111329429402,2792,0.0232829977672392,0.0264438359694133
"18","PT","PT18",377653,0.04,0.04,50,0.04,0.04,10561097,0.0214285714285714,0.0272727272727273,1120,0.0240268937197133,0.026111329429402,2792,0.0232829977672392,0.0264438359694133
"19","PT","PT20",245766,0.1,0.1,100,0.1,0.1,10561097,0.0214285714285714,0.0272727272727273,1120,0.0240268937197133,0.026111329429402,2792,0.0232829977672392,0.0264438359694133
"20","PT","PT30",267785,0.0166666666666667,0.0166666666666667,120,0.0166666666666667,0.0166666666666667,10561097,0.0214285714285714,0.0272727272727273,1120,0.0240268937197133,0.026111329429402,2792,0.0232829977672392,0.0264438359694133
