"","countrycode","regioncode","population_region","p_w_regs_only","p_m_regs_only","sumreach_regs","p_w_regs","p_m_regs","population_country","p_w_country_only","p_m_country_only","sumreach_country","p_w_country_rhs","p_m_country_rhs","sumreach_country_rhs","p_w_country","p_m_country"
"1","PT","PT01",714200,0,0,100,0,0,10561097,0.00818181818181818,0.00777777777777778,1100,0.0129492096797228,0.0124100526678242,2223,0.0113710782780691,0.0108766484008813
"2","PT","PT02",152758,0,0,100,0,0,10561097,0.00818181818181818,0.00777777777777778,1100,0.0129492096797228,0.0124100526678242,2223,0.0113710782780691,0.0108766484008813
"3","PT","PT03",848185,0,0,91,0,0,10561097,0.00818181818181818,0.00777777777777778,1100,0.0129492096797228,0.0124100526678242,2223,0.0113710782780691,0.0108766484008813
"4","PT","PT04",136252,0,0,20,0,0,10561097,0.00818181818181818,0.00777777777777778,1100,0.0129492096797228,0.0124100526678242,2223,0.0113710782780691,0.0108766484008813
"5","PT","PT05",196264,0,0,20,0,0,10561097,0.00818181818181818,0.00777777777777778,1100,0.0129492096797228,0.0124100526678242,2223,0.0113710782780691,0.0108766484008813
"6","PT","PT06",430104,0.01,0.01,100,0.01,0.01,10561097,0.00818181818181818,0.00777777777777778,1100,0.0129492096797228,0.0124100526678242,2223,0.0113710782780691,0.0108766484008813
"7","PT","PT07",166706,0,0,100,0,0,10561097,0.00818181818181818,0.00777777777777778,1100,0.0129492096797228,0.0124100526678242,2223,0.0113710782780691,0.0108766484008813
"8","PT","PT08",451006,0,0,130,0,0,10561097,0.00818181818181818,0.00777777777777778,1100,0.0129492096797228,0.0124100526678242,2223,0.0113710782780691,0.0108766484008813
"9","PT","PT09",160939,0,0,105,0,0,10561097,0.00818181818181818,0.00777777777777778,1100,0.0129492096797228,0.0124100526678242,2223,0.0113710782780691,0.0108766484008813
"10","PT","PT10",470930,0,0,140,0,0,10561097,0.00818181818181818,0.00777777777777778,1100,0.0129492096797228,0.0124100526678242,2223,0.0113710782780691,0.0108766484008813
"11","PT","PT11",2250533,0.0133333333333333,0.02,300,0.0133333333333333,0.02,10561097,0.00818181818181818,0.00777777777777778,1100,0.0129492096797228,0.0124100526678242,2223,0.0113710782780691,0.0108766484008813
"12","PT","PT12",118506,0,0,20,0,0,10561097,0.00818181818181818,0.00777777777777778,1100,0.0129492096797228,0.0124100526678242,2223,0.0113710782780691,0.0108766484008813
"13","PT","PT13",1817117,0.0213903743315508,0.01,187,0.0213903743315508,0.01,10561097,0.00818181818181818,0.00777777777777778,1100,0.0129492096797228,0.0124100526678242,2223,0.0113710782780691,0.0108766484008813
"14","PT","PT14",453638,0.05,0.05,100,0.05,0.05,10561097,0.00818181818181818,0.00777777777777778,1100,0.0129492096797228,0.0124100526678242,2223,0.0113710782780691,0.0108766484008813
"15","PT","PT15",851258,0,0,150,0,0,10561097,0.00818181818181818,0.00777777777777778,1100,0.0129492096797228,0.0124100526678242,2223,0.0113710782780691,0.0108766484008813
"16","PT","PT16",244836,0.0666666666666667,0.0666666666666667,90,0.0666666666666667,0.0666666666666667,10561097,0.00818181818181818,0.00777777777777778,1100,0.0129492096797228,0.0124100526678242,2223,0.0113710782780691,0.0108766484008813
"17","PT","PT17",206661,0,0,120,0,0,10561097,0.00818181818181818,0.00777777777777778,1100,0.0129492096797228,0.0124100526678242,2223,0.0113710782780691,0.0108766484008813
"18","PT","PT18",377653,0,0,50,0,0,10561097,0.00818181818181818,0.00777777777777778,1100,0.0129492096797228,0.0124100526678242,2223,0.0113710782780691,0.0108766484008813
"19","PT","PT20",245766,0.1,0.1,100,0.1,0.1,10561097,0.00818181818181818,0.00777777777777778,1100,0.0129492096797228,0.0124100526678242,2223,0.0113710782780691,0.0108766484008813
"20","PT","PT30",267785,0,0,200,0,0,10561097,0.00818181818181818,0.00777777777777778,1100,0.0129492096797228,0.0124100526678242,2223,0.0113710782780691,0.0108766484008813
