"","countrycode","regioncode","population_region","p_w_regs_only","p_m_regs_only","sumreach_regs","p_w_regs","p_m_regs","population_country","p_w_country_only","p_m_country_only","sumreach_country","p_w_country_rhs","p_m_country_rhs","sumreach_country_rhs","p_w_country","p_m_country"
"1","PT","PT01",714200,0.0294117647058824,0.0133333333333333,136,0.0294117647058824,0.0133333333333333,10561097,0.00182982616651418,0.00153846153846154,1093,0.0181258805472587,0.0210258880619441,2151,0.0126352555663235,0.0144599949700309
"2","PT","PT02",152758,0,0,100,0,0,10561097,0.00182982616651418,0.00153846153846154,1093,0.0181258805472587,0.0210258880619441,2151,0.0126352555663235,0.0144599949700309
"3","PT","PT03",848185,0.00740740740740741,0.0333333333333333,135,0.00740740740740741,0.0333333333333333,10561097,0.00182982616651418,0.00153846153846154,1093,0.0181258805472587,0.0210258880619441,2151,0.0126352555663235,0.0144599949700309
"4","PT","PT04",136252,0,0,30,0,0,10561097,0.00182982616651418,0.00153846153846154,1093,0.0181258805472587,0.0210258880619441,2151,0.0126352555663235,0.0144599949700309
"5","PT","PT05",196264,0.00909090909090909,0.005,110,0.00909090909090909,0.005,10561097,0.00182982616651418,0.00153846153846154,1093,0.0181258805472587,0.0210258880619441,2151,0.0126352555663235,0.0144599949700309
"6","PT","PT06",430104,0.06,0.06,50,0.06,0.06,10561097,0.00182982616651418,0.00153846153846154,1093,0.0181258805472587,0.0210258880619441,2151,0.0126352555663235,0.0144599949700309
"7","PT","PT07",166706,0,0,100,0,0,10561097,0.00182982616651418,0.00153846153846154,1093,0.0181258805472587,0.0210258880619441,2151,0.0126352555663235,0.0144599949700309
"8","PT","PT08",451006,0,0,200,0,0,10561097,0.00182982616651418,0.00153846153846154,1093,0.0181258805472587,0.0210258880619441,2151,0.0126352555663235,0.0144599949700309
"9","PT","PT09",160939,0,0,50,0,0,10561097,0.00182982616651418,0.00153846153846154,1093,0.0181258805472587,0.0210258880619441,2151,0.0126352555663235,0.0144599949700309
"10","PT","PT10",470930,0.03,0.03,100,0.03,0.03,10561097,0.00182982616651418,0.00153846153846154,1093,0.0181258805472587,0.0210258880619441,2151,0.0126352555663235,0.0144599949700309
"11","PT","PT11",2250533,0.0307692307692308,0.0366666666666667,260,0.0307692307692308,0.0366666666666667,10561097,0.00182982616651418,0.00153846153846154,1093,0.0181258805472587,0.0210258880619441,2151,0.0126352555663235,0.0144599949700309
"12","PT","PT12",118506,0,0,100,0,0,10561097,0.00182982616651418,0.00153846153846154,1093,0.0181258805472587,0.0210258880619441,2151,0.0126352555663235,0.0144599949700309
"13","PT","PT13",1817117,0.0157894736842105,0.02,190,0.0157894736842105,0.02,10561097,0.00182982616651418,0.00153846153846154,1093,0.0181258805472587,0.0210258880619441,2151,0.0126352555663235,0.0144599949700309
"14","PT","PT14",453638,0,0,100,0,0,10561097,0.00182982616651418,0.00153846153846154,1093,0.0181258805472587,0.0210258880619441,2151,0.0126352555663235,0.0144599949700309
"15","PT","PT15",851258,0,0,150,0,0,10561097,0.00182982616651418,0.00153846153846154,1093,0.0181258805472587,0.0210258880619441,2151,0.0126352555663235,0.0144599949700309
"16","PT","PT16",244836,0.1,0.1,50,0.1,0.1,10561097,0.00182982616651418,0.00153846153846154,1093,0.0181258805472587,0.0210258880619441,2151,0.0126352555663235,0.0144599949700309
"17","PT","PT17",206661,0,0,40,0,0,10561097,0.00182982616651418,0.00153846153846154,1093,0.0181258805472587,0.0210258880619441,2151,0.0126352555663235,0.0144599949700309
"18","PT","PT18",377653,0,0,50,0,0,10561097,0.00182982616651418,0.00153846153846154,1093,0.0181258805472587,0.0210258880619441,2151,0.0126352555663235,0.0144599949700309
"19","PT","PT20",245766,0,0,100,0,0,10561097,0.00182982616651418,0.00153846153846154,1093,0.0181258805472587,0.0210258880619441,2151,0.0126352555663235,0.0144599949700309
"20","PT","PT30",267785,0,0,100,0,0,10561097,0.00182982616651418,0.00153846153846154,1093,0.0181258805472587,0.0210258880619441,2151,0.0126352555663235,0.0144599949700309
