"","countrycode","regioncode","population_region","p_w_regs_only","p_m_regs_only","sumreach_regs","p_w_regs","p_m_regs","population_country","p_w_country_only","p_m_country_only","sumreach_country","p_w_country_rhs","p_m_country_rhs","sumreach_country_rhs","p_w_country","p_m_country"
"1","PT","PT01",714200,0.0133333333333333,0.0133333333333333,75,0.0133333333333333,0.0133333333333333,10561097,0.00350877192982456,0.00583333333333333,1140,0.011719878100276,0.0121848545194624,1540,0.00822709413224815,0.00948308804476574
"2","PT","PT02",152758,0,0,50,0,0,10561097,0.00350877192982456,0.00583333333333333,1140,0.011719878100276,0.0121848545194624,1540,0.00822709413224815,0.00948308804476574
"3","PT","PT03",848185,0,0,100,0,0,10561097,0.00350877192982456,0.00583333333333333,1140,0.011719878100276,0.0121848545194624,1540,0.00822709413224815,0.00948308804476574
"4","PT","PT04",136252,NA,NA,0,NA,NA,10561097,0.00350877192982456,0.00583333333333333,1140,0.011719878100276,0.0121848545194624,1540,0.00822709413224815,0.00948308804476574
"5","PT","PT05",196264,NA,NA,0,NA,NA,10561097,0.00350877192982456,0.00583333333333333,1140,0.011719878100276,0.0121848545194624,1540,0.00822709413224815,0.00948308804476574
"6","PT","PT06",430104,0,0,80,0,0,10561097,0.00350877192982456,0.00583333333333333,1140,0.011719878100276,0.0121848545194624,1540,0.00822709413224815,0.00948308804476574
"7","PT","PT07",166706,0.02,0.02,100,0.02,0.02,10561097,0.00350877192982456,0.00583333333333333,1140,0.011719878100276,0.0121848545194624,1540,0.00822709413224815,0.00948308804476574
"8","PT","PT08",451006,0,0,50,0,0,10561097,0.00350877192982456,0.00583333333333333,1140,0.011719878100276,0.0121848545194624,1540,0.00822709413224815,0.00948308804476574
"9","PT","PT09",160939,NA,NA,0,NA,NA,10561097,0.00350877192982456,0.00583333333333333,1140,0.011719878100276,0.0121848545194624,1540,0.00822709413224815,0.00948308804476574
"10","PT","PT10",470930,0,0,65,0,0,10561097,0.00350877192982456,0.00583333333333333,1140,0.011719878100276,0.0121848545194624,1540,0.00822709413224815,0.00948308804476574
"11","PT","PT11",2250533,0.0266666666666667,0.0266666666666667,300,0.0266666666666667,0.0266666666666667,10561097,0.00350877192982456,0.00583333333333333,1140,0.011719878100276,0.0121848545194624,1540,0.00822709413224815,0.00948308804476574
"12","PT","PT12",118506,NA,NA,0,NA,NA,10561097,0.00350877192982456,0.00583333333333333,1140,0.011719878100276,0.0121848545194624,1540,0.00822709413224815,0.00948308804476574
"13","PT","PT13",1817117,0.012,0.0175,250,0.012,0.0175,10561097,0.00350877192982456,0.00583333333333333,1140,0.011719878100276,0.0121848545194624,1540,0.00822709413224815,0.00948308804476574
"14","PT","PT14",453638,NA,NA,40,NA,NA,10561097,0.00350877192982456,0.00583333333333333,1140,0.011719878100276,0.0121848545194624,1540,0.00822709413224815,0.00948308804476574
"15","PT","PT15",851258,0.0166666666666667,0.01,120,0.0166666666666667,0.01,10561097,0.00350877192982456,0.00583333333333333,1140,0.011719878100276,0.0121848545194624,1540,0.00822709413224815,0.00948308804476574
"16","PT","PT16",244836,0,0,30,0,0,10561097,0.00350877192982456,0.00583333333333333,1140,0.011719878100276,0.0121848545194624,1540,0.00822709413224815,0.00948308804476574
"17","PT","PT17",206661,NA,NA,17,NA,NA,10561097,0.00350877192982456,0.00583333333333333,1140,0.011719878100276,0.0121848545194624,1540,0.00822709413224815,0.00948308804476574
"18","PT","PT18",377653,0,0,120,0,0,10561097,0.00350877192982456,0.00583333333333333,1140,0.011719878100276,0.0121848545194624,1540,0.00822709413224815,0.00948308804476574
"19","PT","PT20",245766,0,0,100,0,0,10561097,0.00350877192982456,0.00583333333333333,1140,0.011719878100276,0.0121848545194624,1540,0.00822709413224815,0.00948308804476574
"20","PT","PT30",267785,0,0,100,0,0,10561097,0.00350877192982456,0.00583333333333333,1140,0.011719878100276,0.0121848545194624,1540,0.00822709413224815,0.00948308804476574
