ISO2,ISO_3,country_agg,region_agg,date,first_date,day_count,weight,Finished,B2,B4,E5,E6,pos_RF,count,symptomatic,infected,not_infected,vaccinated,unvaccinated,vac1dose,vac2doses,cli,cli_weight,cli_vaccinated,cli_unvaccinated,cli_vac1dose,cli_vac2doses,cliWHO,cliWHO_weight,cli_local,count_local,reach,stringent_cli,stringent_cli_vaccinated,stringent_cli_unvaccinated,stringent_cli_vac1dose,stringent_cli_vac2doses,classic_cli,classic_cli_vaccinated,classic_cli_unvaccinated,classic_cli_vac1dose,classic_cli_vac2doses,broad_cli,broad_cli_vaccinated,broad_cli_unvaccinated,broad_cli_vac1dose,broad_cli_vac2doses,test_recent,tested_vaccinated,tested_unvaccinated,tested_vac1dose,tested_vac2doses,positive_recent,positive_vaccinated,positive_unvaccinated,positive_vac1dose,positive_vac2doses,positive_symptomatic,pos_RF_vaccinated,pos_RF_unvaccinated,pos_RF_vac1dose,pos_RF_vac2doses,pos_RF_symptomatic,positive_Fever_B1_1,positive_Cough_B1_2,positive_Difficulty_breathing_B1_3,positive_Fatigue_B1_4,positive_Stuffy_or_runny_nose_B1_5,positive_Aches_or_muscle_pain_B1_6,positive_Sore_throat_B1_7,positive_Chest_pain_B1_8,positive_Nausea_B1_9,positive_Loss_of_smell_or_taste_B1_10,positive_Headache_B1_12,positive_Chills_B1_13,pos_vaccinated_Fever_B1_1,pos_vaccinated_Cough_B1_2,pos_vaccinated_Difficulty_breathing_B1_3,pos_vaccinated_Fatigue_B1_4,pos_vaccinated_Stuffy_or_runny_nose_B1_5,pos_vaccinated_Aches_or_muscle_pain_B1_6,pos_vaccinated_Sore_throat_B1_7,pos_vaccinated_Chest_pain_B1_8,pos_vaccinated_Nausea_B1_9,pos_vaccinated_Loss_of_smell_or_taste_B1_10,pos_vaccinated_Headache_B1_12,pos_vaccinated_Chills_B1_13,pos_RF_Fever_B1_1,pos_RF_Cough_B1_2,pos_RF_Difficulty_breathing_B1_3,pos_RF_Fatigue_B1_4,pos_RF_Stuffy_or_runny_nose_B1_5,pos_RF_Aches_or_muscle_pain_B1_6,pos_RF_Sore_throat_B1_7,pos_RF_Chest_pain_B1_8,pos_RF_Nausea_B1_9,pos_RF_Loss_of_smell_or_taste_B1_10,pos_RF_Headache_B1_12,pos_RF_Chills_B1_13,pos_RF_vaccinated_Fever_B1_1,pos_RF_vaccinated_Cough_B1_2,pos_RF_vaccinated_Difficulty_breathing_B1_3,pos_RF_vaccinated_Fatigue_B1_4,pos_RF_vaccinated_Stuffy_or_runny_nose_B1_5,pos_RF_vaccinated_Aches_or_muscle_pain_B1_6,pos_RF_vaccinated_Sore_throat_B1_7,pos_RF_vaccinated_Chest_pain_B1_8,pos_RF_vaccinated_Nausea_B1_9,pos_RF_vaccinated_Loss_of_smell_or_taste_B1_10,pos_RF_vaccinated_Headache_B1_12,pos_RF_vaccinated_Chills_B1_13,days_aggregated,p_rf,p_rf_CI,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI
ZA,ZAF,South Africa,Limpopo,2021-07-16,2021-07-14,43,10184220.9136833,104,463,264,338,0,23,138,77,34,99,27,105,20,7,9,637787.354124029,0,9,0,0,6,448547.104755012,264,135,3162.32223350254,13,1,12,1,0,22,2,20,2,0,21,3,18,3,0,21,4,0,0,0,12,1,10,1,0,10,1,21,1,0,21,4,5,2,9,6,8,5,5,4,5,9,5,0,1,0,1,1,1,1,0,1,1,1,0,6,14,4,14,14,14,9,8,8,13,17,9,0,1,0,1,1,1,1,0,1,1,1,0,3,0.166666666666667,0.0621787947519221,0.0652173913043478,0.041195100934739,0.0626250510009177,0.00014880410192441,0.0434782608695652,0.0340245235327157,0.0440433400410977,0.000126021141791038,0.0834829535090097,0.0096408251509197
ZA,ZAF,South Africa,Limpopo,2021-07-17,2021-07-15,37,9919833.85179812,99,505,219,328,0,23,121,75,32,81,22,94,17,5,11,753641.480262489,0,10,0,0,7,497400.643570496,219,119,2787.52848730964,14,1,13,1,0,22,1,20,1,0,22,3,18,3,0,23,6,0,0,0,12,1,10,1,0,12,1,20,1,0,23,6,6,5,9,6,8,5,8,7,7,10,6,0,0,0,0,0,0,0,0,1,0,0,0,9,15,7,15,13,15,7,11,10,14,17,10,0,0,0,0,0,0,0,0,1,0,0,0,3,0.190082644628099,0.0699112377816241,0.0909090909090909,0.0512227299425257,0.0759731958742313,0.00016488015023834,0.0578512396694215,0.0415979071518058,0.0501420337277459,0.000135808264374343,0.0785642195217046,0.00998811123379236
ZA,ZAF,South Africa,Limpopo,2021-07-18,2021-07-16,58,10248085.0050432,107,562,242,396,0,27,138,84,34,96,26,106,18,6,11,637245.911108986,0,9,0,0,6,303896.659932586,242,136,3185.74684263959,16,2,14,2,0,21,1,18,1,0,17,3,13,3,0,26,6,0,0,0,17,2,14,2,0,17,2,23,2,0,27,5,11,7,11,10,8,7,7,8,9,15,6,0,1,0,1,1,1,1,0,1,1,1,0,7,18,9,16,16,14,8,9,11,17,22,9,0,1,0,1,1,1,1,0,1,1,1,0,3,0.195652173913043,0.0661870207633291,0.0797101449275362,0.0451884728428853,0.0621819501687769,0.000147848932867732,0.0434782608695652,0.0340245235327157,0.0296539948471383,0.000103856013075878,0.0759633492407349,0.00920002719928341
ZA,ZAF,South Africa,Limpopo,2021-07-19,2021-07-17,35,9716683.04878714,95,461,246,349,0,22,130,80,34,84,24,96,16,5,10,650253.060195587,1,6,1,0,6,316579.200855939,246,125,2928.07614213198,15,2,13,2,0,22,2,16,2,0,19,4,13,4,0,28,5,0,0,0,15,2,13,2,0,15,2,19,2,0,22,4,11,8,10,10,8,7,7,8,10,12,7,0,1,0,1,1,1,1,0,1,1,1,0,6,16,9,15,14,12,8,8,9,15,16,9,0,1,0,1,1,1,1,0,1,1,1,0,3,0.169230769230769,0.0644549507231333,0.0769230769230769,0.0458061388894587,0.0669212998850213,0.000157119610791986,0.0461538461538462,0.0360677898293676,0.0325809948998445,0.000111629389893436,0.0840142086677034,0.0100479542058891
ZA,ZAF,South Africa,Limpopo,2021-07-20,2021-07-18,47,9783165.65343076,98,493,260,353,0,22,140,80,35,96,32,100,23,6,12,764401.440736333,1,9,1,0,7,401592.765619117,260,134,3138.89762436548,14,1,13,1,0,25,3,19,2,1,19,4,14,3,1,30,6,0,0,0,14,1,13,1,0,14,3,19,3,0,22,4,12,6,9,10,7,7,7,5,9,11,6,0,1,0,1,1,1,1,0,0,1,1,0,6,19,8,14,17,10,10,9,7,15,15,8,0,3,2,3,2,1,1,1,0,1,1,1,3,0.157142857142857,0.0602848773352108,0.0857142857142857,0.0463715534839715,0.0781343654820229,0.000168175700373761,0.05,0.0361019680887118,0.0410493678473374,0.000124325366737909,0.0828316278880099,0.00964233350603004
ZA,ZAF,South Africa,Limpopo,2021-07-21,2021-07-19,52,9555822.0863721,94,570,209,324,0,20,134,81,31,95,32,91,28,2,11,808677.395006785,2,7,2,0,8,604862.940477865,209,128,2998.34996954315,13,1,12,0,0,23,4,16,2,1,21,3,16,2,1,29,6,0,0,0,9,0,8,0,0,9,3,16,2,0,20,4,8,6,7,5,7,4,8,3,6,5,5,0,0,0,0,0,0,0,0,0,0,0,0,7,16,9,13,15,12,6,11,6,14,9,7,0,3,2,2,2,0,0,1,1,1,0,1,3,0.149253731343284,0.0603334718148565,0.082089552238806,0.0464771823951304,0.0846266692386486,0.000176468345942448,0.0597014925373134,0.0401163267054084,0.0632978444984322,0.000154386486499726,0.0697050051271516,0.00911484428353305
ZA,ZAF,South Africa,Limpopo,2021-07-22,2021-07-20,41,10150888.57678,98,606,243,321,0,23,140,81,30,105,35,97,32,2,10,705586.570017982,2,7,2,0,6,459609.197380307,243,135,3162.32223350254,15,1,14,0,0,20,4,15,2,1,18,1,16,0,1,26,7,0,0,0,10,1,8,1,0,10,4,18,3,0,23,4,8,4,6,7,7,4,7,2,7,6,4,0,0,0,0,1,0,0,0,0,0,1,0,8,18,7,14,17,12,7,11,5,15,11,7,0,3,2,2,3,0,0,1,1,1,1,1,3,0.164285714285714,0.061378021697949,0.0714285714285714,0.0426606741011008,0.0695098330240766,0.000156449823428232,0.0428571428571429,0.0335493462537167,0.0452777305064364,0.000127901875319195,0.0768422640253384,0.00928288698265077
ZA,ZAF,South Africa,Limpopo,2021-07-23,2021-07-21,40,10625674.1550636,91,639,178,312,0,19,133,81,26,100,31,90,28,1,8,565746.533003978,2,4,2,0,6,415904.563466848,179,128,2998.34996954315,12,1,10,0,0,17,3,12,2,0,17,0,15,0,0,22,5,0,0,0,9,1,7,1,0,9,2,15,1,0,19,3,6,5,6,6,7,4,6,0,7,7,3,0,0,0,0,1,0,0,0,0,0,1,0,7,12,7,13,13,11,6,8,3,14,12,5,0,1,0,0,2,0,0,0,1,1,1,0,3,0.142857142857143,0.0594702625338921,0.0601503759398496,0.0404083046295345,0.0532433542331405,0.000134996257588497,0.0451127819548872,0.0352734643219424,0.0391414753922837,0.00011660526594719,0.0596995019988524,0.0084805812027442
ZA,ZAF,South Africa,Limpopo,2021-07-24,2021-07-22,38,10786342.9372632,78,514,206,292,0,24,119,82,27,87,30,80,28,1,9,561938.648358972,2,6,2,0,6,338917.801673122,207,115,2693.83005076142,17,1,15,1,0,19,2,16,2,0,18,1,16,1,0,18,3,0,0,0,11,1,10,1,0,11,2,21,2,0,23,3,7,5,8,9,9,5,8,3,9,9,3,0,0,0,0,1,0,0,0,0,0,1,0,9,16,7,16,17,14,11,11,4,18,17,8,1,1,0,1,2,1,1,0,0,1,2,1,3,0.201680672268908,0.0720933277304073,0.0756302521008403,0.0475056479754401,0.0520972355160026,0.000132617309621335,0.0504201680672269,0.0393135711490441,0.0314210111475572,0.000104109072958775,0.0768422640253385,0.0100577544165468
ZA,ZAF,South Africa,Limpopo,2021-07-25,2021-07-23,39,10620314.3047203,77,499,154,323,0,27,117,78,29,81,32,77,27,4,10,530448.905531127,2,7,2,0,7,367476.121657548,155,111,2600.1316142132,16,2,13,2,0,20,2,17,2,0,20,2,17,2,0,26,4,0,0,0,17,1,16,1,0,17,2,24,2,0,26,6,13,6,10,11,14,9,9,6,10,14,7,1,1,1,1,1,1,1,0,1,1,1,1,11,19,8,16,18,19,14,11,7,18,21,11,2,2,1,2,2,2,2,0,1,2,2,2,3,0.230769230769231,0.0763435648157644,0.0854700854700855,0.050659533614985,0.0499466296675761,0.00013101061990359,0.0598290598290598,0.042974878844165,0.0346012472996415,0.000109920488571578,0.0596123669866239,0.00910064267916763
ZA,ZAF,South Africa,Limpopo,2021-07-26,2021-07-24,47,10226969.8495055,84,459,176,342,0,30,124,82,36,83,35,82,30,5,10,577403.76383374,2,8,2,0,6,344844.616170419,176,119,2787.52848730964,19,3,15,3,0,25,4,20,4,0,25,5,20,5,0,28,3,0,0,0,19,1,17,1,0,19,3,26,3,0,29,6,17,5,10,13,16,11,9,7,11,13,7,1,1,1,1,1,1,1,0,1,1,1,1,10,23,7,14,21,23,17,12,9,19,21,12,2,2,1,2,3,3,3,0,2,3,3,3,3,0.241935483870968,0.0753772202283666,0.0806451612903226,0.0479256474795623,0.0564589289232783,0.000141455984381657,0.0483870967741936,0.0377687135204149,0.0337191388304615,0.000110627864550175,0.0631383682000914,0.00902865040442484
ZA,ZAF,South Africa,Limpopo,2021-07-27,2021-07-25,37,10122762.6594659,87,394,142,332,0,20,123,66,33,84,35,82,28,6,7,674869.863036865,2,5,2,0,3,442823.081453619,142,117,2740.67926903553,10,2,7,2,0,19,4,14,4,0,19,4,15,4,0,28,4,0,0,0,17,1,15,1,0,15,2,17,2,0,18,5,14,3,6,9,12,8,4,5,8,9,5,1,1,1,1,1,1,1,0,1,1,1,1,5,15,4,6,11,15,10,5,7,10,12,6,1,1,1,1,2,2,2,0,2,2,2,2,3,0.16260162601626,0.065211476582994,0.0569105691056911,0.0409419419780562,0.0666685455087486,0.000153665723533693,0.024390243902439,0.027260993187646,0.0437452794607932,0.000125994317256506,0.0518119728945777,0.00829815001976304
ZA,ZAF,South Africa,Limpopo,2021-07-28,2021-07-26,34,9440147.5505693,86,391,121,345,0,14,118,66,25,89,35,77,28,4,5,589456.322204809,1,3,1,0,3,447203.447346422,121,116,2717.25465989848,8,2,5,1,0,14,3,9,3,0,15,4,10,3,0,19,4,0,0,0,8,0,7,0,0,6,3,9,2,0,12,2,6,2,3,4,5,3,2,2,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,5,6,10,7,5,6,9,8,3,0,0,0,1,1,2,2,1,2,3,3,2,3,0.11864406779661,0.0583452852635695,0.0423728813559322,0.036345387540049,0.0624414310313679,0.000154345626302921,0.0254237288135593,0.0284010651185517,0.0473725060917563,0.00013551377256191,0.044530239210086,0.00775566259963474
ZA,ZAF,South Africa,Limpopo,2021-07-29,2021-07-27,46,9728550.73961499,87,451,87,439,0,15,117,63,20,91,35,78,29,3,6,680753.565037442,2,3,2,0,3,487106.835677422,87,116,2717.25465989848,5,1,4,0,0,11,1,9,1,0,10,2,7,1,0,18,5,0,0,0,8,0,8,0,0,6,3,11,2,0,13,3,6,1,3,4,3,1,2,2,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,4,8,1,5,6,6,4,5,4,9,8,3,0,0,0,1,0,1,1,1,1,3,2,1,3,0.128205128205128,0.060578011567956,0.0512820512820513,0.0399674474842471,0.0699748177562964,0.000160303224740704,0.0256410256410256,0.0286406157970728,0.0500698252714977,0.000137043327948901,0.0320176100105577,0.00661928534874246
ZA,ZAF,South Africa,Limpopo,2021-07-30,2021-07-28,32,9060517.85367311,80,392,68,396,0,17,112,64,17,87,36,70,29,4,8,659776.207904561,2,3,2,0,5,495039.884209081,68,110,2576.70700507614,6,1,4,0,0,12,1,8,1,0,10,2,6,1,0,15,5,0,0,0,6,0,6,0,0,6,3,11,2,0,17,2,5,0,2,3,2,1,2,1,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,6,11,2,7,7,7,5,7,4,10,11,7,0,0,0,1,0,1,1,1,1,3,2,1,3,0.151785714285714,0.0664518873760878,0.0714285714285714,0.0476960836280131,0.072818818809246,0.000169190393268284,0.0446428571428571,0.0382470503905451,0.0546370408627795,0.00014798389594547,0.0263902724935506,0.00618913507980866
ZA,ZAF,South Africa,Limpopo,2021-07-31,2021-07-29,48,10366657.8240447,89,456,98,438,0,18,126,75,24,95,41,80,34,6,12,1001452.79673389,3,7,3,0,7,666941.950683046,98,123,2881.22692385787,9,2,6,1,1,21,3,16,3,0,17,4,12,3,1,18,5,0,0,0,8,1,7,1,0,8,2,14,2,0,18,3,7,0,4,4,3,3,3,2,5,5,3,1,1,0,1,0,1,1,1,1,1,1,1,8,14,3,9,10,8,7,7,4,11,11,8,1,1,0,1,0,1,1,1,1,2,1,1,3,0.142857142857143,0.0610998865206943,0.0952380952380952,0.0512548919161192,0.0966032460732996,0.000179830698796487,0.0555555555555556,0.0399958355513315,0.064335291277399,0.000149352834546979,0.0340132875992916,0.00661864733125981
ZA,ZAF,South Africa,Limpopo,2021-08-01,2021-07-30,36,9535408.9089665,85,277,123,314,0,15,116,64,22,88,45,67,32,10,13,1098130.95113678,2,9,2,0,8,670435.491946264,123,113,2646.98083248731,8,2,5,1,1,21,5,14,3,0,16,5,10,2,1,15,5,0,0,0,6,1,5,1,0,5,3,10,2,0,14,3,4,2,4,2,3,3,3,2,4,2,4,1,1,0,1,0,1,1,1,1,1,1,1,8,13,6,9,8,9,7,7,4,7,9,10,1,3,1,1,1,2,1,2,1,1,2,2,3,0.129310344827586,0.0610614936573964,0.112068965517241,0.0574052213231845,0.115163488175548,0.000202613021470755,0.0689655172413793,0.0461124267568426,0.0703100934995906,0.000162276759180815,0.0464680357675351,0.00801894949632258
ZA,ZAF,South Africa,Limpopo,2021-08-02,2021-07-31,41,10013813.751961,92,361,148,348,0,12,125,68,25,96,49,73,35,11,10,1100539.92436552,1,8,1,0,5,315768.646123486,148,124,2904.65153299492,8,2,5,1,1,22,6,15,4,0,17,7,10,4,1,18,7,0,0,0,6,2,4,2,0,5,4,8,3,0,11,3,5,3,5,2,4,3,3,2,4,3,3,1,2,1,2,0,2,1,1,1,1,2,1,5,11,6,8,7,8,6,5,4,6,8,6,1,4,2,2,1,3,1,2,1,1,3,2,3,0.096,0.0516431728146224,0.08,0.0475589208627015,0.109902176296219,0.000193718167448994,0.04,0.0343525275593694,0.0315333052865747,0.000108236920868619,0.0509527557157262,0.00799703187042651
ZA,ZAF,South Africa,Limpopo,2021-08-03,2021-08-01,42,8901257.93880217,86,444,159,331,0,14,119,62,24,90,42,72,30,9,7,905931.62751698,0,5,0,0,2,110927.893772291,159,117,2740.67926903553,8,1,5,1,0,18,4,12,2,0,12,5,7,3,0,16,6,0,0,0,5,1,4,1,0,4,4,9,3,0,13,2,4,3,3,2,4,2,2,1,2,2,2,0,1,1,1,0,1,0,0,0,0,1,0,3,11,5,6,7,8,3,4,4,7,8,4,0,3,2,1,1,3,0,1,0,1,3,1,3,0.117647058823529,0.0578877029095481,0.0588235294117647,0.0422752009142892,0.101775685385755,0.000198626330507034,0.0168067226890756,0.0230959365431803,0.0124620468853887,7.28775872578794e-05,0.0580148147199849,0.00875206379778182
ZA,ZAF,South Africa,Limpopo,2021-08-04,2021-08-02,40,9913362.1996542,83,488,154,325,0,14,123,67,20,97,40,77,33,6,6,794321.009182412,0,4,0,0,1,108719.186314611,154,121,2834.37770558376,7,1,4,1,0,16,2,12,2,0,12,3,9,3,0,15,4,0,0,0,4,1,3,1,0,4,2,11,2,0,14,1,4,2,2,3,3,2,0,0,0,3,1,0,1,1,1,0,1,0,0,0,0,1,0,3,12,4,7,10,8,4,3,3,6,10,3,0,1,1,1,0,2,0,0,0,1,2,0,3,0.113821138211382,0.0561264650849194,0.0487804878048781,0.0380679052703839,0.0801262975350704,0.000169000987916794,0.00813008130081301,0.0158697592791709,0.0109669337329774,6.48314327438959e-05,0.05433291395731,0.00834487556333345
ZA,ZAF,South Africa,Limpopo,2021-08-05,2021-08-03,36,9233227.48034419,83,486,134,338,0,16,118,62,23,90,39,74,33,6,5,393489.084726786,0,4,0,0,1,108719.186314611,134,116,2717.25465989848,8,1,6,1,0,14,0,13,0,0,11,1,10,1,0,13,1,0,0,0,3,0,3,0,0,3,2,13,1,1,15,1,3,1,1,3,2,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3,12,4,7,11,9,4,4,2,7,10,3,0,0,0,0,0,1,0,0,0,1,1,0,3,0.135593220338983,0.0617710746947292,0.0423728813559322,0.036345387540049,0.0426166349268932,0.000130287826455693,0.00847457627118644,0.0165393337479136,0.0117747761057608,6.95785893674216e-05,0.0493144797863762,0.0081412030686698
ZA,ZAF,South Africa,Limpopo,2021-08-06,2021-08-04,30,9185725.72911271,73,333,99,266,0,12,106,57,21,80,41,63,35,6,5,412539.52170485,0,5,0,0,3,307776.601150691,99,106,2483.00856852792,7,1,6,1,0,13,2,11,2,0,13,3,10,3,0,15,2,0,0,0,2,0,2,0,0,2,2,10,1,1,11,1,2,1,1,2,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3,9,5,6,9,8,5,3,1,5,9,2,0,0,0,0,0,1,1,0,0,1,1,0,3,0.113207547169811,0.0603175708408045,0.0471698113207547,0.040358496811933,0.0449109339719747,0.000133933535752334,0.0283018867924528,0.0315695602813257,0.0335059646049785,0.000116372939871777,0.0398709860508832,0.00769577331870449
ZA,ZAF,South Africa,Limpopo,2021-08-07,2021-08-04,31,12235610.6977004,99,442,129,346,0,18,137,74,29,103,53,81,45,8,7,622724.890157182,2,5,2,0,5,517961.969603023,129,137,3209.17145177665,11,3,8,3,0,18,5,13,5,0,17,5,12,5,0,25,7,0,0,0,7,1,6,1,0,7,4,14,3,1,17,2,6,3,5,7,4,2,3,3,4,5,2,1,1,0,1,1,1,0,0,1,1,1,0,5,14,7,11,15,12,7,7,5,9,13,4,2,2,0,2,2,3,2,1,2,2,3,1,4,0.131386861313869,0.0565688009678663,0.0510948905109489,0.0368712563883457,0.0508944674313819,0.000123148125430229,0.0364963503649635,0.0314006912055998,0.0423323348870825,0.000112818102071801,0.0401972914001162,0.00679580661128278
ZA,ZAF,South Africa,Limpopo,2021-08-08,2021-08-05,35,12127488.3912174,96,470,181,327,0,18,132,72,34,94,49,80,42,6,6,609421.125851414,2,3,2,0,6,609421.125851414,181,132,3092.04840609137,13,3,9,3,0,17,5,11,5,0,13,5,7,5,0,25,9,0,0,0,7,1,5,1,0,7,5,12,4,1,17,2,6,3,6,7,4,2,4,4,6,5,2,1,1,0,1,1,1,0,0,1,1,1,0,4,11,7,13,12,9,5,6,6,13,11,3,2,2,1,2,2,3,2,1,2,3,3,1,4,0.136363636363636,0.0585431211329451,0.0454545454545455,0.0355343267870044,0.0502512231875438,0.000122953344733673,0.0454545454545455,0.0355343267870044,0.0502512231875438,0.000122953344733673,0.058537246584959,0.00827451725103485
ZA,ZAF,South Africa,Limpopo,2021-08-09,2021-08-06,24,11704874.2768663,85,400,183,329,0,19,120,67,30,83,44,72,37,5,7,773795.56000052,2,4,2,0,6,609421.125851414,184,118,2764.10387817259,12,3,7,3,0,18,5,10,5,0,13,5,6,5,0,26,12,0,0,0,9,1,7,1,0,8,4,12,4,0,18,2,7,3,7,8,5,3,4,5,6,6,3,1,1,0,1,1,1,0,0,1,1,1,0,5,13,5,13,13,9,6,5,7,13,11,5,2,2,1,2,2,3,2,1,2,3,3,1,4,0.158333333333333,0.0653151170258606,0.0583333333333333,0.0419338235760145,0.0661088313891471,0.000142345121916815,0.05,0.0389945823141894,0.052065584938053,0.00012727093530324,0.066567686349634,0.0092927458114184
ZA,ZAF,South Africa,Limpopo,2021-08-10,2021-08-08,44,9374755.18067391,72,342,159,286,0,19,103,59,30,67,32,66,25,4,4,551064.961518922,1,2,0,1,2,200178.342563002,160,100,2342.46091370558,10,0,8,0,0,13,1,9,0,1,6,0,4,0,0,19,8,0,0,0,10,2,7,1,1,8,3,13,2,1,17,1,6,1,4,5,5,2,1,2,5,6,4,0,1,0,0,1,1,0,0,0,0,1,0,2,12,3,10,10,7,4,2,3,12,9,7,0,1,1,0,1,1,0,0,0,1,1,0,3,0.184466019417476,0.0749046359260422,0.0388349514563107,0.0373112541172863,0.0587817975934928,0.000150568704504045,0.0194174757281553,0.0266482036524112,0.0213529141513658,9.25357936461171e-05,0.0683042346891897,0.0102158096023396
ZA,ZAF,South Africa,Limpopo,2021-08-11,2021-08-09,39,9426666.40911811,76,379,102,318,0,16,107,56,30,71,40,62,32,6,3,482087.04272359,1,2,0,1,1,131200.42376767,103,104,2436.15935025381,9,0,8,0,0,13,2,9,1,1,9,1,7,1,0,22,7,0,0,0,10,2,8,1,1,7,2,12,1,1,13,0,5,0,3,4,5,2,0,2,4,5,3,0,1,0,0,1,1,0,0,0,0,1,0,2,11,2,7,9,7,5,1,4,9,8,6,0,1,0,0,1,1,0,0,0,0,1,0,3,0.149532710280374,0.0675698744511675,0.0280373831775701,0.0312787739529993,0.0511407767922373,0.00014062209818751,0.00934579439252336,0.0182316240644272,0.0139180085592892,7.47849289013127e-05,0.042279664501121,0.00799061793254842
ZA,ZAF,South Africa,Limpopo,2021-08-12,2021-08-10,53,10225756.5791829,100,572,117,340,0,17,136,74,37,95,54,76,43,10,6,570993.783681081,2,3,1,1,5,384481.598874267,117,132,3092.04840609137,8,1,7,1,0,16,4,11,2,2,15,3,11,2,1,27,12,0,0,0,11,3,8,2,1,9,3,14,2,1,15,2,6,0,5,6,5,1,2,3,4,6,2,1,2,0,1,2,1,0,1,1,0,2,0,4,11,2,10,11,8,6,5,6,8,10,5,1,2,0,1,2,1,0,1,1,0,2,0,3,0.125,0.0555824479353062,0.0441176470588235,0.0345133431783723,0.0558387811463731,0.000140731530183268,0.0367647058823529,0.0316271733126348,0.0375993302693098,0.000116591899752129,0.0378389936488409,0.00672540765396506
ZA,ZAF,South Africa,Limpopo,2021-08-13,2021-08-11,35,9487294.95199344,94,502,116,308,0,10,127,61,26,97,59,62,47,12,7,544951.598341808,3,3,3,0,5,384481.598874267,116,123,2881.22692385787,3,1,2,1,0,14,5,8,4,1,13,3,9,2,1,22,12,0,0,0,6,1,4,1,0,4,1,8,1,0,8,2,3,0,4,4,2,1,2,3,1,3,0,1,1,0,1,1,0,0,1,1,0,1,0,4,6,1,7,7,4,4,4,5,3,6,1,1,1,0,1,1,0,0,1,1,0,1,0,3,0.078740157480315,0.0468420011552584,0.0551181102362205,0.0396900962982527,0.0574401450676206,0.000148060469776649,0.0393700787401575,0.0338226340801469,0.0405259455745583,0.000125475832489886,0.040260626137937,0.00717755084021938
ZA,ZAF,South Africa,Limpopo,2021-08-14,2021-08-12,26,9041610.8418559,83,403,106,273,0,9,114,61,24,87,52,55,42,10,7,537337.372312199,3,3,3,0,4,253281.175106597,106,110,2576.70700507614,3,1,2,1,0,10,4,5,3,1,11,2,8,1,1,19,12,0,0,0,6,1,4,1,0,5,1,7,1,0,8,3,2,1,4,5,3,1,3,3,2,3,0,1,1,0,1,1,0,0,1,1,0,1,0,4,4,1,6,7,5,3,5,4,3,5,1,1,1,0,1,1,0,0,1,1,0,1,0,3,0.0789473684210526,0.0495001731711798,0.0614035087719298,0.0440688505430878,0.0594293850631935,0.000154106695201982,0.0350877192982456,0.0337766950017001,0.0280128374840128,0.000107555841145942,0.0411377777105347,0.00766856476418659
ZA,ZAF,South Africa,Limpopo,2021-08-15,2021-08-12,31,11913981.6929685,107,530,123,362,0,13,145,82,32,107,70,66,57,12,7,537337.372312199,3,3,3,0,4,253281.175106597,123,141,3302.86988832487,5,1,4,1,0,11,4,6,3,1,13,2,10,1,1,27,15,0,0,0,9,2,6,2,0,7,2,10,2,0,11,3,4,1,5,6,4,1,3,3,3,4,0,1,1,0,1,1,0,0,1,1,0,1,0,4,6,1,8,9,7,3,5,4,5,7,1,1,1,0,1,1,0,0,1,1,0,1,0,4,0.0896551724137931,0.0465001902142586,0.0482758620689655,0.0348886890362915,0.0451014099366403,0.000117840156943085,0.0275862068965517,0.0266584957303103,0.0212591542973481,8.19080289946215e-05,0.0372403407214997,0.00645755514217933
ZA,ZAF,South Africa,Limpopo,2021-08-16,2021-08-13,36,12753533.6379394,93,393,149,316,0,9,128,76,26,94,56,64,46,9,4,344041.318598728,2,2,2,0,1,59985.1213931265,149,126,2951.50075126904,4,0,4,0,0,7,2,5,2,0,8,0,8,0,0,20,8,0,0,0,8,2,5,2,0,6,2,6,2,0,7,1,3,2,3,4,5,1,3,1,3,3,1,0,0,0,0,0,1,0,1,0,0,1,0,1,3,2,4,5,6,1,3,1,4,4,1,0,0,0,0,0,1,0,1,0,0,1,0,4,0.0703125,0.0442922631984472,0.03125,0.0301421325137655,0.0269761564414797,8.89169591826082e-05,0.0078125,0.0152522879936616,0.00470341186184523,3.75504882031261e-05,0.050482792503419,0.00789859319848436
ZA,ZAF,South Africa,Limpopo,2021-08-17,2021-08-15,33,10042438.1435864,72,412,135,251,0,8,100,62,25,68,40,55,31,8,2,377959.186476699,0,2,0,0,2,377959.186476699,136,98,2295.61169543147,3,0,3,0,0,7,0,6,0,0,7,0,6,0,0,19,8,0,0,0,6,2,4,2,0,5,2,6,2,0,7,0,3,1,2,2,4,0,3,0,1,3,1,0,0,0,0,0,1,0,1,0,0,1,0,1,4,1,4,3,5,1,3,1,3,5,1,0,0,0,0,0,1,0,1,0,0,1,0,3,0.08,0.0531724899927667,0.02,0.0274394957835608,0.0376361976118401,0.000117706655019778,0.02,0.0274394957835608,0.0376361976118401,0.000117706655019778,0.0592434688630727,0.00965734480199645
