"date","region","population","sample_size","reach","p_cases","p_cases_error"
"2020/04/13","ESCE",84777,0,0,NA,NA
"2020/04/14","ESCE",84777,0,0,NA,NA
"2020/04/15","ESCE",84777,0,0,NA,NA
"2020/04/16","ESCE",84777,0,0,NA,NA
"2020/04/17","ESCE",84777,0,0,NA,NA
"2020/04/18","ESCE",84777,0,0,NA,NA
"2020/04/19","ESCE",84777,0,0,NA,NA
"2020/04/20","ESCE",84777,0,0,NA,NA
"2020/04/21","ESCE",84777,0,0,NA,NA
"2020/04/22","ESCE",84777,0,0,NA,NA
"2020/04/23","ESCE",84777,0,0,NA,NA
"2020/04/24","ESCE",84777,0,0,NA,NA
"2020/04/25","ESCE",84777,0,0,NA,NA
"2020/04/26","ESCE",84777,0,0,NA,NA
"2020/04/27","ESCE",84777,0,0,NA,NA
"2020/04/13","ESML",86487,0,0,NA,NA
"2020/04/14","ESML",86487,0,0,NA,NA
"2020/04/15","ESML",86487,0,0,NA,NA
"2020/04/16","ESML",86487,0,0,NA,NA
"2020/04/17","ESML",86487,0,0,NA,NA
"2020/04/18","ESML",86487,0,0,NA,NA
"2020/04/19","ESML",86487,0,0,NA,NA
"2020/04/20","ESML",86487,0,0,NA,NA
"2020/04/21","ESML",86487,0,0,NA,NA
"2020/04/22","ESML",86487,0,0,NA,NA
"2020/04/23","ESML",86487,0,0,NA,NA
"2020/04/24","ESML",86487,0,0,NA,NA
"2020/04/25","ESML",86487,0,0,NA,NA
"2020/04/26","ESML",86487,0,0,NA,NA
"2020/04/27","ESML",86487,0,0,NA,NA
"2020/04/13","ESGA",2699499,50,3759,0.0415003990422985,0.00637579041785746
"2020/04/14","ESGA",2699499,50,3759,0.0415003990422985,0.00637579041785746
"2020/04/15","ESGA",2699499,50,3797,0.0408217013431657,0.00629394603821039
"2020/04/16","ESGA",2699499,50,3797,0.0408217013431657,0.00629394603821039
"2020/04/17","ESGA",2699499,50,3837,0.0388324211623664,0.0061129238063008
"2020/04/18","ESGA",2699499,50,3767,0.0390230953013008,0.00618397340760284
"2020/04/19","ESGA",2699499,50,3767,0.0390230953013008,0.00618397340760284
"2020/04/20","ESGA",2699499,50,3767,0.0390230953013008,0.00618397340760284
"2020/04/21","ESGA",2699499,50,3767,0.0390230953013008,0.00618397340760284
"2020/04/22","ESGA",2699499,50,3767,0.0390230953013008,0.00618397340760284
"2020/04/23","ESGA",2699499,50,3767,0.0390230953013008,0.00618397340760284
"2020/04/24","ESGA",2699499,50,3767,0.0390230953013008,0.00618397340760284
"2020/04/25","ESGA",2699499,50,3767,0.0390230953013008,0.00618397340760284
"2020/04/26","ESGA",2699499,50,3767,0.0390230953013008,0.00618397340760284
"2020/04/27","ESGA",2699499,50,3767,0.0390230953013008,0.00618397340760284
"2020/04/13","ESPV",2207776,50,3521,0.0602101675660324,0.00785715584664617
"2020/04/14","ESPV",2207776,50,3521,0.0602101675660324,0.00785715584664617
"2020/04/15","ESPV",2207776,50,3351,0.062667860340197,0.00820597264389351
"2020/04/16","ESPV",2207776,50,3436,0.0611175785797439,0.00800958818273174
"2020/04/17","ESPV",2207776,50,3533,0.0608547976224172,0.00788297330145627
"2020/04/18","ESPV",2207776,50,3413,0.0656314093173161,0.00830797014841011
"2020/04/19","ESPV",2207776,50,3413,0.0656314093173161,0.00830797014841011
"2020/04/20","ESPV",2207776,50,3413,0.0656314093173161,0.00830797014841011
"2020/04/21","ESPV",2207776,50,3413,0.0656314093173161,0.00830797014841011
"2020/04/22","ESPV",2207776,50,3363,0.0606601248884924,0.00806766184849947
"2020/04/23","ESPV",2207776,50,3363,0.0606601248884924,0.00806766184849947
"2020/04/24","ESPV",2207776,50,3273,0.0626336694164375,0.00830106264297895
"2020/04/25","ESPV",2207776,50,3273,0.0626336694164375,0.00830106264297895
"2020/04/26","ESPV",2207776,50,3273,0.0626336694164375,0.00830106264297895
"2020/04/27","ESPV",2207776,50,3273,0.0626336694164375,0.00830106264297895
"2020/04/13","ESCM",2032863,50,3303,0.118074477747502,0.0110049424637877
"2020/04/14","ESCM",2032863,50,3208,0.11502493765586,0.0110405937775192
"2020/04/15","ESCM",2032863,50,3088,0.115608808290155,0.0112778707136484
"2020/04/16","ESCM",2032863,50,3003,0.112221112221112,0.0112891206813214
"2020/04/17","ESCM",2032863,50,3003,0.111555111555112,0.0112597930607215
"2020/04/18","ESCM",2032863,50,3033,0.106495219254863,0.0109780544917294
"2020/04/19","ESCM",2032863,50,3033,0.106495219254863,0.0109780544917294
"2020/04/20","ESCM",2032863,50,3033,0.106495219254863,0.0109780544917294
"2020/04/21","ESCM",2032863,50,3033,0.106495219254863,0.0109780544917294
"2020/04/22","ESCM",2032863,50,3121,0.106376161486703,0.0108168482497905
"2020/04/23","ESCM",2032863,50,3152,0.105647208121827,0.0107309564532257
"2020/04/24","ESCM",2032863,50,3092,0.105433376455369,0.0108248964611807
"2020/04/25","ESCM",2032863,50,3092,0.105433376455369,0.0108248964611807
"2020/04/26","ESCM",2032863,50,3102,0.105093488072211,0.0107920495764854
"2020/04/27","ESCM",2032863,50,3187,0.101349231251961,0.0104776229021057
"2020/04/13","ESVC",5003769,50,3873,0.0206558223599277,0.00447933207867441
"2020/04/14","ESVC",5003769,50,3878,0.0206291903042806,0.00447361759256918
"2020/04/15","ESVC",5003769,50,3878,0.0206291903042806,0.00447361759256918
"2020/04/16","ESVC",5003769,50,3738,0.0224719101123595,0.00475130664173315
"2020/04/17","ESVC",5003769,50,3888,0.0228909465020576,0.00470097949366438
"2020/04/18","ESVC",5003769,50,3958,0.0224861040929763,0.00461879592944442
"2020/04/19","ESVC",5003769,50,4008,0.0229540918163673,0.00463630263658192
"2020/04/20","ESVC",5003769,50,4008,0.0229540918163673,0.00463630263658192
"2020/04/21","ESVC",5003769,50,4068,0.0226155358898722,0.00456871193774328
"2020/04/22","ESVC",5003769,50,4068,0.0226155358898722,0.00456871193774328
"2020/04/23","ESVC",5003769,50,4068,0.0226155358898722,0.00456871193774328
"2020/04/24","ESVC",5003769,50,4258,0.0225457961484265,0.00445888487994397
"2020/04/25","ESVC",5003769,50,4208,0.0237642585551331,0.00460203282204054
"2020/04/26","ESVC",5003769,50,4208,0.0237642585551331,0.00460203282204054
"2020/04/27","ESVC",5003769,50,4258,0.0239549084077031,0.00459279922621126
"2020/04/13","ESAN",8414240,50,3776,0.0235699152542373,0.0048387332918077
"2020/04/14","ESAN",8414240,50,3816,0.0262054507337526,0.00506842932071342
"2020/04/15","ESAN",8414240,50,3886,0.0277920741121976,0.00516816952882678
"2020/04/16","ESAN",8414240,50,3846,0.0278211128445138,0.00519761123583719
"2020/04/17","ESAN",8414240,50,3846,0.0278211128445138,0.00519761123583719
"2020/04/18","ESAN",8414240,50,3946,0.026862645717182,0.00504464970243932
"2020/04/19","ESAN",8414240,50,3896,0.0292607802874743,0.00529215866834596
"2020/04/20","ESAN",8414240,50,3846,0.0296411856474259,0.0053599089756242
"2020/04/21","ESAN",8414240,50,3766,0.030801911842804,0.00551827124970527
"2020/04/22","ESAN",8414240,50,3766,0.030801911842804,0.00551827124970527
"2020/04/23","ESAN",8414240,50,3766,0.030801911842804,0.00551827124970527
"2020/04/24","ESAN",8414240,50,3836,0.0291970802919708,0.00532775249044029
"2020/04/25","ESAN",8414240,50,3836,0.0291970802919708,0.00532775249044029
"2020/04/26","ESAN",8414240,50,3927,0.0285204991087344,0.00520610618207841
"2020/04/27","ESAN",8414240,50,3927,0.0285204991087344,0.00520610618207841
"2020/04/13","ESAS",1022800,40,3135,0.0172248803827751,0.0045544349376026
"2020/04/14","ESAS",1022800,41,3185,0.0169544740973312,0.00448355343174388
"2020/04/15","ESAS",1022800,42,3285,0.019482496194825,0.00472639897642028
"2020/04/16","ESAS",1022800,42,3285,0.019482496194825,0.00472639897642028
"2020/04/17","ESAS",1022800,42,3285,0.019482496194825,0.00472639897642028
"2020/04/18","ESAS",1022800,43,3287,0.0194706419227259,0.00472355171639786
"2020/04/19","ESAS",1022800,43,3287,0.0194706419227259,0.00472355171639786
"2020/04/20","ESAS",1022800,43,3287,0.0194706419227259,0.00472355171639786
"2020/04/21","ESAS",1022800,43,3287,0.0194706419227259,0.00472355171639786
"2020/04/22","ESAS",1022800,43,3287,0.0194706419227259,0.00472355171639786
"2020/04/23","ESAS",1022800,43,3287,0.0194706419227259,0.00472355171639786
"2020/04/24","ESAS",1022800,43,3287,0.0194706419227259,0.00472355171639786
"2020/04/25","ESAS",1022800,43,3287,0.0194706419227259,0.00472355171639786
"2020/04/26","ESAS",1022800,43,3287,0.0194706419227259,0.00472355171639786
"2020/04/27","ESAS",1022800,44,3337,0.019478573569074,0.00468896625055488
"2020/04/13","ESCL",2399548,50,3479,0.061511928715148,0.00798389703461023
"2020/04/14","ESCL",2399548,50,3479,0.061511928715148,0.00798389703461023
"2020/04/15","ESCL",2399548,50,3299,0.063655653228251,0.00833092489473609
"2020/04/16","ESCL",2399548,50,3234,0.0618429189857761,0.0083015818405589
"2020/04/17","ESCL",2399548,50,3234,0.0618429189857761,0.0083015818405589
"2020/04/18","ESCL",2399548,50,3234,0.0618429189857761,0.0083015818405589
"2020/04/19","ESCL",2399548,50,3234,0.0618429189857761,0.0083015818405589
"2020/04/20","ESCL",2399548,50,3234,0.0618429189857761,0.0083015818405589
"2020/04/21","ESCL",2399548,50,3234,0.0618429189857761,0.0083015818405589
"2020/04/22","ESCL",2399548,50,3234,0.0618429189857761,0.0083015818405589
"2020/04/23","ESCL",2399548,50,3234,0.0618429189857761,0.0083015818405589
"2020/04/24","ESCL",2399548,50,3234,0.0618429189857761,0.0083015818405589
"2020/04/25","ESCL",2399548,50,3234,0.0618429189857761,0.0083015818405589
"2020/04/26","ESCL",2399548,50,3234,0.0618429189857761,0.0083015818405589
"2020/04/27","ESCL",2399548,50,3259,0.0604479901810371,0.00818195820264882
"2020/04/13","ESEX",1067710,29,2060,0.0393203883495146,0.00839291195103008
"2020/04/14","ESEX",1067710,33,2285,0.0411378555798687,0.00814336497968953
"2020/04/15","ESEX",1067710,34,2335,0.0402569593147752,0.00797264852746372
"2020/04/16","ESEX",1067710,34,2335,0.0402569593147752,0.00797264852746372
"2020/04/17","ESEX",1067710,35,2485,0.0378269617706237,0.00750087997672147
"2020/04/18","ESEX",1067710,35,2485,0.0378269617706237,0.00750087997672147
"2020/04/19","ESEX",1067710,35,2485,0.0378269617706237,0.00750087997672147
"2020/04/20","ESEX",1067710,35,2485,0.0378269617706237,0.00750087997672147
"2020/04/21","ESEX",1067710,35,2485,0.0378269617706237,0.00750087997672147
"2020/04/22","ESEX",1067710,35,2485,0.0378269617706237,0.00750087997672147
"2020/04/23","ESEX",1067710,35,2485,0.0378269617706237,0.00750087997672147
"2020/04/24","ESEX",1067710,35,2485,0.0378269617706237,0.00750087997672147
"2020/04/25","ESEX",1067710,35,2485,0.0378269617706237,0.00750087997672147
"2020/04/26","ESEX",1067710,35,2485,0.0378269617706237,0.00750087997672147
"2020/04/27","ESEX",1067710,35,2485,0.0378269617706237,0.00750087997672147
"2020/04/13","ESIB",1149460,15,1170,0.0324786324786325,0.0101574410409459
"2020/04/14","ESIB",1149460,16,1230,0.0308943089430894,0.00966986363928251
"2020/04/15","ESIB",1149460,16,1230,0.0308943089430894,0.00966986363928251
"2020/04/16","ESIB",1149460,31,1895,0.0284960422163588,0.00749131473707547
"2020/04/17","ESIB",1149460,33,2005,0.027930174563591,0.00721234443163884
"2020/04/18","ESIB",1149460,33,2005,0.027930174563591,0.00721234443163884
"2020/04/19","ESIB",1149460,33,2005,0.027930174563591,0.00721234443163884
"2020/04/20","ESIB",1149460,34,2155,0.0278422273781903,0.00694616056546389
"2020/04/21","ESIB",1149460,34,2155,0.0278422273781903,0.00694616056546389
"2020/04/22","ESIB",1149460,34,2155,0.0278422273781903,0.00694616056546389
"2020/04/23","ESIB",1149460,34,2155,0.0278422273781903,0.00694616056546389
"2020/04/24","ESIB",1149460,34,2155,0.0278422273781903,0.00694616056546389
"2020/04/25","ESIB",1149460,34,2155,0.0278422273781903,0.00694616056546389
"2020/04/26","ESIB",1149460,35,2235,0.0295302013422819,0.00701832610256182
"2020/04/27","ESIB",1149460,35,2235,0.0295302013422819,0.00701832610256182
"2020/04/13","ESCT",7675217,50,3238,0.038295243977764,0.00661002300680997
"2020/04/14","ESCT",7675217,50,3238,0.0398394070413836,0.0067365578025245
"2020/04/15","ESCT",7675217,50,3168,0.0404040404040404,0.00685665200426828
"2020/04/16","ESCT",7675217,50,3151,0.0403046651856553,0.00686701885973067
"2020/04/17","ESCT",7675217,50,3151,0.0428435417327832,0.00707062882004549
"2020/04/18","ESCT",7675217,50,3236,0.0420271940667491,0.00691330349216634
"2020/04/19","ESCT",7675217,50,3261,0.0413983440662374,0.00683727840089237
"2020/04/20","ESCT",7675217,50,3261,0.0413983440662374,0.00683727840089237
"2020/04/21","ESCT",7675217,50,3261,0.0413983440662374,0.00683727840089237
