"date","region","population","sample_size","reach","sample_size_recent","reach_recent","p_cases","p_cases_error","p_fatalities","p_fatalities_error","p_recentcases","p_recentcases_error","p_cases_daily","p_cases_daily_error","p_stillsick","p_stillsick_error"
"2020/03/15","ESGA",2699499,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020/03/16","ESGA",2699499,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020/03/17","ESGA",2699499,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020/03/18","ESGA",2699499,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020/03/19","ESGA",2699499,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020/03/20","ESGA",2699499,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020/03/21","ESGA",2699499,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020/03/22","ESGA",2699499,6,680,6,680,0.0205882352941176,0.0106729839020526,NA,NA,NA,NA,NA,NA,NA,NA
"2020/03/23","ESGA",2699499,6,680,6,680,0.0205882352941176,0.0106729839020526,NA,NA,NA,NA,NA,NA,NA,NA
"2020/03/24","ESGA",2699499,8,720,8,720,0.0194444444444444,0.0100859245439473,NA,NA,NA,NA,NA,NA,NA,NA
"2020/03/25","ESGA",2699499,33,2624,33,2624,0.00838414634146342,0.00348872977253764,NA,NA,NA,NA,NA,NA,NA,NA
"2020/03/26","ESGA",2699499,39,2948,39,2948,0.0101763907734057,0.00362293167201184,NA,NA,NA,NA,NA,NA,NA,NA
"2020/03/27","ESGA",2699499,41,2968,41,2968,0.0101078167115903,0.00359864303466194,NA,NA,NA,NA,NA,NA,NA,NA
"2020/03/28","ESGA",2699499,43,3268,43,3268,0.00917992656058752,0.00326982167832898,NA,NA,NA,NA,NA,NA,NA,NA
"2020/03/29","ESGA",2699499,47,3618,41,2938,0.0138197899391929,0.00380401895450083,NA,NA,NA,NA,NA,NA,NA,NA
"2020/03/30","ESGA",2699499,48,3718,42,3038,0.0137170521785906,0.00373873390035949,NA,NA,NA,NA,NA,NA,NA,NA
"2020/03/31","ESGA",2699499,50,4023,50,4023,0.0246085011185682,0.00478745978420923,NA,NA,NA,NA,NA,NA,NA,NA
"2020/04/01","ESGA",2699499,50,4449,37,3369,0.0267475837266802,0.00474102135230815,NA,NA,NA,NA,NA,NA,NA,NA
"2020/04/02","ESGA",2699499,50,4589,33,3325,0.0263674003050774,0.00463575282732801,NA,NA,NA,NA,NA,NA,NA,NA
"2020/04/03","ESGA",2699499,50,4589,31,3305,0.0263674003050774,0.00463575282732801,NA,NA,NA,NA,NA,NA,NA,NA
