ISO2,ISO_3,country_agg,date,first_date,day_count,weight,Finished,B2,B4,E5,E6,pos_RF,count,symptomatic,infected,not_infected,vaccinated,unvaccinated,vac1dose,vac2doses,cli,cli_weight,cli_vaccinated,cli_unvaccinated,cli_vac1dose,cli_vac2doses,cliWHO,cliWHO_weight,cli_local,count_local,reach,stringent_cli,stringent_cli_vaccinated,stringent_cli_unvaccinated,stringent_cli_vac1dose,stringent_cli_vac2doses,classic_cli,classic_cli_vaccinated,classic_cli_unvaccinated,classic_cli_vac1dose,classic_cli_vac2doses,broad_cli,broad_cli_vaccinated,broad_cli_unvaccinated,broad_cli_vac1dose,broad_cli_vac2doses,test_recent,positive_recent,positive_vaccinated,positive_unvaccinated,positive_vac1dose,positive_vac2doses,positive_symptomatic,pos_RF_vaccinated,pos_RF_unvaccinated,pos_RF_vac1dose,pos_RF_vac2doses,pos_RF_symptomatic,positive_Fever_B1_1,positive_Cough_B1_2,positive_Difficulty_breathing_B1_3,positive_Fatigue_B1_4,positive_Stuffy_or_runny_nose_B1_5,positive_Aches_or_muscle_pain_B1_6,positive_Sore_throat_B1_7,positive_Chest_pain_B1_8,positive_Nausea_B1_9,positive_Loss_of_smell_or_taste_B1_10,positive_Headache_B1_12,positive_Chills_B1_13,pos_vaccinated_Fever_B1_1,pos_vaccinated_Cough_B1_2,pos_vaccinated_Difficulty_breathing_B1_3,pos_vaccinated_Fatigue_B1_4,pos_vaccinated_Stuffy_or_runny_nose_B1_5,pos_vaccinated_Aches_or_muscle_pain_B1_6,pos_vaccinated_Sore_throat_B1_7,pos_vaccinated_Chest_pain_B1_8,pos_vaccinated_Nausea_B1_9,pos_vaccinated_Loss_of_smell_or_taste_B1_10,pos_vaccinated_Headache_B1_12,pos_vaccinated_Chills_B1_13,pos_RF_Fever_B1_1,pos_RF_Cough_B1_2,pos_RF_Difficulty_breathing_B1_3,pos_RF_Fatigue_B1_4,pos_RF_Stuffy_or_runny_nose_B1_5,pos_RF_Aches_or_muscle_pain_B1_6,pos_RF_Sore_throat_B1_7,pos_RF_Chest_pain_B1_8,pos_RF_Nausea_B1_9,pos_RF_Loss_of_smell_or_taste_B1_10,pos_RF_Headache_B1_12,pos_RF_Chills_B1_13,pos_RF_vaccinated_Fever_B1_1,pos_RF_vaccinated_Cough_B1_2,pos_RF_vaccinated_Difficulty_breathing_B1_3,pos_RF_vaccinated_Fatigue_B1_4,pos_RF_vaccinated_Stuffy_or_runny_nose_B1_5,pos_RF_vaccinated_Aches_or_muscle_pain_B1_6,pos_RF_vaccinated_Sore_throat_B1_7,pos_RF_vaccinated_Chest_pain_B1_8,pos_RF_vaccinated_Nausea_B1_9,pos_RF_vaccinated_Loss_of_smell_or_taste_B1_10,pos_RF_vaccinated_Headache_B1_12,pos_RF_vaccinated_Chills_B1_13,days_aggregated,p_rf,p_rf_CI,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI
BA,BIH,Bosnia and Herzegovina,2021-04-01,2021-04-01,167,2364723.0542401,118,586,280,299,1544,21,167,90,0,0,14,141,12,2,3,33905.9705032132,0,3,0,0,0,0,280,142,8004.27913060185,6,0,5,0,0,13,1,11,1,0,13,1,12,1,0,23,16,0,16,0,0,14,1,19,1,0,18,1,7,5,12,7,8,3,5,4,5,8,1,0,0,0,0,0,0,0,0,0,0,0,0,2,10,7,15,8,11,4,8,4,7,9,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0.125748502994012,0.0502874321438991,0.0179640718562874,0.020144474178019,0.0143382416145593,0.000151519960730886,0,0,0,0,0.034981288812069,0.00402506361382368
BA,BIH,Bosnia and Herzegovina,2021-04-02,2021-04-02,164,2268816.58599693,132,531,373,293,1704.5,17,164,88,0,0,14,139,11,2,5,60864.3478151311,0,5,0,0,4,52160.8911969385,373,145,8173.38361927654,8,0,8,0,0,11,0,11,0,0,12,0,12,0,0,25,12,0,12,0,0,11,0,17,0,0,16,4,9,7,8,6,7,3,6,2,5,5,3,0,0,0,0,0,0,0,0,0,0,0,0,5,11,9,11,7,9,3,8,3,7,6,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0.103658536585366,0.0466514822437427,0.0304878048780488,0.0263127284189972,0.0268264734094347,0.000210244833381145,0.024390243902439,0.023608712632896,0.0229903516744694,0.000195016173357268,0.0456359345620701,0.00452436530240349
BA,BIH,Bosnia and Herzegovina,2021-04-03,2021-04-03,162,2176519.00567409,122,588,399,295,1640,21,162,79,0,0,14,133,8,5,3,38508.5581688623,1,2,0,1,3,38508.5581688623,399,136,7666.07015325248,11,1,9,0,1,13,1,11,0,1,10,1,9,0,1,24,11,0,11,0,0,9,0,20,0,0,19,1,4,0,8,6,3,2,2,3,4,6,2,0,0,0,0,0,0,0,0,0,0,0,0,2,8,6,15,12,9,5,5,7,10,13,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0.12962962962963,0.0517243179789062,0.0185185185185185,0.0207603541918514,0.0176927277310569,0.000175141044692219,0.0185185185185185,0.0207603541918514,0.0176927277310569,0.000175141044692219,0.0520475278758983,0.00497227375621977
BA,BIH,Bosnia and Herzegovina,2021-04-04,2021-04-04,185,2270843.97123945,142,777,236,419,1896,24,185,90,0,0,19,148,12,7,6,66623.1273954774,0,6,0,0,6,66623.1273954774,236,153,8624.32892240904,9,0,8,0,0,15,0,13,0,0,11,0,10,0,0,23,12,1,11,1,0,11,1,23,1,0,21,3,7,4,7,5,5,5,3,3,3,4,4,0,1,0,1,1,0,1,0,0,0,0,1,5,13,11,14,10,10,10,6,6,9,8,6,0,1,0,1,1,0,1,0,0,0,0,1,1,0.12972972972973,0.0484182465188762,0.0324324324324324,0.0255265803702642,0.0293384874695349,0.00021948619443947,0.0324324324324324,0.0255265803702642,0.0293384874695349,0.00021948619443947,0.0273644479614859,0.00344313341251992
BA,BIH,Bosnia and Herzegovina,2021-04-05,2021-04-05,162,2232662.48234544,116,825,193,290,1624,23,162,90,0,0,22,130,15,6,4,72726.8101236128,0,4,0,0,4,72726.8101236128,193,138,7778.8064790356,3,0,3,0,0,7,0,7,0,0,7,0,7,0,0,19,9,1,8,1,0,7,1,22,1,0,18,3,3,0,3,3,1,2,1,2,3,3,3,1,0,0,0,1,0,0,0,0,0,0,1,6,8,4,12,8,8,6,3,2,7,6,4,1,0,0,0,1,0,0,0,0,0,0,1,1,0.141975308641975,0.0537460915224481,0.0246913580246914,0.0238964896372133,0.0325740279593055,0.000232852635298041,0.0246913580246914,0.0238964896372133,0.0325740279593055,0.000232852635298041,0.0248110041714173,0.0034566720200573
BA,BIH,Bosnia and Herzegovina,2021-04-06,2021-04-06,173,2338476.83159209,124,558,381,310,1627,22,173,84,0,0,12,143,8,2,10,189156.173097736,0,7,0,0,9,181262.43874741,381,146,8229.7517821681,7,1,4,0,0,18,0,14,0,0,19,1,14,0,0,19,6,0,6,0,0,4,1,18,0,0,17,3,3,3,2,2,2,0,3,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,8,11,7,12,9,12,6,6,7,5,8,8,0,0,1,1,1,1,1,0,0,1,0,0,1,0.127167630057803,0.049645369840516,0.0578034682080925,0.0347754483974891,0.0808886239719354,0.000349469557254986,0.0520231213872832,0.0330919313780734,0.0775130359636714,0.000342727574759533,0.0462954424488884,0.00453973781095289
BA,BIH,Bosnia and Herzegovina,2021-04-07,2021-04-07,170,2383154.06534746,142,566,317,305,1897,24,170,93,0,0,20,142,16,4,1,11105.1013077136,0,1,0,0,1,11105.1013077136,317,153,8624.32892240904,4,1,2,1,0,13,1,11,1,0,15,1,13,1,0,17,9,1,8,1,0,7,1,22,1,0,20,1,3,1,3,4,5,1,1,1,4,3,1,0,1,0,0,1,1,0,1,0,1,1,0,2,9,5,13,11,13,6,6,6,7,14,4,0,1,0,0,1,1,0,1,0,1,1,0,1,0.141176470588235,0.052342776719645,0.00588235294117647,0.0114952404835718,0.00465983356644401,8.64655282569095e-05,0.00588235294117647,0.0114952404835718,0.00465983356644401,8.64655282569095e-05,0.0367564830669112,0.00397118809437043
BA,BIH,Bosnia and Herzegovina,2021-04-08,2021-04-08,143,2099214.29745513,109,563,200,255,1493,18,143,62,0,0,15,116,13,2,2,23199.9531064012,0,2,0,0,1,11599.9765532006,200,127,7158.75668722842,6,0,5,0,0,10,0,9,0,0,10,0,9,0,0,18,8,1,7,1,0,4,1,16,1,0,11,0,3,2,1,3,1,1,1,0,3,3,0,0,0,0,0,1,0,0,0,0,1,1,0,1,8,4,5,9,6,4,4,3,7,6,2,0,0,0,0,1,0,0,0,0,1,1,0,1,0.125874125874126,0.0543669905881234,0.013986013986014,0.0192472456407752,0.0110517316571854,0.000141423524416856,0.00699300699300699,0.0136580345505899,0.00552586582859272,0.000100280529164337,0.0279378122121136,0.00381744256790805
BA,BIH,Bosnia and Herzegovina,2021-04-09,2021-04-09,121,2232852.45606895,90,753,151,269,1241,15,121,65,0,0,17,98,11,5,5,140464.93344316,1,3,1,0,4,54279.9424939003,151,96,5411.34363758998,7,1,6,1,0,7,0,6,0,0,11,0,10,0,0,17,9,0,9,0,0,6,1,13,1,0,12,4,2,3,3,5,4,3,2,1,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,6,5,8,9,10,9,6,4,4,7,6,4,1,0,1,1,0,0,0,0,0,1,0,0,1,0.12396694214876,0.0587176407791949,0.0413223140495868,0.0354636990095652,0.0629082916165699,0.000318465998505504,0.0330578512396694,0.0318561261201587,0.0243096861802785,0.000202005758932653,0.0279043450412345,0.00438819533840125
BA,BIH,Bosnia and Herzegovina,2021-04-10,2021-04-10,139,2250233.52515372,106,406,108,320,1403,13,139,74,0,0,16,109,12,4,3,52594.8879153942,1,2,1,0,3,52594.8879153942,108,111,6256.86608096342,4,2,1,1,1,7,1,6,1,0,10,1,9,0,1,14,6,2,4,2,0,4,2,10,2,0,10,2,1,0,4,1,2,4,2,1,2,3,1,1,1,0,2,1,1,2,1,1,1,2,0,5,4,2,9,5,7,5,4,2,3,6,2,1,1,0,2,1,1,2,1,1,1,2,0,1,0.0935251798561151,0.0484041768876943,0.0215827338129496,0.0241577216082915,0.0233730798725885,0.000197404301945931,0.0215827338129496,0.0241577216082915,0.0233730798725885,0.000197404301945931,0.0172610374910518,0.00322717262211318
BA,BIH,Bosnia and Herzegovina,2021-04-11,2021-04-11,152,2421810.84717641,123,458,271,316,1699,18,152,71,0,0,17,127,14,3,2,29502.1169561561,0,2,0,0,2,29502.1169561561,272,136,7666.07015325248,4,0,4,0,0,4,0,4,0,0,6,0,6,0,0,12,9,1,8,1,0,7,1,17,1,0,15,1,2,6,3,4,3,2,3,2,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,3,5,10,8,7,7,7,6,4,6,7,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0.118421052631579,0.0513654811796586,0.0131578947368421,0.0181152084782698,0.0121818419430042,0.000138157022107602,0.0131578947368421,0.0181152084782698,0.0121818419430042,0.000138157022107602,0.0354810215093843,0.00414109451271395
BA,BIH,Bosnia and Herzegovina,2021-04-12,2021-04-12,123,2256064.45437701,92,504,146,221,1223,9,123,57,0,0,14,101,9,5,3,41503.0954561858,0,3,0,0,2,32846.5526856203,146,112,6313.23424385498,2,0,1,0,0,8,0,7,0,0,8,0,7,0,0,12,3,0,3,0,0,2,0,8,0,0,7,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,4,5,6,4,3,5,2,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0731707317073171,0.0460218533557061,0.024390243902439,0.027260993187646,0.0183962365860892,0.000175349664797206,0.016260162601626,0.0223510590973029,0.0145592261878398,0.000156299198143446,0.0231260229480808,0.00370759156704628
