ISO2,ISO_3,country_agg,date,first_date,day_count,weight,Finished,B2,B4,E5,E6,pos_RF,count,symptomatic,infected,not_infected,vaccinated,unvaccinated,vac1dose,vac2doses,cli,cli_weight,cli_vaccinated,cli_unvaccinated,cli_vac1dose,cli_vac2doses,cliWHO,cliWHO_weight,cli_local,count_local,reach,stringent_cli,stringent_cli_vaccinated,stringent_cli_unvaccinated,stringent_cli_vac1dose,stringent_cli_vac2doses,classic_cli,classic_cli_vaccinated,classic_cli_unvaccinated,classic_cli_vac1dose,classic_cli_vac2doses,broad_cli,broad_cli_vaccinated,broad_cli_unvaccinated,broad_cli_vac1dose,broad_cli_vac2doses,test_recent,positive_recent,positive_vaccinated,positive_unvaccinated,positive_vac1dose,positive_vac2doses,positive_symptomatic,pos_RF_vaccinated,pos_RF_unvaccinated,pos_RF_vac1dose,pos_RF_vac2doses,pos_RF_symptomatic,positive_Fever_B1_1,positive_Cough_B1_2,positive_Difficulty_breathing_B1_3,positive_Fatigue_B1_4,positive_Stuffy_or_runny_nose_B1_5,positive_Aches_or_muscle_pain_B1_6,positive_Sore_throat_B1_7,positive_Chest_pain_B1_8,positive_Nausea_B1_9,positive_Loss_of_smell_or_taste_B1_10,positive_Headache_B1_12,positive_Chills_B1_13,pos_vaccinated_Fever_B1_1,pos_vaccinated_Cough_B1_2,pos_vaccinated_Difficulty_breathing_B1_3,pos_vaccinated_Fatigue_B1_4,pos_vaccinated_Stuffy_or_runny_nose_B1_5,pos_vaccinated_Aches_or_muscle_pain_B1_6,pos_vaccinated_Sore_throat_B1_7,pos_vaccinated_Chest_pain_B1_8,pos_vaccinated_Nausea_B1_9,pos_vaccinated_Loss_of_smell_or_taste_B1_10,pos_vaccinated_Headache_B1_12,pos_vaccinated_Chills_B1_13,pos_RF_Fever_B1_1,pos_RF_Cough_B1_2,pos_RF_Difficulty_breathing_B1_3,pos_RF_Fatigue_B1_4,pos_RF_Stuffy_or_runny_nose_B1_5,pos_RF_Aches_or_muscle_pain_B1_6,pos_RF_Sore_throat_B1_7,pos_RF_Chest_pain_B1_8,pos_RF_Nausea_B1_9,pos_RF_Loss_of_smell_or_taste_B1_10,pos_RF_Headache_B1_12,pos_RF_Chills_B1_13,pos_RF_vaccinated_Fever_B1_1,pos_RF_vaccinated_Cough_B1_2,pos_RF_vaccinated_Difficulty_breathing_B1_3,pos_RF_vaccinated_Fatigue_B1_4,pos_RF_vaccinated_Stuffy_or_runny_nose_B1_5,pos_RF_vaccinated_Aches_or_muscle_pain_B1_6,pos_RF_vaccinated_Sore_throat_B1_7,pos_RF_vaccinated_Chest_pain_B1_8,pos_RF_vaccinated_Nausea_B1_9,pos_RF_vaccinated_Loss_of_smell_or_taste_B1_10,pos_RF_vaccinated_Headache_B1_12,pos_RF_vaccinated_Chills_B1_13,days_aggregated,p_rf,p_rf_CI,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI
BO,BOL,Bolivia,2021-04-01,2021-04-01,515,6469717.47058701,331,1558,296,1177,4089.5,43,515,321,0,0,27,449,8,19,23,320446.903704147,2,18,1,1,12,172003.098065349,297,472,11997.635433596,24,2,20,1,1,44,3,33,1,2,54,3,43,1,2,60,12,0,12,0,0,10,2,34,1,1,41,1,4,2,7,3,6,1,2,3,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,16,25,20,31,21,30,18,19,18,26,26,21,1,2,1,2,2,2,1,1,0,2,1,2,1,0.083495145631068,0.0238914481392805,0.0446601941747573,0.0178395426753983,0.0495302778152185,0.000167189869394706,0.0233009708737864,0.0130290233681649,0.0265858747074072,0.000123959476095254,0.0247548778793807,0.00278027367730159
BO,BOL,Bolivia,2021-04-02,2021-04-02,484,6714326.7534138,316,2097,214,1035,3612,38,484,291,0,0,32,396,12,20,19,313965.570897548,0,17,0,0,11,178644.261749021,214,426,10828.3743532032,22,0,16,0,0,49,1,41,1,0,49,2,39,1,1,61,11,0,11,0,0,11,2,28,1,1,37,3,4,3,6,8,3,3,5,3,5,3,5,0,0,0,0,0,0,0,0,0,0,0,0,13,19,17,29,24,20,17,11,17,21,21,20,0,1,2,2,1,1,1,1,1,1,1,1,1,0.0785123966942149,0.0239628945277805,0.0392561983471074,0.0173014828053566,0.046760543897855,0.000159693646165904,0.0227272727272727,0.0132772141926316,0.0266064295512862,0.000121726291378523,0.0197628926577235,0.00262154481048778
BO,BOL,Bolivia,2021-04-03,2021-04-03,481,6649005.97962517,349,1655.5,402,1137,4006.6,32,481,278,0,0,38,404,15,22,18,255600.495243628,0,15,0,0,8,121543.797436248,402,434,11031.724106315,16,0,11,0,0,34,1,26,1,0,29,1,22,1,0,46,12,2,10,0,2,8,2,23,0,2,28,3,4,3,5,3,5,2,2,2,2,7,1,0,0,0,0,0,1,0,0,0,0,1,0,11,16,12,15,14,17,12,10,8,17,22,13,0,0,0,0,0,1,0,0,0,0,1,0,1,0.0665280665280665,0.022270431722925,0.0374220374220374,0.0169612253583001,0.0384419108701174,0.000146136928742918,0.0166320166320166,0.0114289423046433,0.0182799952066069,0.000101824336401693,0.0364403601944578,0.00349668914947433
BO,BOL,Bolivia,2021-04-04,2021-04-04,465,6465280.28507849,329,1749,345,1041,3879,37,465,281,0,0,30,399,13,16,17,215877.594869236,1,15,0,1,5,64333.8541350674,347,427,10853.7930723421,16,1,13,0,1,34,0,31,0,0,40,2,36,0,2,66,21,3,18,2,1,17,3,31,2,1,33,4,10,3,9,14,9,5,5,4,6,8,3,0,0,0,1,2,1,0,0,1,1,1,0,11,18,11,22,23,18,14,12,10,15,18,9,0,0,0,1,2,1,0,0,1,1,1,0,1,0.0795698924731183,0.024597524863049,0.0365591397849462,0.0170581578687459,0.0333902917352972,0.000138480969546152,0.010752688172043,0.00937416470167207,0.00995066745730209,7.65083676946964e-05,0.0319703902301429,0.00330960079115611
BO,BOL,Bolivia,2021-04-05,2021-04-05,510,6627061.29826241,327,1867.3,301,1186,3958,36,510,310,0,0,39,426,15,22,11,118361.797656072,0,7,0,0,8,101760.110030783,301,457,11616.3546465114,15,0,11,0,0,32,0,27,0,0,39,0,29,0,0,61,13,1,12,0,1,10,1,27,0,1,33,1,5,4,7,5,9,4,3,3,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,8,19,15,26,19,28,19,16,14,15,20,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0705882352941176,0.0222296818986009,0.0215686274509804,0.0126078038135186,0.0178603746561249,0.000100836902430823,0.0156862745098039,0.0107842433411102,0.0153552389891828,9.36172057902579e-05,0.025911743327361,0.00288908706660542
BO,BOL,Bolivia,2021-04-06,2021-04-06,544,6775337.69197847,377,2406,442,1243,4644,41,544,349,0,0,48,451,16,29,15,216106.10651257,0,14,0,0,6,82639.9432808443,442,498,12658.5221312093,19,1,15,0,1,34,2,29,2,0,47,3,36,2,1,66,16,3,13,1,2,15,3,33,1,2,39,3,8,3,4,7,7,7,2,2,2,7,3,0,1,0,0,1,1,1,0,1,0,1,0,13,23,13,22,24,24,21,15,13,15,26,19,0,1,0,0,1,1,1,0,1,0,1,0,1,0.0753676470588235,0.022183274963873,0.0275735294117647,0.0137601512302791,0.0318959904785889,0.000132315789954931,0.0110294117647059,0.00877640193472615,0.0121971696523236,8.26508422204123e-05,0.0349171882324444,0.0031978531091428
BO,BOL,Bolivia,2021-04-07,2021-04-07,472,6568333.24949911,328,1780,251,1063,3753,29,472,288,0,0,39,379,10,29,15,220258.225934915,0,13,0,0,7,85899.7047482361,251,416,10574.1871618134,16,0,13,0,0,31,1,27,1,0,34,2,28,1,1,60,12,0,12,0,0,12,0,24,0,0,29,3,8,3,5,7,5,6,2,1,4,6,3,0,0,0,0,0,0,0,0,0,0,0,0,11,16,10,15,17,13,13,8,8,19,18,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0614406779661017,0.0216638657210662,0.0317796610169492,0.015824821596455,0.0335333512427543,0.000137674153993767,0.0148305084745763,0.010904621342559,0.0130778542265325,8.68820770373347e-05,0.0237370491139439,0.00290149190171407
BO,BOL,Bolivia,2021-04-08,2021-04-08,443,6740185.97568685,290,1472.1,237,919,3468,27,443,264,0,0,44,339,15,28,21,368318.917753522,2,16,1,1,10,202673.247455892,237,390,9913.30046420008,14,1,11,1,0,32,3,25,2,1,36,1,29,1,0,50,9,1,8,1,0,8,2,18,2,0,26,5,6,5,7,4,5,5,3,5,4,5,5,0,1,0,1,1,1,1,0,0,0,1,1,14,18,12,21,12,18,16,10,14,12,19,12,1,2,1,2,1,1,2,1,1,1,2,1,1,0.0609480812641084,0.0222777357948051,0.0474040632054176,0.0197882949278455,0.0546452158860481,0.000171587496304849,0.0225733634311512,0.013832046805778,0.0300693850565805,0.000128927261543292,0.0239072749641634,0.00300711150682837
BO,BOL,Bolivia,2021-04-09,2021-04-09,412,6738661.65860125,299,1579,375,1036,3556.18,25,412,248,0,0,44,334,19,24,15,223854.4452078,1,9,1,0,8,101487.282135292,377,372,9455.76351969854,13,0,11,0,0,31,1,26,1,0,38,2,33,1,1,57,9,2,7,0,2,5,2,19,0,2,21,3,2,0,3,2,3,3,1,1,1,3,3,1,0,0,1,0,1,0,0,0,0,1,0,11,10,8,14,11,13,12,8,9,9,13,11,1,0,0,1,0,1,0,0,0,0,1,0,1,0.0606796116504854,0.0230530161124,0.0364077669902913,0.0180860259601782,0.0332194219785573,0.000135307309848821,0.0194174757281553,0.0133241018262056,0.0150604507655839,9.1957051756531e-05,0.0398698634134221,0.00394354875563165
BO,BOL,Bolivia,2021-04-10,2021-04-10,395,6205934.25418057,279,1259,440,889,3316,32,395,240,0,0,33,322,16,17,20,382672.046615326,0,17,0,0,10,206820.738493583,440,353,8972.80785605802,15,0,13,0,0,32,0,29,0,0,33,0,29,0,0,62,13,0,13,0,0,11,0,25,0,0,30,4,8,3,5,6,7,4,4,1,4,8,6,0,0,0,0,0,0,0,0,0,0,0,0,14,21,13,17,17,19,15,14,8,13,21,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0810126582278481,0.0269079585035454,0.0506329113924051,0.0216213635519809,0.0616622785453363,0.000189249124014834,0.0253164556962025,0.0154911197921505,0.0333262857811071,0.000141214052905776,0.0490370469376465,0.00446815119559486
