ISO2,ISO_3,country_agg,date,weight,Finished,B2,B4,E5,E6,pos_RF,count,symptomatic,infected,not_infected,vaccinated,unvaccinated,vac1dose,vac2doses,cli,cli_weight,cli_vaccinated,cli_unvaccinated,cli_vac1dose,cli_vac2doses,cliWHO,cliWHO_weight,cli_local,count_local,reach,stringent_cli,stringent_cli_vaccinated,stringent_cli_unvaccinated,stringent_cli_vac1dose,stringent_cli_vac2doses,classic_cli,classic_cli_vaccinated,classic_cli_unvaccinated,classic_cli_vac1dose,classic_cli_vac2doses,broad_cli,broad_cli_vaccinated,broad_cli_unvaccinated,broad_cli_vac1dose,broad_cli_vac2doses,test_recent,positive_recent,positive_vaccinated,positive_unvaccinated,positive_vac1dose,positive_vac2doses,positive_symptomatic,pos_RF_vaccinated,pos_RF_unvaccinated,pos_RF_vac1dose,pos_RF_vac2doses,pos_RF_symptomatic,positive_Fever_B1_1,positive_Cough_B1_2,positive_Difficulty_breathing_B1_3,positive_Fatigue_B1_4,positive_Stuffy_or_runny_nose_B1_5,positive_Aches_or_muscle_pain_B1_6,positive_Sore_throat_B1_7,positive_Chest_pain_B1_8,positive_Nausea_B1_9,positive_Loss_of_smell_or_taste_B1_10,positive_Headache_B1_12,positive_Chills_B1_13,pos_vaccinated_Fever_B1_1,pos_vaccinated_Cough_B1_2,pos_vaccinated_Difficulty_breathing_B1_3,pos_vaccinated_Fatigue_B1_4,pos_vaccinated_Stuffy_or_runny_nose_B1_5,pos_vaccinated_Aches_or_muscle_pain_B1_6,pos_vaccinated_Sore_throat_B1_7,pos_vaccinated_Chest_pain_B1_8,pos_vaccinated_Nausea_B1_9,pos_vaccinated_Loss_of_smell_or_taste_B1_10,pos_vaccinated_Headache_B1_12,pos_vaccinated_Chills_B1_13,pos_RF_Fever_B1_1,pos_RF_Cough_B1_2,pos_RF_Difficulty_breathing_B1_3,pos_RF_Fatigue_B1_4,pos_RF_Stuffy_or_runny_nose_B1_5,pos_RF_Aches_or_muscle_pain_B1_6,pos_RF_Sore_throat_B1_7,pos_RF_Chest_pain_B1_8,pos_RF_Nausea_B1_9,pos_RF_Loss_of_smell_or_taste_B1_10,pos_RF_Headache_B1_12,pos_RF_Chills_B1_13,pos_RF_vaccinated_Fever_B1_1,pos_RF_vaccinated_Cough_B1_2,pos_RF_vaccinated_Difficulty_breathing_B1_3,pos_RF_vaccinated_Fatigue_B1_4,pos_RF_vaccinated_Stuffy_or_runny_nose_B1_5,pos_RF_vaccinated_Aches_or_muscle_pain_B1_6,pos_RF_vaccinated_Sore_throat_B1_7,pos_RF_vaccinated_Chest_pain_B1_8,pos_RF_vaccinated_Nausea_B1_9,pos_RF_vaccinated_Loss_of_smell_or_taste_B1_10,pos_RF_vaccinated_Headache_B1_12,pos_RF_vaccinated_Chills_B1_13,first_date,day_count,days_aggregated,p_rf,p_rf_CI,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI
IN,IND,India,2021-04-11,884964904.348626,2473,9193.05,3176,7232.7,37945.63,245,4773,1650,0,0,1033,3169,719,280,132,25064144.8556533,11,101,9,2,65,12517932.5882345,3185,4347,180231.903860617,125,15,86,10,4,234,25,168,14,11,255,34,177,22,11,463,97,16,79,8,6,73,27,172,15,10,221,28,44,12,39,27,39,37,11,20,39,42,13,4,6,1,6,5,4,6,2,3,5,5,1,98,152,44,106,91,117,119,45,56,106,117,52,8,13,3,12,8,9,12,3,5,10,10,4,2021-04-11,4773,1,0.0513304001676095,0.00626032948132267,0.0276555625392835,0.00465214978550504,0.0283221907812284,1.0929734975987e-05,0.0136182694322229,0.00328803055636835,0.0141451175371166,7.7802731259166e-06,0.0176716770548189,0.000608274306152462
IN,IND,India,2021-04-12,718740870.925656,2702,11028.82,3220,7571,41244.72,264,4844,1774,0,0,968,3370,656,268,143,22228763.242347,19,99,15,4,77,13389819.0914807,3229,4410,182843.960438307,149,16,113,10,4,286,36,205,25,10,291,33,206,22,10,531,116,19,94,15,3,92,29,193,19,6,236,36,57,12,52,39,47,51,13,20,50,44,14,7,8,2,9,7,5,7,1,0,5,7,2,95,157,42,127,99,125,127,47,43,127,114,42,10,13,4,14,11,10,12,2,2,10,14,5,2021-04-12,4844,1,0.0545004128819158,0.00639258618270403,0.0295210569777044,0.00476655966504728,0.0309273677642944,1.26564399804821e-05,0.0158959537572254,0.00352216606011049,0.0186295501384751,9.885066436827e-06,0.0176598668736968,0.000603715654786603
IN,IND,India,2021-04-13,792253536.730615,2965,12184.2,3786.3,8194,44910.5,319,5664,1966,0,0,1134,3861,743,350,177,25552114.8032897,18,133,15,3,94,11914478.2637922,3798.3,5142,213193.570198135,166,13,121,10,2,330,32,243,23,9,345,40,250,28,12,580,131,19,110,14,3,103,30,230,20,6,286,45,65,13,49,45,64,53,18,26,49,49,22,7,10,1,8,7,8,6,3,1,9,6,3,127,193,50,131,134,162,148,47,60,153,138,63,14,17,1,10,12,14,13,4,4,11,12,5,2021-04-13,5664,1,0.0563206214689266,0.00600388576364832,0.03125,0.00453124283590136,0.0322524464942566,1.23020750022488e-05,0.0165960451977401,0.0033270149193663,0.0150387189345466,8.47483006070746e-06,0.0178162033520522,0.000561519707138553
IN,IND,India,2021-04-14,811655410.884145,3125,13199.8,4381,8985.6,47188.5,325,5979,2128,0,0,1214,4030,842,345,150,19089864.2756373,18,106,11,6,70,8672709.28046197,4393,5399,223849.10258649,163,12,114,4,7,304,29,220,15,13,342,34,245,19,13,665,136,18,114,13,5,105,28,232,21,6,292,30,62,12,36,40,53,41,15,21,41,45,13,3,4,0,4,4,4,6,2,1,4,4,0,116,182,56,122,131,166,134,58,66,148,143,55,7,10,2,9,9,7,9,4,2,9,7,4,2021-04-14,5979,1,0.0543569158722194,0.00574678359656968,0.0250878073256397,0.00396413027148035,0.0235196661288102,1.04258044213481e-05,0.0117076434186319,0.00272653624854929,0.0106852109456336,7.07328321684871e-06,0.0196248273914909,0.000574605114472407
IN,IND,India,2021-04-15,816633906.616613,3277,13944.2,4922.2,9290.5,49588.77,422,6358,2336,0,0,1268,4303,833,376,196,24207426.9378114,22,144,16,6,102,10807232.973467,4941,5692,235997.238733525,202,23,139,17,6,377,39,282,28,11,395,53,292,41,12,732,179,37,140,23,11,141,52,296,34,14,378,53,91,22,69,60,76,71,16,25,63,61,29,8,16,2,15,10,14,12,4,3,13,12,6,172,258,64,178,185,214,192,71,78,183,181,90,17,26,3,20,19,24,21,8,5,21,18,8,2021-04-15,6358,1,0.0663730732934885,0.00611885944559082,0.0308273041837056,0.00424870118970703,0.0296429363778256,1.1632171157793e-05,0.0160427807486631,0.00308827354779489,0.0132338773664718,7.83763538055485e-06,0.0209366856430854,0.000577635645349141
IN,IND,India,2021-04-16,815084083.828299,3400,14548.3,5092.5,9042.8,50830.4,463,6468,2475,0,0,1302,4426,859,412,214,27043635.9949492,19,170,16,2,127,16076356.9307531,5106,5847,242423.727138953,241,18,172,14,3,416,49,301,37,11,429,53,299,40,12,723,182,37,143,26,10,135,52,332,36,14,407,61,89,32,74,57,73,73,23,33,62,65,31,6,12,5,11,5,8,10,2,6,7,7,4,187,278,83,215,185,229,220,70,101,218,200,101,13,23,8,20,12,14,19,3,8,13,14,7,2021-04-16,6468,1,0.0715831787260359,0.00628260962832055,0.0330859616573902,0.00435892000889556,0.0331789523700797,1.22956436306244e-05,0.0196351267779839,0.0033812229745958,0.0197235564400245,9.54583188292388e-06,0.0210622947689989,0.000571598263068206
IN,IND,India,2021-04-17,805995391.573239,3840,15941.2,6971.7,10742.1,58686.76,521,7098,2632,0,0,1382,4916,849,486,215,27182426.5872514,23,156,14,7,107,11672620.9057479,6984.2,6410,265766.391476089,237,29,166,14,11,422,51,308,36,11,440,56,325,40,13,840,226,47,174,30,15,169,66,378,42,19,456,66,100,26,79,70,93,76,29,39,82,83,25,12,16,2,15,14,14,12,4,8,15,15,5,179,304,93,220,195,256,220,87,106,225,217,103,20,25,7,22,22,26,20,8,14,26,22,11,2021-04-17,7098,1,0.0734009580163426,0.00606704031885937,0.0302902225979149,0.00398705487694809,0.0337252878508319,1.24626371658136e-05,0.0150746689208228,0.0028346904358058,0.0144822427371004,8.24768279830634e-06,0.0262794703318549,0.000608167948507162
IN,IND,India,2021-04-18,818175656.950609,3936,15637.65,7826.2,-78895.8,59903.5,546,7418,2763,0,0,1412,5105,928,439,269,28442005.5422325,32,191,20,9,139,15946425.0120294,7847.2,6654,275882.928062698,281,24,211,11,9,468,44,350,27,13,472,52,351,29,19,828,221,35,181,21,11,171,56,409,35,15,489,65,119,30,86,84,98,81,33,35,82,85,33,11,17,3,14,17,15,14,2,4,10,14,4,233,336,92,231,237,283,243,102,107,252,235,99,24,27,6,24,25,26,21,6,9,17,24,8,2021-04-18,7418,1,0.0736047452143435,0.00594231601828849,0.0362631437045026,0.004254187587044,0.0347627129951991,1.25515884442113e-05,0.0187382043677541,0.00308575262668205,0.019490221783746,9.47238124327631e-06,0.028443949232758,0.00062031824580162
IN,IND,India,2021-04-19,817651408.31279,3970,17068.55,7135,10868.8,60153.85,522,7404,2751,0,0,1416,5141,895,469,241,25785380.5270457,22,179,13,7,120,13942435.5815808,7152,6654,275882.928062698,259,23,196,11,11,450,50,323,28,20,439,51,316,34,16,877,222,37,182,23,11,167,54,388,32,18,458,64,108,35,95,66,97,94,37,42,76,78,25,7,12,5,17,11,15,9,4,6,10,13,5,196,308,98,215,204,246,250,95,107,233,219,88,14,23,7,27,18,23,19,6,8,19,19,6,2021-04-19,7404,1,0.0705024311183144,0.00583097341747039,0.0325499729875743,0.00404207597961134,0.0315359091477057,1.19786654443475e-05,0.0162074554294976,0.00287623301788872,0.0170518089247235,8.87390017888924e-06,0.0259240397737645,0.000592970966820897
IN,IND,India,2021-04-20,800292609.811902,3935,15611.15,7773,10796,59455.41,551,7456,2821,0,0,1424,5183,863,505,269,33198899.4258407,31,194,15,10,146,20983358.2010288,7790,6639,275261.009829915,276,31,194,19,7,493,52,373,28,19,503,57,376,34,17,882,226,53,172,37,11,173,74,394,45,19,489,71,120,35,92,75,98,96,24,46,80,82,33,19,20,6,24,22,22,23,6,5,17,16,6,236,348,93,256,220,284,273,93,131,244,233,114,29,35,10,31,33,30,34,8,9,26,23,11,2021-04-20,7456,1,0.0739002145922747,0.0059380914662689,0.0360783261802575,0.00423291165511879,0.0414834512012346,1.38153195790989e-05,0.0195815450643777,0.00314502685635974,0.026219607608223,1.10705014847805e-05,0.0283004120518685,0.000619495463359054
IN,IND,India,2021-04-21,812892365.086035,3857,16265.8,8113.5,11047,59094.67,571,7266,2726,0,0,1442,4978,836,546,268,28692472.5856108,32,201,18,11,132,15669800.3146249,8130,6527,270617.353691799,301,37,221,22,10,493,59,374,33,22,464,61,342,36,21,901,262,41,218,23,9,200,69,429,44,14,503,76,134,42,106,91,112,106,42,44,111,95,39,12,19,7,16,13,18,17,8,5,12,13,8,224,345,102,230,238,276,275,100,108,276,238,109,27,33,10,28,27,32,32,11,12,28,26,15,2021-04-21,7266,1,0.0785851913019543,0.00618725970472069,0.0368841178089733,0.00433370521678219,0.0352967672203121,1.26851585881518e-05,0.0181668042939719,0.0030708494032139,0.0192765992001493,9.45192020438145e-06,0.0300424192650229,0.000643152692003416
IN,IND,India,2021-04-22,787660118.968344,4035,16762.5,9103.1,11107,61104.05,615,7470,2892,0,0,1474,5060,900,532,275,31050155.2008536,35,196,27,6,160,17371760.8737467,9116,6627,274763.475243688,314,44,228,29,12,522,69,381,48,19,501,66,365,45,18,928,272,42,225,24,17,210,79,453,46,30,546,86,143,44,105,87,113,112,44,58,113,103,48,11,19,6,17,15,12,19,6,4,21,13,5,240,382,109,257,238,294,267,117,128,309,272,127,28,42,9,29,30,29,35,9,10,46,29,8,2021-04-22,7470,1,0.0823293172690763,0.00623316288104873,0.036813922356091,0.00427020706109605,0.0394207532577913,1.35896327911295e-05,0.0214190093708166,0.00328311328219817,0.0220548945609938,1.02562451802101e-05,0.0331776266547619,0.000669675783514974
IN,IND,India,2021-04-23,818035012.085612,4091,18065.2,9094,11325,62500.84,654,7656,2920,0,0,1521,5252,894,580,288,25718700.9955425,32,205,16,13,151,12983974.2171272,9117,6830,283180.101994023,339,39,237,23,14,546,68,392,43,22,536,69,384,48,19,1004,288,56,228,35,17,224,84,473,53,25,582,87,146,38,116,91,127,107,38,53,118,105,50,13,21,7,14,16,19,17,5,11,19,17,8,251,399,113,281,241,332,284,122,124,324,280,147,23,40,10,28,24,33,24,7,14,35,22,15,2021-04-23,7656,1,0.085423197492163,0.00626102057896796,0.0376175548589342,0.00426202758580331,0.0314396090822222,1.19581519078141e-05,0.0197230929989551,0.00311464838407976,0.015872149755576,8.56457432067328e-06,0.0321950586775071,0.000650137552757553
IN,IND,India,2021-04-24,806693701.39935,4117,17577.05,9847.6,11549.7,62091.6,651,7617,2834,0,0,1571,5170,918,618,270,31051102.7093558,34,179,18,13,147,18643129.496852,9866,6763,280402.200554257,321,37,212,18,16,523,63,370,32,27,540,66,377,39,23,982,278,55,220,33,19,210,79,463,42,32,572,76,120,29,106,87,112,99,37,38,106,95,39,15,20,5,21,16,17,16,7,7,18,18,8,241,381,100,286,258,320,292,113,104,315,258,121,24,38,9,32,29,28,27,11,12,31,27,15,2021-04-24,7617,1,0.0854667191807798,0.00627847814697958,0.0354470263883419,0.00415249444007987,0.0384918125125959,1.32756083697342e-05,0.0192989365892084,0.00308952081772603,0.0231105430283046,1.0368633992682e-05,0.0351851732279503,0.000681960488879818
IN,IND,India,2021-04-25,810373958.609863,4178,17360.4,9877,12060.6,64130.71,657,7678,2931,0,0,1575,5196,919,605,293,37422149.1081786,37,210,29,7,151,20432942.4426034,9894,6833,283304.485640579,362,40,260,22,13,534,66,382,44,18,529,78,374,52,23,1030,307,54,249,42,11,234,75,489,57,16,575,95,157,41,116,91,122,112,45,49,133,99,43,14,24,8,18,22,24,19,9,9,21,16,10,249,400,110,270,236,309,302,108,124,345,257,124,24,39,10,25,31,33,28,12,11,35,23,12,2021-04-25,7678,1,0.0855691586350612,0.00625688396009715,0.0381609794217244,0.00428533708601906,0.0461788643509393,1.44497538102281e-05,0.0196665798384996,0.00310581341165519,0.025214214037251,1.07940062260629e-05,0.0349235557553164,0.000676022967119714
IN,IND,India,2021-04-26,813437415.022889,4344,18545.5,10765.6,11777.2,65485,693,7971,2997,0,0,1641,5403,927,648,273,27634126.5129595,50,191,36,9,142,13473743.0284635,10783,7123,295328.238141058,365,51,258,32,16,533,86,370,53,26,526,82,363,53,21,1020,314,78,231,51,24,228,113,485,72,33,596,85,147,56,117,97,129,114,46,56,125,102,43,21,28,11,25,16,26,21,8,10,26,21,6,236,408,123,281,263,323,304,110,138,340,268,119,38,55,17,42,38,42,41,12,17,43,37,15,2021-04-26,7971,1,0.0869401580730147,0.00618516828386666,0.0342491531802785,0.00399253888149585,0.0339720376793609,1.2449206365663e-05,0.017814577844687,0.00290386348753715,0.016563957816084,8.7708389609378e-06,0.0365119165978626,0.000676450610260346
IN,IND,India,2021-04-27,801173194.311092,4557,19280.25,10649,12600.3,68869.77,719,8169,3138,0,0,1625,5617,899,671,269,25972067.110609,32,197,19,11,143,14827634.3020484,10672,7221,299391.437261909,343,41,240,22,14,530,59,391,29,25,506,58,375,32,23,1057,345,74,262,46,25,241,99,513,57,35,603,78,158,39,109,93,120,107,37,51,119,107,39,14,26,2,17,16,22,18,1,8,20,13,5,226,396,94,276,260,307,293,114,117,333,267,107,23,45,6,32,24,33,36,5,11,32,21,11,2021-04-27,8169,1,0.0880156689925327,0.00614380366246394,0.0329293671195985,0.00386976357651886,0.0324175437908176,1.22636269644713e-05,0.0175052025951769,0.00284388704826295,0.0185074019042765,9.33256725501685e-06,0.0356456420317195,0.000664125181889974
IN,IND,India,2021-04-28,801421833.304749,4154,18980.8,12026.8,11430.9,63173.5,704,7779,3050,0,0,1569,5268,862,656,274,23854002.3854703,23,199,14,8,143,13038547.3605992,12046.4,6855,284216.632381995,358,27,273,16,10,553,49,411,27,18,514,49,391,29,16,1074,328,51,269,30,19,228,74,528,43,26,593,79,143,48,115,95,110,117,54,46,114,86,32,8,16,4,14,10,10,16,5,5,10,7,6,224,404,113,292,267,304,291,120,122,328,254,118,15,33,6,24,19,20,29,6,8,24,11,9,2021-04-28,7779,1,0.0905000642756138,0.00637546675506864,0.0352230363799974,0.0040965009837295,0.0297646026027338,1.17653840433743e-05,0.0183828255559841,0.0029851311226439,0.0162692689651757,8.75869987177071e-06,0.0423845708783479,0.000740666682281771
