ISO2,ISO_3,country_agg,date,weight,Finished,B2,B4,E5,E6,pos_RF,count,symptomatic,infected,not_infected,vaccinated,unvaccinated,vac1dose,vac2doses,cli,cli_weight,cli_vaccinated,cli_unvaccinated,cli_vac1dose,cli_vac2doses,cliWHO,cliWHO_weight,cli_local,count_local,reach,stringent_cli,stringent_cli_vaccinated,stringent_cli_unvaccinated,stringent_cli_vac1dose,stringent_cli_vac2doses,classic_cli,classic_cli_vaccinated,classic_cli_unvaccinated,classic_cli_vac1dose,classic_cli_vac2doses,broad_cli,broad_cli_vaccinated,broad_cli_unvaccinated,broad_cli_vac1dose,broad_cli_vac2doses,test_recent,positive_recent,positive_vaccinated,positive_unvaccinated,positive_vac1dose,positive_vac2doses,positive_symptomatic,pos_RF_vaccinated,pos_RF_unvaccinated,pos_RF_vac1dose,pos_RF_vac2doses,pos_RF_symptomatic,positive_Fever_B1_1,positive_Cough_B1_2,positive_Difficulty_breathing_B1_3,positive_Fatigue_B1_4,positive_Stuffy_or_runny_nose_B1_5,positive_Aches_or_muscle_pain_B1_6,positive_Sore_throat_B1_7,positive_Chest_pain_B1_8,positive_Nausea_B1_9,positive_Loss_of_smell_or_taste_B1_10,positive_Headache_B1_12,positive_Chills_B1_13,pos_vaccinated_Fever_B1_1,pos_vaccinated_Cough_B1_2,pos_vaccinated_Difficulty_breathing_B1_3,pos_vaccinated_Fatigue_B1_4,pos_vaccinated_Stuffy_or_runny_nose_B1_5,pos_vaccinated_Aches_or_muscle_pain_B1_6,pos_vaccinated_Sore_throat_B1_7,pos_vaccinated_Chest_pain_B1_8,pos_vaccinated_Nausea_B1_9,pos_vaccinated_Loss_of_smell_or_taste_B1_10,pos_vaccinated_Headache_B1_12,pos_vaccinated_Chills_B1_13,pos_RF_Fever_B1_1,pos_RF_Cough_B1_2,pos_RF_Difficulty_breathing_B1_3,pos_RF_Fatigue_B1_4,pos_RF_Stuffy_or_runny_nose_B1_5,pos_RF_Aches_or_muscle_pain_B1_6,pos_RF_Sore_throat_B1_7,pos_RF_Chest_pain_B1_8,pos_RF_Nausea_B1_9,pos_RF_Loss_of_smell_or_taste_B1_10,pos_RF_Headache_B1_12,pos_RF_Chills_B1_13,pos_RF_vaccinated_Fever_B1_1,pos_RF_vaccinated_Cough_B1_2,pos_RF_vaccinated_Difficulty_breathing_B1_3,pos_RF_vaccinated_Fatigue_B1_4,pos_RF_vaccinated_Stuffy_or_runny_nose_B1_5,pos_RF_vaccinated_Aches_or_muscle_pain_B1_6,pos_RF_vaccinated_Sore_throat_B1_7,pos_RF_vaccinated_Chest_pain_B1_8,pos_RF_vaccinated_Nausea_B1_9,pos_RF_vaccinated_Loss_of_smell_or_taste_B1_10,pos_RF_vaccinated_Headache_B1_12,pos_RF_vaccinated_Chills_B1_13,first_date,day_count,days_aggregated,p_rf,p_rf_CI,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI
MX,MEX,Mexico,2021-04-11,85041897.1523447,4654,18524.35,3494,13905.5,65675.37,226,6202,3209,0,0,724,5036,430,274,81,1236146.54580524,1,66,1,0,63,920463.717316301,3505,5833,238423.218267561,138,5,112,3,1,235,15,188,12,2,288,25,226,17,7,374,72,1,70,0,1,61,4,195,1,2,215,17,32,13,39,30,32,26,13,12,29,33,19,0,0,0,0,0,0,0,0,0,1,1,0,64,112,64,164,116,129,101,67,60,152,128,78,1,2,1,3,1,2,3,1,2,4,3,1,2021-04-11,6202,1,0.036439858110287,0.00466347832031641,0.0130603031280232,0.0028255574853949,0.0145357357631709,2.54372741637846e-05,0.0101580135440181,0.0024955687552474,0.0108236498495251,2.19915251915082e-05,0.0147007494717509,0.000483089538259374
MX,MEX,Mexico,2021-04-12,78874896.1065542,5132,20069.45,3951,15556.6,71059.79,278,7023,3693,0,0,768,5737,484,272,97,1522703.06804344,5,78,3,1,63,912081.632529637,3957,6600,269774.256911693,163,11,125,5,5,281,14,234,9,4,360,26,285,18,7,455,91,6,85,4,1,77,11,235,5,4,261,26,36,17,57,40,45,34,24,23,41,48,20,0,2,0,2,3,2,2,0,0,1,1,0,83,128,84,200,154,167,124,106,75,174,177,78,3,5,2,5,7,6,3,2,2,4,5,4,2021-04-12,7023,1,0.0395842232664104,0.00456013251654003,0.0138117613555461,0.00272955091131553,0.0193052941202785,3.03657363970916e-05,0.00897052541648868,0.00220515429706222,0.01156364924142,2.35939416017996e-05,0.0146678191066069,0.000453651075395857
MX,MEX,Mexico,2021-04-13,82313562.6976157,5176,21299,3905.6,15359.6,71782.26,300,7164,3702,0,0,790,5815,476,296,106,1357836.99993982,4,82,2,2,67,788863.461782832,3914,6674,272798.998580096,182,8,142,6,1,266,23,207,12,10,335,26,265,13,11,463,92,2,88,1,1,80,10,248,6,4,288,18,42,24,64,48,49,39,28,21,47,46,27,0,1,0,1,1,1,1,0,0,1,1,1,86,145,95,230,185,181,153,106,80,208,179,95,3,6,3,8,6,7,5,3,4,7,7,4,2021-04-13,7164,1,0.0418760469011725,0.00463835505772536,0.0147962032384143,0.00279581534945639,0.016495908516655,2.75162088172449e-05,0.00935231714126187,0.00222889458551395,0.00958363890384351,2.1046821381001e-05,0.0143475599997513,0.000446249385028716
MX,MEX,Mexico,2021-04-14,80445376.7330754,4725,19710.2,3698.3,13769.4,66062.24,278,6661,3489,0,0,755,5357,435,296,81,1247638.66648187,2,60,1,1,51,854458.04539561,3708,6194,253179.052622882,152,2,113,2,0,243,14,184,8,4,315,21,231,12,7,413,92,5,87,4,1,74,7,222,6,1,258,15,30,18,51,37,39,33,24,14,30,45,20,0,1,0,0,0,2,1,0,0,0,3,1,72,106,68,191,148,152,126,87,74,172,160,92,0,1,0,1,1,3,1,0,0,2,4,2,2021-04-14,6661,1,0.0417354751538808,0.00480257063095447,0.012160336285843,0.00263205158568975,0.0155091407007968,2.70020823962573e-05,0.00765650803182705,0.0020932676333693,0.0106215929379108,2.24013188024186e-05,0.0146457614150377,0.000467935913316492
MX,MEX,Mexico,2021-04-15,81920191.4688028,4604,20014.4,3528,13497.8,64909.89,287,6449,3364,0,0,724,5214,390,317,95,1392875.8468009,3,69,2,1,63,939752.054361334,3542,6013,245780.698001516,151,5,113,3,1,272,16,209,8,7,341,24,261,15,7,406,94,4,88,3,1,73,11,228,7,3,264,24,35,23,55,39,41,32,29,21,40,40,26,0,1,1,2,1,2,0,1,2,0,2,0,82,133,92,205,156,153,126,101,89,179,167,100,1,3,2,5,7,5,2,3,3,7,5,0,2021-04-15,6449,1,0.0445030237246085,0.00503281910701083,0.0147309660412467,0.00294032227156135,0.0170028392491165,2.79955798955372e-05,0.00976895642735308,0.0024004588057325,0.0114715558827669,2.30599498979225e-05,0.0144112211772551,0.000471164402732679
MX,MEX,Mexico,2021-04-16,80104425.3621364,4251,17953,3323,12717,60372.54,234,5913,3081,0,0,677,4765,396,266,77,1062001.95936333,1,65,1,0,47,632117.56240788,3327,5510,225220.629633852,131,3,110,2,1,224,14,191,10,4,279,19,226,13,6,362,90,4,86,2,2,80,7,204,4,3,222,27,40,19,63,43,51,36,24,29,34,58,25,0,0,0,2,0,2,0,1,0,0,2,0,66,109,58,176,127,144,98,66,76,143,143,74,2,2,1,5,2,5,1,1,2,2,4,2,2021-04-16,5913,1,0.0395738203957382,0.00496912744697972,0.013022154574666,0.00288961030027922,0.0132577189657403,2.50470227121297e-05,0.00794858785726366,0.00226337352100914,0.0078911690527733,1.93762695629773e-05,0.0147721814178781,0.000498235485943314
MX,MEX,Mexico,2021-04-17,79973850.5834534,4195,17983.5,3469,12303.8,57840.76,246,5802,3018,0,0,710,4652,395,302,74,1212688.73354886,2,57,1,1,55,899445.077069122,3471,5420,221541.889766875,142,5,111,2,3,251,12,205,9,3,292,23,231,16,7,397,90,5,84,2,3,77,8,206,3,5,233,22,42,21,54,41,41,41,30,18,35,49,20,0,0,0,1,1,1,0,0,1,0,1,0,64,136,80,182,127,144,117,91,60,144,147,79,1,2,3,4,3,3,0,1,2,2,2,2,2021-04-17,5802,1,0.0423991726990693,0.00518477812833532,0.0127542226818339,0.00288734625879014,0.0151635656492919,2.67828512336377e-05,0.00947948983109273,0.00249335115661855,0.0112467396593658,2.31116724003609e-05,0.0156674658849055,0.000517118960458387
MX,MEX,Mexico,2021-04-18,81848720.3503392,4525,17488.3,3498,13297.4,63548.2,227,6224,3120,0,0,793,4949,439,342,76,1487805.28286627,6,50,3,3,51,955022.070319796,3504,5798,236992.597208181,135,8,105,6,2,248,17,190,9,8,305,23,232,14,9,435,74,8,66,6,2,62,17,185,12,5,214,17,32,16,37,36,37,27,22,23,36,38,21,0,0,0,0,1,0,0,0,0,1,1,0,65,110,68,155,130,135,98,84,61,150,133,74,2,4,4,7,7,3,3,2,0,7,5,2,2021-04-18,6224,1,0.0364717223650386,0.004657186909458,0.0122107969151671,0.00272845905333118,0.0181775020610948,2.8941813132475e-05,0.00819408740359897,0.00223963343098321,0.0116681368533557,2.32645308843544e-05,0.0147852719505917,0.000485915560916954
MX,MEX,Mexico,2021-04-19,81087348.4640081,4708,19515.15,3246.1,14006.4,65710.55,212,6567,3357,0,0,797,5276,403,367,73,1120694.4830073,1,60,1,0,50,755332.525168198,3253,6151,251421.432464215,129,7,98,3,4,253,15,211,4,10,289,20,233,7,12,388,65,0,65,0,0,54,5,175,2,3,200,15,31,20,42,32,38,32,24,14,26,36,20,0,0,0,0,0,0,0,0,0,0,0,0,60,109,69,156,116,134,101,76,55,132,126,76,1,4,1,4,3,4,3,1,1,5,4,1,2021-04-19,6567,1,0.0322826252474494,0.00427487356572514,0.011116186995584,0.00253580082496812,0.0138208303050473,2.54106936967302e-05,0.0076138267093041,0.00210235682578128,0.00931504777842703,2.09089328552218e-05,0.0129384355506884,0.000441733103743334
MX,MEX,Mexico,2021-04-20,81647517.7910347,4662,18791.8,3432,13618.1,65939.6,237,6483,3354,0,0,776,5208,392,362,69,986858.031447622,0,57,0,0,45,560617.620862708,3439,6059,247660.942822416,140,10,107,6,4,243,20,191,12,8,307,27,237,16,11,398,71,4,65,2,1,63,12,191,7,4,225,18,38,13,46,38,36,29,19,18,33,41,18,0,1,0,3,0,2,1,0,0,0,1,1,55,117,74,170,135,139,115,90,69,151,144,78,0,4,3,10,3,6,3,1,1,8,4,3,2021-04-20,6483,1,0.036557149467839,0.00456834844294272,0.010643220731143,0.00249788869105136,0.01208680996247,2.37023734709073e-05,0.00694123091161499,0.00202099761815515,0.00686631554798187,1.79119279274961e-05,0.0138859198418942,0.000460861296188563
MX,MEX,Mexico,2021-04-21,80686102.6387887,4634,20076.8,3126,13444.4,63909.5,249,6424,3350,0,0,840,5131,453,364,90,1294034.75947384,8,69,7,1,49,628190.665665309,3136,6047,247170.444173486,154,10,117,5,4,262,25,200,18,7,328,38,244,27,10,411,80,5,74,3,2,65,14,203,9,5,233,22,31,18,47,44,40,36,21,12,33,44,31,2,2,1,0,2,2,2,0,0,1,2,3,73,113,78,177,154,148,120,82,62,156,140,85,5,6,2,8,8,9,8,4,2,7,7,6,2021-04-21,6424,1,0.038760896637609,0.00472017333462944,0.0140099626400996,0.00287408810220737,0.0160378890187187,2.74101562710872e-05,0.00762764632627646,0.00212754094622585,0.00778561171156772,1.91777588091329e-05,0.0126876011024962,0.000441231871726927
MX,MEX,Mexico,2021-04-22,81215737.7226286,4675,19709,3169,13516.6,65417.13,243,6349,3344,0,0,840,5029,469,348,95,1254760.53635193,9,66,6,3,68,811619.378379085,3175,5954,243369.079644275,149,5,119,4,1,272,25,199,16,8,328,34,237,23,10,368,77,3,74,2,1,69,10,200,7,3,235,21,39,28,50,43,43,33,27,22,38,39,27,1,1,1,2,2,1,2,1,1,1,1,2,77,133,88,178,147,163,121,90,63,150,142,80,3,5,4,7,6,6,3,3,1,5,5,3,2021-04-22,6349,1,0.0382737438966766,0.00471923535957071,0.0149629862970547,0.0029862821716916,0.0154497215876712,2.68229952505524e-05,0.0107103480863128,0.00253197231931124,0.0099933756823211,2.16323226362027e-05,0.01304602870932,0.000450819824449726
MX,MEX,Mexico,2021-04-23,80861194.0848844,4041,17082.2,2962.1,11885,56783.61,233,5592,2937,0,0,810,4338,426,365,75,1237756.84979062,6,59,4,1,53,894056.969669932,2973,5231,213816.536046222,113,3,92,0,2,247,16,192,9,6,293,29,223,18,9,363,90,5,83,3,2,71,9,194,3,4,214,21,39,22,56,47,45,38,27,27,32,48,25,2,1,1,3,1,2,0,0,1,0,2,2,53,115,60,167,132,125,101,67,63,139,126,70,3,4,3,7,2,6,3,2,1,2,5,4,2021-04-23,5592,1,0.0416666666666667,0.00523741739078234,0.013412017167382,0.00301494553203211,0.0153071799618898,2.67593768380817e-05,0.00947782546494993,0.00253951606361755,0.0110566876953535,2.2791674621967e-05,0.0139044437580698,0.000496322263809356
MX,MEX,Mexico,2021-04-24,81233900.8569694,3971,16704,3004,11747.2,56776.38,212,5501,2901,0,0,846,4216,452,380,82,1415147.21356023,9,62,7,2,53,796192.839301963,3012,5131,209729.047305136,122,9,93,6,3,224,25,173,13,10,268,47,190,32,13,340,76,5,71,1,4,65,17,170,10,7,200,24,37,22,41,28,37,30,23,16,35,37,25,0,0,2,1,0,0,0,0,0,1,0,1,74,108,78,141,115,124,98,77,62,139,125,85,8,5,8,10,10,10,6,4,5,9,10,6,2021-04-24,5501,1,0.03853844755499,0.00508674934189161,0.0149063806580622,0.00320222707579541,0.0174206482593014,2.84508607123947e-05,0.0096346118887475,0.00258132155445859,0.00980123853345218,2.14230403365546e-05,0.0143613869356772,0.000509185285871168
MX,MEX,Mexico,2021-04-25,81805416.886038,4117,15738,2772,12008.1,58149.03,215,5661,2907,0,0,812,4391,418,375,72,1330886.05886281,5,55,5,0,51,1023924.21063738,2779,5278,215737.655754532,131,5,109,4,1,236,17,190,12,5,286,26,229,18,8,351,68,6,61,4,2,49,12,174,9,3,196,14,24,18,37,35,33,24,22,19,21,33,16,2,2,1,3,3,5,2,2,2,1,4,1,60,106,59,161,132,127,105,65,70,134,128,72,5,4,2,7,6,9,4,2,2,6,6,3,2021-04-25,5661,1,0.0379791556262144,0.00497927837763087,0.0127186009538951,0.00291905085828799,0.0162689233735812,2.74141422746751e-05,0.00900900900900901,0.00246135851992727,0.0125165820261487,2.40915554440761e-05,0.0128813859142048,0.000475829189230637
MX,MEX,Mexico,2021-04-26,81991443.0775286,4634,17834,3067,13668,64495.65,231,6272,3221,0,0,936,4899,499,420,78,1166694.33784376,7,60,4,3,45,610619.904979657,3072,5908,241488.834823376,131,6,100,4,2,202,17,167,10,6,272,27,211,20,6,380,79,8,69,2,5,59,16,181,6,9,210,16,38,16,40,36,34,31,15,22,27,37,15,1,1,1,3,4,3,1,1,2,0,2,3,68,101,63,145,120,131,101,67,70,146,127,62,5,7,4,9,10,7,4,6,4,7,8,6,2021-04-26,6272,1,0.0368303571428571,0.00466121810128796,0.0124362244897959,0.00274265965714499,0.0142294646130398,2.56357496868178e-05,0.00717474489795918,0.00208874155137764,0.00744736135943203,1.86098046197073e-05,0.0127210850234416,0.000446973290095151
MX,MEX,Mexico,2021-04-27,80954702.8934499,4450,17114.9,3117,13149.2,62957.78,227,6155,3065,0,0,880,4818,423,439,64,1046088.3934968,4,52,3,1,47,784390.724997725,3127,5772,235929.850135498,136,11,110,3,7,222,20,179,12,7,249,26,191,16,9,360,76,9,65,3,5,62,15,185,4,10,213,14,35,17,46,38,30,26,23,11,37,41,19,1,3,1,5,4,3,3,1,1,4,2,2,58,105,56,166,120,115,106,72,52,152,134,60,3,7,3,10,7,6,6,3,2,8,5,2,2021-04-27,6155,1,0.0368805848903331,0.00470839653257408,0.0103980503655565,0.00253419652969081,0.012921897754027,2.46017475832904e-05,0.00763606823720552,0.00217472550704218,0.00968925457030107,2.13382096766693e-05,0.0132539396697964,0.00046145763968095
MX,MEX,Mexico,2021-04-28,81817996.8486346,4299,17244.1,3119,12623.5,60410.34,199,5970,3012,0,0,894,4597,449,422,81,1110472.41783751,7,61,4,2,60,810796.028910912,3128,5583,228204.496414845,116,4,95,2,2,240,16,187,9,6,271,22,211,13,8,375,64,4,58,2,2,55,8,166,4,4,190,14,31,17,40,29,29,29,19,9,28,37,16,0,2,1,1,1,1,1,0,0,1,1,0,52,115,73,147,108,109,96,70,45,121,122,62,3,5,3,5,3,3,3,1,1,2,4,2,2021-04-28,5970,1,0.0333333333333333,0.00455343005391906,0.0135678391959799,0.00293460653905431,0.0135724713462725,2.5071812336365e-05,0.0100502512562814,0.00253020645847984,0.00990975164560561,2.14630998789642e-05,0.0137070042402395,0.000477045979963801
