ISO2,ISO_3,country_agg,date,first_date,day_count,weight,Finished,B2,B4,E5,E6,pos_RF,count,symptomatic,vaccinated,unvaccinated,vac1dose,vac2doses,cli,cli_weight,cli_vaccinated,cli_unvaccinated,cli_vac1dose,cli_vac2doses,cliWHO,cliWHO_weight,cli_local,count_local,reach,stringent_cli,stringent_cli_vaccinated,stringent_cli_unvaccinated,stringent_cli_vac1dose,stringent_cli_vac2doses,classic_cli,classic_cli_vaccinated,classic_cli_unvaccinated,classic_cli_vac1dose,classic_cli_vac2doses,broad_cli,broad_cli_vaccinated,broad_cli_unvaccinated,broad_cli_vac1dose,broad_cli_vac2doses,test_recent,positive_recent,positive_vaccinated,positive_unvaccinated,positive_vac1dose,positive_vac2doses,positive_symptomatic,pos_RF_vaccinated,pos_RF_unvaccinated,pos_RF_vac1dose,pos_RF_vac2doses,pos_RF_symptomatic,positive_Fever_B1_1,positive_Cough_B1_2,positive_Difficulty_breathing_B1_3,positive_Fatigue_B1_4,positive_Stuffy_or_runny_nose_B1_5,positive_Aches_or_muscle_pain_B1_6,positive_Sore_throat_B1_7,positive_Chest_pain_B1_8,positive_Nausea_B1_9,positive_Loss_of_smell_or_taste_B1_10,positive_Headache_B1_12,positive_Chills_B1_13,pos_vaccinated_Fever_B1_1,pos_vaccinated_Cough_B1_2,pos_vaccinated_Difficulty_breathing_B1_3,pos_vaccinated_Fatigue_B1_4,pos_vaccinated_Stuffy_or_runny_nose_B1_5,pos_vaccinated_Aches_or_muscle_pain_B1_6,pos_vaccinated_Sore_throat_B1_7,pos_vaccinated_Chest_pain_B1_8,pos_vaccinated_Nausea_B1_9,pos_vaccinated_Loss_of_smell_or_taste_B1_10,pos_vaccinated_Headache_B1_12,pos_vaccinated_Chills_B1_13,pos_RF_Fever_B1_1,pos_RF_Cough_B1_2,pos_RF_Difficulty_breathing_B1_3,pos_RF_Fatigue_B1_4,pos_RF_Stuffy_or_runny_nose_B1_5,pos_RF_Aches_or_muscle_pain_B1_6,pos_RF_Sore_throat_B1_7,pos_RF_Chest_pain_B1_8,pos_RF_Nausea_B1_9,pos_RF_Loss_of_smell_or_taste_B1_10,pos_RF_Headache_B1_12,pos_RF_Chills_B1_13,pos_RF_vaccinated_Fever_B1_1,pos_RF_vaccinated_Cough_B1_2,pos_RF_vaccinated_Difficulty_breathing_B1_3,pos_RF_vaccinated_Fatigue_B1_4,pos_RF_vaccinated_Stuffy_or_runny_nose_B1_5,pos_RF_vaccinated_Aches_or_muscle_pain_B1_6,pos_RF_vaccinated_Sore_throat_B1_7,pos_RF_vaccinated_Chest_pain_B1_8,pos_RF_vaccinated_Nausea_B1_9,pos_RF_vaccinated_Loss_of_smell_or_taste_B1_10,pos_RF_vaccinated_Headache_B1_12,pos_RF_vaccinated_Chills_B1_13,days_aggregated,p_rf,p_rf_CI,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI
SI,SVN,Slovenia,2021-04-01,2021-04-01,211,1629617.04654014,168,735,223,470,2112,8,211,77,50,148,35,13,3,17292.7079273208,0,2,0,0,1,4034.60524246284,223,195,20607.3995987725,9,1,8,1,0,11,1,8,1,0,9,0,7,0,0,56,6,1,5,1,0,6,1,7,1,0,8,1,5,1,4,5,2,3,1,1,5,2,0,0,1,0,0,1,0,1,0,0,1,0,0,1,6,1,6,6,2,4,1,1,7,2,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0.037914691943128,0.0257701781306771,0.014218009478673,0.015974111184163,0.0106115163461472,0.00015731765376408,0.004739336492891,0.00926689101480065,0.00247579960643439,7.63000419390939e-05,0.0108213556461187,0.00141258534331779
SI,SVN,Slovenia,2021-04-02,2021-04-02,208,1610892.96543829,172,572,184,399,2133,5,208,75,61,135,47,13,2,16449.5695292497,0,1,0,0,2,16449.5695292497,184,188,19867.6467926627,3,0,3,0,0,7,0,6,0,0,10,3,6,3,0,38,3,0,3,0,0,3,0,5,0,0,5,0,3,1,2,1,2,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,2,4,0,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0240384615384615,0.0208154646451114,0.00961538461538462,0.013261776258648,0.0102114602783519,0.000155249383832388,0.00961538461538462,0.013261776258648,0.0102114602783519,0.000155249383832388,0.00926128805893373,0.0013319567971813
SI,SVN,Slovenia,2021-04-03,2021-04-03,181,1537420.44488408,152,378,320,446,1739,8,181,61,35,140,26,9,3,25108.1324273056,0,3,0,0,3,25108.1324273056,320,162,17119.9935128264,5,0,4,0,0,7,1,6,1,0,7,1,5,1,0,43,7,0,7,0,0,6,0,8,0,0,7,1,4,1,5,6,4,0,3,2,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,6,7,5,0,4,2,5,4,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0441988950276243,0.0299432043209071,0.0165745856353591,0.0185994823447124,0.0163313376707428,0.000200348946056048,0.0165745856353591,0.0185994823447124,0.0163313376707428,0.000200348946056048,0.0186915958677353,0.00202872062054163
SI,SVN,Slovenia,2021-04-04,2021-04-04,189,1665538.87759515,151,474,206,395,1873.6,6,189,59,37,147,22,15,0,0,0,0,0,0,0,0,206,175,18493.8201527445,0,0,0,0,0,4,0,4,0,0,5,0,5,0,0,39,5,0,5,0,0,4,0,6,0,0,5,0,2,1,4,4,0,1,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,4,0,1,1,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0317460317460317,0.0249951964714904,0,0,0,0,0,0,0,0,0.0111388560231797,0.00151259523303467
SI,SVN,Slovenia,2021-04-05,2021-04-05,195,1546952.43682832,158,557,114,383,2051,7,195,67,48,137,36,11,3,25649.6523015174,0,2,0,0,3,25649.6523015174,114,178,18810.8570696487,3,0,3,0,0,8,0,7,0,0,7,0,7,0,0,38,5,0,5,0,0,5,0,7,0,0,7,2,4,0,5,5,4,1,1,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,6,6,5,2,2,1,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0358974358974359,0.0261110369063147,0.0153846153846154,0.0172745767619782,0.0165807633711779,0.000201224668632289,0.0153846153846154,0.0172745767619782,0.0165807633711779,0.000201224668632289,0.00606032992425097,0.00110910316696186
SI,SVN,Slovenia,2021-04-06,2021-04-06,217,1593273.82063433,170,542,273,430,2133,11,217,71,44,160,30,14,2,10919.5788596886,0,2,0,0,2,10919.5788596886,273,194,20501.7206264711,3,1,1,1,0,7,0,4,0,0,7,1,3,1,0,50,10,1,9,1,0,7,1,10,1,0,8,2,2,0,5,5,3,2,1,1,3,2,1,0,0,0,1,0,0,0,0,0,0,1,0,2,2,0,5,5,3,2,1,1,4,3,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0.0506912442396313,0.0291869317796397,0.00921658986175115,0.012714307712274,0.00685354815868446,0.000128105348718463,0.00921658986175115,0.012714307712274,0.00685354815868446,0.000128105348718463,0.0133159555226556,0.00156901883146926
SI,SVN,Slovenia,2021-04-07,2021-04-07,207,1554068.92182611,168,525,169,405,2141.5,12,207,71,59,134,47,12,5,26584.4550788165,0,2,0,0,4,24390.8012352891,171,184,19444.9309034571,7,0,5,0,0,10,1,7,1,0,9,1,7,1,0,45,7,1,6,1,0,7,1,10,1,0,12,2,4,0,7,3,3,2,4,1,3,3,1,0,1,0,1,1,1,1,1,1,0,0,0,3,8,4,11,7,5,3,7,2,6,5,1,0,1,0,1,1,1,1,1,1,0,0,0,1,0.0579710144927536,0.0318346809394468,0.0241545893719807,0.0209147780291641,0.017106355262274,0.000203866074399591,0.0193236714975845,0.0187529928248423,0.0156948002065627,0.000195414028863091,0.00879406570529896,0.00131226543204715
SI,SVN,Slovenia,2021-04-08,2021-04-08,185,1517012.78223686,144,537,152,331,1656,8,185,71,47,126,40,6,3,23410.3889118866,1,2,1,0,3,23410.3889118866,153,166,17542.709402032,2,1,1,1,0,10,4,6,3,0,8,3,5,2,0,37,7,1,6,1,0,6,1,7,1,0,7,2,4,2,4,5,2,2,1,0,4,1,0,0,1,1,1,1,0,1,0,0,1,0,0,2,4,2,4,5,2,2,1,0,5,1,0,0,1,1,1,1,0,1,0,0,1,0,0,1,0.0432432432432432,0.0293104256314096,0.0162162162162162,0.0182006467119675,0.0154318995765926,0.000196148976141707,0.0162162162162162,0.0182006467119675,0.0154318995765926,0.000196148976141707,0.0087215718218691,0.00137592564358565
SI,SVN,Slovenia,2021-04-09,2021-04-09,181,1599593.55705079,154,465,151,353,1757,11,181,70,51,120,40,10,3,34731.0601807142,0,3,0,0,1,15946.9326645983,151,164,17331.3514574292,4,0,4,0,0,6,0,6,0,0,4,0,4,0,0,38,8,0,8,0,0,7,0,11,0,0,10,1,4,1,3,4,2,0,1,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,3,7,2,5,7,3,1,2,1,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0607734806629834,0.0348057528481586,0.0165745856353591,0.0185994823447124,0.0217124281525294,0.000225855532424554,0.00552486187845304,0.0107985758032751,0.00996936540179622,0.000153957674188365,0.00871253464398895,0.00138357893961821
SI,SVN,Slovenia,2021-04-10,2021-04-10,185,1585600.50616629,148,517,146,338,1783.5,5,185,66,62,110,53,9,0,0,0,0,0,0,0,0,146,162,17119.9935128264,1,0,1,0,0,7,3,3,3,0,8,3,4,3,0,47,5,0,5,0,0,4,0,5,0,0,4,0,2,1,2,3,3,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,3,3,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0.027027027027027,0.0233674731926123,0,0,0,0,0,0,0,0,0.00852804061465421,0.00137740336989878
