ISO2,ISO_3,country_agg,date,first_date,day_count,weight,Finished,B2,B4,E5,E6,pos_RF,count,symptomatic,vaccinated,unvaccinated,vac1dose,vac2doses,cli,cli_weight,cli_vaccinated,cli_unvaccinated,cli_vac1dose,cli_vac2doses,cliWHO,cliWHO_weight,cli_local,count_local,reach,stringent_cli,stringent_cli_vaccinated,stringent_cli_unvaccinated,stringent_cli_vac1dose,stringent_cli_vac2doses,classic_cli,classic_cli_vaccinated,classic_cli_unvaccinated,classic_cli_vac1dose,classic_cli_vac2doses,broad_cli,broad_cli_vaccinated,broad_cli_unvaccinated,broad_cli_vac1dose,broad_cli_vac2doses,test_recent,positive_recent,positive_vaccinated,positive_unvaccinated,positive_vac1dose,positive_vac2doses,positive_symptomatic,pos_RF_vaccinated,pos_RF_unvaccinated,pos_RF_vac1dose,pos_RF_vac2doses,pos_RF_symptomatic,positive_Fever_B1_1,positive_Cough_B1_2,positive_Difficulty_breathing_B1_3,positive_Fatigue_B1_4,positive_Stuffy_or_runny_nose_B1_5,positive_Aches_or_muscle_pain_B1_6,positive_Sore_throat_B1_7,positive_Chest_pain_B1_8,positive_Nausea_B1_9,positive_Loss_of_smell_or_taste_B1_10,positive_Headache_B1_12,positive_Chills_B1_13,pos_vaccinated_Fever_B1_1,pos_vaccinated_Cough_B1_2,pos_vaccinated_Difficulty_breathing_B1_3,pos_vaccinated_Fatigue_B1_4,pos_vaccinated_Stuffy_or_runny_nose_B1_5,pos_vaccinated_Aches_or_muscle_pain_B1_6,pos_vaccinated_Sore_throat_B1_7,pos_vaccinated_Chest_pain_B1_8,pos_vaccinated_Nausea_B1_9,pos_vaccinated_Loss_of_smell_or_taste_B1_10,pos_vaccinated_Headache_B1_12,pos_vaccinated_Chills_B1_13,pos_RF_Fever_B1_1,pos_RF_Cough_B1_2,pos_RF_Difficulty_breathing_B1_3,pos_RF_Fatigue_B1_4,pos_RF_Stuffy_or_runny_nose_B1_5,pos_RF_Aches_or_muscle_pain_B1_6,pos_RF_Sore_throat_B1_7,pos_RF_Chest_pain_B1_8,pos_RF_Nausea_B1_9,pos_RF_Loss_of_smell_or_taste_B1_10,pos_RF_Headache_B1_12,pos_RF_Chills_B1_13,pos_RF_vaccinated_Fever_B1_1,pos_RF_vaccinated_Cough_B1_2,pos_RF_vaccinated_Difficulty_breathing_B1_3,pos_RF_vaccinated_Fatigue_B1_4,pos_RF_vaccinated_Stuffy_or_runny_nose_B1_5,pos_RF_vaccinated_Aches_or_muscle_pain_B1_6,pos_RF_vaccinated_Sore_throat_B1_7,pos_RF_vaccinated_Chest_pain_B1_8,pos_RF_vaccinated_Nausea_B1_9,pos_RF_vaccinated_Loss_of_smell_or_taste_B1_10,pos_RF_vaccinated_Headache_B1_12,pos_RF_vaccinated_Chills_B1_13,days_aggregated,p_rf,p_rf_CI,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI
HN,HND,Honduras,2021-04-01,2021-04-01,275,5387012.081912,167,536,180,517,2209,18,275,138,20,228,17,2,12,244262.111545931,1,9,1,0,8,172345.142740642,180,246,7247.48529857897,10,0,10,0,0,18,1,14,1,0,23,1,19,1,0,53,12,2,9,2,0,11,2,15,2,0,17,6,5,1,6,7,5,1,4,2,6,6,4,1,1,0,1,2,1,0,0,0,0,1,1,9,8,3,11,12,9,4,4,4,11,9,5,1,1,0,1,2,1,0,0,0,0,1,1,1,0.0654545454545455,0.0292315513530821,0.0436363636363636,0.0241444628274986,0.0453427814587777,0.000175691975197684,0.0290909090909091,0.0198632209920103,0.0319927150932751,0.000148606901229708,0.024836200776467,0.00358290906527974
HN,HND,Honduras,2021-04-02,2021-04-02,274,4917775.84983937,193,700,153,654,2627,21,274,130,11,238,10,1,9,148738.598390914,1,5,1,0,6,71933.7970905639,154,247,7276.94662093091,13,0,10,0,0,23,1,17,1,0,16,0,12,0,0,41,8,0,8,0,0,6,0,16,0,0,19,2,4,2,3,2,1,3,3,0,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,7,13,7,11,9,9,9,10,4,13,12,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0766423357664234,0.0314986655192028,0.0328467153284672,0.0211040806791682,0.0302450951268493,0.000151363860543757,0.0218978102189781,0.017328671505064,0.0146273029286021,0.000106107508293137,0.0211627222270732,0.00330685012863653
HN,HND,Honduras,2021-04-03,2021-04-03,318,5031963.87700512,206,692.84,241,639,2819,21,318,149,22,271,19,3,8,104090.943892584,0,8,0,0,5,79233.9026995637,243,290,8543.78348206464,10,0,10,0,0,21,0,19,0,0,19,0,17,0,0,57,14,1,13,1,0,10,1,20,1,0,17,2,7,2,9,3,4,5,6,4,5,5,4,0,1,1,1,1,0,0,1,0,0,0,0,4,12,4,14,6,8,9,10,6,9,8,6,0,1,1,1,1,0,0,1,0,0,0,0,1,0.0660377358490566,0.0272957657905319,0.0251572327044025,0.0172120758578224,0.0206859481579855,0.000124359235243046,0.0157232704402516,0.013673024184974,0.0157461191368332,0.000108772639685726,0.0284417319926368,0.00352480763037076
HN,HND,Honduras,2021-04-04,2021-04-04,309,5000682.5971538,219,965,242,700,2987,20,309,156,23,262,20,3,8,126686.228556864,0,8,0,0,7,108310.5295342,244,285,8396.4768703049,10,1,9,1,0,19,2,16,2,0,16,2,13,2,0,49,9,1,8,1,0,6,1,19,1,0,17,2,4,3,4,3,2,2,4,4,3,5,2,0,0,0,0,0,0,0,0,0,0,0,0,7,12,9,12,9,8,8,10,8,10,11,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0647249190938511,0.0274330623836691,0.0258899676375405,0.0177067401174143,0.0253337871571711,0.000137724581216918,0.0226537216828479,0.0165906294446231,0.0216591490121461,0.000127584887400311,0.0290598073178685,0.00359287533091566
HN,HND,Honduras,2021-04-05,2021-04-05,320,5346748.87435415,224,705,231,724.4,2684.9,23,320,155,18,279,14,2,7,121588.435948273,0,5,0,0,4,40261.7739151582,232,288,8484.86083736074,14,0,10,0,0,14,0,9,0,0,20,0,15,0,0,52,13,0,12,0,0,9,0,19,0,0,19,4,3,2,6,4,7,5,4,4,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,6,7,5,12,11,13,10,9,6,13,11,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0.071875,0.0282986205740939,0.021875,0.0160267075566642,0.0227406296434598,0.000126359925733375,0.0125,0.0121729730496938,0.00753014118696972,7.32762811527993e-05,0.0273428173363141,0.00346998229476479
HN,HND,Honduras,2021-04-06,2021-04-06,356,5125948.46491029,249,877,459,741,3234.5,27,356,174,25,296,20,2,9,117007.386300686,1,8,1,0,4,52219.7280693726,460,322,9486.54579732694,13,0,12,0,0,26,2,21,2,0,26,1,21,1,0,52,12,2,10,2,0,9,2,24,2,0,24,2,3,4,6,4,5,4,2,1,6,3,4,0,0,1,2,0,1,1,0,0,1,1,1,5,13,10,17,10,18,9,8,8,13,12,13,0,0,1,2,0,1,1,0,0,1,1,1,1,0.0758426966292135,0.0275012810968613,0.0252808988764045,0.0163064373481753,0.0228264851083972,0.000129290417622356,0.0112359550561798,0.0109489991351465,0.0101873299013525,8.6929596297986e-05,0.0484897253254832,0.00432240682566747
HN,HND,Honduras,2021-04-07,2021-04-07,295,4817209.01356555,191,921,184,638,2543,23,295,163,10,255,9,0,8,144272.518445908,0,8,0,0,4,67325.858914411,185,265,7807.25042326596,9,0,8,0,0,13,1,12,1,0,15,1,13,1,0,54,17,2,15,2,0,10,2,21,2,0,16,3,9,4,4,4,6,3,3,2,3,4,3,0,2,0,1,1,1,0,0,0,0,0,0,6,13,7,9,6,10,6,6,5,8,8,5,0,2,0,1,1,1,0,0,0,0,0,0,1,0.0779661016949153,0.0305959143914193,0.0271186440677966,0.0185353592938622,0.0299493997540127,0.000152209444713686,0.0135593220338983,0.01319749655204,0.0139761132898359,0.000104830406543731,0.023695922376038,0.00337387040645963
HN,HND,Honduras,2021-04-08,2021-04-08,285,5230761.22978297,186,1028,169,614,2508.5,27,285,159,8,249,4,3,10,164454.537746025,1,7,1,0,9,152238.630598608,169,251,7394.7919103387,9,1,7,1,0,23,1,17,1,0,26,0,21,0,0,58,15,1,13,1,0,11,2,23,2,0,23,2,3,2,7,4,3,4,3,3,4,5,4,0,0,0,1,1,0,0,0,0,0,0,0,9,12,5,17,13,13,12,5,9,12,15,9,1,1,0,2,2,0,1,0,1,1,0,1,1,0.0947368421052632,0.0339995004506767,0.0350877192982456,0.0213622576076394,0.0314398861889645,0.000149544145600609,0.0315789473684211,0.0203028308678761,0.029104488603263,0.000144056173938835,0.0228539223346799,0.00340600461767279
HN,HND,Honduras,2021-04-09,2021-04-09,257,4961373.49620028,179,682,168,575,2319,20,257,129,12,223,11,1,5,69812.1287282359,0,4,0,0,4,57230.1024555462,168,232,6835.02678565171,11,1,9,1,0,16,2,12,2,0,15,2,12,2,0,41,11,1,10,1,0,8,1,17,1,0,17,2,6,1,4,5,5,4,3,0,6,2,3,0,1,0,0,1,1,0,1,0,1,0,0,5,11,6,13,9,12,7,8,2,12,9,8,0,1,0,0,1,1,0,1,0,1,0,0,1,0.0778210116731518,0.0327519812627128,0.0194552529182879,0.0168862680370449,0.0140711294527014,0.000103641669739609,0.0155642023346304,0.0151334749520736,0.0115351328617723,9.39591435222169e-05,0.024579274561538,0.00367078121516733
HN,HND,Honduras,2021-04-10,2021-04-10,239,4920237.51512053,165,435,227,497,2271,20,239,119,8,209,3,5,10,278623.854371885,0,8,0,0,6,94940.4873949817,227,219,6452.0295950764,11,1,8,1,0,17,1,13,1,0,22,1,19,1,0,41,10,1,9,1,0,8,1,17,1,0,18,1,5,3,6,4,6,3,2,3,6,4,3,0,1,1,1,1,1,1,1,1,1,1,1,7,13,9,14,11,14,8,8,7,12,11,7,0,1,1,1,1,1,1,1,1,1,1,1,1,0.0836820083682008,0.0351065615100368,0.0418410041841004,0.0253845214667627,0.0566281309623036,0.000204226752601519,0.0251046025104603,0.0198337495687056,0.0192959155128624,0.000121550498276901,0.0351827276448369,0.00449559524986552
