ISO2,ISO_3,country_agg,date,first_date,day_count,weight,Finished,B2,B4,E5,E6,pos_RF,count,symptomatic,vaccinated,unvaccinated,vac1dose,vac2doses,cli,cli_weight,cli_vaccinated,cli_unvaccinated,cli_vac1dose,cli_vac2doses,cliWHO,cliWHO_weight,cli_local,count_local,reach,stringent_cli,stringent_cli_vaccinated,stringent_cli_unvaccinated,stringent_cli_vac1dose,stringent_cli_vac2doses,classic_cli,classic_cli_vaccinated,classic_cli_unvaccinated,classic_cli_vac1dose,classic_cli_vac2doses,broad_cli,broad_cli_vaccinated,broad_cli_unvaccinated,broad_cli_vac1dose,broad_cli_vac2doses,test_recent,positive_recent,positive_vaccinated,positive_unvaccinated,positive_vac1dose,positive_vac2doses,positive_symptomatic,pos_RF_vaccinated,pos_RF_unvaccinated,pos_RF_vac1dose,pos_RF_vac2doses,pos_RF_symptomatic,positive_Fever_B1_1,positive_Cough_B1_2,positive_Difficulty_breathing_B1_3,positive_Fatigue_B1_4,positive_Stuffy_or_runny_nose_B1_5,positive_Aches_or_muscle_pain_B1_6,positive_Sore_throat_B1_7,positive_Chest_pain_B1_8,positive_Nausea_B1_9,positive_Loss_of_smell_or_taste_B1_10,positive_Headache_B1_12,positive_Chills_B1_13,pos_vaccinated_Fever_B1_1,pos_vaccinated_Cough_B1_2,pos_vaccinated_Difficulty_breathing_B1_3,pos_vaccinated_Fatigue_B1_4,pos_vaccinated_Stuffy_or_runny_nose_B1_5,pos_vaccinated_Aches_or_muscle_pain_B1_6,pos_vaccinated_Sore_throat_B1_7,pos_vaccinated_Chest_pain_B1_8,pos_vaccinated_Nausea_B1_9,pos_vaccinated_Loss_of_smell_or_taste_B1_10,pos_vaccinated_Headache_B1_12,pos_vaccinated_Chills_B1_13,pos_RF_Fever_B1_1,pos_RF_Cough_B1_2,pos_RF_Difficulty_breathing_B1_3,pos_RF_Fatigue_B1_4,pos_RF_Stuffy_or_runny_nose_B1_5,pos_RF_Aches_or_muscle_pain_B1_6,pos_RF_Sore_throat_B1_7,pos_RF_Chest_pain_B1_8,pos_RF_Nausea_B1_9,pos_RF_Loss_of_smell_or_taste_B1_10,pos_RF_Headache_B1_12,pos_RF_Chills_B1_13,pos_RF_vaccinated_Fever_B1_1,pos_RF_vaccinated_Cough_B1_2,pos_RF_vaccinated_Difficulty_breathing_B1_3,pos_RF_vaccinated_Fatigue_B1_4,pos_RF_vaccinated_Stuffy_or_runny_nose_B1_5,pos_RF_vaccinated_Aches_or_muscle_pain_B1_6,pos_RF_vaccinated_Sore_throat_B1_7,pos_RF_vaccinated_Chest_pain_B1_8,pos_RF_vaccinated_Nausea_B1_9,pos_RF_vaccinated_Loss_of_smell_or_taste_B1_10,pos_RF_vaccinated_Headache_B1_12,pos_RF_vaccinated_Chills_B1_13,days_aggregated,p_rf,p_rf_CI,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI
CZ,CZE,Czech Republic,2021-04-01,2021-04-01,864,7732854.99434057,680,6300,318,1488.4,8929,38,864,467,140,644,83,42,16,192883.263177607,2,12,0,1,11,128952.012407834,318,773,21342.3197190658,17,2,14,1,0,52,4,38,1,2,55,5,41,3,1,348,36,2,34,2,0,29,2,36,2,0,31,8,16,12,20,19,14,7,9,8,12,17,6,0,0,1,1,2,0,0,0,0,1,1,0,8,18,13,21,20,15,7,9,8,12,19,7,0,0,1,1,2,0,0,0,0,1,1,0,1,0.0439814814814815,0.0136728578686967,0.0185185185185185,0.00898949706085303,0.0249433441230661,0.000109918406210795,0.0127314814814815,0.00747563924809447,0.0166758606623569,9.02548683309625e-05,0.0148999735823431,0.00162539977311526
CZ,CZE,Czech Republic,2021-04-02,2021-04-02,891,7586110.25475869,732,7070.32,470,1505,9451.5,49,891,455,170,660,84,76,15,109666.493999984,1,10,1,0,12,82403.3493843007,470,826,22805.6353013562,26,2,18,2,0,50,4,36,2,1,45,3,34,1,1,404,43,1,40,1,0,35,1,45,1,0,41,8,20,18,30,19,12,9,11,7,14,23,12,0,0,0,0,0,0,0,0,0,0,0,0,10,24,21,35,22,14,10,14,7,17,26,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0549943883277217,0.0149687529515406,0.0168350168350168,0.00844751978430342,0.0144562220053672,8.4938361819564e-05,0.0134680134680135,0.00756861816133556,0.0108623980692358,7.37614981247514e-05,0.0206089413335506,0.00184388109850592
CZ,CZE,Czech Republic,2021-04-03,2021-04-03,882,7534692.35991458,736,5973.1,367,1757,9743.5,39,882,447,163,669,84,62,14,120671.805255071,0,13,0,0,12,103695.046588259,368,822,22695.1963894853,16,2,11,2,0,56,9,44,5,2,60,8,48,4,2,383,36,1,35,1,0,30,1,38,1,0,33,7,18,16,26,21,14,9,16,9,8,21,5,0,0,0,1,1,0,0,0,0,1,0,0,8,20,18,28,23,16,11,18,9,8,21,5,0,0,0,1,1,0,0,0,0,1,0,0,1,0.0442176870748299,0.0135672336443856,0.0158730158730159,0.0082483882279308,0.016015492005627,8.96354083925836e-05,0.0136054421768707,0.00764531638835946,0.0137623464416316,8.31864060095159e-05,0.0162148850216822,0.00164319149646606
CZ,CZE,Czech Republic,2021-04-04,2021-04-04,829,7673138.40368324,669,4746,275,1507,8739,34,829,404,149,617,70,72,13,116028.315006847,1,10,1,0,11,96836.1272287421,275,768,21204.2710792271,19,0,13,0,0,42,4,33,1,2,46,4,36,1,2,351,24,0,24,0,0,20,0,32,0,0,30,5,12,8,16,14,14,7,7,8,6,10,7,0,0,0,0,0,0,0,0,0,0,0,0,6,18,13,25,20,20,10,11,10,14,16,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0410132689987937,0.0135001725082735,0.0156815440289505,0.00845732559680014,0.0151213635024688,8.63472300672295e-05,0.0132689987937274,0.00778913605072332,0.012620146038583,7.89834129857273e-05,0.0129690852834553,0.0015228476867556
CZ,CZE,Czech Republic,2021-04-05,2021-04-05,878,7482008.5165378,704,6092,327,1604.5,9143.13,39,878,478,152,653,71,69,7,48134.4097971533,0,7,0,0,6,45522.2733869095,327,807,22281.0504699691,18,1,14,0,0,49,5,39,3,1,46,5,35,3,1,398,29,1,27,0,1,25,2,36,1,1,34,3,14,10,18,14,10,7,5,8,8,13,6,0,0,0,1,0,0,1,0,0,0,1,0,4,20,14,25,22,14,7,7,11,13,14,8,0,0,0,2,1,0,1,0,0,1,1,0,1,0.0444191343963553,0.0136276070132328,0.00797266514806378,0.00588253357565826,0.00643335405068836,5.7287018531745e-05,0.00683371298405467,0.00544929331304765,0.00608423169878645,5.57207116480023e-05,0.0146761482561488,0.00157897699623524
CZ,CZE,Czech Republic,2021-04-06,2021-04-06,933,7536827.8996143,770,6882,361,1665,9675.5,51,933,510,155,710,68,77,16,147602.730821051,0,14,0,0,12,108815.914817614,364,861,23771.9757802273,28,0,24,0,0,57,1,49,0,1,61,2,52,0,2,380,41,1,40,0,1,35,1,49,0,1,45,7,22,11,27,21,15,11,10,7,16,22,9,0,0,0,0,0,1,0,0,0,0,0,0,10,30,16,34,28,22,13,13,11,23,29,13,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0546623794212219,0.0145862954475794,0.0171489817792069,0.008330484958556,0.0195841981251296,9.89263168426699e-05,0.0128617363344051,0.00723012929091549,0.0144378930057807,8.51623623537346e-05,0.0153121475204751,0.00156092772256757
CZ,CZE,Czech Republic,2021-04-07,2021-04-07,874,7414244.49364768,727,7140.5,302,1569,9271,34,874,487,170,646,71,91,14,131763.079279359,2,11,1,1,11,102506.383481593,302,820,22639.9769335498,21,2,15,0,2,47,5,33,3,2,51,6,35,2,4,366,26,1,25,1,0,24,1,33,1,0,30,6,15,9,18,18,10,8,9,8,10,16,10,0,1,0,1,0,1,1,0,0,0,1,1,9,20,13,22,22,13,9,13,11,12,18,11,0,1,0,1,0,1,1,0,0,0,1,1,1,0.0389016018306636,0.0128191740349318,0.0160183066361556,0.00832327388118755,0.0177716123864339,9.51008276037426e-05,0.0125858123569794,0.00739065079440829,0.0138256006487805,8.40491848069511e-05,0.0133392362053369,0.0014943747180149
CZ,CZE,Czech Republic,2021-04-08,2021-04-08,874,7707440.74351932,730,6786,244,1617,9275,38,874,458,160,662,64,86,11,91020.9760339747,1,9,1,0,11,91020.9760339747,244,822,22695.1963894853,29,4,18,2,2,52,8,35,3,4,48,9,31,4,4,371,33,2,30,1,0,29,2,33,1,0,34,8,19,11,21,22,6,5,9,4,15,14,8,0,1,1,1,1,0,0,0,0,0,0,0,10,21,14,26,24,11,7,11,8,20,18,10,0,1,1,1,1,0,0,0,0,0,0,0,1,0.0434782608695652,0.0135199747058409,0.0125858123569794,0.00739065079440829,0.0118094941061348,7.6265650554934e-05,0.0125858123569794,0.00739065079440829,0.0118094941061348,7.6265650554934e-05,0.0107511737643762,0.00134171980626344
CZ,CZE,Czech Republic,2021-04-09,2021-04-09,759,7575534.72596446,600,6687,224,1229,7819.38,39,759,400,163,539,66,82,15,130222.810538883,2,11,1,0,10,88275.1661407714,225,688,18995.4928418076,22,2,19,1,0,54,5,44,1,2,47,5,37,1,2,307,30,2,27,1,1,25,3,35,1,1,34,3,19,9,17,14,11,2,5,4,10,12,5,0,1,0,1,1,1,0,0,0,0,1,0,8,28,16,26,17,16,7,9,8,15,18,8,1,2,1,2,2,2,1,1,0,1,1,1,1,0.0513833992094862,0.0157066649251473,0.0197628458498024,0.00990187693629309,0.0171899166526893,9.2557823075366e-05,0.0131752305665349,0.00811197000296996,0.0116526647073792,7.64203227170371e-05,0.0118449151003228,0.00153851359805006
CZ,CZE,Czech Republic,2021-04-10,2021-04-10,759,7537172.22027011,615,5496,283,1292,7929.5,27,759,386,164,537,72,84,12,90744.4243763324,2,8,1,1,11,79265.7723403339,283,699,19299.1998494528,11,2,8,1,1,33,3,26,1,2,35,4,26,2,2,343,25,1,24,1,0,18,2,25,2,0,20,4,6,5,16,12,9,3,6,5,5,9,5,0,0,0,1,1,0,0,1,0,0,1,0,5,7,6,18,12,10,3,7,6,5,10,6,1,1,1,2,1,1,0,2,1,0,2,1,1,0.0355731225296443,0.0131771912674845,0.0158102766798419,0.00887434587294289,0.0120395848369086,7.78608963824042e-05,0.0144927536231884,0.00850222450828487,0.0105166460343258,7.28260485450158e-05,0.0146638203763678,0.00169587649219913
