ISO2,ISO_3,country_agg,date,first_date,day_count,weight,Finished,B2,B4,E5,E6,pos_RF,count,symptomatic,infected,not_infected,vaccinated,unvaccinated,vac1dose,vac2doses,cli,cli_weight,cli_vaccinated,cli_unvaccinated,cli_vac1dose,cli_vac2doses,cliWHO,cliWHO_weight,cli_local,count_local,reach,stringent_cli,stringent_cli_vaccinated,stringent_cli_unvaccinated,stringent_cli_vac1dose,stringent_cli_vac2doses,classic_cli,classic_cli_vaccinated,classic_cli_unvaccinated,classic_cli_vac1dose,classic_cli_vac2doses,broad_cli,broad_cli_vaccinated,broad_cli_unvaccinated,broad_cli_vac1dose,broad_cli_vac2doses,test_recent,positive_recent,positive_vaccinated,positive_unvaccinated,positive_vac1dose,positive_vac2doses,positive_symptomatic,pos_RF_vaccinated,pos_RF_unvaccinated,pos_RF_vac1dose,pos_RF_vac2doses,pos_RF_symptomatic,positive_Fever_B1_1,positive_Cough_B1_2,positive_Difficulty_breathing_B1_3,positive_Fatigue_B1_4,positive_Stuffy_or_runny_nose_B1_5,positive_Aches_or_muscle_pain_B1_6,positive_Sore_throat_B1_7,positive_Chest_pain_B1_8,positive_Nausea_B1_9,positive_Loss_of_smell_or_taste_B1_10,positive_Headache_B1_12,positive_Chills_B1_13,pos_vaccinated_Fever_B1_1,pos_vaccinated_Cough_B1_2,pos_vaccinated_Difficulty_breathing_B1_3,pos_vaccinated_Fatigue_B1_4,pos_vaccinated_Stuffy_or_runny_nose_B1_5,pos_vaccinated_Aches_or_muscle_pain_B1_6,pos_vaccinated_Sore_throat_B1_7,pos_vaccinated_Chest_pain_B1_8,pos_vaccinated_Nausea_B1_9,pos_vaccinated_Loss_of_smell_or_taste_B1_10,pos_vaccinated_Headache_B1_12,pos_vaccinated_Chills_B1_13,pos_RF_Fever_B1_1,pos_RF_Cough_B1_2,pos_RF_Difficulty_breathing_B1_3,pos_RF_Fatigue_B1_4,pos_RF_Stuffy_or_runny_nose_B1_5,pos_RF_Aches_or_muscle_pain_B1_6,pos_RF_Sore_throat_B1_7,pos_RF_Chest_pain_B1_8,pos_RF_Nausea_B1_9,pos_RF_Loss_of_smell_or_taste_B1_10,pos_RF_Headache_B1_12,pos_RF_Chills_B1_13,pos_RF_vaccinated_Fever_B1_1,pos_RF_vaccinated_Cough_B1_2,pos_RF_vaccinated_Difficulty_breathing_B1_3,pos_RF_vaccinated_Fatigue_B1_4,pos_RF_vaccinated_Stuffy_or_runny_nose_B1_5,pos_RF_vaccinated_Aches_or_muscle_pain_B1_6,pos_RF_vaccinated_Sore_throat_B1_7,pos_RF_vaccinated_Chest_pain_B1_8,pos_RF_vaccinated_Nausea_B1_9,pos_RF_vaccinated_Loss_of_smell_or_taste_B1_10,pos_RF_vaccinated_Headache_B1_12,pos_RF_vaccinated_Chills_B1_13,days_aggregated,p_rf,p_rf_CI,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI
ZW,ZWE,Zimbabwe,2021-04-01,2021-03-14,5,6370781.86069981,43,165.5,14,95,422,3,105,54,0,0,8,67,5,1,9,315031.786313604,0,6,0,0,5,138463.962333391,15,91,1099.28,9,0,6,0,0,12,0,7,0,0,9,1,5,0,0,17,1,0,1,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,1,1,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,18,0.0285714285714286,0.0318658021730655,0.0857142857142857,0.0535452577734241,0.0494494699711786,0.000168352724169134,0.0476190476190476,0.0407332576804628,0.0217342180851537,0.000113227564365671,0.0136452951022487,0.0068580706405776
ZW,ZWE,Zimbabwe,2021-04-02,2021-03-15,6,6228893.19464766,42,171.5,14,147,412,4,102,51,0,0,9,62,6,1,9,315031.786313604,0,6,0,0,5,138463.962333391,15,88,1063.04,9,0,6,0,0,12,0,7,0,0,9,1,5,0,0,16,2,1,1,1,0,1,1,3,1,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,3,2,2,2,1,1,3,2,2,2,1,0,1,0,0,0,0,0,1,0,0,0,0,18,0.0392156862745098,0.0376695877073438,0.0882352941176471,0.055044073028925,0.0505758850680413,0.000172085597430843,0.0490196078431373,0.0419004514931721,0.0222293043092102,0.000115777480141377,0.0141104756170981,0.00709019598730064
ZW,ZWE,Zimbabwe,2021-04-03,2021-03-16,2,6297738.81733955,42,171.5,14,145,412,4,100,50,0,0,9,62,6,1,8,293326.135190941,0,6,0,0,4,116758.311210728,15,87,1050.96,8,0,6,0,0,11,0,7,0,0,8,1,5,0,0,16,2,1,1,1,0,1,1,3,1,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,3,2,2,2,1,1,3,2,2,2,1,0,1,0,0,0,0,0,1,0,0,0,0,18,0.04,0.0384072934108425,0.08,0.0531724899927667,0.0465764211090061,0.000164581785568142,0.04,0.0384072934108425,0.0185397195084143,0.0001053522250073,0.0142726649920073,0.00717110255856523
ZW,ZWE,Zimbabwe,2021-04-04,2021-03-16,5,6681122.51327669,45,182.5,14,154,443,4,105,53,0,0,9,65,6,1,8,293326.135190941,0,6,0,0,4,116758.311210728,15,91,1099.28,8,0,6,0,0,11,0,7,0,0,8,1,5,0,0,16,2,1,1,1,0,1,1,3,1,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,3,2,2,2,1,1,3,2,2,2,1,0,1,0,0,0,0,0,1,0,0,0,0,19,0.0380952380952381,0.0366146447649092,0.0761904761904762,0.0507452040346687,0.0439037204613513,0.00015535486202573,0.0380952380952381,0.0366146447649092,0.01747585244526,9.93605928752674e-05,0.0136452951022487,0.0068580706405776
ZW,ZWE,Zimbabwe,2021-04-05,2021-03-17,3,5398315.62388197,42,185.5,14,148,407,4,102,52,0,0,9,63,5,2,7,256939.228156757,0,5,0,0,3,80371.4041765438,15,88,1063.04,7,0,5,0,0,10,0,6,0,0,7,1,4,0,0,15,2,1,1,1,0,1,1,3,1,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,3,2,2,2,1,1,3,2,2,2,1,0,1,0,0,0,0,0,1,0,0,0,0,19,0.0392156862745098,0.0376695877073438,0.0686274509803922,0.0490635147054161,0.0475961848210701,0.000179603828053346,0.0294117647058824,0.032788840416564,0.0148882373273959,0.00010216057967087,0.0141104756170981,0.00709019598730064
ZW,ZWE,Zimbabwe,2021-04-06,2021-03-18,10,5615249.22160948,43,179.5,16,163,433,4,105,51,0,0,10,64,5,3,7,256939.228156757,0,5,0,0,3,80371.4041765438,17,92,1111.36,8,0,6,0,0,11,0,7,0,0,8,1,5,0,0,15,2,1,1,1,0,1,1,3,1,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,3,2,2,2,1,1,3,2,2,2,1,0,1,0,0,0,0,0,1,0,0,0,0,19,0.0380952380952381,0.0366146447649092,0.0666666666666667,0.0477118438324575,0.045757404171477,0.000172831803452456,0.0285714285714286,0.0318658021730655,0.0143130609176252,9.82424837442705e-05,0.0152965735675209,0.0072155678467129
ZW,ZWE,Zimbabwe,2021-04-07,2021-03-19,3,5145001.54158816,39,150.5,15,159,419,3,100,47,0,0,10,62,5,3,6,177753.137977176,0,4,0,0,3,80371.4041765438,16,88,1063.04,6,0,4,0,0,9,0,5,0,0,7,1,4,0,0,14,2,1,1,1,0,1,1,2,1,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2,1,1,1,0,1,2,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,19,0.03,0.0334344809563718,0.06,0.046546565661405,0.0345487045125952,0.000157810684934169,0.03,0.0334344809563718,0.0156212594936823,0.000107150566791232,0.0150511739915713,0.00731922856211825
ZW,ZWE,Zimbabwe,2021-04-08,2021-03-19,6,5354932.94548189,41,188.5,15,162,442,3,106,51,0,0,10,66,5,3,6,177753.137977176,0,4,0,0,3,80371.4041765438,16,91,1099.28,6,0,4,0,0,11,0,6,0,0,9,1,5,0,0,15,2,1,1,1,0,1,1,2,1,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2,1,1,1,0,1,2,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,20,0.0283018867924528,0.0315695602813257,0.0566037735849057,0.043991109789338,0.0331942789549123,0.000151730293551621,0.0283018867924528,0.0315695602813257,0.0150088535178308,0.000102981922590997,0.0145549814423987,0.00707971793160333
ZW,ZWE,Zimbabwe,2021-04-09,2021-03-21,4,4431834.11773644,38,175.5,15,160,406,2,102,48,0,0,9,63,5,3,5,142185.70621587,0,3,0,0,2,44803.972415238,16,89,1075.12,3,0,3,0,0,9,0,5,0,0,7,0,5,0,0,15,2,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,20,0.0196078431372549,0.0269068483623884,0.0490196078431373,0.0419004514931721,0.0320828132187609,0.0001640633839257,0.0196078431372549,0.0269068483623884,0.0101095779365771,9.31357499971574e-05,0.0148820596770593,0.00723761130273753
ZW,ZWE,Zimbabwe,2021-04-10,2021-03-21,4,4549722.60133024,38,207.5,15,160,406,2,106,52,0,0,9,65,5,3,5,142185.70621587,0,3,0,0,2,44803.972415238,16,91,1099.28,4,0,3,0,0,12,0,7,0,0,10,0,7,0,0,15,2,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,21,0.0188679245283019,0.0259012641269205,0.0471698113207547,0.040358496811933,0.0312515110644983,0.000159880928390928,0.0188679245283019,0.0259012641269205,0.00984762728218602,9.07344998288223e-05,0.0145549814423987,0.00707971793160333
