ISO2,ISO_3,country_agg,date,first_date,day_count,weight,Finished,B2,B4,E5,E6,pos_RF,count,symptomatic,vaccinated,unvaccinated,vac1dose,vac2doses,cli,cli_weight,cli_vaccinated,cli_unvaccinated,cli_vac1dose,cli_vac2doses,cliWHO,cliWHO_weight,cli_local,count_local,reach,stringent_cli,stringent_cli_vaccinated,stringent_cli_unvaccinated,stringent_cli_vac1dose,stringent_cli_vac2doses,classic_cli,classic_cli_vaccinated,classic_cli_unvaccinated,classic_cli_vac1dose,classic_cli_vac2doses,broad_cli,broad_cli_vaccinated,broad_cli_unvaccinated,broad_cli_vac1dose,broad_cli_vac2doses,test_recent,positive_recent,positive_vaccinated,positive_unvaccinated,positive_vac1dose,positive_vac2doses,positive_symptomatic,pos_RF_vaccinated,pos_RF_unvaccinated,pos_RF_vac1dose,pos_RF_vac2doses,pos_RF_symptomatic,positive_Fever_B1_1,positive_Cough_B1_2,positive_Difficulty_breathing_B1_3,positive_Fatigue_B1_4,positive_Stuffy_or_runny_nose_B1_5,positive_Aches_or_muscle_pain_B1_6,positive_Sore_throat_B1_7,positive_Chest_pain_B1_8,positive_Nausea_B1_9,positive_Loss_of_smell_or_taste_B1_10,positive_Headache_B1_12,positive_Chills_B1_13,pos_vaccinated_Fever_B1_1,pos_vaccinated_Cough_B1_2,pos_vaccinated_Difficulty_breathing_B1_3,pos_vaccinated_Fatigue_B1_4,pos_vaccinated_Stuffy_or_runny_nose_B1_5,pos_vaccinated_Aches_or_muscle_pain_B1_6,pos_vaccinated_Sore_throat_B1_7,pos_vaccinated_Chest_pain_B1_8,pos_vaccinated_Nausea_B1_9,pos_vaccinated_Loss_of_smell_or_taste_B1_10,pos_vaccinated_Headache_B1_12,pos_vaccinated_Chills_B1_13,pos_RF_Fever_B1_1,pos_RF_Cough_B1_2,pos_RF_Difficulty_breathing_B1_3,pos_RF_Fatigue_B1_4,pos_RF_Stuffy_or_runny_nose_B1_5,pos_RF_Aches_or_muscle_pain_B1_6,pos_RF_Sore_throat_B1_7,pos_RF_Chest_pain_B1_8,pos_RF_Nausea_B1_9,pos_RF_Loss_of_smell_or_taste_B1_10,pos_RF_Headache_B1_12,pos_RF_Chills_B1_13,pos_RF_vaccinated_Fever_B1_1,pos_RF_vaccinated_Cough_B1_2,pos_RF_vaccinated_Difficulty_breathing_B1_3,pos_RF_vaccinated_Fatigue_B1_4,pos_RF_vaccinated_Stuffy_or_runny_nose_B1_5,pos_RF_vaccinated_Aches_or_muscle_pain_B1_6,pos_RF_vaccinated_Sore_throat_B1_7,pos_RF_vaccinated_Chest_pain_B1_8,pos_RF_vaccinated_Nausea_B1_9,pos_RF_vaccinated_Loss_of_smell_or_taste_B1_10,pos_RF_vaccinated_Headache_B1_12,pos_RF_vaccinated_Chills_B1_13,days_aggregated,p_rf,p_rf_CI,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI
MY,MYS,Malaysia,2021-04-01,2021-04-01,634,20207669.9767091,409,1088,79,1462,5054,4,634,215,42,524,6,34,6,263250.775439246,0,2,0,0,2,34728.4207192829,80,603,21767.8716054438,5,0,5,0,0,21,3,13,0,3,18,3,12,0,3,42,2,2,0,0,1,0,2,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,1,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00630914826498423,0.00616331656099729,0.00946372239747634,0.00753649909369757,0.0130272701277615,4.94389520674684e-05,0.00315457413249211,0.00436503510882734,0.00171857620197233,1.80592979162081e-05,0.00367514111852779,0.000803854783630142
MY,MYS,Malaysia,2021-04-02,2021-04-02,654,21294525.6738177,423,700.5,78,1638,5357.4,1,654,233,52,517,21,29,4,121031.814308936,0,3,0,0,2,77084.5261200528,80,609,21984.4673428114,3,0,3,0,0,13,1,9,1,0,10,1,6,1,0,46,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00152905198776758,0.00299459475212383,0.00611620795107034,0.00597541595706736,0.00568370557592405,3.19295038594533e-05,0.00305810397553517,0.00423175254663195,0.00361992219506587,2.55079901954056e-05,0.00363893283164574,0.000795949494810981
MY,MYS,Malaysia,2021-04-03,2021-04-03,635,21011023.7311091,426,825,110,1715,5555,3,635,203,54,519,20,30,4,87553.8217313351,0,2,0,0,3,38341.6339022085,113,607,21912.2687636889,7,0,4,0,0,12,1,10,1,0,18,2,11,1,1,51,1,0,1,0,0,1,0,2,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,3,1,2,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0047244094488189,0.00533343086125355,0.0062992125984252,0.00615364131479534,0.00416704216090634,2.75442961648911e-05,0.0047244094488189,0.00533343086125355,0.00182483416290847,1.82490207960652e-05,0.00515692834998693,0.000948368797117971
MY,MYS,Malaysia,2021-04-04,2021-04-04,591,20340772.9458955,367,1123.5,91,1470,4873,6,591,191,45,480,15,24,3,60398.1812398966,0,3,0,0,1,19713.3054603223,95,559,20179.5028647481,7,0,6,0,0,10,0,8,0,0,12,0,9,0,0,46,5,0,5,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0101522842639594,0.0080820294370058,0.0050761421319797,0.00572949256374937,0.00296931593507041,2.36454090571991e-05,0.00169204737732657,0.00331354501955682,0.000969152229994297,1.35222765592132e-05,0.00470774729371343,0.000944440804642972
MY,MYS,Malaysia,2021-04-05,2021-04-05,649,20986109.1777928,409,1305.6,191,1489,4947,4,649,232,44,534,13,29,4,176689.958235737,0,3,0,0,2,76115.4971548128,195,610,22020.5666323727,5,0,3,0,0,20,0,18,0,0,23,1,19,1,0,43,2,0,2,0,0,1,0,3,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0061633281972265,0.00602130877828714,0.0061633281972265,0.00602130877828714,0.00841937668096706,3.90918400331899e-05,0.00308166409861325,0.00426430425762389,0.00362694659167013,2.57195694490383e-05,0.00885535795946906,0.00123738664801658
MY,MYS,Malaysia,2021-04-06,2021-04-06,641,21306159.5703139,425,1247.5,81,1658,5360,10,641,228,45,533,14,28,5,168976.809505619,0,3,0,0,1,74561.2523635312,82,614,22164.9637906177,12,0,8,0,0,17,0,13,0,0,20,1,17,0,1,33,1,0,1,0,0,1,0,6,0,0,9,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,8,4,7,3,1,4,8,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0.015600624024961,0.00959347010086465,0.0078003120124805,0.00681043114906649,0.00793089007655123,3.76640859504454e-05,0.0015600624024961,0.00305528011660606,0.00349951628389277,2.50748457237355e-05,0.00369953232383398,0.000799250944464003
MY,MYS,Malaysia,2021-04-07,2021-04-07,583,20073493.4874187,397,946.5,132,1550,5131,1,583,207,54,467,11,41,2,46244.5806039361,0,1,0,0,0,0,134,553,19962.9071273805,1,0,0,0,0,12,1,9,0,1,16,3,10,1,2,29,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00171526586620926,0.00335897484296748,0.00343053173241852,0.00474622500364301,0.00230376344969152,2.09727180872663e-05,0,0,0,0,0.00671244920115919,0.00113269817311652
MY,MYS,Malaysia,2021-04-08,2021-04-08,597,21394613.3004384,386,1089,75,1396,4748,5,597,202,53,486,18,30,7,314726.269512561,0,6,0,0,3,133052.015574302,75,567,20468.2971812382,3,0,3,0,0,18,2,15,1,1,22,2,19,1,1,32,3,0,3,0,0,2,0,5,0,0,4,1,1,0,1,1,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,2,3,1,1,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00837520938023451,0.00731025370986457,0.0117252931323283,0.00863498564960096,0.0147105378860066,5.10143157438584e-05,0.0050251256281407,0.00567205514071652,0.00621894930774822,3.3311925343921e-05,0.00366420319853217,0.000827751308339984
MY,MYS,Malaysia,2021-04-09,2021-04-09,593,21571977.8426026,378,1058,82,1398,4678,5,593,186,45,474,9,33,2,54902.6179497304,0,0,0,0,1,34578.3634919017,83,567,20468.2971812382,3,0,1,0,0,16,0,14,0,0,16,0,14,0,0,45,5,0,4,0,0,3,0,4,0,0,3,1,2,2,2,1,2,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,1,2,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00843170320404722,0.00735935437783922,0.00337268128161889,0.00466632291567612,0.00254508966912172,2.12618616858508e-05,0.00168634064080944,0.00330237892712732,0.0016029296777606,1.68815372789559e-05,0.00405505153970894,0.000870608874659556
MY,MYS,Malaysia,2021-04-10,2021-04-10,582,20401679.5019799,375,727.6,92,1359,4530.5,6,582,202,45,462,8,33,8,202457.948212632,2,5,1,1,6,125819.651524118,93,559,20179.5028647481,5,1,3,1,0,17,4,11,2,2,18,6,9,1,5,46,3,0,3,0,0,1,0,5,0,0,4,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,3,4,4,3,3,1,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0103092783505155,0.00820635841444433,0.013745704467354,0.00945942098209265,0.00992359223136433,4.3011435948429e-05,0.0103092783505155,0.00820635841444433,0.00616712224657328,3.39713721667349e-05,0.00460863682437209,0.000934492965354282
