ISO2,ISO_3,country_agg,date,first_date,day_count,weight,Finished,B2,B4,E5,E6,pos_RF,count,symptomatic,infected,not_infected,vaccinated,unvaccinated,vac1dose,vac2doses,cli,cli_weight,cli_vaccinated,cli_unvaccinated,cli_vac1dose,cli_vac2doses,cliWHO,cliWHO_weight,cli_local,count_local,reach,stringent_cli,stringent_cli_vaccinated,stringent_cli_unvaccinated,stringent_cli_vac1dose,stringent_cli_vac2doses,classic_cli,classic_cli_vaccinated,classic_cli_unvaccinated,classic_cli_vac1dose,classic_cli_vac2doses,broad_cli,broad_cli_vaccinated,broad_cli_unvaccinated,broad_cli_vac1dose,broad_cli_vac2doses,test_recent,positive_recent,positive_vaccinated,positive_unvaccinated,positive_vac1dose,positive_vac2doses,positive_symptomatic,pos_RF_vaccinated,pos_RF_unvaccinated,pos_RF_vac1dose,pos_RF_vac2doses,pos_RF_symptomatic,positive_Fever_B1_1,positive_Cough_B1_2,positive_Difficulty_breathing_B1_3,positive_Fatigue_B1_4,positive_Stuffy_or_runny_nose_B1_5,positive_Aches_or_muscle_pain_B1_6,positive_Sore_throat_B1_7,positive_Chest_pain_B1_8,positive_Nausea_B1_9,positive_Loss_of_smell_or_taste_B1_10,positive_Headache_B1_12,positive_Chills_B1_13,pos_vaccinated_Fever_B1_1,pos_vaccinated_Cough_B1_2,pos_vaccinated_Difficulty_breathing_B1_3,pos_vaccinated_Fatigue_B1_4,pos_vaccinated_Stuffy_or_runny_nose_B1_5,pos_vaccinated_Aches_or_muscle_pain_B1_6,pos_vaccinated_Sore_throat_B1_7,pos_vaccinated_Chest_pain_B1_8,pos_vaccinated_Nausea_B1_9,pos_vaccinated_Loss_of_smell_or_taste_B1_10,pos_vaccinated_Headache_B1_12,pos_vaccinated_Chills_B1_13,pos_RF_Fever_B1_1,pos_RF_Cough_B1_2,pos_RF_Difficulty_breathing_B1_3,pos_RF_Fatigue_B1_4,pos_RF_Stuffy_or_runny_nose_B1_5,pos_RF_Aches_or_muscle_pain_B1_6,pos_RF_Sore_throat_B1_7,pos_RF_Chest_pain_B1_8,pos_RF_Nausea_B1_9,pos_RF_Loss_of_smell_or_taste_B1_10,pos_RF_Headache_B1_12,pos_RF_Chills_B1_13,pos_RF_vaccinated_Fever_B1_1,pos_RF_vaccinated_Cough_B1_2,pos_RF_vaccinated_Difficulty_breathing_B1_3,pos_RF_vaccinated_Fatigue_B1_4,pos_RF_vaccinated_Stuffy_or_runny_nose_B1_5,pos_RF_vaccinated_Aches_or_muscle_pain_B1_6,pos_RF_vaccinated_Sore_throat_B1_7,pos_RF_vaccinated_Chest_pain_B1_8,pos_RF_vaccinated_Nausea_B1_9,pos_RF_vaccinated_Loss_of_smell_or_taste_B1_10,pos_RF_vaccinated_Headache_B1_12,pos_RF_vaccinated_Chills_B1_13,days_aggregated,p_rf,p_rf_CI,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI
SV,SLV,El Salvador,2021-04-01,2021-04-01,397,3803833.10940894,265,1199,90,900,3261,17,397,196,0,0,55,307,52,2,7,48883.3251506338,0,7,0,0,6,44090.8826459588,91,367,5797.43197859224,15,0,12,0,0,15,0,14,0,0,26,2,20,2,0,30,2,0,2,0,0,2,1,14,1,0,17,1,1,1,2,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,8,7,7,13,11,12,6,6,14,9,5,0,0,0,0,1,0,0,0,0,1,0,0,1,0.0428211586901763,0.019914921087865,0.017632241813602,0.0129462400179122,0.012851069893082,0.000113187468355711,0.0151133501259446,0.0120012459119825,0.0115911716886049,0.000107564593694104,0.0156966050375458,0.00319961421039142
SV,SLV,El Salvador,2021-04-02,2021-04-02,391,4298258.74624946,255,1257,302,786,2896,23,391,210,0,0,50,300,45,5,11,121382.255508093,0,11,0,0,7,58462.1503413058,302,365,5765.83834383152,15,2,13,2,0,29,1,26,1,0,34,3,27,3,0,30,5,1,4,1,0,5,2,18,2,0,23,1,2,1,2,5,3,1,1,0,2,2,0,0,0,0,0,1,1,0,0,0,0,0,0,9,9,6,12,18,13,6,7,7,18,13,8,1,0,0,1,2,2,0,1,1,1,1,1,1,0.0588235294117647,0.0233222680364801,0.0281329923273657,0.0163897034558999,0.0282398670424407,0.00015660754300134,0.0179028132992327,0.0131430931863646,0.0136013566871278,0.000109501271293577,0.0523774656851227,0.00575051565845707
SV,SLV,El Salvador,2021-04-03,2021-04-03,385,3777508.59120656,251,1115,236,819,2832,12,385,210,0,0,65,276,58,4,11,169260.531099457,3,7,2,1,7,141117.029873606,236,350,5528.88608312612,8,2,4,1,1,28,4,22,3,1,28,4,22,3,1,17,2,1,1,0,1,2,3,7,2,1,12,1,1,0,1,1,1,0,1,0,1,1,0,1,1,0,1,1,1,0,1,0,1,0,0,6,8,3,6,5,8,6,5,4,8,9,4,2,2,0,2,2,2,1,2,1,3,2,1,1,0.0311688311688312,0.0173580939917979,0.0285714285714286,0.0166413724423057,0.0448074509991768,0.000208624804615207,0.0181818181818182,0.0133460244665159,0.0373571698028971,0.000191233922929485,0.0426849091212532,0.00532836421809678
SV,SLV,El Salvador,2021-04-04,2021-04-04,453,3888412.49679739,319,1249,78,1025,3531.6,13,453,247,0,0,64,350,60,3,13,63705.7016075443,1,9,1,0,10,54171.0021688093,78,414,6539.88239546918,12,1,10,1,0,30,3,22,3,0,38,5,28,5,0,26,4,1,3,1,0,3,1,12,1,0,12,1,1,2,3,3,2,1,2,2,2,2,2,0,0,0,1,1,1,0,1,1,1,1,1,4,6,5,9,7,8,8,6,7,8,9,5,0,0,0,1,1,1,0,1,1,1,1,1,1,0.0286975717439294,0.0153744221736302,0.0286975717439294,0.0153744221736302,0.0163834731166033,0.000126176309575436,0.022075055187638,0.0135301512382843,0.0139313928790801,0.000116496469019678,0.0119268199767687,0.00263099491848732
SV,SLV,El Salvador,2021-04-05,2021-04-05,467,3922695.69736421,305,1261.5,161,1071,3265,13,467,264,0,0,56,371,52,4,6,31979.4031873291,2,4,1,1,3,15034.6869174729,162,434,6855.81874307638,9,0,8,0,0,23,3,18,3,0,26,4,18,4,0,35,7,0,7,0,0,7,0,12,0,0,13,3,2,2,5,4,3,3,2,1,2,5,4,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,9,6,6,7,5,3,6,9,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0278372591006424,0.0149201219460381,0.012847965738758,0.0102140706627865,0.0081524047885787,8.89858844863669e-05,0.00642398286937902,0.00724590086302217,0.00383274362259994,6.11472313408783e-05,0.0236295628678343,0.00359545271764535
SV,SLV,El Salvador,2021-04-06,2021-04-06,498,4027842.49527809,334,1282,134,1014,4041,22,498,268,0,0,66,390,60,5,9,52936.6123749315,0,7,0,0,6,34576.0989562003,135,457,7219.14554282467,18,0,13,0,0,34,0,26,0,0,42,1,32,1,0,38,4,0,4,0,0,4,0,17,0,0,22,1,2,1,1,1,2,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,6,13,12,15,9,8,8,17,14,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0441767068273092,0.0180475765946148,0.0180722891566265,0.0116998356499197,0.0131426718986629,0.000111219482365552,0.0120481927710843,0.00958213429921892,0.00858427284501181,9.00930956306249e-05,0.0187002740420133,0.00312485605431736
SV,SLV,El Salvador,2021-04-07,2021-04-07,418,3738736.86921553,296,1213,190,1120,3562,7,418,224,0,0,50,327,48,2,15,155478.434424931,1,10,1,0,12,117558.698307855,190,382,6034.38423929765,11,0,9,0,0,30,2,21,2,0,29,1,22,1,0,30,3,0,3,0,0,2,0,7,0,0,6,1,2,1,2,1,1,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,2,5,4,5,4,3,3,3,6,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0167464114832536,0.012301373340069,0.0358851674641148,0.0178312513120004,0.0415858189179154,0.00020236475952076,0.0287081339712919,0.0160080085714438,0.0314434265957105,0.000176893987189195,0.0314862283317435,0.00440600343434178
SV,SLV,El Salvador,2021-04-08,2021-04-08,465,3758108.74642179,314,1580,159,993,3650.17,21,465,245,0,0,60,359,54,6,16,93667.1901843974,3,10,3,0,11,72745.2967572518,160,427,6745.24102141386,21,0,17,0,0,29,4,20,4,0,37,2,29,2,0,22,2,1,1,1,0,2,2,15,2,0,21,1,2,1,0,2,0,2,0,1,0,2,0,1,1,0,0,1,0,1,0,1,0,1,0,15,12,9,16,15,16,16,9,8,13,18,5,1,2,1,1,1,1,2,1,1,0,2,0,1,0.0451612903225806,0.0188742539498443,0.0344086021505376,0.0165673033192762,0.0249240233597766,0.00015761288650073,0.0236559139784946,0.0138131564488864,0.0193568897724194,0.000139295375614515,0.0237204274083097,0.00363159752123034
SV,SLV,El Salvador,2021-04-09,2021-04-09,399,3792282.27993234,255,1361,107,862,3304,14,399,229,0,0,53,296,46,5,7,43765.0264724936,0,6,0,0,5,32460.9635708477,107,353,5576.2765352672,15,2,9,2,0,20,1,17,1,0,29,3,22,3,0,21,6,1,5,0,0,6,1,12,0,0,14,0,4,0,3,3,2,1,1,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,4,9,1,7,9,9,7,6,2,8,8,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0350877192982456,0.0180544029077031,0.0175438596491228,0.0128819260289918,0.0115405508456175,0.000107495543717666,0.012531328320802,0.0109149527638067,0.008559743493416,9.27174358426383e-05,0.0191884314422497,0.00360071266933807
SV,SLV,El Salvador,2021-04-10,2021-04-10,432,3908040.62983416,286,1377,166,902,3501,13,432,220,0,0,91,296,85,6,11,145044.882799963,1,8,1,0,7,72001.01348643,167,398,6287.13331738341,16,0,14,0,0,28,5,16,5,0,34,7,19,7,0,18,3,0,3,0,0,3,0,11,0,0,13,1,2,1,2,1,1,0,1,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,8,10,6,10,7,8,9,8,4,11,12,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0300925925925926,0.016110208399629,0.025462962962963,0.0148545623600342,0.037114476674752,0.000187425015391588,0.0162037037037037,0.011906002127764,0.0184238139534095,0.000133327683137152,0.0265621852710294,0.00397473119730528
