ISO2,ISO_3,country_agg,date,first_date,day_count,weight,Finished,B2,B4,E5,E6,pos_RF,count,symptomatic,vaccinated,unvaccinated,vac1dose,vac2doses,cli,cli_weight,cli_vaccinated,cli_unvaccinated,cli_vac1dose,cli_vac2doses,cliWHO,cliWHO_weight,cli_local,count_local,reach,stringent_cli,stringent_cli_vaccinated,stringent_cli_unvaccinated,stringent_cli_vac1dose,stringent_cli_vac2doses,classic_cli,classic_cli_vaccinated,classic_cli_unvaccinated,classic_cli_vac1dose,classic_cli_vac2doses,broad_cli,broad_cli_vaccinated,broad_cli_unvaccinated,broad_cli_vac1dose,broad_cli_vac2doses,test_recent,positive_recent,positive_vaccinated,positive_unvaccinated,positive_vac1dose,positive_vac2doses,positive_symptomatic,pos_RF_vaccinated,pos_RF_unvaccinated,pos_RF_vac1dose,pos_RF_vac2doses,pos_RF_symptomatic,positive_Fever_B1_1,positive_Cough_B1_2,positive_Difficulty_breathing_B1_3,positive_Fatigue_B1_4,positive_Stuffy_or_runny_nose_B1_5,positive_Aches_or_muscle_pain_B1_6,positive_Sore_throat_B1_7,positive_Chest_pain_B1_8,positive_Nausea_B1_9,positive_Loss_of_smell_or_taste_B1_10,positive_Headache_B1_12,positive_Chills_B1_13,pos_vaccinated_Fever_B1_1,pos_vaccinated_Cough_B1_2,pos_vaccinated_Difficulty_breathing_B1_3,pos_vaccinated_Fatigue_B1_4,pos_vaccinated_Stuffy_or_runny_nose_B1_5,pos_vaccinated_Aches_or_muscle_pain_B1_6,pos_vaccinated_Sore_throat_B1_7,pos_vaccinated_Chest_pain_B1_8,pos_vaccinated_Nausea_B1_9,pos_vaccinated_Loss_of_smell_or_taste_B1_10,pos_vaccinated_Headache_B1_12,pos_vaccinated_Chills_B1_13,pos_RF_Fever_B1_1,pos_RF_Cough_B1_2,pos_RF_Difficulty_breathing_B1_3,pos_RF_Fatigue_B1_4,pos_RF_Stuffy_or_runny_nose_B1_5,pos_RF_Aches_or_muscle_pain_B1_6,pos_RF_Sore_throat_B1_7,pos_RF_Chest_pain_B1_8,pos_RF_Nausea_B1_9,pos_RF_Loss_of_smell_or_taste_B1_10,pos_RF_Headache_B1_12,pos_RF_Chills_B1_13,pos_RF_vaccinated_Fever_B1_1,pos_RF_vaccinated_Cough_B1_2,pos_RF_vaccinated_Difficulty_breathing_B1_3,pos_RF_vaccinated_Fatigue_B1_4,pos_RF_vaccinated_Stuffy_or_runny_nose_B1_5,pos_RF_vaccinated_Aches_or_muscle_pain_B1_6,pos_RF_vaccinated_Sore_throat_B1_7,pos_RF_vaccinated_Chest_pain_B1_8,pos_RF_vaccinated_Nausea_B1_9,pos_RF_vaccinated_Loss_of_smell_or_taste_B1_10,pos_RF_vaccinated_Headache_B1_12,pos_RF_vaccinated_Chills_B1_13,days_aggregated,p_rf,p_rf_CI,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI
PT,PRT,Portugal,2021-04-11,2021-04-11,1197,7980164.35206269,849,3540,95,2189,7851,2,1197,437,203,945,138,61,2,16932.0305559062,0,2,0,0,2,16932.0305559062,96,1151,47519.7005898127,12,0,12,0,0,23,3,20,1,2,27,3,24,1,2,134,2,0,2,0,0,2,0,2,0,0,2,1,2,0,2,2,2,1,1,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,2,2,1,1,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00167084377610693,0.00231369344348184,0.00167084377610693,0.00231369344348184,0.00212176464154271,3.19249004873597e-05,0.00167084377610693,0.00231369344348184,0.00212176464154271,3.19249004873597e-05,0.00202021474900834,0.000403711280065773
PT,PRT,Portugal,2021-04-12,2021-04-12,1148,8063320.5450167,801,3364,159,1993,7674,5,1148,412,161,934,118,41,3,18677.2934266396,0,2,0,0,1,3883.74590231049,160,1115,46033.4197720601,2,0,1,0,0,24,2,20,1,1,23,2,19,1,1,104,5,0,5,0,0,5,0,5,0,0,5,1,3,2,3,2,2,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,3,2,2,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00435540069686411,0.00380928420816684,0.00261324041811847,0.00295323923537474,0.00231632778609832,3.31808547505417e-05,0.000871080139372822,0.00170654194748328,0.000481655898538069,1.51445005297026e-05,0.00347573568925053,0.000537624166037193
PT,PRT,Portugal,2021-04-13,2021-04-13,1226,7940654.20356079,852,3518,91,2159,7844,6,1226,466,206,963,142,60,1,7313.12828275027,0,0,0,0,0,0,92,1184,48882.1246727526,5,0,2,0,0,25,0,22,0,0,30,1,24,1,0,120,4,0,4,0,0,2,0,5,0,0,4,0,1,2,2,1,1,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,3,3,2,4,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00489396411092985,0.00390632098131654,0.000815660685154976,0.00159801344917962,0.000920973020015263,2.10980989089148e-05,0,0,0,0,0.00188207858426583,0.000384222556281159
PT,PRT,Portugal,2021-04-14,2021-04-14,1250,8079810.93563492,861,3972,136,2171,7751,9,1250,484,219,974,161,53,3,12944.6864477184,0,2,0,0,1,2522.77673686127,137,1204,49707.8362381707,6,0,5,0,0,19,0,14,0,0,22,2,15,2,0,131,7,2,5,0,2,4,2,7,0,2,6,0,2,0,2,2,2,1,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,4,4,1,1,2,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0072,0.00468694888248062,0.0024,0.00271254483713854,0.00160210264210857,2.75768393361543e-05,8e-04,0.0015673438736691,0.000312232149608217,1.218199705881e-05,0.00275610467821566,0.0004608761230869
PT,PRT,Portugal,2021-04-15,2021-04-15,1108,8179125.82682738,727,3410,96,1786.2,6999,4,1108,437,168,881,120,47,1,17334.546268538,0,1,0,0,0,0,98,1057,43638.8562323475,10,0,9,0,0,28,5,22,4,1,28,5,21,4,1,117,3,0,3,0,0,3,0,3,0,0,4,0,3,0,3,2,2,2,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,3,3,1,2,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0036101083032491,0.0035314493585537,0.000902527075812274,0.00176812213412074,0.00211936417602001,3.15164097681302e-05,0,0,0,0,0.00224570505418877,0.000444119224252349
PT,PRT,Portugal,2021-04-16,2021-04-16,1033,7836311.76518464,690,2803.4,102,1775,6481,4,1033,353,184,791,134,48,6,39169.7608304165,0,3,0,0,5,35422.6899307942,102,982,40542.4378620296,6,1,4,1,0,25,4,18,3,1,26,5,18,4,1,109,3,0,3,0,0,1,0,3,0,0,2,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,1,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00387221684414327,0.00378734869536324,0.00580832526621491,0.00463402588888522,0.00499849444536407,4.9376887892167e-05,0.00484027105517909,0.00423232654445041,0.00452032678028087,4.69670574786806e-05,0.00251588225520915,0.000487631005375876
PT,PRT,Portugal,2021-04-17,2021-04-17,1146,7935862.97270781,792,2778,110,1863,6992,4,1146,395,229,870,171,55,0,0,0,0,0,0,0,0,110,1103,45537.9928328092,11,0,11,0,0,17,0,15,0,0,19,1,16,1,0,141,4,1,3,0,1,3,1,3,0,1,3,0,1,1,2,1,1,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00349040139616056,0.00341455578368152,0,0,0,0,0,0,0,0,0.00241556540280245,0.000450863814765467
PT,PRT,Portugal,2021-04-18,2021-04-18,1352,8001391.62278152,918,3203.5,115,2304.2,8295.6,6,1352,474,304,969,241,60,4,16293.8152142998,2,2,2,0,2,9837.67107419775,116,1282,52928.1113433014,9,1,7,1,0,30,6,22,4,2,37,12,22,10,2,172,6,2,4,2,0,2,2,4,2,0,2,0,0,0,1,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00443786982248521,0.00354308204177118,0.0029585798816568,0.0028950628429908,0.00203637266896276,3.12357050784034e-05,0.0014792899408284,0.00204863663931866,0.00122949501011649,2.42807203450995e-05,0.00219165197956154,0.000398395344726448
PT,PRT,Portugal,2021-04-19,2021-04-19,1189,7997099.86100194,782,2994.3,131,1939,7168,4,1189,434,227,879,171,50,0,0,0,0,0,0,0,0,132,1118,46157.2765068728,9,0,6,0,0,18,3,11,3,0,22,3,16,3,0,137,3,0,3,0,0,1,0,4,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00336417157275021,0.00329127734151823,0,0,0,0,0,0,0,0,0.00285978744825521,0.000487161542039428
PT,PRT,Portugal,2021-04-20,2021-04-20,1121,7866168.50514518,766,3715.3,80,1905,7523,7,1121,433,258,818,202,52,4,41639.6769585033,1,2,1,0,1,13084.8432089734,80,1081,44629.7101108493,13,3,8,2,1,35,4,27,3,1,35,7,25,6,1,136,7,0,7,0,0,5,0,7,0,0,5,1,2,2,4,3,3,2,0,1,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,4,3,3,2,0,1,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00624442462087422,0.00461138399129318,0.00356824264049955,0.00349056921687913,0.00529351448945789,5.07091109230899e-05,0.000892060660124889,0.00174762674942864,0.00166343286447713,2.847787612046e-05,0.00179252788784197,0.000392445566187164
PT,PRT,Portugal,2021-04-21,2021-04-21,1199,7965582.19828735,851,3606.5,165,2167,7848,5,1199,446,275,879,215,58,5,35448.8775686448,1,3,0,1,5,35448.8775686448,166,1158,47808.699637709,7,1,6,1,0,31,5,24,4,1,32,5,25,5,0,143,5,1,4,0,1,5,1,4,0,1,5,1,3,1,5,0,1,2,1,0,3,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,3,1,5,0,1,2,1,0,3,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,0.00417014178482068,0.00364759390995662,0.00417014178482068,0.00364759390995662,0.00445025569835517,4.62235497622968e-05,0.00417014178482068,0.00364759390995662,0.00445025569835517,4.62235497622968e-05,0.00347217140934467,0.000527278325274647
PT,PRT,Portugal,2021-04-22,2021-04-22,1154,7928314.3189776,881,3591,109,2177,11259,7,1154,452,217,866,162,52,8,86238.1616763608,2,6,2,0,5,63672.8318049284,110,1103,45537.9928328092,9,2,5,1,1,31,3,23,2,1,32,3,23,3,0,140,6,0,6,0,0,5,0,7,0,0,6,0,1,0,2,2,3,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,3,4,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00606585788561525,0.00447991843286489,0.00693240901213172,0.00478714607890237,0.0108772379861299,7.22008108073624e-05,0.00433275563258232,0.00378952166497632,0.00803106804841453,6.21288549291234e-05,0.00241556540280245,0.000450863814765467
PT,PRT,Portugal,2021-04-23,2021-04-23,1155,7946095.6432832,878,3553,98,2057.3,11019,5,1155,434,248,850,193,50,4,25699.9191735739,1,3,1,0,4,25699.9191735739,101,1109,45785.7063024346,11,0,8,0,0,23,2,19,1,1,29,2,22,1,1,147,4,0,4,0,0,3,0,4,0,0,4,1,1,1,2,1,2,2,1,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,2,2,1,2,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00432900432900433,0.00378624782640392,0.00346320346320346,0.00338799508915958,0.00323428263732239,3.94781440935332e-05,0.00346320346320346,0.00338799508915958,0.00323428263732239,3.94781440935332e-05,0.00220592862175918,0.000429733607671642
PT,PRT,Portugal,2021-04-24,2021-04-24,1231,8052312.71227643,960,3584,172,2667,12482.62,1,1231,458,268,902,205,56,1,4279.4838246411,0,1,0,0,0,0,175,1181,48758.2679379399,9,2,7,2,0,27,2,21,1,1,25,2,19,1,1,152,1,1,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0.000812347684809098,0.00159152537505857,0.000812347684809098,0.00159152537505857,0.000531460212432717,1.59187043693063e-05,0,0,0,0,0.00358913487703752,0.000530808749724518
PT,PRT,Portugal,2021-04-25,2021-04-25,1290,7992153.86009871,1014,3120,181,2527.5,12764,3,1290,415,296,936,213,77,4,27351.0276566117,1,3,1,0,2,7333.25274335168,183,1235,50987.6891645688,9,0,8,0,0,23,2,17,2,0,29,3,23,3,0,162,3,1,2,0,1,2,1,2,0,1,2,1,1,0,2,1,2,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,2,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00232558139534884,0.00262853295539923,0.00310077519379845,0.00303398902549537,0.0034222348737758,4.04880327814553e-05,0.00155038759689922,0.00214702180397559,0.000917556502504709,2.09910056394208e-05,0.00358910166352795,0.000519071926160937
PT,PRT,Portugal,2021-04-26,2021-04-26,1222,7910241.8948821,932,2888,114,2263,12136,6,1222,433,281,874,216,58,4,65250.8845531232,0,3,0,0,2,32555.9829660444,117,1166,48138.9842638763,7,1,6,0,1,28,4,21,1,3,25,3,19,1,2,145,5,0,5,0,0,4,0,6,0,0,5,0,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,4,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00490998363338789,0.00391907608374738,0.00327332242225859,0.00320254264839239,0.0082489114012228,6.30308075374049e-05,0.0016366612111293,0.0022663980890476,0.00411567476679923,4.46147209857856e-05,0.00243046258223187,0.000439861234590798
PT,PRT,Portugal,2021-04-27,2021-04-27,1169,7942361.20889669,923,3184,218,2273.3,11664,2,1169,396,262,849,203,54,1,3541.83918046416,0,1,0,0,0,0,220,1128,46570.1322895818,3,0,2,0,0,22,4,12,3,1,28,6,15,5,1,123,2,0,2,0,0,1,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00171086398631309,0.00236906376452945,0.000855431993156544,0.00167589862894403,0.00044594284839334,1.46830412451628e-05,0,0,0,0,0.00472405787108352,0.000622764306260109
PT,PRT,Portugal,2021-04-28,2021-04-28,1164,8091072.85529962,890,3639,152,2122,11337,6,1164,422,249,859,180,66,3,16918.0238116306,1,1,0,1,0,0,152,1120,46239.8476634146,7,1,3,1,0,24,1,21,0,1,27,2,23,1,1,141,6,1,5,0,1,4,1,5,0,1,4,1,2,0,3,2,3,0,0,1,1,1,2,1,1,0,0,1,1,0,0,1,0,1,0,1,2,0,3,2,3,0,0,1,1,1,2,1,1,0,0,1,1,0,0,1,0,1,0,1,0.00515463917525773,0.00411385069262339,0.00257731958762887,0.00291269733052602,0.00209094938510526,3.14747490372625e-05,0,0,0,0,0.00328720806146305,0.000521721226283467
PT,PRT,Portugal,2021-04-29,2021-04-29,933,7142627.52346707,706,2922,100,1681,8796.5,5,933,338,221,668,164,54,6,42001.6965183227,4,2,1,3,4,29497.4074791564,100,904,37322.1627568989,6,3,2,1,2,21,5,14,2,3,21,6,14,3,3,136,4,1,3,0,1,3,1,3,0,1,4,2,2,1,2,2,3,0,1,1,1,1,2,1,1,1,1,1,1,0,0,1,1,1,1,2,3,1,3,3,3,0,1,2,2,2,2,1,1,1,1,1,1,0,0,1,1,1,1,1,0.00535905680600214,0.00468473053812057,0.00643086816720257,0.00512909942426868,0.00588042654895923,5.60715829493371e-05,0.00428724544480172,0.00419240739205891,0.00412976980561324,4.7030910533808e-05,0.00267937312881246,0.000524443478444622
PT,PRT,Portugal,2021-04-30,2021-04-30,875,7083327.94678959,666,2337.2,82,1630,8309,2,875,337,224,605,170,49,3,29040.9028596911,1,2,1,0,2,24847.1307874971,83,836,34514.7434344773,5,1,3,0,0,18,2,15,2,0,18,3,12,2,0,112,2,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00228571428571429,0.00316415777862583,0.00342857142857143,0.00387306585333601,0.0040998952862056,4.70569405487881e-05,0.00228571428571429,0.00316415777862583,0.00350783289636598,4.35397377896383e-05,0.00240476943302699,0.000516725233134007
