ISO2,ISO_3,country_agg,date,first_date,day_count,weight,Finished,B2,B4,E5,E6,pos_RF,count,symptomatic,infected,not_infected,vaccinated,unvaccinated,vac1dose,vac2doses,cli,cli_weight,cli_vaccinated,cli_unvaccinated,cli_vac1dose,cli_vac2doses,cliWHO,cliWHO_weight,cli_local,count_local,reach,stringent_cli,stringent_cli_vaccinated,stringent_cli_unvaccinated,stringent_cli_vac1dose,stringent_cli_vac2doses,classic_cli,classic_cli_vaccinated,classic_cli_unvaccinated,classic_cli_vac1dose,classic_cli_vac2doses,broad_cli,broad_cli_vaccinated,broad_cli_unvaccinated,broad_cli_vac1dose,broad_cli_vac2doses,test_recent,positive_recent,positive_vaccinated,positive_unvaccinated,positive_vac1dose,positive_vac2doses,positive_symptomatic,pos_RF_vaccinated,pos_RF_unvaccinated,pos_RF_vac1dose,pos_RF_vac2doses,pos_RF_symptomatic,positive_Fever_B1_1,positive_Cough_B1_2,positive_Difficulty_breathing_B1_3,positive_Fatigue_B1_4,positive_Stuffy_or_runny_nose_B1_5,positive_Aches_or_muscle_pain_B1_6,positive_Sore_throat_B1_7,positive_Chest_pain_B1_8,positive_Nausea_B1_9,positive_Loss_of_smell_or_taste_B1_10,positive_Headache_B1_12,positive_Chills_B1_13,pos_vaccinated_Fever_B1_1,pos_vaccinated_Cough_B1_2,pos_vaccinated_Difficulty_breathing_B1_3,pos_vaccinated_Fatigue_B1_4,pos_vaccinated_Stuffy_or_runny_nose_B1_5,pos_vaccinated_Aches_or_muscle_pain_B1_6,pos_vaccinated_Sore_throat_B1_7,pos_vaccinated_Chest_pain_B1_8,pos_vaccinated_Nausea_B1_9,pos_vaccinated_Loss_of_smell_or_taste_B1_10,pos_vaccinated_Headache_B1_12,pos_vaccinated_Chills_B1_13,pos_RF_Fever_B1_1,pos_RF_Cough_B1_2,pos_RF_Difficulty_breathing_B1_3,pos_RF_Fatigue_B1_4,pos_RF_Stuffy_or_runny_nose_B1_5,pos_RF_Aches_or_muscle_pain_B1_6,pos_RF_Sore_throat_B1_7,pos_RF_Chest_pain_B1_8,pos_RF_Nausea_B1_9,pos_RF_Loss_of_smell_or_taste_B1_10,pos_RF_Headache_B1_12,pos_RF_Chills_B1_13,pos_RF_vaccinated_Fever_B1_1,pos_RF_vaccinated_Cough_B1_2,pos_RF_vaccinated_Difficulty_breathing_B1_3,pos_RF_vaccinated_Fatigue_B1_4,pos_RF_vaccinated_Stuffy_or_runny_nose_B1_5,pos_RF_vaccinated_Aches_or_muscle_pain_B1_6,pos_RF_vaccinated_Sore_throat_B1_7,pos_RF_vaccinated_Chest_pain_B1_8,pos_RF_vaccinated_Nausea_B1_9,pos_RF_vaccinated_Loss_of_smell_or_taste_B1_10,pos_RF_vaccinated_Headache_B1_12,pos_RF_vaccinated_Chills_B1_13,days_aggregated,p_rf,p_rf_CI,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI
HR,HRV,Croatia,2021-04-01,2021-04-01,322,2994307.68682066,244,1600,151,538,3162,29,322,179,0,0,51,252,34,16,14,108622.803415104,0,13,0,0,10,68745.09922205,151,297,8088.84430321253,15,0,13,0,0,31,0,29,0,0,25,0,23,0,0,39,14,1,13,0,1,12,1,26,0,1,27,7,9,4,9,8,8,4,4,2,8,4,5,0,0,0,0,0,0,0,0,0,0,0,0,10,20,11,23,16,16,9,10,5,16,13,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0900621118012422,0.0312677832399735,0.0434782608695652,0.0222742792247823,0.0362764334117042,0.000211781689705469,0.031055900621118,0.018947049096591,0.0229585955794153,0.0001696402959933,0.0186676853132195,0.00294956613734211
HR,HRV,Croatia,2021-04-02,2021-04-02,323,2997280.49608662,252,1504,230,505,3365.5,39,323,188,0,0,56,248,35,19,11,85992.2099026991,3,7,1,1,11,85992.2099026991,230,297,8088.84430321253,11,2,7,1,0,29,6,20,4,1,25,5,17,4,1,51,22,2,20,1,0,22,2,33,1,0,38,8,17,8,17,12,13,7,5,5,9,13,7,1,2,1,2,2,1,1,0,0,2,1,0,13,27,11,27,22,20,13,9,8,15,21,8,1,2,1,2,2,1,1,0,0,2,1,0,1,0.120743034055728,0.0355333195133168,0.0340557275541796,0.019779620150435,0.0286900775602999,0.000188985798948908,0.0340557275541796,0.019779620150435,0.0286900775602999,0.000188985798948908,0.0284342226625198,0.00362211001709036
HR,HRV,Croatia,2021-04-03,2021-04-03,352,3180229.93286662,296,1644,321,589,3933,37,352,181,0,0,58,275,40,17,13,146735.533788195,0,12,0,0,8,68900.8840192276,322,327,8905.899283335,9,1,6,1,0,32,2,28,2,0,29,2,24,1,1,31,16,1,15,1,0,13,2,32,2,0,34,4,9,3,7,6,6,5,2,2,6,6,3,0,1,0,1,1,0,0,0,0,1,1,0,12,21,14,25,17,16,9,10,7,13,21,9,0,1,0,2,1,0,0,0,0,2,1,0,1,0.105113636363636,0.0320398323337953,0.0369318181818182,0.0197017870700406,0.046139913429445,0.000230568278228273,0.0227272727272727,0.0155689136739177,0.0216653781247576,0.000160009467005266,0.0361558097341766,0.0038770523439131
HR,HRV,Croatia,2021-04-04,2021-04-04,249,2811701.1267464,193,1101,268,429,2634,25,249,127,0,0,36,192,24,12,7,81571.7905126041,0,5,0,0,6,68117.5573880203,268,228,6209.61784893083,2,1,0,0,1,17,1,13,0,1,15,0,12,0,0,33,9,1,8,0,1,5,1,19,0,1,20,0,3,1,2,2,2,1,2,4,1,3,1,0,1,0,0,1,0,0,0,1,1,1,0,6,12,4,16,11,9,5,4,9,5,10,6,0,1,0,0,1,0,0,0,1,1,1,0,1,0.100401606425703,0.0373287187652702,0.0281124497991968,0.0205307953208986,0.0290115438432093,0.000196180558720787,0.0240963855421687,0.0190470548469038,0.0242264573357566,0.000179714445996772,0.0431588555882137,0.00505441078452077
HR,HRV,Croatia,2021-04-05,2021-04-05,365,3120199.12483083,287,1206,141,535,3586,43,365,171,0,0,64,279,38,26,7,55183.5850012321,0,6,0,0,7,55183.5850012321,141,334,9096.54544536358,15,2,12,1,1,31,2,26,1,1,36,2,30,1,1,34,16,1,15,0,1,14,2,37,1,1,40,5,12,5,14,11,10,5,6,5,9,11,6,0,1,0,1,1,1,1,0,1,1,1,1,11,27,15,37,27,26,9,12,10,18,25,10,0,2,1,2,2,2,1,0,1,2,2,1,1,0.117808219178082,0.0330727994963885,0.0191780821917808,0.0140701694467203,0.0176859177230313,0.000146250015521321,0.0191780821917808,0.0140701694467203,0.0176859177230313,0.000146250015521321,0.0155003897739956,0.00253856874136858
HR,HRV,Croatia,2021-04-06,2021-04-06,336,2971944.5526822,260,1174.5,202,568,3448,27,336,159,0,0,52,270,31,20,11,86424.6972680335,1,9,1,0,10,80311.4595991794,202,307,8361.19596325335,5,0,4,0,0,26,3,22,3,0,26,4,21,4,0,30,10,0,10,0,0,7,0,26,0,0,24,5,6,1,7,4,4,3,2,4,4,6,2,0,0,0,0,0,0,0,0,0,0,0,0,11,21,7,23,15,16,10,7,7,7,13,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0803571428571429,0.0290670057627171,0.0327380952380952,0.0190273014163638,0.0290801849550102,0.000191037226418018,0.0297619047619048,0.0181697091305825,0.0270232025448448,0.000184351803153836,0.0241592232603769,0.00329112861372701
HR,HRV,Croatia,2021-04-07,2021-04-07,353,3179864.46503573,294,1504,184,698,3888,22,353,177,0,0,66,272,48,18,10,85329.4183164129,0,9,0,0,8,72325.9042424307,184,327,8905.899283335,8,0,6,0,0,18,1,15,0,1,18,1,15,0,1,26,9,0,9,0,0,9,0,20,0,0,22,5,7,4,7,5,7,4,6,2,2,7,4,0,0,0,0,0,0,0,0,0,0,0,0,9,17,12,19,14,15,9,12,7,8,15,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0623229461756374,0.0252180423798373,0.028328611898017,0.0173074502917384,0.0268342941199709,0.000177616076399446,0.0226628895184136,0.0155253204852181,0.0227449644592377,0.000163866574792919,0.0206604627052438,0.00295424063238074
HR,HRV,Croatia,2021-04-08,2021-04-08,330,2890281.57200526,263,1424,246,536,3515,28,330,175,0,0,60,248,39,20,10,55436.0197132109,1,8,0,1,7,31185.8562152017,246,307,8361.19596325335,11,0,10,0,0,22,3,15,1,2,24,3,17,2,1,31,10,0,10,0,0,9,1,22,0,1,26,4,7,7,7,5,7,5,4,3,7,7,3,0,0,0,0,0,0,0,0,0,0,0,0,7,15,12,22,17,16,11,9,5,16,15,5,0,0,0,1,1,0,0,0,0,1,0,0,1,0.0848484848484849,0.0300648934021394,0.0303030303030303,0.0184949077885945,0.0191801450246765,0.000158124287559804,0.0212121212121212,0.0155463149723211,0.0107899024500804,0.000119105288018327,0.0294216283269937,0.00362211760395219
HR,HRV,Croatia,2021-04-09,2021-04-09,350,3101072.65661183,279,1856.25,211,576,3555,35,350,192,0,0,84,241,55,25,7,50144.0463003745,0,7,0,0,5,30334.1973311436,211,311,8470.13662726968,9,0,7,0,0,24,3,18,2,1,18,3,13,2,1,37,17,1,16,1,0,15,2,29,2,0,33,4,13,7,10,10,4,4,4,4,6,6,2,0,1,1,1,1,0,0,0,1,0,0,0,5,24,12,20,19,12,10,10,7,12,15,6,0,1,1,1,1,1,0,1,1,0,0,0,1,0.1,0.0314293445167079,0.02,0.0146670274411304,0.0161699037245909,0.000140380210468153,0.0142857142857143,0.0124319877694457,0.00978184025016884,0.000109538766602155,0.0249110503507917,0.00331910521963934
HR,HRV,Croatia,2021-04-10,2021-04-10,363,3096879.05495495,282,1758,322,520,3952,40,363,194,0,0,75,269,49,24,12,106154.023518073,0,12,0,0,10,79458.9339099554,322,339,9232.72127538399,11,1,10,1,0,44,1,42,1,0,41,2,38,2,0,41,20,1,19,0,0,18,2,38,1,0,37,6,14,6,13,14,8,8,8,3,7,9,3,0,0,0,0,1,0,0,0,0,1,0,0,9,26,10,28,28,21,18,14,9,15,19,6,0,1,0,1,2,1,1,0,0,2,1,0,1,0.110192837465565,0.0322121275648876,0.0330578512396694,0.0183921429908123,0.0342777427320672,0.000202636743044747,0.0275482093663912,0.0168374184839832,0.0256577452654544,0.000176096604409877,0.0348759580621703,0.00374229370530675
