"date","countrycode","population","cases","deaths","cum_cases","cum_deaths","cases_infected","cases_infected_low","cases_infected_high","cases_daily","cases_active","p_infected","p_infected_low","p_infected_high","p_daily","p_active"
"2020-01-05","GD",113000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2020-01-12","GD",113000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2020-01-19","GD",113000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2020-01-26","GD",113000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2020-02-02","GD",113000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2020-02-09","GD",113000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2020-02-16","GD",113000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2020-02-23","GD",113000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2020-03-01","GD",113000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2020-03-08","GD",113000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2020-03-15","GD",113000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2020-03-22","GD",113000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2020-03-29","GD",113000,7,0,7,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2020-04-05","GD",113000,5,0,12,0,0,NA,NA,0,0,0,NA,NA,0,0
"2020-04-12","GD",113000,1,0,13,0,0,0,NA,0,0,0,0,NA,0,0
"2020-04-19","GD",113000,0,0,13,0,0,0,NA,0,0,0,0,NA,0,0
"2020-04-26","GD",113000,2,0,15,0,0,0,NA,0,0,0,0,NA,0,0
"2020-05-03","GD",113000,5,0,20,0,0,0,NA,0,0,0,0,NA,0,0
"2020-05-10","GD",113000,1,0,21,0,0,0,NA,0,0,0,0,NA,0,0
"2020-05-17","GD",113000,1,0,22,0,0,0,NA,0,0,0,0,NA,0,0
"2020-05-24","GD",113000,0,0,22,0,0,0,NA,0,0,0,0,NA,0,0
"2020-05-31","GD",113000,1,0,23,0,0,0,NA,0,0,0,0,NA,0,0
"2020-06-07","GD",113000,0,0,23,0,0,0,NA,0,0,0,0,NA,0,0
"2020-06-14","GD",113000,0,0,23,0,0,0,NA,0,0,0,0,NA,0,0
"2020-06-21","GD",113000,0,0,23,0,0,0,NA,0,0,0,0,NA,0,0
"2020-06-28","GD",113000,0,0,23,0,0,0,NA,0,0,0,0,NA,0,0
"2020-07-05","GD",113000,0,0,23,0,0,0,NA,0,0,0,0,NA,0,0
"2020-07-12","GD",113000,0,0,23,0,0,0,NA,0,0,0,0,NA,0,0
"2020-07-19","GD",113000,0,0,23,0,0,0,NA,0,0,0,0,NA,0,0
"2020-07-26","GD",113000,0,0,23,0,0,0,NA,0,0,0,0,NA,0,0
"2020-08-02","GD",113000,1,0,24,0,0,0,NA,0,0,0,0,NA,0,0
"2020-08-09","GD",113000,0,0,24,0,0,0,NA,0,0,0,0,NA,0,0
"2020-08-16","GD",113000,0,0,24,0,0,0,NA,0,0,0,0,NA,0,0
"2020-08-23","GD",113000,0,0,24,0,0,0,NA,0,0,0,0,NA,0,0
"2020-08-30","GD",113000,0,0,24,0,0,0,NA,0,0,0,0,NA,0,0
"2020-09-06","GD",113000,0,0,24,0,0,0,NA,0,0,0,0,NA,0,0
"2020-09-13","GD",113000,0,0,24,0,0,0,NA,0,0,0,0,NA,0,0
"2020-09-20","GD",113000,0,0,24,0,0,0,NA,0,0,0,0,NA,0,0
"2020-09-27","GD",113000,0,0,24,0,0,0,NA,0,0,0,0,NA,0,0
"2020-10-04","GD",113000,0,0,24,0,0,0,NA,0,0,0,0,NA,0,0
"2020-10-11","GD",113000,0,0,24,0,0,0,NA,0,0,0,0,NA,0,0
"2020-10-18","GD",113000,3,0,27,0,0,0,NA,0,0,0,0,NA,0,0
"2020-10-25","GD",113000,1,0,28,0,0,0,NA,0,0,0,0,NA,0,0
"2020-11-01","GD",113000,0,0,28,0,0,0,NA,0,0,0,0,NA,0,0
"2020-11-08","GD",113000,2,0,30,0,0,0,NA,0,0,0,0,NA,0,0
"2020-11-15","GD",113000,2,0,32,0,0,0,NA,0,0,0,0,NA,0,0
"2020-11-22","GD",113000,9,0,41,0,0,0,NA,0,0,0,0,NA,0,0
"2020-11-29","GD",113000,0,0,41,0,0,0,NA,0,0,0,0,NA,0,0
"2020-12-06","GD",113000,0,0,41,0,0,0,NA,0,0,0,0,NA,0,0
"2020-12-13","GD",113000,2,0,43,0,0,0,NA,0,0,0,0,NA,0,0
"2020-12-20","GD",113000,51,0,94,0,0,0,NA,0,0,0,0,NA,0,0
"2020-12-21","GD",113000,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0
"2020-12-22","GD",113000,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0
"2020-12-23","GD",113000,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0
"2020-12-24","GD",113000,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0
"2020-12-25","GD",113000,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0
"2020-12-26","GD",113000,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0
"2020-12-27","GD",113000,22,0,116,0,0,0,NA,0,0,0,0,NA,0,0
"2020-12-28","GD",113000,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0
"2020-12-29","GD",113000,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0
"2020-12-30","GD",113000,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0
"2020-12-31","GD",113000,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0
"2021-01-01","GD",113000,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0
"2021-01-02","GD",113000,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0
"2021-01-03","GD",113000,13,0,129,0,0,0,NA,0,0,0,0,NA,0,0
"2021-01-04","GD",113000,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0
"2021-01-05","GD",113000,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0
"2021-01-06","GD",113000,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0
"2021-01-07","GD",113000,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0
"2021-01-08","GD",113000,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0
"2021-01-09","GD",113000,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0
"2021-01-10","GD",113000,6,1,135,1,93.3892809221732,13.3772265042738,651.970555209943,93.3892809221732,93.3892809221732,0.000826453813470559,0.000118382535436052,0.00576965093106145,0.000826453813470559,0.000826453813470559
"2021-01-11","GD",113000,0,0,0,0,0,0,0,0,93.3892809221732,0,0,0,0,0.000826453813470559
"2021-01-12","GD",113000,0,0,0,0,0,0,0,0,93.3892809221732,0,0,0,0,0.000826453813470559
"2021-01-13","GD",113000,0,0,0,0,0,0,0,0,93.3892809221732,0,0,0,0,0.000826453813470559
"2021-01-14","GD",113000,0,0,0,0,0,0,0,0,93.3892809221732,0,0,0,0,0.000826453813470559
