"date","countrycode","population","cases","deaths","cum_cases","cum_deaths","cases_infected","cases_infected_low","cases_infected_high","cases_daily","cases_active","p_cases_infected","p_cases_infected_low","p_cases_infected_high","p_cases_daily","p_cases_active"
"2021-03-29","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2021-03-30","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2021-03-31","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2021-04-01","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2021-04-02","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2021-04-03","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2021-04-04","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2021-04-05","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2021-04-06","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2021-04-07","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2021-04-08","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2021-04-09","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2021-04-10","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2021-04-11","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2021-04-12","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2021-04-13","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2021-04-14","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2021-04-15","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2021-04-16","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2021-04-17","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2021-04-18","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2021-04-19","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2021-04-20","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2021-04-21","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2021-04-22","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2021-04-23","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2021-04-24","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2021-04-25","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2021-04-26","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2021-04-27","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2021-04-28","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2021-04-29","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2021-04-30","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2021-05-01","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2021-05-02","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2021-05-03","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2021-05-04","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2021-05-05","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2021-05-06","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2021-05-07","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2021-05-08","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2021-05-09","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2021-05-10","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2021-05-11","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2021-05-12","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2021-05-13","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2021-05-14","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2021-05-15","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2021-05-16","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2021-05-17","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2021-05-18","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2021-05-19","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2021-05-20","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2021-05-21","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2021-05-22","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2021-05-23","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2021-05-24","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2021-05-25","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2021-05-26","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2021-05-27","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2021-05-28","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2021-05-29","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2021-05-30","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2021-05-31","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2021-06-01","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2021-06-02","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2021-06-03","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2021-06-04","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2021-06-05","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2021-06-06","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2021-06-07","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2021-06-08","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2021-06-09","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2021-06-10","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2021-06-11","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2021-06-12","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2021-06-13","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2021-06-14","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2021-06-15","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2021-06-16","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2021-06-17","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2021-06-18","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2021-06-19","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2021-06-20","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2021-06-21","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2021-06-22","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2021-06-23","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2021-06-24","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2021-06-25","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2021-06-26","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2021-06-27","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2021-06-28","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2021-06-29","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2021-06-30","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2021-07-01","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2021-07-02","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2021-07-03","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2021-07-04","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2021-07-05","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2021-07-06","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2021-07-07","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2021-07-08","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2021-07-09","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2021-07-10","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2021-07-11","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2021-07-12","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2021-07-13","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2021-07-14","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2021-07-15","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2021-07-16","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2021-07-17","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2021-07-18","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2021-07-19","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2021-07-20","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2021-07-21","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2021-07-22","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2021-07-23","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2021-07-24","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2021-07-25","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2021-07-26","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2021-07-27","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2021-07-28","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2021-07-29","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2021-07-30","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2021-07-31","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2021-08-01","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2021-08-02","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2021-08-03","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2021-08-04","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2021-08-05","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2021-08-06","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2021-08-07","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2021-08-08","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2021-08-09","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2021-08-10","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2021-08-11","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2021-08-12","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2021-08-13","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2021-08-14","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2021-08-15","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2021-08-16","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2021-08-17","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2021-08-18","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2021-08-19","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2021-08-20","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2021-08-21","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2021-08-22","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2021-08-23","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2021-08-24","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2021-08-25","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2021-08-26","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2021-08-27","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2021-08-28","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2021-08-29","TM",6118000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
