"date","countrycode","population","cases","deaths","cum_cases","cum_deaths","cases_infected","cases_infected_low","cases_infected_high","cases_daily","cases_active","p_cases_infected","p_cases_infected_low","p_cases_infected_high","p_cases_daily","p_cases_active"
"2020-04-10","RK",1873000,66,2,250,7,1346.26139551387,1036.95961500622,1747.82095543816,0,0,0.000718772768560528,0.000553635672720886,0.000933166553891167,0,0
"2020-04-11","RK",1873000,33,0,283,7,1394.27176722037,1071.98479740622,1813.45273325844,0,0,0.000744405641868857,0.000572335716714482,0.000968207545786674,0,0
"2020-04-12","RK",1873000,0,0,283,7,1260.06341852905,967.021587893799,1641.9073147822,0,0,0.000672751424735213,0.000516295562142979,0.000876618961442712,0,0
"2020-04-13","RK",1873000,0,0,283,7,1133.48755766487,868.352788408787,1479.57611299364,0,0,0.000605172214450009,0.000463616010896309,0.000789949873461635,0,0
"2020-04-14","RK",1873000,104,1,387,8,1604.06084295106,1270.80295313296,2024.71294353347,0,0,0.000856412623038474,0.00067848529264974,0.00108099996985236,0,0
"2020-04-15","RK",1873000,0,0,387,8,1453.77774270398,1150.27758033122,1837.35627062548,0,0,0.000776176050562722,0.000614136455062051,0.000980969712026418,0,0
"2020-04-16","RK",1873000,62,3,449,11,2089.70253553052,1765.46198671327,2473.49233224352,0,0,0.00111569809691966,0.000942585150407511,0.00132060455538896,0,0
"2020-04-17","RK",1873000,31,1,480,12,2194.8427020757,1879.87135194525,2562.58731847268,0,0,0.00117183272935168,0.00100366863424733,0.00136817262064745,0,0
"2020-04-18","RK",1873000,30,0,510,12,2099.57806302937,1796.43235820696,2453.87922490667,0,0,0.00112097066899593,0.000959120319384387,0.0013101330618829,0,0
"2020-04-19","RK",1873000,0,0,510,12,1895.98324208326,1620.75292012215,2217.95216879179,0,0,0.00101227081798359,0.000865324570273441,0.00118417093902391,0,0
"2020-04-20","RK",1873000,0,0,510,12,1723.91319566763,1472.5571579771,2018.17409266445,0,0,0.000920402133298254,0.000786202433516871,0.0010775088588705,0,0
"2020-04-21","RK",1873000,0,0,510,12,1583.97302185195,1352.17368521252,1855.50906765389,0,0,0.000845687678511453,0.000721929356760554,0.000990661541726584,0,0
"2020-04-22","RK",1873000,0,0,510,12,1471.86096180413,1255.8546811513,1725.02019811478,0,0,0.000785830732410109,0.000670504367939829,0.000920993165037256,0,0
"2020-04-23","RK",1873000,0,0,510,12,1382.04693489314,1178.74319103446,1620.41549404095,0,0,0.000737878769296924,0.000629334325165224,0.000865144417533876,0,0
"2020-04-24","RK",1873000,0,0,510,12,1309.59555577992,1116.5875876021,1535.96595445022,0,0,0.000699196772973798,0.000596149272611905,0.000820056569380789,0,0
"2020-04-25","RK",1873000,0,0,510,12,1250.58356356154,1065.99495507633,1467.13569515748,0,0,0.000667690103343054,0.000569137722945184,0.000783307899176447,0,0
"2020-04-26","RK",1873000,0,0,510,12,1202.01871896092,1024.38377375488,1410.45674262913,0,0,0.00064176119538757,0.000546921395491127,0.000753046846037978,0,0
"2020-04-27","RK",1873000,0,0,510,12,1161.64605653562,989.798468994507,1363.32960995138,0,0,0.000620206116676785,0.000528456203414045,0.000727885536546384,0,0
"2020-04-28","RK",1873000,0,0,510,12,1127.76449629216,960.791170424168,1323.75566954431,0,0,0.000602116655788658,0.000512969124625824,0.000706756897781264,0,0
"2020-04-29","RK",1873000,0,0,510,12,1099.08182188591,936.239293822639,1290.24797310941,0,0,0.000586802894760229,0.000499860808234191,0.000688867043838447,0,0
"2020-04-30","RK",1873000,289,10,799,22,3086.50994416525,2831.49925879994,3364.48741980903,0,0,0.00164789639304071,0.00151174546652426,0.00179630935387561,0,0
"2020-05-01","RK",1873000,7,0,806,22,3020.49608578763,2770.56825906841,3292.96943845235,0,0,0.00161265140725447,0.00147921423335206,0.00175812570125592,0,0
"2020-05-02","RK",1873000,17,0,823,22,2938.0430070877,2694.32605505998,3203.80552876505,0,0,0.00156862947522034,0.00143850830489054,0.0017105208375681,0,0
"2020-05-03","RK",1873000,28,0,851,22,2868.16526350444,2629.61094336369,3128.36087008773,0,0,0.00153132155018923,0.00140395672363251,0.00167024072081566,0,0
"2020-05-04","RK",1873000,4,4,855,26,3209.18082290123,2982.15437160338,3453.49042026277,0,0,0.00171339072231779,0.00159218065755653,0.00184382830766832,0,0
"2020-05-05","RK",1873000,1,0,856,26,3033.61885439048,2818.39155003158,3265.28205550796,0,0,0.00161965769054484,0.00150474722372215,0.00174334332915534,0,0
"2020-05-06","RK",1873000,0,0,856,26,2877.39971018382,2672.76334804642,3097.70376723309,0,0,0.00153625184740193,0.00142699591460033,0.00165387280685162,0,0
"2020-05-07","RK",1873000,5,1,861,27,2866.8223954867,2669.93862263965,3078.22456200836,0,0,0.00153060458915467,0.00142548778571257,0.00164347280406212,0,0
"2020-05-08","RK",1873000,0,0,861,27,2749.78388221012,2560.58980390375,2952.95692708568,0,0,0.00146811739573418,0.00136710614196677,0.00157659205930896,0,0
"2020-05-09","RK",1873000,1,1,862,28,2752.19722984277,2569.20549707781,2948.22255384768,0,0,0.00146940588886427,0.00137170608493209,0.0015740643640404,0,0
"2020-05-10","RK",1873000,8,0,870,28,2689.93511297871,2510.83504016411,2881.81055158559,0,0,0.00143616396848837,0.00134054193281586,0.00153860680810763,0,0
"2020-05-11","RK",1873000,14,0,884,28,2656.92166530789,2479.81111550254,2846.68162484297,0,0,0.00141853799535926,0.00132397817165112,0.00151985137471595,0,0
"2020-05-12","RK",1873000,35,1,919,29,2788.76638345837,2608.96065102692,2980.9640626225,0,0,0.00148893026345882,0.00139293147412009,0.00159154514822344,0,0
"2020-05-13","RK",1873000,0,0,919,29,2722.55926907274,2546.85968014971,2910.37980277664,0,0,0.00145358209774305,0.00135977559004256,0.00155386001216051,0,0
"2020-05-14","RK",1873000,25,0,944,29,2732.22997563618,2555.74084565619,2920.90673138974,0,0,0.00145874531534233,0.00136451726943737,0.00155948036913494,0,0
"2020-05-15","RK",1873000,0,0,944,29,2671.59626561943,2498.86942581518,2856.26232917045,0,0,0.00142637280599008,0.00133415345745605,0.00152496653986676,0,0
"2020-05-16","RK",1873000,0,0,944,29,2614.39117536573,2445.22683845033,2795.258546304,0,0,0.00139583084643125,0.00130551352827033,0.00149239644757288,0,0
"2020-05-17","RK",1873000,11,0,955,29,2591.83027762183,2424.00443151362,2771.27553921285,0,0,0.00138378551928555,0.00129418282515409,0.00147959185222256,0,0
"2020-05-18","RK",1873000,0,0,955,29,2543.74536262631,2378.91857444094,2719.99241142734,0,0,0.00135811284710428,0.00127011135848422,0.00145221164518277,0,0
"2020-05-19","RK",1873000,34,0,989,29,2589.0360867395,2421.16973654347,2768.54107222111,0,0,0.00138229369286679,0.00129266937348824,0.00147813191255799,0,0
"2020-05-20","RK",1873000,0,0,989,29,2546.73900285983,2381.52247553416,2723.41731615728,0,0,0.00135971116009601,0.00127150158864611,0.00145404021150949,0,0
"2020-05-21","RK",1873000,14,0,1003,29,2541.23248464442,2376.28367797854,2717.63114852753,0,0,0.00135677121443909,0.00126870457980702,0.00145095096023894,0,0
"2020-05-22","RK",1873000,1,0,1004,29,2504.05675150933,2341.42904648049,2677.98002429527,0,0,0.00133692298532266,0.00125009559342258,0.00142978111281114,0,0
"2020-05-23","RK",1873000,21,0,1025,29,2518.03339029162,2354.4211320364,2693.01530994136,0,0,0.001344385152318,0.00125703210466439,0.00143780849436271,0,0
"2020-05-24","RK",1873000,7,0,1032,29,2498.59402864738,2336.16465711799,2672.31682534483,0,0,0.00133400642212887,0.00124728492104538,0.00142675751486643,0,0
"2020-05-25","RK",1873000,6,1,1038,30,2562.9748061622,2401.69097797169,2735.08953369587,0,0,0.00136837950142136,0.00128226960916801,0.00146027204148204,0,0
"2020-05-26","RK",1873000,0,0,1038,30,2527.82354326391,2368.6749238374,2697.66518046608,0,0,0.00134961214269296,0.00126464224444068,0.00144029107339353,0,0
"2020-05-27","RK",1873000,9,0,1047,30,2516.53198921072,2358.03129462472,2685.68668582015,0,0,0.00134358355003242,0.00125895958068592,0.0014338957212067,0,0
"2020-05-28","RK",1873000,1,0,1048,30,2488.14421564951,2331.36527020813,2655.46618412027,0,0,0.00132842723739963,0.00124472251479345,0.00141776090983464,0,0
"2020-05-29","RK",1873000,0,0,1048,30,2459.57635795974,2304.54423200489,2625.03786068432,0,0,0.00131317477734103,0.00123040268660165,0.00140151514184961,0,0
"2020-05-30","RK",1873000,16,0,1064,30,2470.58535817602,2314.80696577781,2636.84709017746,0,0,0.0013190525137085,0.00123588198920331,0.0014078201228924,0,0
"2020-05-31","RK",1873000,0,0,1064,30,2445.96802091339,2291.69110293849,2610.6308793797,0,0,0.00130590924768467,0.00122354036462279,0.00139382321376386,0,0
"2020-06-01","RK",1873000,0,0,1064,30,2422.56564660449,2269.72049127189,2585.70354132878,0,0,0.0012934146538198,0.00121181019288409,0.00138051443744195,0,0
"2020-06-02","RK",1873000,0,0,1064,30,2400.75596692089,2249.24848438406,2562.4688658108,0,0,0.00128177040412221,0.00120088013047734,0.00136810937843609,0,0
"2020-06-03","RK",1873000,78,0,1142,30,2555.34439123409,2394.03598833165,2727.52163694999,0,0,0.00136430560129957,0.00127818258853799,0.00145623151999465,0,0
"2020-06-04","RK",1873000,0,0,1142,30,2532.86564481676,2372.93717189504,2703.572791845,0,0,0.00135230413497959,0.00126691787073947,0.00144344516382541,0,0
"2020-06-05","RK",1873000,0,0,1142,30,2506.15373785771,2347.85976733282,2675.11997316313,0,0,0.00133804257226786,0.00125352897348255,0.00142825412341865,0,0
"2020-06-06","RK",1873000,0,0,1142,30,2477.83290249516,2321.27733483266,2644.94715928901,0,0,0.00132292199812876,0.00123933653755081,0.0014121447727117,0,0
"2020-06-07","RK",1873000,0,0,1142,30,2450.18750907911,2295.32989002044,2615.49281249234,0,0,0.00130816204435617,0.00122548312334247,0.00139641901361043,0,0
"2020-06-08","RK",1873000,121,1,1263,31,2770.65078876079,2600.96101256747,2951.41132687842,0,0,0.00147925829618836,0.00138866044451013,0.00157576685898474,0,0
"2020-06-09","RK",1873000,0,0,1263,31,2738.85811623721,2571.05849426775,2917.60914720646,0,0,0.00146228409836477,0.0013726954053752,0.00155771977960836,0,0
"2020-06-10","RK",1873000,35,0,1298,31,2774.88206411038,2604.805055107,2956.06400741004,0,0,0.00148151738607068,0.00139071278969941,0.00157825093828619,0,0
"2020-06-11","RK",1873000,28,0,1326,31,2789.85967204286,2618.78692246444,2972.10778124953,0,0,0.00148951397332774,0.00139817774824583,0.00158681675453792,0,0
"2020-06-12","RK",1873000,0,0,1326,31,2742.31127378858,2574.07586849342,2921.54214038356,0,0,0.00146412774895279,0.0013743063900125,0.00155981961579475,0,0
"2020-06-13","RK",1873000,111,1,1437,32,3014.10387322523,2834.69747746379,3204.86479803112,0,0,0.00160923858687946,0.00151345300451884,0.00171108638442665,0,0
"2020-06-14","RK",1873000,0,0,1437,32,2958.68105869551,2782.4859708107,3146.03333095444,0,0,0.00157964818937294,0.00148557713337464,0.00167967609767989,0,0
"2020-06-15","RK",1873000,49,1,1486,33,3091.5590373504,2912.75073592726,3281.34404483473,0,0,0.0016505921181796,0.00155512586007862,0.00175191887070728,0,0
"2020-06-16","RK",1873000,0,0,1486,33,3026.59092431333,2851.43664062603,3212.50435398932,0,0,0.00161590545878982,0.00152239009109772,0.00171516516497027,0,0
"2020-06-17","RK",1873000,0,0,1486,33,2962.17023019454,2790.64314171297,3144.24024394061,0,0,0.00158151106790953,0.00148993227000159,0.00167871876344934,0,0
"2020-06-18","RK",1873000,0,0,1486,33,2901.67882103334,2733.56342083032,3080.13339521346,0,0,0.00154921453338673,0.00145945724550471,0.00164449193551172,0,0
"2020-06-19","RK",1873000,0,0,1486,33,2846.87856805639,2681.85906424184,3022.0520120993,0,0,0.00151995652325488,0.00143185214321508,0.00161348212071506,0,0
"2020-06-20","RK",1873000,0,0,1486,33,2798.19028507304,2635.92128764168,2970.44866559062,0,0,0.00149396171119757,0.00140732583429882,0.00158593094799286,0,0
"2020-06-21","RK",1873000,0,0,1486,33,2755.34601625639,2595.49948383439,2925.03686345728,0,0,0.00147108703484057,0.00138574451886513,0.00156168545833277,0,0
"2020-06-22","RK",1873000,683,4,2169,37,4447.7995988529,4216.6739454562,4691.59378397604,0,0,0.00237469279169936,0.00225129415133807,0.00250485519699735,0,0
"2020-06-23","RK",1873000,0,0,2169,37,4359.15307730936,4132.50842352711,4598.22790517079,0,0,0.00232736416300553,0.00220635794101821,0.0024550068901072,0,0
"2020-06-24","RK",1873000,0,0,2169,37,4211.9061867953,3992.7176571372,4443.12752609817,0,0,0.00224874863149775,0.00213172325527881,0.00237219835883511,0,0
"2020-06-25","RK",1873000,0,0,2169,37,4041.42358107107,3830.88785393777,4263.52980937526,0,0,0.00215772748588952,0.00204532186542326,0.00227631062967179,0,0
"2020-06-26","RK",1873000,0,0,2169,37,3875.06079378984,3672.98499302148,4088.25415407281,0,0,0.00206890592300579,0.0019610170811647,0.00218273046133092,0,0
"2020-06-27","RK",1873000,0,0,2169,37,3724.78303323324,3530.36668718697,3929.90583528228,0,0,0.00198867220140589,0.00188487276411477,0.00209818784585279,0,0
"2020-06-28","RK",1873000,0,0,2169,37,3593.74724115736,3406.01969097746,3791.82165844139,0,0,0.00191871182122657,0.00181848355097568,0.00202446431310272,0,0
"2020-06-29","RK",1873000,508,12,2677,49,5690.05350442695,5463.02741753833,5926.51407519944,0,0,0.00303793566707258,0.00291672579687044,0.00316418263491695,0,0
"2020-06-30","RK",1873000,201,2,2878,51,6163.01511067539,5926.18597385794,6409.30868892163,0,0,0.00329045120698099,0.0031640074606823,0.0034219480453399,0,0
"2020-07-01","RK",1873000,113,3,2991,54,6518.19012844867,6280.8308581778,6764.51945769035,0,0,0.00348008015400356,0.00335335336795398,0.0036115960799201,0,0
"2020-07-02","RK",1873000,73,1,3064,55,6499.67365250664,6266.82106717493,6741.17820442786,0,0,0.00347019415510232,0.00334587350089425,0.00359913411875486,0,0
"2020-07-03","RK",1873000,0,0,3064,55,6198.23351052002,5975.89215028545,6428.84738960662,0,0,0.00330925441031501,0.00319054572892977,0.00343237981292398,0,0
"2020-07-04","RK",1873000,0,0,3064,55,5917.0630498397,5704.54927322963,6137.49368422169,0,0,0.00315913670573396,0.0030456749990548,0.00327682524517976,0,0
"2020-07-05","RK",1873000,292,11,3356,66,7449.8981134772,7224.83089415454,7681.97660461448,0,0,0.0039775216836504,0.0038573576583847,0.00410142904677762,0,0
"2020-07-06","RK",1873000,152,9,3508,75,8497.00491617744,8269.41982216432,8730.85344536871,0,0,0.00453657496859447,0.00441506664290674,0.00466142736004736,0,0
"2020-07-07","RK",1873000,195,4,3703,79,9068.3724748381,8836.85912422141,9305.95115146716,0,0,0.0048416297249536,0.0047180240919495,0.00496847365267867,0,0
"2020-07-08","RK",1873000,183,3,3886,82,9472.77194738721,9238.99928946967,9712.45971081321,0,0,0.00505753974767069,0.00493272786410554,0.0051855097228047,0,0
"2020-07-09","RK",1873000,214,4,4100,86,10041.4245298153,9804.18108480503,10284.4088369856,0,0,0.00536114497053672,0.00523448002392153,0.00549087497970399,0,0
"2020-07-10","RK",1873000,207,8,4307,94,11033.9146829873,10793.7821828207,11279.3894826982,0,0,0.00589103827174977,0.00576283085041149,0.00602209796193176,0,0
"2020-07-11","RK",1873000,408,7,4715,101,12408.5848764894,12155.6965307533,12666.7343370655,0,0,0.00662497857794414,0.00648996077456129,0.00676280530542738,0,0
"2020-07-12","RK",1873000,216,1,4931,102,12507.6362872832,12254.6664109678,12765.828154649,0,0,0.00667786240645127,0.0065428010736614,0.00681571177503951,0,0
"2020-07-13","RK",1873000,187,6,5118,108,13086.9338691196,12835.5284990372,13343.2634353589,0,0,0.00698715102462339,0.00685292498613839,0.00712400610537047,0,0
"2020-07-14","RK",1873000,0,0,5118,108,12447.9869548332,12208.4746225748,12692.1981670973,0,0,0.00664601545906738,0.00651813914713018,0.00677640051633597,0,0
"2020-07-15","RK",1873000,119,4,5237,112,12580.2900512646,12345.8733720885,12819.1577059059,0,0,0.00671665245662819,0.00659149672829071,0.0068441845733614,0,0
"2020-07-16","RK",1873000,0,0,5237,112,12018.3460929104,11794.0948740885,12246.8611920622,0,0,0.00641662898713849,0.00629690062684917,0.00653863384520139,0,0
"2020-07-17","RK",1873000,235,12,5472,124,13330.3973406128,13103.540357637,13561.1818187022,0,0,0.00711713686097854,0.00699601727583395,0.00724035334687783,0,0
"2020-07-18","RK",1873000,145,6,5617,130,13800.0854344097,13574.8603967218,14029.0472558375,0,0,0.00736790466332605,0.00724765637838856,0.00749014802767618,0,0
"2020-07-19","RK",1873000,118,5,5735,135,14102.6591853193,13879.9877456603,14328.9028594031,0,0,0.0075294496451251,0.0074105647334011,0.00765024178291677,0,0
"2020-07-20","RK",1873000,142,4,5877,139,14364.6539004982,14143.511938555,14589.2535444897,0,0,0.0076693293649216,0.00755126104567808,0.00778924375039494,0,0
"2020-07-21","RK",1873000,168,5,6045,144,14798.8574994002,14577.9374930694,15023.1254175477,0,0,0.00790115189503478,0.00778320207852076,0.00802088917114132,0,0
"2020-07-22","RK",1873000,241,6,6286,150,15516.993535191,15293.4521286818,15743.8024028334,0,0,0.00828456675664228,0.00816521736715526,0.00840566065287424,0,0
"2020-07-23","RK",1873000,181,8,6467,158,16287.1894231203,16062.9514055504,16514.5577924701,0,0,0.00869577652061947,0.00857605520851596,0.00881716913639622,0,0
"2020-07-24","RK",1873000,213,6,6680,164,16916.6524926698,16691.0963020182,17145.2567512386,0,0,0.00903184863463418,0.00891142354619232,0.00915390109516211,0,0
"2020-07-25","RK",1873000,237,5,6917,169,17488.3564164761,17261.055029939,17718.6510105682,0,0,0.00933708297729638,0.0092157261238329,0.00946003791274328,0,0
"2020-07-26","RK",1873000,220,8,7137,177,18308.8954980662,18080.1760955424,18540.508266496,0,0,0.00977517111482444,0.00965305717861314,0.0098988298272803,0,0
"2020-07-27","RK",1873000,276,8,7413,185,19253.3926422851,19021.7468570704,19487.8593971096,0,0,0.0102794408127523,0.0101557644725416,0.0104046232766202,0,0
"2020-07-28","RK",1873000,239,7,7652,192,19975.2666305145,19742.3237079891,20210.9580848722,0,0,0.010664851377744,0.0105404824922526,0.0107906877121581,0,0
"2020-07-29","RK",1873000,194,4,7846,196,20242.5546738707,20010.4292870593,20477.3727662922,0,0,0.0108075572204328,0.0106836248195725,0.0109329272644379,0,0
"2020-07-30","RK",1873000,258,16,8104,212,21894.4993463157,21659.5261295645,22132.0216683547,0,0,0.0116895351555343,0.0115640822902106,0.0118163489953842,0,0
"2020-07-31","RK",1873000,226,15,8330,227,23335.0293805363,23098.45128217,23574.0305503001,0,0,0.0124586382170509,0.0123323285008916,0.0125862416178858,0,0
"2020-08-01","RK",1873000,224,9,8554,236,24130.2574551268,23893.2333753891,24369.6328455262,0,0,0.0128832127363197,0.0127566649094442,0.0130110159346109,0,0
"2020-08-02","RK",1873000,245,13,8799,249,25375.6581086629,25137.0446878252,25616.5365676271,0,0,0.0135481356693342,0.0134207392887481,0.0136767413601853,0,0
"2020-08-03","RK",1873000,250,7,9049,256,26008.5288294822,25769.2639062904,26250.0153024892,0,0,0.0138860271380044,0.0137582829184679,0.0140149574492735,0,0
"2020-08-04","RK",1873000,225,13,9274,269,27161.5578788189,26921.3968581607,27403.8613334729,0,0,0.0145016326101542,0.0143734099616448,0.0146309991102365,0,0
"2020-08-05","RK",1873000,218,15,9492,284,28474.2316234398,28233.0799140965,28717.4431203477,2298.81839121116,2298.81839121116,0.0152024728368605,0.0150737212568588,0.0153323241432716,0.00122734564399955,0.00122734564399955
"2020-08-06","RK",1873000,196,16,9688,300,29799.3586209282,29557.6132373998,30043.0811881346,21666.9632609622,23965.7816521734,0.0159099618905116,0.0157808933461825,0.0160400860588012,0.0115680529957086,0.0127953986397082
"2020-08-07","RK",1873000,181,3,9869,303,29781.2267490115,29541.3051488347,30023.0968878172,0,23965.7816521734,0.0159002812327878,0.0157721864115508,0.0160294163843124,0,0.0127953986397082
"2020-08-08","RK",1873000,190,13,10059,316,30776.2942177826,30536.2527425045,31018.2226275951,958.803724937708,24924.5853771111,0.0164315505700921,0.0163033917471994,0.0165607168326723,0.000511908021856758,0.0133073066615649
"2020-08-09","RK",1873000,188,12,10247,328,31666.9221935165,31426.8433744452,31908.8350446819,908.759847650639,25833.3452247617,0.0169070593665331,0.0167788806056835,0.0170362173223075,0.000485189454164783,0.0137924961157297
"2020-08-10","RK",1873000,172,13,10419,341,32605.1706877902,32365.1367982643,32846.9847727306,938.248494273652,26771.5937190354,0.0174079928925735,0.0172798381197353,0.0175370981167809,0.000500933526040391,0.0142934296417701
"2020-08-11","RK",1873000,171,13,10590,354,33541.4004233594,33301.2954249989,33783.2365979249,936.229735569228,27707.8234546046,0.0179078485976291,0.017779655859583,0.0180369656155499,0.000499855705055648,0.0147932853468257
"2020-08-12","RK",1873000,205,11,10795,365,34401.7362139311,34160.9719886028,34644.1973292722,860.335790571706,28568.1592451763,0.0183671843106947,0.018238639609505,0.0184966349862639,0.000459335713065513,0.0152526210598913
"2020-08-13","RK",1873000,193,8,10988,373,34949.6942742433,34708.9013963841,35192.1576518215,547.958060312252,29116.1173054886,0.0186597406696441,0.0185311806707871,0.018789192553028,0.000292556358949414,0.0155451774188407
"2020-08-14","RK",1873000,142,8,11130,381,35341.8782960189,35102.0727428845,35583.3221200252,392.184021775567,29508.3013272641,0.0188691288286273,0.0187410959652346,0.0189980363694742,0.000209388158983218,0.0157545655778239
"2020-08-15","RK",1873000,145,9,11275,390,35843.4094300054,35604.251350715,36084.1739631523,501.531133986471,27711.0140700395,0.0191368977202378,0.0190092105449626,0.0192654425857727,0.000267768891610502,0.0147949888254348
"2020-08-16","RK",1873000,141,11,11416,401,36525.7707129307,36286.8927878001,36766.2211800656,682.36128292534,6726.41209200256,0.0195012123400591,0.0193736747398826,0.0196295895248615,0.000364314619821324,0.00359125044954755
"2020-08-17","RK",1873000,129,9,11545,410,37000.3080254576,36762.1098483335,37240.0495952711,474.537312526911,7200.94940452947,0.0197545691540083,0.019627394473216,0.0198825678565249,0.000253356813949232,0.00384460726349678
"2020-08-18","RK",1873000,141,6,11686,416,37260.7640795028,37023.2894551181,37499.7619126044,260.456054045157,6502.60173363692,0.0198936273782716,0.0197668390043343,0.0200212289976532,0.000139058224263298,0.00347175746590332
"2020-08-19","RK",1873000,162,9,11848,425,37875.5712741022,37637.78758863,38114.8572019936,614.807194599431,6208.64908058571,0.020221874679179,0.0200949212966524,0.020349630113184,0.000328247300907331,0.00331481531264587
"2020-08-20","RK",1873000,158,13,12006,438,38846.301634776,38607.5677682053,39086.5117367674,970.730360673806,6241.13094698587,0.0207401503656039,0.0206126896787001,0.020868399218776,0.000518275686424883,0.00333215747303036
"2020-08-21","RK",1873000,162,10,12168,448,39571.7467599152,39332.3469487557,39812.6036992155,725.445125139166,6030.34633655581,0.0211274675706968,0.0209996513340927,0.0212560617721385,0.000387317205092987,0.0032196189730677
"2020-08-22","RK",1873000,169,9,12337,457,40238.3060892737,39998.1875703076,40479.8660961335,666.559329358512,5836.56987534261,0.0214833454827943,0.0213551455260585,0.0216123150539955,0.000355877912097443,0.00311616117209963
"2020-08-23","RK",1873000,111,10,12448,467,40806.9272491814,40567.0120059313,41048.2613626192,568.621159907656,5857.23297493802,0.0217869339290877,0.021658842501832,0.0219157828951517,0.000303588446293463,0.00312719325944368
"2020-08-24","RK",1873000,99,13,12547,480,41599.2181936429,41359.2201003594,41840.6089409619,792.290944461514,6257.33989762396,0.0222099403062695,0.0220818046451465,0.0223388195093229,0.000423006377181802,0.00334081147764227
"2020-08-25","RK",1873000,136,8,12683,488,42089.7112777042,41849.5636399655,42331.2369677546,490.493084061382,6246.30184769887,0.0224718159517908,0.0223436004484599,0.0226007672011503,0.000261875645521293,0.00333491823155306
"2020-08-26","RK",1873000,157,4,12840,492,42321.0961909079,42080.8872305309,42562.6763282833,231.384913203648,5795.32547797718,0.0225953530116967,0.0224671047680357,0.0227243333306371,0.000123537059905845,0.00309414067163758
