"date","countrycode","population","cases","deaths","cum_cases","cum_deaths","cases_infected","cases_infected_low","cases_infected_high","cases_daily","cases_active","p_infected","p_infected_low","p_infected_high","p_daily","p_active"
"2020-01-05","WS",199853,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2020-01-12","WS",199853,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2020-01-19","WS",199853,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2020-01-26","WS",199853,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2020-02-02","WS",199853,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2020-02-09","WS",199853,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2020-02-16","WS",199853,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2020-02-23","WS",199853,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2020-03-01","WS",199853,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2020-03-08","WS",199853,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2020-03-15","WS",199853,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2020-03-22","WS",199853,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2020-03-29","WS",199853,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2020-04-05","WS",199853,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2020-04-12","WS",199853,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2020-04-19","WS",199853,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2020-04-26","WS",199853,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2020-05-03","WS",199853,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2020-05-10","WS",199853,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2020-05-17","WS",199853,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2020-05-24","WS",199853,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2020-05-31","WS",199853,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2020-06-07","WS",199853,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2020-06-14","WS",199853,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2020-06-21","WS",199853,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2020-06-28","WS",199853,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2020-07-05","WS",199853,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2020-07-12","WS",199853,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2020-07-19","WS",199853,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2020-07-26","WS",199853,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2020-08-02","WS",199853,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2020-08-09","WS",199853,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2020-08-16","WS",199853,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2020-08-23","WS",199853,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2020-08-30","WS",199853,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2020-09-06","WS",199853,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2020-09-13","WS",199853,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2020-09-20","WS",199853,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2020-09-27","WS",199853,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2020-10-04","WS",199853,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2020-10-11","WS",199853,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2020-10-18","WS",199853,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2020-10-25","WS",199853,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2020-11-01","WS",199853,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2020-11-08","WS",199853,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2020-11-15","WS",199853,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2020-11-22","WS",199853,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2020-11-29","WS",199853,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2020-12-06","WS",199853,1,0,1,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2020-12-13","WS",199853,0,0,1,0,0,NA,NA,0,0,0,NA,NA,0,0
"2020-12-20","WS",199853,0,0,1,0,0,NA,NA,0,0,0,NA,NA,0,0
"2020-12-27","WS",199853,0,0,1,0,0,NA,NA,0,0,0,NA,NA,0,0
"2021-01-03","WS",199853,0,0,1,0,0,NA,NA,0,0,0,NA,NA,0,0
"2021-01-10","WS",199853,0,0,1,0,0,NA,NA,0,0,0,NA,NA,0,0
"2021-01-17","WS",199853,0,0,1,0,0,NA,NA,0,0,0,NA,NA,0,0
"2021-01-24","WS",199853,0,0,1,0,0,NA,NA,0,0,0,NA,NA,0,0
"2021-01-31","WS",199853,0,0,1,0,0,NA,NA,0,0,0,NA,NA,0,0
"2021-02-07","WS",199853,0,0,1,0,0,0,NA,0,0,0,0,NA,0,0
"2021-02-14","WS",199853,0,0,1,0,0,0,NA,0,0,0,0,NA,0,0
"2021-02-21","WS",199853,0,0,1,0,0,0,NA,0,0,0,0,NA,0,0
"2021-02-28","WS",199853,0,0,1,0,0,0,NA,0,0,0,0,NA,0,0
"2021-03-07","WS",199853,0,0,1,0,0,0,NA,0,0,0,0,NA,0,0
"2021-03-14","WS",199853,0,0,1,0,0,0,NA,0,0,0,0,NA,0,0
"2021-03-21","WS",199853,0,0,1,0,0,0,NA,0,0,0,0,NA,0,0
"2021-03-28","WS",199853,0,0,1,0,0,0,NA,0,0,0,0,NA,0,0
"2021-04-04","WS",199853,0,0,1,0,0,0,NA,0,0,0,0,NA,0,0
"2021-04-11","WS",199853,0,0,1,0,0,0,NA,0,0,0,0,NA,0,0
"2021-04-18","WS",199853,0,0,1,0,0,0,NA,0,0,0,0,NA,0,0
"2021-04-25","WS",199853,0,0,1,0,0,0,NA,0,0,0,0,NA,0,0
"2021-05-02","WS",199853,0,0,1,0,0,0,NA,0,0,0,0,NA,0,0
"2021-05-04","WS",199853,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0
"2021-05-05","WS",199853,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0
"2021-05-06","WS",199853,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0
"2021-05-07","WS",199853,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0
"2021-05-08","WS",199853,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0
"2021-05-09","WS",199853,0,0,1,0,0,0,NA,0,0,0,0,NA,0,0
"2021-05-10","WS",199853,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0
"2021-05-11","WS",199853,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0
"2021-05-12","WS",199853,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0
"2021-05-13","WS",199853,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0
"2021-05-14","WS",199853,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0
"2021-05-15","WS",199853,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0
"2021-05-16","WS",199853,0,0,1,0,0,0,NA,0,0,0,0,NA,0,0
"2021-05-17","WS",199853,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0
"2021-05-18","WS",199853,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0
"2021-05-19","WS",199853,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0
"2021-05-20","WS",199853,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0
"2021-05-21","WS",199853,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0
"2021-05-22","WS",199853,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0
"2021-05-23","WS",199853,0,0,1,0,0,0,NA,0,0,0,0,NA,0,0
"2021-05-24","WS",199853,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0
"2021-05-25","WS",199853,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0
"2021-05-26","WS",199853,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0
"2021-05-27","WS",199853,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0
"2021-05-28","WS",199853,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0
"2021-05-29","WS",199853,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0
"2021-05-30","WS",199853,0,0,1,0,0,0,NA,0,0,0,0,NA,0,0
"2021-05-31","WS",199853,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0
"2021-06-01","WS",199853,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0
"2021-06-02","WS",199853,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0
"2021-06-03","WS",199853,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0
"2021-06-04","WS",199853,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0
"2021-06-05","WS",199853,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0
"2021-06-06","WS",199853,0,0,1,0,0,0,NA,0,0,0,0,NA,0,0
"2021-06-07","WS",199853,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0
"2021-06-08","WS",199853,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0
"2021-06-09","WS",199853,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0
"2021-06-10","WS",199853,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0
"2021-06-11","WS",199853,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0
"2021-06-12","WS",199853,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0
"2021-06-13","WS",199853,0,0,1,0,0,0,NA,0,0,0,0,NA,0,0
"2021-06-14","WS",199853,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0
"2021-06-15","WS",199853,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0
"2021-06-16","WS",199853,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0
"2021-06-17","WS",199853,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0
"2021-06-18","WS",199853,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0
"2021-06-19","WS",199853,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0
